YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,re_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR,MOE_ER
2006,19820,"Detroit-Warren-Dearborn, MI",20-24,1,123,16654,2699451.8,1643.0008521,0.0986550289,2699451.8,2702.7364017,White,977,132991,16218823.15,4027.2600053,0.0302821996,16218823.15,6624.8427087,0.1252265191,0.0212585419,
2006,19820,"Detroit-Warren-Dearborn, MI",20-24,2,88,14277,3074123.5,1753.3178548,0.1228071622,3074123.5,2884.2078712,Black,250,43445,7308851.7,2703.4888015,0.0622278467,7308851.7,4447.2390785,0.3286223961,0.0744238956,
2006,19820,"Detroit-Warren-Dearborn, MI",20-24,3,12,1841,409084.25,639.59694339,0.3474182202,409084.25,1052.1369719,Latino,70,10704,1586932.95,1259.7352698,0.1176882726,1586932.95,2072.2645188,0.1719917788,0.1037804046,
2006,19820,"Detroit-Warren-Dearborn, MI",20-24,4,7,984,192213.55,438.42165777,0.4455504652,192213.55,721.20362703,Asian,28,4116,841607.75,917.39181924,0.2228843098,841607.75,1509.1095426,0.2390670554,0.1959205889,
2006,19820,"Detroit-Warren-Dearborn, MI",20-24,5,5,663,90357.75,300.59565865,0.4533871171,90357.75,494.47985848,Other,19,2918,868025.3,931.67875365,0.3192867559,868025.3,1532.6115498,0.2272104181,0.207261895,
2006,19820,"Detroit-Warren-Dearborn, MI",25-54,1,558,71083,16154479.25,4019.2635208,0.0565432455,16154479.25,6611.6884918,White,9330,1115847,69058561.7,8310.1481154,0.0074473903,69058561.7,13670.19365,0.0637031779,0.0059764388,
2006,19820,"Detroit-Warren-Dearborn, MI",25-54,2,291,50974,9935163.7,3152.0094702,0.0618356313,9935163.7,5185.0555784,Black,1831,311497,43062863.65,6562.2300821,0.0210667521,43062863.65,10794.868485,0.1636420254,0.017585112,
2006,19820,"Detroit-Warren-Dearborn, MI",25-54,3,49,8246,1636152.75,1279.1218668,0.1551202846,1636152.75,2104.1554708,Latino,346,53379,7624652.05,2761.2772498,0.0517296549,7624652.05,4542.3010758,0.1544802263,0.0415532856,
2006,19820,"Detroit-Warren-Dearborn, MI",25-54,4,21,2761,378597.6,615.30285226,0.2228550714,378597.6,1012.173192,Asian,448,63388,8563865.6,2926.4083105,0.0461665979,8563865.6,4813.9416708,0.0435571402,0.0163069324,
2006,19820,"Detroit-Warren-Dearborn, MI",25-54,5,19,2532,337562.95,581.00167814,0.229463538,337562.95,955.74776054,Other,166,21010,3319297.1,1821.8938224,0.0867155556,3319297.1,2997.0153378,0.1205140409,0.0486300543,
2006,21340,"El Paso, TX",16-19,1,,,,,,,,White,29,1953,159918.75,399.8984246,0.2047610981,159918.75,657.83290847,,,
2006,21340,"El Paso, TX",16-19,3,46,4546,453740.3,673.60247921,0.1481747645,453740.3,1108.0760783,Latino,134,14590,1797921.6,1340.8659888,0.0919030835,1797921.6,2205.7245516,0.3115832762,0.0893697768,
2006,21340,"El Paso, TX",20-24,1,6,462,46198.55,214.93847957,0.4652348043,46198.55,353.57379889,White,27,2403,223510,472.76844226,0.1967409248,223510,777.70408752,0.1922596754,0.1597541858,
2006,21340,"El Paso, TX",20-24,2,,,,,,,,Black,8,2083,307271.5,554.32075552,0.2661165413,307271.5,911.85764283,,,
2006,21340,"El Paso, TX",20-24,3,38,4291,509120.45,713.52676894,0.1662844952,509120.45,1173.7515349,Latino,246,34195,2666030.15,1632.7982576,0.04774962,2666030.15,2685.9531337,0.1254861822,0.0357124156,
2006,21340,"El Paso, TX",25-54,1,14,1185,171292.5,413.87498112,0.3492615874,171292.5,680.82434395,White,362,30504,1770856.45,1330.7353043,0.0436249444,1770856.45,2189.0595755,0.0388473643,0.0224926158,
2006,21340,"El Paso, TX",25-54,2,,,,,,,,Black,42,4232,384609,620.16852548,0.1465426573,384609,1020.1772244,,,
2006,21340,"El Paso, TX",25-54,3,104,11652,1493992.5,1222.2898592,0.104899576,1493992.5,2010.6668184,Latino,1489,161022,7724826,2779.3571199,0.0172607291,7724826,4572.0424623,0.0723627827,0.0126548209,
2006,21340,"El Paso, TX",25-54,4,,,,,,,,Asian,25,2196,165993.55,407.42306022,0.1855296267,165993.55,670.21093406,,,
2006,21340,"El Paso, TX",25-54,5,,,,,,,,Other,12,1202,141440.7,376.08602739,0.3128835502,141440.7,618.66151506,,,
2006,23420,"Fresno, CA",16-19,1,18,1411,124364.6,352.65365445,0.2499317183,124364.6,580.11526158,White,92,8186,589868.2,768.0287755,0.0938222301,589868.2,1263.4073357,0.1723674566,0.0756954731,
2006,23420,"Fresno, CA",16-19,2,,,,,,,,Black,6,652,53911.5,232.18850101,0.3561173328,53911.5,381.95008416,,,
2006,23420,"Fresno, CA",16-19,3,25,2910,475818.45,689.79594809,0.2370432811,475818.45,1134.7143346,Latino,97,12999,1400546.8,1183.4469992,0.0910413877,1400546.8,1946.7703137,0.2238633741,0.0935093202,
2006,23420,"Fresno, CA",16-19,4,9,1064,205886.7,453.74739669,0.4264543202,205886.7,746.41446755,Asian,19,2265,309016.05,555.89212083,0.2454269849,309016.05,914.44253876,0.4697571744,0.3802197296,
2006,23420,"Fresno, CA",20-24,1,22,3050,499738.35,706.92174249,0.2317776205,499738.35,1162.8862664,White,142,18138,1585504.6,1259.1682175,0.0694215579,1585504.6,2071.3317178,0.1681552542,0.0669273319,
2006,23420,"Fresno, CA",20-24,2,,,,,,,,Black,9,1136,194476.45,440.99484124,0.3881996842,194476.45,725.43651384,,,
2006,23420,"Fresno, CA",20-24,3,32,4336,1011520.15,1005.7435806,0.2319519328,1011520.15,1654.4481902,Latino,177,25657,2536093.3,1592.5116326,0.0620692845,2536093.3,2619.6816356,0.1689987138,0.0667521311,
2006,23420,"Fresno, CA",20-24,4,9,613,54610.2,233.68825388,0.3812206425,54610.2,384.41717763,Asian,56,4819,296249.55,544.28811304,0.1129462779,296249.55,895.35394596,0.1272048143,0.0831986369,
2006,23420,"Fresno, CA",20-24,5,,,,,,,,Other,9,1029,177334.6,421.11114922,0.4092430993,177334.6,692.72784047,,,
2006,23420,"Fresno, CA",25-54,1,42,3968,401515.4,633.65242839,0.1596906322,401515.4,1042.3582447,White,1109,104823,6364794.25,2522.8543854,0.024067756,6364794.25,4150.095464,0.0378542877,0.0100562886,
2006,23420,"Fresno, CA",25-54,2,11,2295,353293.4,594.38489214,0.2589912384,353293.4,977.76314756,Black,70,10548,1527032.8,1235.7316861,0.1171531746,1527032.8,2032.7786236,0.2175767918,0.1017390598,
2006,23420,"Fresno, CA",25-54,3,116,14228,2234902.85,1494.9591466,0.1050716296,2234902.85,2459.2077962,Latino,1067,132656,8045235.65,2836.4124612,0.0213817126,8045235.65,4665.8984987,0.1072548547,0.018918181,
2006,23420,"Fresno, CA",25-54,4,16,2155,562376.15,749.91742879,0.3479895261,562376.15,1233.6141704,Asian,220,23769,1725877.9,1313.726722,0.0552705929,1725877.9,2161.0804576,0.0906643107,0.0525506796,
2006,23420,"Fresno, CA",25-54,5,6,993,233215.1,482.92349291,0.4863277874,233215.1,794.40914583,Other,48,6462,1126277.8,1061.2623615,0.1642312537,1126277.8,1745.7765847,0.1536675952,0.1297560097,
2006,24340,"Grand Rapids-Wyoming, MI",16-19,1,40,5223,659036.05,811.81035347,0.1554298973,659036.05,1335.4280315,White,203,24535,3121734.7,1766.8431453,0.0720131708,3121734.7,2906.456974,0.2128795598,0.0599876862,
2006,24340,"Grand Rapids-Wyoming, MI",16-19,2,5,641,102100.85,319.53223625,0.4984902282,102100.85,525.63052862,Black,13,1739,298234.1,546.10813947,0.3140357329,298234.1,898.34788944,0.3686026452,0.357238705,
2006,24340,"Grand Rapids-Wyoming, MI",16-19,3,,,,,,,,Latino,16,1768,190415.95,436.36676088,0.2468137788,190415.95,717.82332165,,,
2006,24340,"Grand Rapids-Wyoming, MI",16-19,5,,,,,,,,Other,8,680,115095.85,339.25779284,0.4989085189,115095.85,558.07906922,,,
2006,24340,"Grand Rapids-Wyoming, MI",20-24,1,26,3822,708160.7,841.5228458,0.2201786619,708160.7,1384.3050813,White,343,45592,7265427.5,2695.445696,0.0591210233,7265427.5,4434.0081699,0.0838304966,0.0314384232,
2006,24340,"Grand Rapids-Wyoming, MI",20-24,2,,,,,,,,Black,13,2206,337428.05,580.88557393,0.2633207497,337428.05,955.55676911,,,
2006,24340,"Grand Rapids-Wyoming, MI",20-24,3,,,,,,,,Latino,27,4709,695123.55,833.7406971,0.1770526008,695123.55,1371.5034467,,,
2006,24340,"Grand Rapids-Wyoming, MI",20-24,5,,,,,,,,Other,8,897,148232.35,385.00954534,0.4292191141,148232.35,633.34070208,,,
2006,24340,"Grand Rapids-Wyoming, MI",25-54,1,88,12252,1958690.6,1399.532279,0.1142288834,1958690.6,2302.230599,White,2041,254250,23605269.3,4858.5254244,0.0191092445,23605269.3,7992.2743232,0.0481887906,0.0091808181,
2006,24340,"Grand Rapids-Wyoming, MI",25-54,2,19,2810,562761,750.17397982,0.2669658291,562761,1234.0361968,Black,117,17937,2838727.75,1684.8524416,0.0939316743,2838727.75,2771.5822664,0.1566594191,0.0729326797,
2006,24340,"Grand Rapids-Wyoming, MI",25-54,3,10,1941,519815.1,720.98203861,0.3714487577,519815.1,1186.0154535,Latino,124,27432,5637124.8,2374.2630014,0.0865508531,5637124.8,3905.6626374,0.0707567804,0.0443929049,
2006,24340,"Grand Rapids-Wyoming, MI",25-54,4,,,,,,,,Asian,39,6672,1996668.4,1413.035173,0.2117858473,1996668.4,2324.4428595,,,
2006,24340,"Grand Rapids-Wyoming, MI",25-54,5,,,,,,,,Other,27,3861,499731.25,706.9167207,0.1830916138,499731.25,1162.8780055,,,
2006,24660,"Greensboro-High Point, NC",16-19,1,24,2163,176111,419.65581135,0.1940156317,176111,690.33380967,White,121,10348,685809.35,828.13606974,0.0800286113,685809.35,1362.2838347,0.2090258987,0.0721643017,
2006,24660,"Greensboro-High Point, NC",16-19,2,17,1934,312267.65,558.80913557,0.2889395737,312267.65,919.24102802,Black,37,4219,862273.1,928.58661416,0.2200963769,862273.1,1527.5249803,0.458402465,0.2738937653,
2006,24660,"Greensboro-High Point, NC",16-19,3,,,,,,,,Latino,9,725,74878.6,273.63954393,0.3774338537,74878.6,450.13704976,,,
2006,24660,"Greensboro-High Point, NC",16-19,5,,,,,,,,Other,8,570,62599.4,250.19872102,0.4389451246,62599.4,411.57689608,,,
2006,24660,"Greensboro-High Point, NC",20-24,1,13,1572,310355.8,557.09586249,0.354386681,310355.8,916.42269379,White,190,20638,1806249.25,1343.9677265,0.0651210256,1806249.25,2210.8269102,0.0761701715,0.0451481003,
2006,24660,"Greensboro-High Point, NC",20-24,2,24,2153,264603.7,514.39644244,0.2389207814,264603.7,846.18214782,Black,90,10546,1454603.95,1206.069629,0.1143627564,1454603.95,1983.9845397,0.2041532335,0.0889555569,
2006,24660,"Greensboro-High Point, NC",20-24,3,,,,,,,,Latino,23,2120,239962.55,489.85972482,0.2310659079,239962.55,805.81924733,,,
2006,24660,"Greensboro-High Point, NC",20-24,5,,,,,,,,Other,9,846,84585.55,290.83595032,0.3437777191,84585.55,478.42513828,,,
2006,24660,"Greensboro-High Point, NC",25-54,1,61,6848,1175287.15,1084.1066138,0.1583099611,1175287.15,1783.3553796,White,1747,179479,7954962.65,2820.454334,0.015714676,7954962.65,4639.6473794,0.0381548816,0.009985124,
2006,24660,"Greensboro-High Point, NC",25-54,2,56,6551,968093.65,983.91750162,0.1501934822,968093.65,1618.5442902,Black,525,65316,6869053.15,2620.8878553,0.0401262762,6869053.15,4311.3605219,0.1002970176,0.025649333,
2006,24660,"Greensboro-High Point, NC",25-54,3,6,553,73763.7,271.59473485,0.4911297194,73763.7,446.77333883,Latino,123,16593,1680613.9,1296.3849351,0.0781284237,1680613.9,2132.5532183,0.0333273067,0.0272639711,
2006,24660,"Greensboro-High Point, NC",25-54,4,,,,,,,,Asian,54,5477,1206733.2,1098.5140873,0.2005685754,1206733.2,1807.0556736,,,
2006,24660,"Greensboro-High Point, NC",25-54,5,,,,,,,,Other,29,2399,199757.55,446.94244596,0.1863036457,199757.55,735.2203236,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",16-19,1,35,3433,563973.25,750.98152441,0.2187537211,563973.25,1235.3646076,White,187,17988,1250132.6,1118.0932877,0.0621577322,1250132.6,1839.2634583,0.1908494552,0.0713957797,
2006,24860,"Greenville-Anderson-Mauldin, SC",16-19,2,20,2515,364493.2,603.73272232,0.2400527723,364493.2,993.14032822,Black,50,6396,753861.8,868.25215232,0.1357492421,753861.8,1428.2747906,0.3932145091,0.1783832839,
2006,24860,"Greenville-Anderson-Mauldin, SC",16-19,3,,,,,,,,Latino,15,1382,166927.75,408.56792581,0.2956352575,166927.75,672.09423796,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",20-24,1,37,3368,442649.45,665.3190588,0.1975412882,442649.45,1094.4498517,White,285,29263,2394221.45,1547.3271955,0.0528765744,2394221.45,2545.3532366,0.1150941462,0.038717145,
2006,24860,"Greenville-Anderson-Mauldin, SC",20-24,2,15,2551,404074.5,635.66854571,0.2491840634,404074.5,1045.6747577,Black,63,9573,1023124.35,1011.4960949,0.1056613491,1023124.35,1663.9110761,0.2664786378,0.1186459507,
2006,24860,"Greenville-Anderson-Mauldin, SC",20-24,3,,,,,,,,Latino,26,2318,341161.9,584.09066077,0.2519804404,341161.9,960.82913697,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",20-24,4,,,,,,,,Asian,10,1015,90573.6,300.95448161,0.2965068784,90573.6,495.07012225,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",20-24,5,,,,,,,,Other,6,554,53108.45,230.45270664,0.4159796149,53108.45,379.09470243,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",25-54,1,97,10167,1088010.05,1043.0772023,0.1025943939,1088010.05,1715.8619978,White,2339,225586,11070182.95,3327.1884452,0.014749091,11070182.95,5473.2249924,0.0450692862,0.0076844415,
2006,24860,"Greenville-Anderson-Mauldin, SC",25-54,2,38,4878,847741.05,920.72854306,0.1887512388,847741.05,1514.5984533,Black,387,53823,8189873.9,2861.7955727,0.0531704954,8189873.9,4707.6537171,0.0906303996,0.0292355523,
2006,24860,"Greenville-Anderson-Mauldin, SC",25-54,3,7,990,134026.1,366.0957525,0.3697936894,134026.1,602.22751287,Latino,122,16536,2060356.45,1435.3941793,0.0868041957,2060356.45,2361.223425,0.0598693759,0.0374090969,
2006,24860,"Greenville-Anderson-Mauldin, SC",25-54,4,,,,,,,,Asian,47,4585,591682.65,769.20910681,0.1677664355,591682.65,1265.3489807,,,
2006,24860,"Greenville-Anderson-Mauldin, SC",25-54,5,,,,,,,,Other,21,2260,321473.6,566.98641959,0.2508789467,321473.6,932.69266023,,,
2006,25420,"Harrisburg-Carlisle, PA",16-19,1,19,2021,228774.3,478.3035647,0.2366667811,228774.3,786.80936392,White,135,12111,1323086.5,1150.2549717,0.0949760525,1323086.5,1892.1694285,0.1668730906,0.0700026505,
2006,25420,"Harrisburg-Carlisle, PA",16-19,2,,,,,,,,Black,15,1333,129966.35,360.50846037,0.2704489575,129966.35,593.03641731,,,
2006,25420,"Harrisburg-Carlisle, PA",20-24,1,13,1641,318272.25,564.15622836,0.3437880733,318272.25,928.03699566,White,189,22141,2038644.7,1427.811157,0.0644872028,2038644.7,2348.7493532,0.0741158936,0.0426458895,
2006,25420,"Harrisburg-Carlisle, PA",20-24,2,,,,,,,,Black,8,1373,262279.15,512.13196542,0.3730021598,262279.15,842.45708311,,,
2006,25420,"Harrisburg-Carlisle, PA",20-24,3,,,,,,,,Latino,11,1382,186780.95,432.18161692,0.3127218646,186780.95,710.93875983,,,
2006,25420,"Harrisburg-Carlisle, PA",25-54,1,52,5721,813231.9,901.79371255,0.157628686,813231.9,1483.4506571,White,1655,164360,8764565.45,2960.5008782,0.0180122954,8764565.45,4870.0239447,0.0348077391,0.0090843544,
2006,25420,"Harrisburg-Carlisle, PA",25-54,2,6,1240,334408.55,578.28068444,0.4663553907,334408.55,951.27172591,Black,105,19464,3219351.2,1794.2550543,0.0921832642,3219351.2,2951.5495644,0.0637073572,0.0498190451,
2006,25420,"Harrisburg-Carlisle, PA",25-54,3,,,,,,,,Latino,45,5763,780055.95,883.20776151,0.1532548606,780055.95,1452.8767677,,,
2006,25420,"Harrisburg-Carlisle, PA",25-54,4,,,,,,,,Asian,28,4156,956302.25,977.90707636,0.2353000665,956302.25,1608.6571406,,,
2006,25420,"Harrisburg-Carlisle, PA",25-54,5,,,,,,,,Other,23,2116,364570.8,603.79698575,0.2853482919,364570.8,993.24604156,,,
2006,25540,"Hartford-West Hartford-East Hartford, CT",16-19,1,48,5453,769946.2,877.46578281,0.1609143192,769946.2,1443.4312127,White,246,27548,2856113.5,1690.0039941,0.0613476112,2856113.5,2780.0565703,0.1979454044,0.0560756802,
2006,25540,"Hartford-West Hartford-East Hartford, CT",16-19,2,6,649,91926.5,303.19383239,0.4671707741,91926.5,498.75385428,Black,27,3124,403190.85,634.97310967,0.2032564372,403190.85,1044.5307654,0.2077464789,0.1741084657,
2006,25540,"Hartford-West Hartford-East Hartford, CT",16-19,3,11,1116,152432.15,390.42560111,0.3498437286,152432.15,642.25011382,Latino,36,3949,470272.1,685.76388065,0.1736550723,470272.1,1128.0815837,0.2826031907,0.1815701273,
2006,25540,"Hartford-West Hartford-East Hartford, CT",16-19,4,,,,,,,,Asian,7,784,91252.65,302.08053562,0.3853068056,91252.65,496.92248109,,,
2006,25540,"Hartford-West Hartford-East Hartford, CT",16-19,5,,,,,,,,Other,5,502,49876.5,223.33047262,0.4448814196,49876.5,367.37862746,,,
2006,25540,"Hartford-West Hartford-East Hartford, CT",20-24,1,24,3141,372029.15,609.94192346,0.1941871772,372029.15,1003.3544641,White,324,43036,3819740,1954.4155137,0.045413503,3819740,3215.01352,0.0729854076,0.0239433794,
2006,25540,"Hartford-West Hartford-East Hartford, CT",20-24,2,11,1520,276997.4,526.30542463,0.3462535688,276997.4,865.77242352,Black,49,7136,824787.2,908.17795613,0.1272670903,824787.2,1493.9527378,0.2130044843,0.1292603348,
2006,25540,"Hartford-West Hartford-East Hartford, CT",20-24,3,11,988,94982.35,308.19206674,0.3119352902,94982.35,506.97594978,Latino,72,7867,816690.55,903.70932827,0.1148734369,816690.55,1486.601845,0.1255878988,0.0686742485,
2006,25540,"Hartford-West Hartford-East Hartford, CT",20-24,4,,,,,,,,Asian,17,2032,245984.05,495.96779129,0.2440786374,245984.05,815.86701668,,,
2006,25540,"Hartford-West Hartford-East Hartford, CT",20-24,5,,,,,,,,Other,14,2213,414196.95,643.58134684,0.2908185029,414196.95,1058.6913156,,,
2006,25540,"Hartford-West Hartford-East Hartford, CT",25-54,1,108,11853,1773578.55,1331.7576919,0.1123561708,1773578.55,2190.7414032,White,3408,324277,12107487.4,3479.5814978,0.0107302753,12107487.4,5723.9115639,0.0365520836,0.0067865105,
2006,25540,"Hartford-West Hartford-East Hartford, CT",25-54,2,28,3761,655334.2,809.52714593,0.2152425275,655334.2,1331.6721551,Black,299,39952,4685559.85,2164.6154046,0.0541804016,4685559.85,3560.7923406,0.0941379656,0.0343715679,
2006,25540,"Hartford-West Hartford-East Hartford, CT",25-54,3,39,6142,1340887.85,1157.9671196,0.1885325822,1340887.85,1904.8559117,Latino,295,40941,3893479.25,1973.1901201,0.0481959434,3893479.25,3245.8977475,0.1500207616,0.0480230697,
2006,25540,"Hartford-West Hartford-East Hartford, CT",25-54,4,10,1017,107088.85,327.24432768,0.3217741668,107088.85,538.31691904,Asian,149,18100,1073961.35,1036.3210651,0.0572553075,1073961.35,1704.7481521,0.0561878453,0.0302084214,
2006,25540,"Hartford-West Hartford-East Hartford, CT",25-54,5,,,,,,,,Other,46,5221,963519,981.59003662,0.1880080515,963519,1614.7156102,,,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,1,110,9947,720386.25,848.7557069,0.0853278081,720386.25,1396.2031379,White,478,48431,4346414.85,2084.8057104,0.0430469268,4346414.85,3429.5053936,0.2053849807,0.0322895552,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,2,67,7686,1448137.3,1203.3857652,0.1565685357,1448137.3,1979.5695838,Black,170,21514,3218994.4,1794.1556231,0.0833947952,3218994.4,2951.386,0.3572557404,0.1042515299,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,3,84,10442,2002769.15,1415.1922661,0.1355288514,2002769.15,2327.9912777,Latino,355,43612,6671318.15,2582.8894963,0.0592242845,6671318.15,4248.8532214,0.2394295148,0.0582536886,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,4,6,446,31678.9,177.98567358,0.399071017,31678.9,292.78643304,Asian,44,4521,974099.65,986.96486766,0.2183067613,974099.65,1623.5572073,0.098650741,0.0738180869,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,5,,,,,,,,Other,21,2266,403505.75,635.22102453,0.2803270188,403505.75,1044.9385853,,,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,1,92,12327,2002825.05,1415.2120159,0.1148058746,2002825.05,2328.0237662,White,740,101470,11439012.15,3382.1608699,0.0333316337,11439012.15,5563.654631,0.1214841825,0.0238903671,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,2,90,14206,2670859.1,1634.276323,0.1150412729,2670859.1,2688.3845514,Black,342,54932,5159936.95,2271.5494602,0.0413520254,5159936.95,3736.698862,0.2586106459,0.0520059184,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,3,83,11996,1765712.9,1328.8013019,0.1107703653,1765712.9,2185.8781417,Latino,747,112566,10995882.3,3316.0039656,0.0294583086,10995882.3,5454.8265234,0.1065685909,0.02009359,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,4,9,1103,143542.95,378.87062436,0.3434910466,143542.95,623.24217707,Asian,94,12606,1272908.7,1128.2325558,0.0894996475,1272908.7,1855.9425543,0.0874980168,0.051090833,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,5,,,,,,,,Other,27,4106,721514.9,849.42033176,0.2068729498,721514.9,1397.2964457,,,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,1,284,33709,5575738.45,2361.3001609,0.0700495464,5575738.45,3884.3387647,White,8302,865595,64606649.5,8037.8261676,0.0092858972,64606649.5,13222.224046,0.0389431547,0.004526735,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,2,249,38611,8285979.85,2878.5377972,0.0745522726,8285979.85,4735.1946764,Black,2354,327178,26964680.05,5192.7526467,0.0158713381,26964680.05,8542.0781039,0.1180122135,0.0147971716,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,3,259,39487,9963887.8,3156.5626558,0.0799392878,9963887.8,5192.5455688,Latino,4271,632859,50506894.5,7106.8202805,0.0112297056,50506894.5,11690.719362,0.062394625,0.0082854636,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,4,39,4598,841792.6,917.49256128,0.1995416619,841792.6,1509.2752633,Asian,1068,120381,11492450.35,3390.0516736,0.0281610194,11492450.35,5576.6350032,0.0381953963,0.0126617279,
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,5,12,1051,133461.05,365.32321306,0.3475958259,133461.05,600.95668548,Other,194,22591,2823988.7,1680.4727609,0.0743868249,2823988.7,2764.3776916,0.0465229516,0.0272039232,
2006,26900,"Indianapolis-Carmel-Anderson, IN",16-19,1,69,6124,859785.7,927.24629953,0.1514118712,859785.7,1525.3201627,White,375,34642,3428020.25,1851.4913583,0.0534464338,3428020.25,3045.7032845,0.1767796317,0.0466935689,
2006,26900,"Indianapolis-Carmel-Anderson, IN",16-19,2,30,2712,300623.15,548.29111793,0.2021722411,300623.15,901.93888899,Black,63,6600,778141.8,882.12346075,0.1336550698,778141.8,1451.0930929,0.4109090909,0.1638206387,
2006,26900,"Indianapolis-Carmel-Anderson, IN",16-19,3,7,645,93621.3,305.97597945,0.4743813635,93621.3,503.33048619,Latino,25,2119,276997.4,526.30542463,0.2483744335,276997.4,865.77242352,0.3043888627,0.2681200937,
2006,26900,"Indianapolis-Carmel-Anderson, IN",16-19,5,,,,,,,,Other,10,1017,183375.5,428.22365652,0.4210655423,183375.5,704.42791497,,,
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,1,48,5126,686642.35,828.63885378,0.1616540877,686642.35,1363.1109145,White,560,59783,6253382.25,2500.6763585,0.0418292217,6253382.25,4113.6126097,0.0857434388,0.0235519376,
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,2,14,2982,514514.75,717.29683535,0.2405421983,514514.75,1179.9532941,Black,69,12615,1728833.9,1314.8512844,0.1042291942,1728833.9,2162.9303628,0.2363852556,0.1019392343,
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,3,6,475,55405.7,235.3841541,0.4955455876,55405.7,387.20693349,Latino,45,4294,666715.35,816.52639271,0.1901551916,666715.35,1343.185916,0.110619469,0.0965850087,
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,4,,,,,,,,Asian,13,1138,142499.05,377.49046346,0.3317139398,142499.05,620.97181238,,,
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,5,,,,,,,,Other,15,1552,266792.9,516.51998993,0.3328092719,266792.9,849.67538344,,,
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,1,186,23473,3911116.9,1977.6543935,0.0842523066,3911116.9,3253.2414773,White,5084,524800,29374556.55,5419.8299374,0.0103274199,29374556.55,8915.620247,0.0447275152,0.006245409,
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,2,67,11078,1978035.25,1406.4264112,0.126956708,1978035.25,2313.5714464,Black,577,86033,10107170,3179.1775666,0.0369530014,10107170,5229.7470971,0.1287645438,0.0280076556,
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,3,25,2800,362107.05,601.75331324,0.2149118976,362107.05,989.88420029,Latino,258,32549,3118224.2,1765.8494273,0.0542520332,3118224.2,2904.822308,0.0860241482,0.0313661679,
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,4,,,,,,,,Asian,113,14847,1579697.95,1256.8603542,0.0846541627,1579697.95,2067.5352827,,,
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,5,8,721,119554.05,345.76588901,0.4795643398,119554.05,568.78488741,Other,58,6831,1194871.6,1093.1018251,0.160020762,1194871.6,1798.1525023,0.105548236,0.0877783921,
2006,27140,"Jackson, MS",16-19,1,6,736,84024.4,289.86962587,0.3938446004,84024.4,476.83553455,White,50,5603,532326.4,729.60701751,0.1302172082,532326.4,1200.2035438,0.131358201,0.0896346213,
2006,27140,"Jackson, MS",16-19,2,20,2146,278265.85,527.50909945,0.2458103912,278265.85,867.75246859,Black,51,5959,813957.7,902.196043,0.1514005778,813957.7,1484.1124907,0.3601275382,0.1710258297,
2006,27140,"Jackson, MS",20-24,1,5,725,121447.9,348.49375891,0.4806810468,121447.9,573.27223341,White,87,10896,1121055.05,1058.7988714,0.097173171,1121055.05,1741.7241434,0.0665381791,0.0536774097,
2006,27140,"Jackson, MS",20-24,2,20,3124,802422,895.78010695,0.2867413915,802422,1473.5582759,Black,95,13671,1160455.1,1077.2442156,0.0787977628,1160455.1,1772.0667346,0.2285129105,0.1117829977,
2006,27140,"Jackson, MS",25-54,1,16,1737,252477.95,502.47184001,0.2892756707,252477.95,826.56617681,White,870,84184,4568235.15,2137.3430118,0.0253889458,4568235.15,3515.9292544,0.0206333745,0.0098563103,
