Assigned_CBSA,Assigned_CBSATitle,age_recode,sex,sex_label, sample_n ,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,1,Male, 93 ,6801.58308,791831.40204,889.84909,0.13083,791831.40204,1463.80175,2015.00000,107490.11600,2429641.96720,1558.73088,0.01450,2429641.96720,2564.11230,0.06328,0.01353
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,2,Female, 119 ,9470.23671,961678.91984,980.65229,0.10355,961678.91984,1613.17302,2025.00000,112230.80187,1983522.96800,1408.37600,0.01255,1983522.96800,2316.77853,0.08438,0.01427
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,1,Male, 50 ,2070.93790,97609.91314,312.42585,0.15086,97609.91314,513.94053,1526.00000,48949.81813,1094177.94870,1046.02961,0.02137,1094177.94870,1720.71871,0.04231,0.01039
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,2,Female, 56 ,2219.39608,112402.74453,335.26519,0.15106,112402.74453,551.51123,1392.00000,48023.90191,1085053.75110,1041.65913,0.02169,1085053.75110,1713.52928,0.04621,0.01137
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,1,Male, 134 ,5621.14021,243731.34720,493.69155,0.08783,243731.34720,812.12260,1558.00000,66017.40253,782442.14956,884.55760,0.01340,782442.14956,1455.09725,0.08515,0.01216
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,2,Female, 154 ,7121.90078,389698.63152,624.25847,0.08765,389698.63152,1026.90518,1587.00000,65401.15253,724814.68286,851.36049,0.01302,724814.68286,1400.48801,0.10890,0.01553
35300,"New Haven-Milford, CT",16-19,1,Male, 18 ,834.76960,57959.07931,240.74692,0.28840,57959.07931,396.02868,697.00000,24679.70798,396688.13332,629.83183,0.02552,396688.13332,1036.07336,0.03382,0.01598
35300,"New Haven-Milford, CT",16-19,2,Female, 15 ,589.22254,39317.97839,198.28762,0.33652,39317.97839,326.18313,744.00000,24445.03153,465978.64213,682.62628,0.02792,465978.64213,1122.92024,0.02410,0.01330
35300,"New Haven-Milford, CT",20-24,1,Male, 46 ,2473.65116,186923.85556,432.34692,0.17478,186923.85556,711.21068,798.00000,29364.32156,381438.86379,617.60737,0.02103,381438.86379,1015.96412,0.08424,0.02404
35300,"New Haven-Milford, CT",20-24,2,Female, 47 ,2750.20808,193993.03291,440.44640,0.16015,193993.03291,724.53433,803.00000,30428.00552,269443.97590,519.07993,0.01706,269443.97590,853.88649,0.09038,0.02368
35380,"New Orleans-Metairie, LA",16-19,1,Male, 39 ,1642.54626,75166.77819,274.16560,0.16691,75166.77819,451.00242,872.00000,31551.00154,892476.09446,944.70953,0.02994,892476.09446,1554.04718,0.05206,0.01406
35380,"New Orleans-Metairie, LA",16-19,2,Female, 40 ,1289.43370,53339.50714,230.95347,0.17911,53339.50714,379.91846,901.00000,29726.65502,817203.11249,903.99287,0.03041,817203.11249,1487.06827,0.04338,0.01259
35380,"New Orleans-Metairie, LA",20-24,1,Male, 93 ,4453.86793,226310.00780,475.72051,0.10681,226310.00780,782.56025,1099.00000,41026.07141,625150.00844,790.66428,0.01927,625150.00844,1300.64275,0.10856,0.01876
35380,"New Orleans-Metairie, LA",20-24,2,Female, 128 ,5591.68598,206817.58321,454.77201,0.08133,206817.58321,748.09996,1210.00000,43293.40713,760986.23434,872.34525,0.02015,760986.23434,1435.00794,0.12916,0.01674
35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,1,Male, 450 ,19170.51666,1067889.25250,1033.38727,0.05391,1067889.25250,1699.92206,14713.00000,510750.12537,14381733.24900,3792.32557,0.00743,14381733.24900,6238.37557,0.03753,0.00330
35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2,Female, 425 ,18723.89251,837824.97736,915.32780,0.04889,837824.97736,1505.71423,14055.00000,489391.22497,11070795.60900,3327.28051,0.00680,11070795.60900,5473.37644,0.03826,0.00305
35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,1,Male," 1,118 ",56155.98535,3791991.43090,1947.30363,0.03468,3791991.43090,3203.31447,17769.00000,690483.28220,8279008.51240,2877.32663,0.00417,8279008.51240,4733.20230,0.08133,0.00461
35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,2,Female," 1,189 ",56934.45707,3312218.66280,1819.95018,0.03197,3312218.66280,2993.81805,17494.00000,682345.09029,6421746.40120,2534.11649,0.00371,6421746.40120,4168.62163,0.08344,0.00436
35840,"North Port-Sarasota-Bradenton, FL",16-19,1,Male, 21 ,1016.06402,51338.51110,226.58003,0.22300,51338.51110,372.72415,387.00000,14879.49421,360509.74684,600.42464,0.04035,360509.74684,987.69853,0.06829,0.02464
35840,"North Port-Sarasota-Bradenton, FL",16-19,2,Female, 14 ,566.26908,38787.10825,196.94443,0.34779,38787.10825,323.97359,395.00000,13892.38651,385889.50280,621.20005,0.04472,385889.50280,1021.87408,0.04076,0.02313
35840,"North Port-Sarasota-Bradenton, FL",20-24,1,Male, 26 ,1685.78080,212011.26779,460.44681,0.27314,212011.26779,757.43501,420.00000,19423.00198,341289.94649,584.20026,0.03008,341289.94649,961.00943,0.08679,0.03876
35840,"North Port-Sarasota-Bradenton, FL",20-24,2,Female, 41 ,1467.25783,81567.56464,285.60036,0.19465,81567.56464,469.81259,444.00000,17283.14985,431939.98304,657.22141,0.03803,431939.98304,1081.12922,0.08490,0.02666
36260,"Ogden-Clearfield, UT",16-19,1,Male, 10 ,342.37216,16938.77360,130.14904,0.38014,16938.77360,214.09518,421.00000,17439.93879,466722.42705,683.17086,0.03917,466722.42705,1123.81607,0.01963,0.01221
36260,"Ogden-Clearfield, UT",16-19,2,Female, 17 ,812.89504,34169.33916,184.84950,0.22740,34169.33916,304.07743,396.00000,15405.01399,358189.27317,598.48916,0.03885,358189.27317,984.51467,0.05277,0.01945
36260,"Ogden-Clearfield, UT",20-24,1,Male, 16 ,701.03259,37161.69083,192.77368,0.27499,37161.69083,317.11270,433.00000,19500.28452,307231.18141,554.28439,0.02842,307231.18141,911.79782,0.03595,0.01617
36260,"Ogden-Clearfield, UT",20-24,2,Female, 31 ,1465.13339,83688.66855,289.28994,0.19745,83688.66855,475.88195,409.00000,18487.85332,193135.87288,439.47227,0.02377,193135.87288,722.93188,0.07925,0.02555
36420,"Oklahoma City, OK",16-19,1,Male, 49 ,2672.20038,213044.14263,461.56705,0.17273,213044.14263,759.27780,933.00000,39032.42644,1389334.91750,1178.70052,0.03020,1389334.91750,1938.96236,0.06846,0.01915
36420,"Oklahoma City, OK",16-19,2,Female, 34 ,1400.14782,86093.26621,293.41654,0.20956,86093.26621,482.67021,881.00000,35919.46216,1285150.84140,1133.64494,0.03156,1285150.84140,1864.84592,0.03898,0.01328
36420,"Oklahoma City, OK",20-24,1,Male, 45 ,2500.15438,237581.02128,487.42284,0.19496,237581.02128,801.81057,1007.00000,52520.54215,1422282.19110,1192.59473,0.02271,1422282.19110,1961.81833,0.04760,0.01516
36420,"Oklahoma City, OK",20-24,2,Female, 103 ,5982.13641,460849.85640,678.85923,0.11348,460849.85640,1116.72344,1008.00000,53491.03883,1046896.99900,1023.17985,0.01913,1046896.99900,1683.13085,0.11183,0.02058
36540,"Omaha-Council Bluffs, NE-IA",16-19,1,Male, 19 ,899.50414,54172.08815,232.74898,0.25875,54172.08815,382.87207,737.00000,27138.74114,1117457.43590,1057.09859,0.03895,1117457.43590,1738.92719,0.03314,0.01395
36540,"Omaha-Council Bluffs, NE-IA",16-19,2,Female, 9 ,457.53173,27960.84892,167.21498,0.36547,27960.84892,275.06864,708.00000,25492.51137,723108.68479,850.35797,0.03336,723108.68479,1398.83887,0.01795,0.01075
36540,"Omaha-Council Bluffs, NE-IA",20-24,1,Male, 31 ,1345.60546,93855.58348,306.35859,0.22767,93855.58348,503.95987,712.00000,32217.29962,465729.98831,682.44413,0.02118,465729.98831,1122.62059,0.04177,0.01557
36540,"Omaha-Council Bluffs, NE-IA",20-24,2,Female, 53 ,2955.91354,254091.81363,504.07521,0.17053,254091.81363,829.20371,732.00000,30933.00249,605331.99431,778.03084,0.02515,605331.99431,1279.86074,0.09556,0.02651
36740,"Orlando-Kissimmee-Sanford, FL",16-19,1,Male, 54 ,2366.91256,150151.40818,387.49375,0.16371,150151.40818,637.42722,1700.00000,62250.42033,1935178.02710,1391.10676,0.02235,1935178.02710,2288.37063,0.03802,0.01014
36740,"Orlando-Kissimmee-Sanford, FL",16-19,2,Female, 65 ,2765.29109,153081.78313,391.25667,0.14149,153081.78313,643.61722,1570.00000,60124.98002,1719109.17600,1311.14804,0.02181,1719109.17600,2156.83852,0.04599,0.01058
36740,"Orlando-Kissimmee-Sanford, FL",20-24,1,Male, 96 ,6058.98771,586118.41328,765.58371,0.12636,586118.41328,1259.38520,1843.00000,87536.42663,1115703.03050,1056.26845,0.01207,1115703.03050,1737.56159,0.06922,0.01432
36740,"Orlando-Kissimmee-Sanford, FL",20-24,2,Female, 149 ,8402.95042,745758.05438,863.57284,0.10277,745758.05438,1420.57733,1877.00000,88081.66459,979127.77691,989.50886,0.01123,979127.77691,1627.74207,0.09540,0.01603
37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19,1,Male, 21 ,876.97202,48356.79212,219.90178,0.25075,48356.79212,361.73843,740.00000,24653.35421,431623.83691,656.98085,0.02665,431623.83691,1080.73350,0.03557,0.01459
37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19,2,Female, 14 ,453.91147,18299.98695,135.27744,0.29803,18299.98695,222.53140,686.00000,22156.47990,330892.55910,575.23261,0.02596,330892.55910,946.25765,0.02049,0.01001
37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24,1,Male, 41 ,1631.96961,92417.11149,304.00183,0.18628,92417.11149,500.08301,836.00000,32182.67978,303846.75216,551.22296,0.01713,303846.75216,906.76177,0.05071,0.01547
37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24,2,Female, 66 ,2907.39018,168954.71704,411.04102,0.14138,168954.71704,676.16247,801.00000,30265.53314,170973.90976,413.48991,0.01366,170973.90976,680.19091,0.09606,0.02224
37340,"Palm Bay-Melbourne-Titusville, FL",16-19,1,Male, 14 ,671.99256,62428.02474,249.85601,0.37181,62428.02474,411.01313,396.00000,14414.03066,267620.61580,517.32061,0.03589,267620.61580,850.99241,0.04662,0.02838
37340,"Palm Bay-Melbourne-Titusville, FL",16-19,2,Female, 12 ,526.35751,35595.39885,188.66743,0.35844,35595.39885,310.35792,334.00000,12642.36841,319038.15261,564.83462,0.04468,319038.15261,929.15296,0.04163,0.02436
37340,"Palm Bay-Melbourne-Titusville, FL",20-24,1,Male, 25 ,1823.26186,163155.32808,403.92490,0.22154,163155.32808,664.45647,384.00000,16250.02441,213629.73042,462.20096,0.02844,213629.73042,760.32058,0.11220,0.04055
37340,"Palm Bay-Melbourne-Titusville, FL",20-24,2,Female, 32 ,1694.69437,153464.03597,391.74486,0.23116,153464.03597,644.42030,300.00000,14350.26733,177084.41462,420.81399,0.02932,177084.41462,692.23901,0.11809,0.04454
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19,1,Male, 114 ,6913.30726,489430.18621,699.59287,0.10120,489430.18621,1150.83027,4446.00000,164330.19502,4887681.29190,2210.81010,0.01345,4887681.29190,3636.78261,0.04207,0.00694
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19,2,Female, 105 ,6188.50019,498144.77190,705.79372,0.11405,498144.77190,1161.03067,4342.00000,162107.17427,3969347.36810,1992.32210,0.01229,3969347.36810,3277.36986,0.03818,0.00712
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24,1,Male, 301 ,19219.58406,2256097.68290,1502.03119,0.07815,2256097.68290,2470.84130,5070.00000,215609.65165,3771894.86650,1942.13668,0.00901,3771894.86650,3194.81483,0.08914,0.01138
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24,2,Female, 336 ,21422.44747,1427857.66270,1194.92998,0.05578,1427857.66270,1965.65982,5009.00000,213738.60209,2826217.42090,1681.13575,0.00787,2826217.42090,2765.46831,0.10023,0.00910
38060,"Phoenix-Mesa-Scottsdale, AZ",16-19,1,Male, 153 ,6266.92961,387196.62921,622.25126,0.09929,387196.62921,1023.60332,3365.00000,121888.39011,2753670.84060,1659.41883,0.01361,2753670.84060,2729.74397,0.05142,0.00832
38060,"Phoenix-Mesa-Scottsdale, AZ",16-19,2,Female, 153 ,6310.40248,216466.09354,465.25917,0.07373,216466.09354,765.35133,3015.00000,112994.33115,2271978.10210,1507.30823,0.01334,2271978.10210,2479.52204,0.05585,0.00666
38060,"Phoenix-Mesa-Scottsdale, AZ",20-24,1,Male, 353 ,16787.77010,844175.56246,918.79027,0.05473,844175.56246,1511.41000,3775.00000,157221.82300,1613013.31240,1270.04461,0.00808,1613013.31240,2089.22338,0.10678,0.00951
38060,"Phoenix-Mesa-Scottsdale, AZ",20-24,2,Female, 464 ,22341.18458,1208142.09570,1099.15517,0.04920,1208142.09570,1808.11026,3468.00000,147921.23050,1468389.02130,1211.77103,0.00819,1468389.02130,1993.36334,0.15103,0.01205
38300,"Pittsburgh, PA",16-19,1,Male, 42 ,1367.00183,56584.59991,237.87518,0.17401,56584.59991,391.30467,1768.00000,56772.48298,1055544.02020,1027.39672,0.01810,1055544.02020,1690.06760,0.02408,0.00686
38300,"Pittsburgh, PA",16-19,2,Female, 36 ,1504.85908,96654.04669,310.89234,0.20659,96654.04669,511.41790,1873.00000,57244.20285,835755.72456,914.19676,0.01597,835755.72456,1503.85368,0.02629,0.00891
38300,"Pittsburgh, PA",20-24,1,Male, 117 ,5241.70483,292568.01548,540.89557,0.10319,292568.01548,889.77321,2082.00000,75549.07124,768952.05809,876.89912,0.01161,768952.05809,1442.49904,0.06938,0.01170
38300,"Pittsburgh, PA",20-24,2,Female, 147 ,5755.90101,296897.77769,544.88327,0.09467,296897.77769,896.33298,2028.00000,73351.20380,676902.38277,822.74077,0.01122,676902.38277,1353.40857,0.07847,0.01213
38900,"Portland-Vancouver-Hillsboro, OR-WA",16-19,1,Male, 59 ,2844.21163,218351.00570,467.28044,0.16429,218351.00570,768.67632,1714.00000,58834.64069,1703951.61250,1305.35498,0.02219,1703951.61250,2147.30894,0.04834,0.01295
38900,"Portland-Vancouver-Hillsboro, OR-WA",16-19,2,Female, 60 ,2653.35229,152738.27291,390.81744,0.14729,152738.27291,642.89469,1662.00000,55899.12580,1018231.59520,1009.07462,0.01805,1018231.59520,1659.92776,0.04747,0.01141
38900,"Portland-Vancouver-Hillsboro, OR-WA",20-24,1,Male, 138 ,6769.05926,435932.11515,660.25155,0.09754,435932.11515,1086.11381,1841.00000,73538.28794,1027067.79480,1013.44353,0.01378,1027067.79480,1667.11461,0.09205,0.01462
38900,"Portland-Vancouver-Hillsboro, OR-WA",20-24,2,Female, 169 ,8659.60903,525803.31645,725.12297,0.08374,525803.31645,1192.82728,1837.00000,75024.63024,967216.48052,983.47165,0.01311,967216.48052,1617.81086,0.11542,0.01570
39300,"Providence-Warwick, RI-MA",16-19,1,Male, 51 ,1844.12605,100167.46360,316.49244,0.17162,100167.46360,520.63006,1498.00000,47256.55569,900944.48644,949.18096,0.02009,900944.48644,1561.40267,0.03902,0.01094
39300,"Providence-Warwick, RI-MA",16-19,2,Female, 36 ,2009.81690,152974.53662,391.11959,0.19460,152974.53662,643.39173,1459.00000,45496.27621,1014774.33700,1007.36008,0.02214,1014774.33700,1657.10734,0.04418,0.01405
39300,"Providence-Warwick, RI-MA",20-24,1,Male, 109 ,5025.05849,245850.06820,495.83270,0.09867,245850.06820,815.64479,1737.00000,62602.36982,804245.29019,896.79724,0.01433,804245.29019,1475.23146,0.08027,0.01289
39300,"Providence-Warwick, RI-MA",20-24,2,Female, 119 ,5172.10538,276949.99185,526.26038,0.10175,276949.99185,865.69833,1743.00000,61169.47816,644591.24685,802.86440,0.01313,644591.24685,1320.71194,0.08455,0.01403
39340,"Provo-Orem, UT",16-19,1,Male, 11 ,299.80638,10531.80253,102.62457,0.34230,10531.80253,168.81742,637.00000,19278.07872,276749.31871,526.06969,0.02729,276749.31871,865.38464,0.01555,0.00873
39340,"Provo-Orem, UT",16-19,2,Female, 13 ,535.67457,41252.50220,203.10712,0.37916,41252.50220,334.11121,744.00000,21088.86422,293868.76960,542.09664,0.02571,293868.76960,891.74898,0.02540,0.01581
39340,"Provo-Orem, UT",20-24,1,Male, 19 ,1113.26626,90814.77072,301.35489,0.27069,90814.77072,495.72880,766.00000,34617.42530,224198.06209,473.49558,0.01368,224198.06209,778.90023,0.03216,0.01430
39340,"Provo-Orem, UT",20-24,2,Female, 40 ,1822.45439,92389.43493,303.95630,0.16678,92389.43493,500.00812,859.00000,34095.41352,157774.18424,397.20799,0.01165,157774.18424,653.40714,0.05345,0.01463
39580,"Raleigh, NC",16-19,1,Male, 31 ,1423.05373,101791.08583,319.04715,0.22420,101791.08583,524.83257,953.00000,35689.43433,752337.21789,867.37375,0.02430,752337.21789,1426.82981,0.03987,0.01462
39580,"Raleigh, NC",16-19,2,Female, 16 ,585.71742,40972.42357,202.41646,0.34559,40972.42357,332.97508,870.00000,34158.81044,1314454.43390,1146.49659,0.03356,1314454.43390,1885.98689,0.01715,0.00970
39580,"Raleigh, NC",20-24,1,Male, 52 ,2860.67026,163632.49167,404.51513,0.14141,163632.49167,665.42739,967.00000,41983.33984,738674.96762,859.46202,0.02047,738674.96762,1413.81503,0.06814,0.01568
39580,"Raleigh, NC",20-24,2,Female, 68 ,3326.45382,278485.49882,527.71725,0.15864,278485.49882,868.09488,933.00000,40190.60607,847986.87958,920.86203,0.02291,847986.87958,1514.81804,0.08277,0.02137
40060,"Richmond, VA",16-19,1,Male, 34 ,1439.09519,69847.67004,264.28710,0.18365,69847.67004,434.75228,958.00000,32848.24783,862200.69605,928.54763,0.02827,862200.69605,1527.46085,0.04381,0.01308
40060,"Richmond, VA",16-19,2,Female, 23 ,1090.63795,64876.43284,254.70853,0.23354,64876.43284,418.99552,898.00000,33021.02850,1128776.09870,1062.43875,0.03217,1128776.09870,1747.71174,0.03303,0.01257
40060,"Richmond, VA",20-24,1,Male, 79 ,3491.30173,163314.96810,404.12247,0.11575,163314.96810,664.78146,1142.00000,43440.76264,732668.37236,855.96050,0.01970,732668.37236,1408.05502,0.08037,0.01508
40060,"Richmond, VA",20-24,2,Female, 81 ,4106.19629,238734.91144,488.60507,0.11899,238734.91144,803.75534,1072.00000,42378.63105,807637.75784,898.68669,0.02121,807637.75784,1478.33960,0.09689,0.01866
40140,"Riverside-San Bernardino-Ontario, CA",16-19,1,Male, 182 ,7504.90907,373379.18042,611.04761,0.08142,373379.18042,1005.17332,3857.00000,144113.77474,2491833.93460,1578.55438,0.01095,2491833.93460,2596.72196,0.05208,0.00691
40140,"Riverside-San Bernardino-Ontario, CA",16-19,2,Female, 201 ,8394.04425,379107.35001,615.71694,0.07335,379107.35001,1012.85437,3477.00000,134982.56748,2163646.49890,1470.93389,0.01090,2163646.49890,2419.68624,0.06219,0.00742
40140,"Riverside-San Bernardino-Ontario, CA",20-24,1,Male, 401 ,18596.14053,918526.52395,958.39789,0.05154,918526.52395,1576.56454,4234.00000,180109.15155,1684895.72920,1298.03533,0.00721,1684895.72920,2135.26813,0.10325,0.00867
40140,"Riverside-San Bernardino-Ontario, CA",20-24,2,Female, 560 ,25261.84701,1366992.32620,1169.18447,0.04628,1366992.32620,1923.30845,3964.00000,170138.52473,1273580.56130,1128.53027,0.00663,1273580.56130,1856.43229,0.14848,0.01119
40380,"Rochester, NY",16-19,1,Male, 39 ,1225.47013,46769.61519,216.26284,0.17647,46769.61519,355.75237,1200.00000,33093.68230,445650.01071,667.57023,0.02017,445650.01071,1098.15303,0.03703,0.01068
40380,"Rochester, NY",16-19,2,Female, 32 ,954.87218,36269.90769,190.44660,0.19945,36269.90769,313.28466,1147.00000,31708.84286,521505.27100,722.15322,0.02277,521505.27100,1187.94204,0.03011,0.00982
40380,"Rochester, NY",20-24,1,Male, 78 ,3257.18525,200744.17414,448.04483,0.13756,200744.17414,737.03375,1345.00000,43060.65671,398168.94515,631.00630,0.01465,398168.94515,1038.00536,0.07564,0.01702
40380,"Rochester, NY",20-24,2,Female, 92 ,3659.69269,190803.91189,436.81107,0.11936,190803.91189,718.55421,1217.00000,40724.12554,553320.94485,743.85546,0.01827,553320.94485,1223.64223,0.08987,0.01744
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,1,Male, 60 ,2222.74215,112869.83450,335.96106,0.15115,112869.83450,552.65595,1865.00000,63909.37355,1260006.74170,1122.50022,0.01756,1260006.74170,1846.51286,0.03478,0.00859
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,2,Female, 69 ,2633.04918,103512.21790,321.73315,0.12219,103512.21790,529.25103,1807.00000,59250.78209,1485970.50360,1219.00390,0.02057,1485970.50360,2005.26141,0.04444,0.00880
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,1,Male, 149 ,8336.82171,484076.60911,695.75614,0.08346,484076.60911,1144.51885,2057.00000,84669.20389,848338.12035,921.05272,0.01088,848338.12035,1515.13173,0.09846,0.01340
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,2,Female, 198 ,8995.47604,568352.86221,753.89181,0.08381,568352.86221,1240.15203,1965.00000,82391.38275,900792.07596,949.10067,0.01152,900792.07596,1561.27060,0.10918,0.01491
41180,"St. Louis, MO-IL",16-19,1,Male, 72 ,3115.72067,189102.13721,434.85876,0.13957,189102.13721,715.34265,2040.00000,73317.00854,1608818.57680,1268.39212,0.01730,1608818.57680,2086.50504,0.04250,0.00968
41180,"St. Louis, MO-IL",16-19,2,Female, 67 ,2656.97412,133898.66097,365.92166,0.13772,133898.66097,601.94113,2009.00000,71594.13388,1491545.79740,1221.28858,0.01706,1491545.79740,2009.01972,0.03711,0.00834
41180,"St. Louis, MO-IL",20-24,1,Male, 200 ,10379.20850,767120.93576,875.85440,0.08439,767120.93576,1440.78049,2247.00000,93915.68048,1075696.86120,1037.15807,0.01104,1075696.86120,1706.12502,0.11052,0.01521
41180,"St. Louis, MO-IL",20-24,2,Female, 192 ,9086.02493,504117.51536,710.01233,0.07814,504117.51536,1167.97029,2135.00000,94474.40084,1248425.63100,1117.32969,0.01183,1248425.63100,1838.00734,0.09617,0.01222
41620,"Salt Lake City, UT",16-19,1,Male, 26 ,1080.96918,45701.67712,213.77951,0.19777,45701.67712,351.66729,976.00000,34101.38497,621106.14362,788.10288,0.02311,621106.14362,1296.42923,0.03170,0.01024
41620,"Salt Lake City, UT",16-19,2,Female, 26 ,1159.33542,62529.52957,250.05905,0.21569,62529.52957,411.34714,845.00000,31571.14434,794478.52289,891.33525,0.02823,794478.52289,1466.24648,0.03672,0.01292
41620,"Salt Lake City, UT",20-24,1,Male, 46 ,2723.18132,267595.52474,517.29636,0.18996,267595.52474,850.95251,1007.00000,44492.17163,648588.06290,805.34965,0.01810,648588.06290,1324.80018,0.06121,0.01904
41620,"Salt Lake City, UT",20-24,2,Female, 76 ,4319.89664,249902.28194,499.90227,0.11572,249902.28194,822.33924,964.00000,42603.47091,628883.82330,793.02196,0.01861,628883.82330,1304.52112,0.10140,0.01905
41700,"San Antonio-New Braunfels, TX",16-19,1,Male, 94 ,3621.27256,220826.15434,469.92143,0.12977,220826.15434,773.02076,1883.00000,68154.61494,1582719.01970,1258.06161,0.01846,1582719.01970,2069.51135,0.05313,0.01123
41700,"San Antonio-New Braunfels, TX",16-19,2,Female, 76 ,3132.21720,154828.11352,393.48204,0.12562,154828.11352,647.27795,1702.00000,62474.95144,1022952.97820,1011.41138,0.01619,1022952.97820,1663.77172,0.05014,0.01027
41700,"San Antonio-New Braunfels, TX",20-24,1,Male, 161 ,7263.81916,523081.34330,723.24363,0.09957,523081.34330,1189.73577,2037.00000,87722.48071,988371.92545,994.16896,0.01133,988371.92545,1635.40794,0.08280,0.01347
41700,"San Antonio-New Braunfels, TX",20-24,2,Female, 261 ,10656.53385,543532.48368,737.24656,0.06918,543532.48368,1212.77058,1989.00000,81023.40403,914133.98072,956.10354,0.01180,914133.98072,1572.79032,0.13152,0.01475
41740,"San Diego-Carlsbad, CA",16-19,1,Male, 87 ,3784.00264,175441.25841,418.85709,0.11069,175441.25841,689.01991,2701.00000,95174.70023,2602844.85570,1613.33346,0.01695,2602844.85570,2653.93354,0.03976,0.00715
41740,"San Diego-Carlsbad, CA",16-19,2,Female, 74 ,2891.64413,116503.51728,341.32612,0.11804,116503.51728,561.48146,2289.00000,84063.25201,1801185.16250,1342.08240,0.01597,1801185.16250,2207.72554,0.03440,0.00662
41740,"San Diego-Carlsbad, CA",20-24,1,Male, 167 ,7934.29928,507140.26533,712.13781,0.08975,507140.26533,1171.46670,3678.00000,149736.24841,1411674.77260,1188.13921,0.00793,1411674.77260,1954.48899,0.05299,0.00779
41740,"San Diego-Carlsbad, CA",20-24,2,Female, 239 ,11339.77197,660432.67215,812.67009,0.07167,660432.67215,1336.84230,2939.00000,122005.66198,869692.42834,932.57302,0.00764,869692.42834,1534.08261,0.09294,0.01089
41860,"San Francisco-Oakland-Hayward, CA",16-19,1,Male, 80 ,2955.84296,160619.43446,400.77355,0.13559,160619.43446,659.27248,3106.00000,100785.86983,2434465.78060,1560.27747,0.01548,2434465.78060,2566.65644,0.02933,0.00650
41860,"San Francisco-Oakland-Hayward, CA",16-19,2,Female, 58 ,2316.09428,131665.70972,362.85770,0.15667,131665.70972,596.90091,3014.00000,100965.48592,2170654.73750,1473.31420,0.01459,2170654.73750,2423.60186,0.02294,0.00589
41860,"San Francisco-Oakland-Hayward, CA",20-24,1,Male, 177 ,8622.95718,535680.90646,731.90225,0.08488,535680.90646,1203.97920,3827.00000,147201.60623,1788456.82490,1337.33198,0.00909,1788456.82490,2199.91111,0.05858,0.00813
41860,"San Francisco-Oakland-Hayward, CA",20-24,2,Female, 209 ,9634.43149,444301.64211,666.55956,0.06919,444301.64211,1096.49047,3529.00000,138873.01024,1507515.41540,1227.80919,0.00884,1507515.41540,2019.74612,0.06938,0.00783
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,1,Male, 27 ,1132.65482,55647.07700,235.89633,0.20827,55647.07700,388.04946,1542.00000,46350.77887,828065.53990,909.98107,0.01963,828065.53990,1496.91885,0.02444,0.00833
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,2,Female, 24 ,770.42077,37444.19553,193.50503,0.25117,37444.19553,318.31577,1338.00000,42575.67930,786203.07519,886.68093,0.02083,786203.07519,1458.59013,0.01810,0.00745
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,1,Male, 45 ,1576.81792,60617.60546,246.20643,0.15614,60617.60546,405.00957,1680.00000,61666.82139,984543.32506,992.24157,0.01609,984543.32506,1632.23738,0.02557,0.00653
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,2,Female, 60 ,2450.88547,136595.77196,369.58865,0.15080,136595.77196,607.97333,1512.00000,56803.24958,523450.34381,723.49868,0.01274,523450.34381,1190.15533,0.04315,0.01066
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,1,Male, 16 ,576.11166,40858.10063,202.13387,0.35086,40858.10063,332.51021,491.00000,13346.78152,286254.66502,535.02772,0.04009,286254.66502,880.12061,0.04316,0.02475
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,2,Female, 12 ,316.16004,11058.15371,105.15776,0.33261,11058.15371,172.98451,480.00000,12956.36750,358542.56575,598.78424,0.04622,358542.56575,985.00007,0.02440,0.01322
