YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2006,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,15346,1851148,96710260.65,9834.1375143,0.0053124534,96710260.65,16177.156211,20059,2425579,51228480.35,7157.4073763,0.0029508037,51228480.35,11773.935134,0.7631777815,0.0055459378
2006,26900,"Indianapolis-Carmel-Anderson, IN",16-19,364,34574,3583191.1,1892.9318794,0.0547501556,3583191.1,3113.8729416,937,92422,8549689.2,2923.9851573,0.0316373283,8549689.2,4809.9555837,0.3740884205,0.0274974308
2006,26900,"Indianapolis-Carmel-Anderson, IN",20-24,631,70472,8035326.3,2834.6651125,0.0402239913,8035326.3,4663.0241101,861,98569,8500733.2,2915.6016875,0.0295792966,8500733.2,4796.1647759,0.7149509481,0.0320587579
2006,26900,"Indianapolis-Carmel-Anderson, IN",25-54,5801,626608,38240675.95,6183.9045877,0.0098688567,38240675.95,10172.523047,7090,776398,18788104.25,4334.5246856,0.0055828643,18788104.25,7130.2931078,0.8070706004,0.0108041737
2006,27140,"Jackson, MS",16-19,80,9155,1116387.25,1056.5922818,0.1154114999,1116387.25,1738.0943036,227,26617,1841392.15,1356.9790529,0.0509816678,1841392.15,2232.230542,0.3439531127,0.0585836452
2006,27140,"Jackson, MS",20-24,163,21311,1934293.65,1390.7888589,0.0652615484,1934293.65,2287.8476729,262,35476,1913949,1383.4554565,0.0389969404,1913949,2275.7842259,0.600715977,0.0517102051
2006,27140,"Jackson, MS",25-54,1418,155451,7130378.05,2670.276774,0.0171776108,7130378.05,4392.6052933,1792,196179,3858747.55,1964.3695044,0.0100131487,3858747.55,3231.3878348,0.7923936813,0.0181932115
2006,27260,"Jacksonville, FL",16-19,266,28604,3157692.85,1776.9898283,0.0621238228,3157692.85,2923.1482676,626,68500,4049570.5,2012.3544668,0.0293774375,4049570.5,3310.3230979,0.4175766423,0.0376008205
2006,27260,"Jacksonville, FL",20-24,473,56550,6131394.6,2476.1653014,0.0437871848,6131394.6,4073.2919209,640,75981,3867730.4,1966.6546214,0.0258835054,3867730.4,3235.1468523,0.7442650136,0.0432404007
2006,27260,"Jacksonville, FL",25-54,4043,415474,18011951.45,4244.0489453,0.0102149568,18011951.45,6981.460515,5157,528069,7300462.55,2701.9368146,0.0051166359,7300462.55,4444.68606,0.7867797579,0.0114426417
2006,28140,"Kansas City, MO-KS",16-19,365,41133,5988775.65,2447.1975094,0.059494749,5988775.65,4025.639903,812,91498,7940519.7,2817.8927765,0.0307973155,7940519.7,4635.4336174,0.4495508099,0.0376435876
2006,28140,"Kansas City, MO-KS",20-24,658,88872,10771490,3281.9948202,0.0369294583,10771490,5398.8814793,890,116737,10216224.45,3196.2829114,0.0273802043,10216224.45,5257.8853893,0.7613010442,0.0310345295
2006,28140,"Kansas City, MO-KS",25-54,5440,639945,36360306.75,6029.9508083,0.0094226079,36360306.75,9919.2690796,6644,781275,22688634.2,4763.2587794,0.0060967761,22688634.2,7835.5606922,0.8191033887,0.009680371
2006,28940,"Knoxville, TN",16-19,167,14461,1730458.95,1315.4690988,0.0909666758,1730458.95,2163.9466676,464,46855,3559868.75,1886.7614449,0.0402680919,3559868.75,3103.7225769,0.3086330168,0.0414124242
2006,28940,"Knoxville, TN",20-24,359,39404,3361631.6,1833.4752794,0.0465301817,3361631.6,3016.0668345,507,56497,3990684.1,1997.6696674,0.0353588627,3990684.1,3286.1666029,0.6974529621,0.0347013166
2006,28940,"Knoxville, TN",25-54,2712,284494,16695204.05,4085.9765112,0.014362259,16695204.05,6721.4313609,3549,375967,9875216.35,3142.4856961,0.0083584083,9875216.35,5169.38897,0.7566993912,0.0145383383
2006,29460,"Lakeland-Winter Haven, FL",16-19,135,10035,822243.05,906.77618517,0.0903613538,822243.05,1491.6468246,358,29869,1191555.35,1091.5838722,0.036545712,1191555.35,1795.6554697,0.3359670561,0.0456730232
2006,29460,"Lakeland-Winter Haven, FL",20-24,216,23835,1721494,1312.0571634,0.0550475,1721494,2158.3340338,308,34815,1028772.35,1014.2841564,0.0291335389,1028772.35,1668.4974373,0.6846186988,0.0526003582
2006,29460,"Lakeland-Winter Haven, FL",25-54,1835,168620,4720772.15,2172.7337964,0.0128853861,4720772.15,3574.1470951,2389,218282,1554181.95,1246.66834,0.0057112741,1554181.95,2050.7694193,0.7724869664,0.0146777205
2006,29820,"Las Vegas-Henderson-Paradise, NV",16-19,323,31459,4744934.3,2178.2870105,0.0692420932,4744934.3,3583.2821322,830,85215,4599196,2144.5736173,0.0251666211,4599196,3527.8236005,0.3691720941,0.0391741242
2006,29820,"Las Vegas-Henderson-Paradise, NV",20-24,728,76142,6211609.95,2492.3101633,0.0327323969,6211609.95,4099.8502186,1016,106012,4969581.35,2229.2557839,0.0210283344,4969581.35,3667.1257645,0.7182394446,0.0296371238
2006,29820,"Las Vegas-Henderson-Paradise, NV",25-54,5945,631057,31437385.5,5606.9051624,0.0088849425,31437385.5,9223.3589921,7534,788381,10419012.6,3227.8495318,0.0040942762,10419012.6,5309.8124798,0.8004467383,0.0103829456
2006,30780,"Little Rock-North Little Rock-Conway, AR",16-19,109,11831,1980799.3,1407.4087182,0.1189594048,1980799.3,2315.1873414,300,31277,2042306.1,1429.0927542,0.0456914907,2042306.1,2350.8575806,0.3782651789,0.0683441315
2006,30780,"Little Rock-North Little Rock-Conway, AR",20-24,219,28898,3961353.15,1990.3148369,0.0688737919,3961353.15,3274.0679067,305,40385,4082928.95,2020.6258808,0.0500340691,4082928.95,3323.9295739,0.7155627089,0.0557129479
2006,30780,"Little Rock-North Little Rock-Conway, AR",25-54,1789,202078,15413941.3,3926.0592583,0.0194284349,15413941.3,6458.36748,2305,261228,9225886.95,3037.4145173,0.0116274462,9225886.95,4996.546881,0.7735694489,0.0198066926
2006,31080,"Los Angeles-Long Beach-Anaheim, CA",16-19,1919,216214,27960096.6,5287.7307609,0.0244560054,27960096.6,8698.3171017,6859,763540,46706259.9,6834.1978242,0.0089506743,46706259.9,11242.255421,0.2831731147,0.01060169
2006,31080,"Los Angeles-Long Beach-Anaheim, CA",20-24,5049,608010,68312463.05,8265.1353921,0.0135937491,68312463.05,13596.14772,7719,922708,45693817.9,6759.7202531,0.0073259582,45693817.9,11119.739816,0.6589408567,0.0124121607
2006,31080,"Los Angeles-Long Beach-Anaheim, CA",25-54,38196,4299727,250276320.95,15820.123923,0.0036793322,250276320.95,26024.103854,50048,5605001,115996367.15,10770.160962,0.001921527,115996367.15,17716.914783,0.7671233243,0.0039595313
2006,31140,"Louisville/Jefferson County, KY-IN",16-19,233,20053,2485142.45,1576.4334588,0.0786133476,2485142.45,2593.2330397,616,54736,4023295.9,2005.8155199,0.0366452704,4023295.9,3299.5665303,0.3663585209,0.0419149005
2006,31140,"Louisville/Jefferson County, KY-IN",20-24,472,50392,6512820.85,2552.0228937,0.0506434135,6512820.85,4198.0776601,642,69487,7242311.35,2691.1542784,0.0387288885,7242311.35,4426.9487879,0.7252003972,0.0389281508
2006,31140,"Louisville/Jefferson County, KY-IN",25-54,4196,394152,18260258.3,4273.2023472,0.0108415087,18260258.3,7029.4178611,5235,497357,14078140.8,3752.0848604,0.0075440476,14078140.8,6172.1795954,0.7924931186,0.0101505514
2006,31540,"Madison, WI",16-19,104,11723,2016911.95,1420.1802526,0.1211447797,2016911.95,2336.1965156,218,27299,3864912.45,1965.9380585,0.072015021,3864912.45,3233.9681063,0.4294296494,0.0688158722
2006,31540,"Madison, WI",20-24,163,25648,6296361.8,2509.2552282,0.097834343,6296361.8,4127.7248503,240,38857,9363093.8,3059.9172865,0.0787481609,9363093.8,5033.5639362,0.6600612502,0.0630352539
2006,31540,"Madison, WI",25-54,1391,184379,13584458.1,3685.7099859,0.0199898578,13584458.1,6062.9929268,1571,208938,11852283.1,3442.7144959,0.0164772061,11852283.1,5663.2653457,0.882457954,0.0164296331
2006,32580,"McAllen-Edinburg-Mission, TX",16-19,93,12679,1899257.2,1378.135407,0.1086943298,1899257.2,2267.0327445,366,46184,4600601.15,2144.9011982,0.0464425168,4600601.15,3528.362471,0.2745323056,0.0443805665
2006,32580,"McAllen-Edinburg-Mission, TX",20-24,217,33329,3316262.05,1821.0606937,0.0546389239,3316262.05,2995.6448411,353,53461,3052399.2,1747.1116736,0.0326801159,3052399.2,2873.9987031,0.623426423,0.0449065782
2006,32580,"McAllen-Edinburg-Mission, TX",25-54,1410,181433,11720507.75,3423.5227106,0.0188693496,11720507.75,5631.6948589,2055,259072,4504783.9,2122.4476201,0.008192501,4504783.9,3491.426335,0.7003188303,0.0195822231
2006,32820,"Memphis, TN-MS-AR",16-19,182,18723,1583357.55,1258.3153619,0.0672069306,1583357.55,2069.9287703,610,69199,4334133.25,2081.8581244,0.0300850897,4334133.25,3424.6566146,0.2705674937,0.0267482199
2006,32820,"Memphis, TN-MS-AR",20-24,376,49998,7831607.5,2798.500938,0.0559722577,7831607.5,4603.534043,580,78327,5629148.55,2372.5826751,0.0302907385,5629148.55,3902.8985005,0.6383239496,0.049423064
2006,32820,"Memphis, TN-MS-AR",25-54,3373,371974,21358594.8,4621.5359784,0.0124243522,21358594.8,7602.4266845,4369,491342,11730270.05,3424.9481821,0.0069705993,11730270.05,5634.0397595,0.7570572025,0.012808158
2006,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,838,87573,10064539.4,3172.4658233,0.036226529,10064539.4,5218.7062793,2551,277965,14920641,3862.7245566,0.0138964422,14920641,6354.1818956,0.315050456,0.0173384242
2006,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,1795,227313,20895215.1,4571.1284274,0.0201094017,20895215.1,7519.5062631,2619,333953,15660242.35,3957.3024082,0.0118498783,15660242.35,6509.7624615,0.6806736277,0.0181920154
2006,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,16536,1758464,68405540.7,8270.764215,0.0047034026,68405540.7,13605.407134,20913,2217185,36738191.45,6061.2037955,0.0027337384,36738191.45,9970.6802435,0.7931065743,0.0049934023
2006,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,263,37735,6253897.95,2500.7794685,0.066272147,6253897.95,4113.7822257,618,91196,11176733.7,3343.1622306,0.0366590885,11176733.7,5499.5018693,0.4137791131,0.0375793871
2006,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,422,70868,14305903.6,3782.3145824,0.0533712618,14305903.6,6221.907488,580,98830,18938046.9,4351.7866331,0.0440330531,18938046.9,7158.6890114,0.7170697157,0.0355752672
2006,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,3342,515591,42874390.35,6547.8538736,0.0126997055,42874390.35,10771.219622,4097,632589,34392978.8,5864.5527366,0.0092707156,34392978.8,9647.1892517,0.8150489496,0.0116372908
2006,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,550,72902,13395245.8,3659.9516117,0.0502037202,13395245.8,6020.6204012,1168,158750,17563678.25,4190.9042282,0.0263993967,17563678.25,6894.0374554,0.4592251969,0.0322583949
2006,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,958,157607,41483600.55,6440.7763934,0.0408660554,41483600.55,10595.077167,1267,208012,42801938.5,6542.319046,0.0314516424,42801938.5,10762.114831,0.7576822491,0.0325216022
2006,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,7988,1155217,100135938.35,10006.794609,0.008662264,100135938.35,16461.177132,9443,1375831,71067255,8430.1396786,0.0061273076,71067255,13867.579771,0.839650364,0.0084572161
2006,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,270,29726,3810791.75,1952.124932,0.0656706228,3810791.75,3211.2455131,818,86959,7250267.7,2692.6321138,0.0309643868,7250267.7,4429.3798271,0.3418392576,0.0325655819
2006,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,610,70482,9792504.65,3129.2977886,0.0443985385,9792504.65,5147.6948623,870,101238,7125741.2,2669.4083989,0.0263676525,7125741.2,4391.1768162,0.6962010312,0.0409092962
2006,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,5186,539739,33078897,5751.4256493,0.0106559386,33078897,9461.0951932,6478,681297,18712656.15,4325.8127733,0.0063493789,18712656.15,7115.9620121,0.7922227751,0.0111524642
2006,35300,"New Haven-Milford, CT",16-19,168,19035,1792181.75,1338.723926,0.0703295995,1792181.75,2202.2008582,446,49968,2420471.8,1555.7865535,0.0311356579,2420471.8,2559.2688805,0.380943804,0.039518001
2006,35300,"New Haven-Milford, CT",20-24,269,35331,5053858.05,2248.0787464,0.0636290721,5053858.05,3698.0895378,391,53431,4633198.25,2152.4865273,0.0402853498,4633198.25,3540.8403373,0.6612453445,0.0535736821
2006,35300,"New Haven-Milford, CT",25-54,2610,287355,11056337.8,3325.1071862,0.0115714262,11056337.8,5469.8013214,3264,361415,7503432.5,2739.2394017,0.0075792078,7503432.5,4506.0488158,0.7950832146,0.0114360807
2006,35380,"New Orleans-Metairie, LA",16-19,165,22689,2541114.1,1594.087231,0.0702581529,2541114.1,2622.273495,455,65015,8333364.85,2886.7568048,0.0444013967,8333364.85,4748.7149439,0.3489810044,0.0312579021
2006,35380,"New Orleans-Metairie, LA",20-24,331,47533,5755499.45,2399.0622022,0.0504715083,5755499.45,3946.4573226,484,70501,8466721.05,2909.7630574,0.0412726494,8466721.05,4786.5602294,0.674217387,0.0322197404
2006,35380,"New Orleans-Metairie, LA",25-54,2714,325995,25791181.15,5078.5018608,0.0155784655,25791181.15,8354.135561,3596,440935,19720296.15,4440.7540069,0.0100712214,19720296.15,7305.0403414,0.7393266581,0.014454746
2006,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2411,271832,30188527.85,5494.4087808,0.0202125165,30188527.85,9038.3024443,9067,1045354,74539765.25,8633.6414826,0.0082590601,74539765.25,14202.340239,0.2600382263,0.0078914281
2006,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,5701,742574,85037294.7,9221.5668246,0.012418381,85037294.7,15169.477426,9440,1243739,79611697.1,8922.5387138,0.0071739639,79611697.1,14677.576184,0.5970497026,0.0099556176
2006,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,54895,6508297,439551226.3,20965.477011,0.0032213461,439551226.3,34488.209683,70793,8375192,191648384.95,13843.712831,0.0016529427,191648384.95,22772.907607,0.7770922744,0.0035344594
2006,35840,"North Port-Sarasota-Bradenton, FL",16-19,121,10969,956959.75,978.24319573,0.0891825322,956959.75,1609.210057,275,24683,1355988.9,1164.4693641,0.0471769787,1355988.9,1915.552104,0.4443949277,0.0553262289
2006,35840,"North Port-Sarasota-Bradenton, FL",20-24,224,24271,2016868.45,1420.1649376,0.0585128317,2016868.45,2336.1713224,300,33704,1541274.85,1241.48091,0.0368348241,1541274.85,2042.236097,0.7201222407,0.0538563378
2006,35840,"North Port-Sarasota-Bradenton, FL",25-54,2124,203275,8338608.85,2887.6649477,0.0142057063,8338608.85,4750.2088389,2634,247744,5224312.7,2285.6755457,0.0092259572,5224312.7,3759.9362726,0.8205042302,0.0145798151
2006,36260,"Ogden-Clearfield, UT",16-19,134,12618,1071381.85,1035.0757702,0.0820316825,1071381.85,1702.6996419,297,27663,1903228.95,1379.5756413,0.0498707892,1903228.95,2269.4019299,0.4561327405,0.0488705996
2006,36260,"Ogden-Clearfield, UT",20-24,241,32618,4234369.4,2057.7583434,0.0630865885,4234369.4,3385.012475,307,41413,4825693.45,2196.746105,0.0530448435,4825693.45,3613.6473428,0.7876270736,0.0442451857
2006,36260,"Ogden-Clearfield, UT",25-54,1529,156396,8913185,2985.4957712,0.0190893359,8913185,4911.1405437,1911,194828,5675344.8,2382.2982181,0.0122276994,5675344.8,3918.8805688,0.802738826,0.0193572805
2006,36420,"Oklahoma City, OK",16-19,247,27226,3060215.9,1749.3472783,0.06425282,3060215.9,2877.6762728,620,66974,6411050.5,2532.005233,0.0378057938,6411050.5,4165.1486083,0.4065159614,0.0347421556
2006,36420,"Oklahoma City, OK",20-24,505,70590,10355618.15,3218.0146286,0.0455874009,10355618.15,5293.6340641,699,95971,10317567.7,3212.0970876,0.0334694552,10317567.7,5283.8997091,0.7355346928,0.0374501304
2006,36420,"Oklahoma City, OK",25-54,3326,395160,23534090.15,4851.1947137,0.0122765328,23534090.15,7980.215304,4290,511892,22691368.45,4763.5457854,0.0093057633,22691368.45,7836.0328171,0.7719597103,0.0101681944
2006,36540,"Omaha-Council Bluffs, NE-IA",16-19,203,24542,3752874.6,1937.2337494,0.0789354474,3752874.6,3186.7495178,440,54512,7764682.9,2786.5180602,0.0511175165,7764682.9,4583.8222091,0.4502127972,0.0445457501
2006,36540,"Omaha-Council Bluffs, NE-IA",20-24,313,52086,10202557.35,3194.1442281,0.0613244294,10202557.35,5254.3672552,406,65097,11452106.1,3384.0960536,0.0519854379,11452106.1,5566.8380082,0.8001290382,0.0428163644
2006,36540,"Omaha-Council Bluffs, NE-IA",25-54,2635,311001,24346057.6,4934.1724331,0.0158654552,24346057.6,8116.7136525,3160,374844,23386826.85,4835.9928505,0.0129013479,23386826.85,7955.2082391,0.8296811474,0.0126028824
2006,36740,"Orlando-Kissimmee-Sanford, FL",16-19,399,41029,3729866.25,1931.2861647,0.0470712463,3729866.25,3176.9657409,1071,107093,6176841.65,2485.3252604,0.0232071682,6176841.65,4088.3600534,0.3831156098,0.0258094683
2006,36740,"Orlando-Kissimmee-Sanford, FL",20-24,839,92494,8443929.2,2905.8439738,0.0314165673,8443929.2,4780.1133369,1173,129227,7069407.9,2658.8358167,0.0205749249,7069407.9,4373.7849184,0.7157482569,0.0279537374
2006,36740,"Orlando-Kissimmee-Sanford, FL",25-54,7016,695500,20730896.8,4553.1194581,0.0065465413,20730896.8,7489.8815086,8737,864904,8678492.4,2945.928105,0.0034060752,8678492.4,4846.0517328,0.8041354879,0.0073953855
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19,206,21516,1656054,1286.8776166,0.0598102629,1656054,2116.9136792,522,53839,3093153.85,1758.7364356,0.0326665881,3093153.85,2893.1214366,0.3996359516,0.0329367916
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24,359,40209,2716588.95,1648.2077994,0.0409910169,2716588.95,2711.30183,478,53533,2406155.4,1551.1787131,0.0289761215,2406155.4,2551.6889831,0.7511067939,0.035824047
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",25-54,2619,269475,12021926.85,3467.2650389,0.012866741,12021926.85,5703.650989,3265,333967,6155849.1,2481.0983656,0.0074291722,6155849.1,4081.4068115,0.8068911,0.0139440043
2006,37340,"Palm Bay-Melbourne-Titusville, FL",16-19,95,10058,1071794.6,1035.2751325,0.1029305163,1071794.6,1703.027593,278,27827,1845459.8,1358.4770149,0.0488186659,1845459.8,2234.6946895,0.361447515,0.053879123
2006,37340,"Palm Bay-Melbourne-Titusville, FL",20-24,183,22758,1805163.1,1343.5635824,0.0590369796,1805163.1,2210.1620931,259,31588,1323801.25,1150.5656218,0.0364241364,1323801.25,1892.6804478,0.7204634671,0.0550641203
2006,37340,"Palm Bay-Melbourne-Titusville, FL",25-54,1710,164975,4952517.05,2225.4251392,0.0134894689,4952517.05,3660.8243539,2157,208772,2648826.3,1627.5215206,0.0077956887,2648826.3,2677.2729014,0.7902161209,0.0143103605
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19,996,115563,13100010.1,3619.3936094,0.0313196578,13100010.1,5953.9024875,2849,346567,32774535.75,5724.9048682,0.0165188978,32774535.75,9417.4685082,0.3334506748,0.0145958214
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24,1816,245784,29265608,5409.7696809,0.0220102597,29265608,8899.071125,2682,370267,32991626.6,5743.8337894,0.0155126808,32991626.6,9448.6065835,0.6638020672,0.0170501701
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",25-54,16072,1898545,129227495.95,11367.827231,0.0059876522,129227495.95,18700.075795,20159,2436680,78614487.3,8866.4811115,0.0036387548,78614487.3,14585.361428,0.7791523713,0.0060947014
2006,38060,"Phoenix-Mesa-Scottsdale, AZ",16-19,884,87520,10769843.85,3281.7440257,0.0374970752,10769843.85,5398.4689222,2059,216517,12070115.2,3474.2071326,0.0160458862,12070115.2,5715.0707331,0.4042176827,0.0225350274
2006,38060,"Phoenix-Mesa-Scottsdale, AZ",20-24,1714,194859,17450197.45,4177.3433483,0.0214377747,17450197.45,6871.729808,2354,267496,18400877.6,4289.6244125,0.0160362189,18400877.6,7056.4321585,0.7284557526,0.0170487877
2006,38060,"Phoenix-Mesa-Scottsdale, AZ",25-54,12617,1367569,53267936.7,7298.4886586,0.0053368339,53267936.7,12006.013843,16028,1734638,33358580.45,5775.6887425,0.0033296219,33358580.45,9501.0079814,0.7883887013,0.0054090835
2006,38300,"Pittsburgh, PA",16-19,448,46282,8083812.9,2843.2046884,0.0614321915,8083812.9,4677.0717124,1180,122065,9733720.2,3119.8910558,0.0255592599,9733720.2,5132.2207868,0.379158645,0.0348424422
2006,38300,"Pittsburgh, PA",20-24,770,96512,14600175.05,3821.0175412,0.0395911134,14600175.05,6285.5738552,1147,144897,16342315.9,4042.563036,0.0278995634,16342315.9,6650.0161942,0.6660731416,0.0307783804
2006,38300,"Pittsburgh, PA",25-54,6823,729744,45941572.35,6778.021271,0.0092882179,45941572.35,11149.844991,8714,936820,29202161.8,5403.9024603,0.0057683466,29202161.8,8889.4195471,0.7789586046,0.0093283883
2006,38900,"Portland-Vancouver-Hillsboro, OR-WA",16-19,377,40921,4868480.7,2206.4633919,0.0539200751,4868480.7,3629.6322798,1000,108950,9501078.6,3082.3819685,0.0282917115,9501078.6,5070.5183383,0.3755943093,0.0283604023
2006,38900,"Portland-Vancouver-Hillsboro, OR-WA",20-24,757,92563,10829238.75,3290.7808724,0.0355517958,10829238.75,5413.3345351,1046,127870,11865094.8,3444.5746907,0.0269380988,11865094.8,5666.3253662,0.7238836318,0.0276270396
2006,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-54,6759,761913,36624735.75,6051.8373863,0.0079429507,36624735.75,9955.2725004,8559,968353,24184362.4,4917.7598965,0.0050784785,24184362.4,8089.7150298,0.7868132799,0.0079047696
2006,39300,"Providence-Warwick, RI-MA",16-19,415,42620,2608142.3,1614.9743961,0.0378924072,2608142.3,2656.6328816,899,94994,5624333.35,2371.5676988,0.0249654473,5624333.35,3901.2288645,0.4486599154,0.0210383246
2006,39300,"Providence-Warwick, RI-MA",20-24,625,77887,6157223.7,2481.3753646,0.0318586589,6157223.7,4081.8624748,860,107135,6633106.75,2575.4818481,0.0240395935,6633106.75,4236.6676402,0.7269986466,0.0250020744
2006,39300,"Providence-Warwick, RI-MA",25-54,5114,538282,32117678.8,5667.246139,0.0105283962,32117678.8,9322.6198987,6374,674857,18007443.45,4243.5178154,0.0062880252,18007443.45,6980.5868064,0.7976237929,0.0110798204
2006,39340,"Provo-Orem, UT",16-19,152,14730,2144767.7,1464.5025435,0.099423119,2144767.7,2409.1066841,318,33750,5022506.25,2241.0948775,0.0664028112,5022506.25,3686.6010735,0.4364444444,0.0531265547
2006,39340,"Provo-Orem, UT",20-24,342,42820,4379648.35,2092.7609395,0.0488734456,4379648.35,3442.5917455,472,60662,4657888.15,2158.2141113,0.0355776946,4657888.15,3550.262213,0.7058784742,0.0389094449
2006,39340,"Provo-Orem, UT",25-54,1232,119571,4403084.6,2098.3528302,0.0175490113,4403084.6,3451.7904057,1647,160693,2914982.5,1707.3319829,0.0106248062,2914982.5,2808.561112,0.7440958847,0.0170963191
2006,39580,"Raleigh, NC",16-19,158,17393,2526756.85,1589.5775697,0.0913917996,2526756.85,2614.8551021,504,55553,4303942.6,2074.5945628,0.03734442,4303942.6,3412.7080558,0.3130884021,0.0429606239
2006,39580,"Raleigh, NC",20-24,341,48554,6656673.5,2580.0530033,0.0531378054,6656673.5,4244.1871905,478,67594,7756167.7,2784.9897127,0.0412017296,7756167.7,4581.3080774,0.7183181939,0.0396515728
2006,39580,"Raleigh, NC",25-54,3460,370874,20501628.6,4527.8724143,0.0122086542,20501628.6,7448.3501215,4266,457671,8780313.95,2963.159454,0.0064744313,8780313.95,4874.3973019,0.8103506667,0.0137975025
2006,40060,"Richmond, VA",16-19,241,25454,3134009.45,1770.3133762,0.0695495158,3134009.45,2912.1655039,628,66219,5868547.35,2422.508483,0.036583284,5868547.35,3985.0264545,0.3843911868,0.0374023413
2006,40060,"Richmond, VA",20-24,445,51079,5729851.05,2393.7107281,0.0468629129,5729851.05,3937.6541478,646,75391,7605082.6,2757.7314227,0.0365790535,7605082.6,4536.4681904,0.6775211895,0.0326481904
2006,40060,"Richmond, VA",25-54,3821,377341,18311178.25,4279.1562545,0.0113402897,18311178.25,7039.2120386,4692,462984,12264449.8,3502.0636488,0.0075641138,12264449.8,5760.8947022,0.8150195255,0.0113276941
2006,40140,"Riverside-San Bernardino-Ontario, CA",16-19,694,76996,7480387.55,2735.0297165,0.0355217117,7480387.55,4499.1238836,2245,254759,14000607.55,3741.7385732,0.0146873656,14000607.55,6155.1599529,0.3022307357,0.0160799831
2006,40140,"Riverside-San Bernardino-Ontario, CA",20-24,1393,208860,23170107.65,4813.5338006,0.0230467002,23170107.65,7918.2631021,2099,312533,19214666.5,4383.4537182,0.0140255708,19214666.5,7210.7813665,0.6682814295,0.0201039014
2006,40140,"Riverside-San Bernardino-Ontario, CA",25-54,10406,1242667,75790550.8,8705.7768637,0.0070057198,75790550.8,14321.002941,14132,1687715,34959966.95,5912.6954048,0.0035033731,34959966.95,9726.3839409,0.736301449,0.0073482469
2006,40380,"Rochester, NY",16-19,287,25739,2760328.65,1661.4236817,0.0645488823,2760328.65,2733.0419563,738,69607,3963067,1990.7453378,0.0285997865,3963067,3274.7760807,0.3697760283,0.0351995384
2006,40380,"Rochester, NY",20-24,453,55013,5463150.5,2337.3383367,0.0424870183,5463150.5,3844.9215638,660,79418,5676511.2,2382.5430112,0.0300000379,5676511.2,3919.2832533,0.6927019064,0.034282401
2006,40380,"Rochester, NY",25-54,3671,330015,15971417.65,3996.4256092,0.0121098302,15971417.65,6574.1201272,4528,417229,8339610.65,2887.8384044,0.006921471,8339610.65,4750.4941753,0.7909685089,0.0129292804
2006,40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,403,44403,4955439.8,2226.0817146,0.0501335881,4955439.8,3661.9044205,1132,126066,8813428.4,2968.7418884,0.0235491083,8813428.4,4883.5804064,0.3522202656,0.0256434871
2006,40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,740,96906,13450374.75,3667.4752555,0.0378456985,13450374.75,6032.9967954,1116,145663,11601354.6,3406.0761295,0.0233832623,11601354.6,5602.995233,0.6652753273,0.0325661555
2006,40900,"Sacramento--Roseville--Arden-Arcade, CA",25-54,6384,678949,38116533.65,6173.8588946,0.0090932587,38116533.65,10155.997882,8289,890394,21489357.05,4635.6614469,0.0052063036,21489357.05,7625.6630801,0.762526477,0.0093516225
2006,41180,"St. Louis, MO-IL",16-19,549,58566,8495699.15,2914.7382644,0.0497684367,8495699.15,4794.7444449,1392,153589,11258780.3,3355.4106008,0.0218466856,11258780.3,5519.6504383,0.3813163703,0.028049495
2006,41180,"St. Louis, MO-IL",20-24,1038,133347,15210726,3900.0930758,0.0292477002,15210726,6415.6531097,1424,181199,14858258.25,3854.6411312,0.0212729713,14858258.25,6340.8846608,0.7359146574,0.0242988587
2006,41180,"St. Louis, MO-IL",25-54,8036,896973,59570964.25,7718.2228686,0.0086047438,59570964.25,12696.476619,9998,1128237,39751327.4,6304.8653752,0.0055882455,39751327.4,10371.503542,0.7950217906,0.0085572341
