YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2009,36260,"Ogden-Clearfield, UT",20-24,222,25503,1680769.3,1296.4448696,0.0508349947,1680769.3,2132.6518105,299,36923,1459796.4,1208.2203441,0.0327227025,1459796.4,1987.5224661,0.690707689,0.044201818
2009,36260,"Ogden-Clearfield, UT",25-54,1556,161628,8549889.65,2924.0194339,0.0180910451,8549889.65,4810.0119688,2010,211307,2241507.15,1497.1663735,0.0070852663,2241507.15,2462.8386844,0.7648965723,0.020944744
2009,36420,"Oklahoma City, OK",16-19,193,23128,2522217.1,1588.148954,0.0686678033,2522217.1,2612.5050293,602,69839,4271167.15,2066.6802244,0.029592065,4271167.15,3399.6889692,0.3311616718,0.0337557416
2009,36420,"Oklahoma City, OK",20-24,460,68699,11414838.55,3378.5852883,0.049179541,11414838.55,5557.7727992,668,100165,5398662.95,2323.5023026,0.0231967484,5398662.95,3822.1612877,0.6858583337,0.0489261895
2009,36420,"Oklahoma City, OK",25-54,3382,405091,17163834.25,4142.9258079,0.0102271485,17163834.25,6815.112954,4302,519456,5773820.15,2402.8774729,0.0046257575,5773820.15,3952.733443,0.7798369833,0.0117010111
2009,36540,"Omaha-Council Bluffs, NE-IA",16-19,194,26827,3800494,1949.4855732,0.0726687879,3800494,3206.9037679,391,51876,5823847.35,2413.2648736,0.0465198719,5823847.35,3969.820717,0.517137019,0.0474914952
2009,36540,"Omaha-Council Bluffs, NE-IA",20-24,322,47029,5265635.05,2294.6971587,0.0487932373,5265635.05,3774.776826,435,63708,3147813.25,1774.207781,0.0278490579,3147813.25,2918.5717997,0.7381961449,0.0486523252
2009,36540,"Omaha-Council Bluffs, NE-IA",25-54,2695,322903,15955476.8,3994.4307229,0.0123703735,15955476.8,6570.8385392,3200,388534,5079791.15,2253.8392023,0.0058008802,5079791.15,3707.5654878,0.8310804202,0.014937136
2009,36740,"Orlando-Kissimmee-Sanford, FL",16-19,291,28109,2425512.4,1557.4056633,0.0554059434,2425512.4,2561.9323161,1139,112634,4128433.9,2031.854793,0.0180394445,4128433.9,3342.4011346,0.2495605235,0.0215062782
2009,36740,"Orlando-Kissimmee-Sanford, FL",20-24,820,93728,8550184.8,2924.0699034,0.0311974,8550184.8,4810.0949911,1188,139296,2026675.6,1423.6135712,0.0102200607,2026675.6,2341.8443246,0.6728692856,0.0326259782
2009,36740,"Orlando-Kissimmee-Sanford, FL",25-54,6488,678293,34422903.65,5867.1035145,0.008649807,34422903.65,9651.3852814,8401,886592,10009620.55,3163.798437,0.0035684942,10009620.55,5204.4484289,0.7650565311,0.0099163719
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19,133,13981,1317450.9,1147.8026398,0.0820973206,1317450.9,1888.1353425,465,47153,2241187.65,1497.0596681,0.0317489803,2241187.65,2462.6631541,0.2965028736,0.0369272401
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24,299,37126,2840532,1685.3877892,0.0453964281,2840532,2772.4629132,427,52921,1122150.65,1059.3161237,0.0200169332,1122150.65,1742.5750235,0.7015362521,0.0470208787
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",25-54,2403,249579,11164693.65,3341.3610475,0.0133879896,11164693.65,5496.5389232,3130,325741,1266230.4,1125.2690345,0.00345449,1266230.4,1851.0675617,0.7661884749,0.0163025549
2009,37340,"Palm Bay-Melbourne-Titusville, FL",16-19,81,6628,497264.15,705.16958953,0.106392515,497264.15,1160.0039748,296,26844,1437416.55,1198.9230793,0.0446626091,1437416.55,1972.2284654,0.2469080614,0.0392208237
2009,37340,"Palm Bay-Melbourne-Titusville, FL",20-24,175,17701,1351414.7,1162.5036344,0.065674461,1351414.7,1912.3184786,270,29793,729761.6,854.26085009,0.0286732068,729761.6,1405.2590984,0.59413285,0.057746182
2009,37340,"Palm Bay-Melbourne-Titusville, FL",25-54,1610,154623,6514581.45,2552.3678124,0.0165070385,6514581.45,4198.6450515,2127,204106,942946.85,971.05450413,0.004757599,942946.85,1597.3846593,0.7575622471,0.0196979845
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19,899,103224,10680510.1,3268.1049708,0.031660321,10680510.1,5376.0326769,2787,337701,16650812.4,4080.5406995,0.0120832947,16650812.4,6712.4894506,0.3056668473,0.0147144807
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24,1810,237944,29160928.05,5400.0859299,0.0226947766,29160928.05,8883.1413546,2827,380552,17041753.75,4128.1659063,0.0108478366,17041753.75,6790.8329159,0.6252601484,0.020503509
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",25-54,15699,1915817,129398234.85,11375.334494,0.0059375893,129398234.85,18712.425243,19840,2495338,29770629.2,5456.2468053,0.0021865762,29770629.2,8975.5259947,0.7677585161,0.0069719492
2009,38060,"Phoenix-Mesa-Scottsdale, AZ",16-19,650,69257,7192322.5,2681.8505738,0.0387231698,7192322.5,4411.6441938,2115,228905,6140678.25,2478.0391946,0.0108256228,6140678.25,4076.3744751,0.3025578297,0.0185043505
2009,38060,"Phoenix-Mesa-Scottsdale, AZ",20-24,1439,178068,15119079.85,3888.3260987,0.0218361867,15119079.85,6396.2964324,2189,278721,4895474,2212.5718067,0.0079383032,4895474,3639.6806221,0.6388754346,0.021378567
2009,38060,"Phoenix-Mesa-Scottsdale, AZ",25-54,11925,1380584,65588618.65,8098.680056,0.0058661263,65588618.65,13322.328692,15654,1849780,7318409.2,2705.2558474,0.0014624744,7318409.2,4450.145869,0.7463503768,0.0069747023
2009,38300,"Pittsburgh, PA",16-19,345,40880,4036831.55,2009.1867882,0.0491484048,4036831.55,3305.1122666,1097,119609,5128132.4,2264.5380103,0.0189328396,5128132.4,3725.1650269,0.3417803008,0.0255001088
2009,38300,"Pittsburgh, PA",20-24,835,97643,5960571.05,2441.4280759,0.025003616,5960571.05,4016.1491849,1203,141393,4853941,2203.1661308,0.0155818614,4853941,3624.2082852,0.6905787415,0.0222141822
2009,38300,"Pittsburgh, PA",25-54,6704,725828,34981364.6,5914.5045946,0.0081486311,34981364.6,9729.3600582,8558,928489,9097716.75,3016.2421571,0.0032485492,9097716.75,4961.7183484,0.7817303167,0.0096099966
2009,38900,"Portland-Vancouver-Hillsboro, OR-WA",16-19,292,33664,4580734.5,2140.2650537,0.0635772651,4580734.5,3520.7360133,1014,111652,7515987.9,2741.5302114,0.0245542419,7515987.9,4509.8171977,0.3015082578,0.0290864801
2009,38900,"Portland-Vancouver-Hillsboro, OR-WA",20-24,761,90925,7629431.8,2762.1426104,0.0303782525,7629431.8,4543.7245941,1157,141504,4415397.4,2101.2847023,0.0148496488,4415397.4,3456.6133352,0.642561341,0.0280123741
2009,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-54,6822,769387,35983640.1,5998.6365201,0.007796644,35983640.1,9867.7570755,8764,1001460,6662268,2581.1369588,0.002577374,6662268,4245.9702972,0.7682653326,0.0092994126
2009,39300,"Providence-Warwick, RI-MA",16-19,315,32938,3194541,1787.3278938,0.0542634007,3194541,2940.1543853,876,91725,4253376.75,2062.3716324,0.0224842914,4253376.75,3392.6013352,0.3590951213,0.0291728548
2009,39300,"Providence-Warwick, RI-MA",20-24,607,71155,5728720.95,2393.4746604,0.0336374768,5728720.95,3937.2658164,880,105769,2396082,1547.9282929,0.0146349903,2396082,2546.3420418,0.6727396496,0.0335172123
2009,39300,"Providence-Warwick, RI-MA",25-54,4793,514860,20146415.2,4488.4758215,0.0087178569,20146415.2,7383.5427263,5994,654236,5828300.15,2414.1872649,0.0036900862,5828300.15,3971.3380508,0.7869637256,0.0102248806
2009,39340,"Provo-Orem, UT",16-19,155,17750,2254551.35,1501.5163502,0.0845924704,2254551.35,2469.9943961,385,45428,1709625.4,1307.5264433,0.0287823907,1709625.4,2150.8809993,0.3907281853,0.0511275931
2009,39340,"Provo-Orem, UT",20-24,349,58117,3375067.35,1837.1356373,0.0316109854,3375067.35,3022.0881234,469,79297,1047662.7,1023.5539556,0.0129078522,1047662.7,1683.7462569,0.7329028841,0.0347889583
2009,39340,"Provo-Orem, UT",25-54,1295,129991,4272066.65,2066.8978325,0.0159003149,4272066.65,3400.0469345,1781,177218,1788875.55,1337.4885233,0.007547137,1788875.55,2200.1686209,0.7335090115,0.0168867101
2009,39580,"Raleigh, NC",16-19,178,18862,1886161.8,1373.3760592,0.072811794,1886161.8,2259.2036174,589,63008,2545573.9,1595.4854747,0.0253219508,2545573.9,2624.5736059,0.2993588116,0.0336176617
2009,39580,"Raleigh, NC",20-24,373,42825,3536256.1,1880.4935788,0.0439111168,3536256.1,3093.4119372,558,65489,1181021.1,1086.7479469,0.0165943585,1181021.1,1787.7003726,0.6539266136,0.0437327547
2009,39580,"Raleigh, NC",25-54,3831,415058,14175836,3765.0811412,0.0090712169,14175836,6193.5584773,4771,518703,3736026.35,1932.8803248,0.003726372,3736026.35,3179.5881343,0.8001843059,0.0108864821
2009,40060,"Richmond, VA",16-19,166,18424,1471741.85,1213.1536795,0.0658463786,1471741.85,1995.6378027,612,63108,3472349.1,1863.4240258,0.0295275405,3472349.1,3065.3325225,0.2919439691,0.0282648183
2009,40060,"Richmond, VA",20-24,434,47379,4689033.6,2165.4176502,0.0457041654,4689033.6,3562.1120347,653,72791,4319829.35,2078.4199167,0.0285532541,4319829.35,3419.0007629,0.6508909068,0.0382109322
2009,40060,"Richmond, VA",25-54,3701,367760,14805801.85,3847.830798,0.0104628856,14805801.85,6329.6816627,4601,461616,6292476.65,2508.4809447,0.0054341291,6292476.65,4126.4511541,0.7966794912,0.011717572
2009,40140,"Riverside-San Bernardino-Ontario, CA",16-19,475,56042,7026852.15,2650.8210332,0.0473006144,7026852.15,4360.6005996,2459,282843,7378180.6,2716.2806556,0.0096034926,7378180.6,4468.2816785,0.1981381897,0.0150959343
2009,40140,"Riverside-San Bernardino-Ontario, CA",20-24,1310,169309,10989768.4,3315.0819598,0.0195800693,10989768.4,5453.3098238,2208,289331,6092701,2468.3397254,0.0085311969,6092701,4060.4188483,0.585174074,0.0169648554
2009,40140,"Riverside-San Bernardino-Ontario, CA",25-54,9960,1174698,45057952.2,6712.5220447,0.0057142534,45057952.2,11042.098763,14016,1649251,7877319.65,2806.6563113,0.0017017763,7877319.65,4616.9496322,0.7122615054,0.0063914205
2009,40380,"Rochester, NY",16-19,217,21735,2779299.05,1667.1229859,0.0767022308,2779299.05,2742.4173117,723,68663,2172213.75,1473.8431904,0.021464882,2172213.75,2424.4720483,0.3165460292,0.0383444219
2009,40380,"Rochester, NY",20-24,473,51231,2612951.15,1616.4625421,0.03155243,2612951.15,2659.0808817,705,78580,1345219,1159.8357642,0.0147599359,1345219,1907.9298322,0.6519597862,0.0299083736
2009,40380,"Rochester, NY",25-54,3545,322155,12387018.3,3519.5196121,0.0109249262,12387018.3,5789.6097619,4414,406961,2337590.1,1528.9179507,0.0037569152,2337590.1,2515.0700289,0.7916114812,0.0133588042
2009,40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,281,30639,4141416.55,2035.0470633,0.0664201529,4141416.55,3347.6524192,1188,127234,3412144.65,1847.1991365,0.0145181252,3412144.65,3038.6425796,0.2408082745,0.0256747634
2009,40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,797,93887,6788236.15,2605.4243704,0.0277506403,6788236.15,4285.9230893,1239,149445,3334986.95,1826.1946638,0.0122198445,3334986.95,3004.0902219,0.6282378132,0.025748773
2009,40900,"Sacramento--Roseville--Arden-Arcade, CA",25-54,6133,644020,28728563.8,5359.9033387,0.0083225728,28728563.8,8817.0409921,8161,872665,4135296.15,2033.5427583,0.0023302674,4135296.15,3345.1778375,0.7379922422,0.009699456
2009,41180,"St. Louis, MO-IL",16-19,491,52712,5320654.45,2306.6543846,0.0437595687,5320654.45,3794.4464627,1343,148009,7610191.25,2758.6575086,0.0186384443,7610191.25,4537.9916017,0.356140505,0.0231948832
2009,41180,"St. Louis, MO-IL",20-24,897,118103,8664723.95,2943.5903163,0.024923925,8664723.95,4842.2060703,1302,172145,4923952.75,2218.9981411,0.0128902852,4923952.75,3650.251942,0.6860669784,0.0240745645
2009,41180,"St. Louis, MO-IL",25-54,7808,892562,28698848.9,5357.1306592,0.0060019703,28698848.9,8812.4799344,9885,1144232,7376937.65,2716.0518497,0.0023736898,7376937.65,4467.9052927,0.7800533458,0.0070737574
2009,41620,"Salt Lake City, UT",16-19,203,20784,1565383.65,1251.1529283,0.0601978892,1565383.65,2058.1465671,493,52817,1980704.05,1407.374879,0.026646248,1980704.05,2315.1316759,0.3935096654,0.034942055
2009,41620,"Salt Lake City, UT",20-24,440,54357,3326007.3,1823.7344379,0.0335510502,3326007.3,3000.0431504,565,70008,1077773.3,1038.1586102,0.0148291425,1077773.3,1707.7709138,0.7764398354,0.0384399274
2009,41620,"Salt Lake City, UT",25-54,2948,356837,9699730.4,3114.4390185,0.0087279038,9699730.4,5123.2521854,3706,449962,1823402.65,1350.3342734,0.0030009962,1823402.65,2221.2998798,0.7930380788,0.010691747
2009,41700,"San Antonio-New Braunfels, TX",16-19,315,35461,3967602.45,1991.8841457,0.0561711217,3967602.45,3276.6494197,1035,116015,6337323.4,2517.4040995,0.0216989536,6337323.4,4141.1297436,0.305658751,0.0260508761
2009,41700,"San Antonio-New Braunfels, TX",20-24,663,86555,8457472.3,2908.1733614,0.0335991377,8457472.3,4783.9451795,1016,135341,4328964.15,2080.6162909,0.0153731411,4328964.15,3422.6137985,0.6395327358,0.0314303691
2009,41700,"San Antonio-New Braunfels, TX",25-54,5706,616631,39699841.4,6300.7810151,0.0102180737,39699841.4,10364.78477,7340,801861,14627707.2,3824.6185692,0.0047696777,14627707.2,6291.4975464,0.7689998641,0.0114312767
2009,41740,"San Diego-Carlsbad, CA",16-19,383,37820,4149139.45,2036.9436541,0.0538589015,4149139.45,3350.772311,1582,163735,7219557.65,2686.9234544,0.0164101961,7219557.65,4419.9890825,0.2309829908,0.0194915553
2009,41740,"San Diego-Carlsbad, CA",20-24,1087,126743,15233266.55,3902.9817512,0.0307944561,15233266.55,6420.4049807,1755,208512,10829672.55,3290.8467831,0.0157825295,10829672.55,5413.4429582,0.607845112,0.0264400783
2009,41740,"San Diego-Carlsbad, CA",25-54,8607,948814,58460257.7,7645.9307936,0.0080584085,58460257.7,12577.556155,11332,1256691,10735538.6,3276.5131771,0.0026072544,10735538.6,5389.8641764,0.7550097836,0.0094701452
2009,41860,"San Francisco-Oakland-Hayward, CA",16-19,445,45284,6363836.6,2522.6645833,0.0557076359,6363836.6,4149.7832396,1913,201799,8397527.5,2897.8487711,0.014360075,8397527.5,4766.9612284,0.2244015084,0.0198689806
2009,41860,"San Francisco-Oakland-Hayward, CA",20-24,1342,155120,12225178.6,3496.4522877,0.0225403061,12225178.6,5751.6640132,2125,251592,4502148.45,2121.8266777,0.0084336015,4502148.45,3490.4048847,0.6165537855,0.0212005758
2009,41860,"San Francisco-Oakland-Hayward, CA",25-54,13453,1523181,72095583.3,8490.9118062,0.0055744602,72095583.3,13967.549921,17189,1968882,7658228.9,2767.3505199,0.0014055441,7658228.9,4552.2916052,0.7736273682,0.0068649463
2009,41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,191,19807,2152506.5,1467.1422903,0.0740719084,2152506.5,2413.4490676,879,88138,3867435.15,1966.579556,0.0223125049,3867435.15,3235.0233696,0.2247271325,0.0261107561
2009,41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,556,63914,6333500.05,2516.6446014,0.0393754827,6333500.05,4139.8803694,920,107616,2209316.05,1486.3768197,0.0138118572,2209316.05,2445.0898683,0.5939079691,0.0360247034
2009,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-54,5793,625186,32660888,5714.9705161,0.0091412324,32660888,9401.126499,7591,820316,1874950.6,1369.2883553,0.0016692206,1874950.6,2252.4793445,0.762128253,0.0112676847
2009,42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,124,11478,1950738.35,1396.6883511,0.1216839476,1950738.35,2297.5523375,405,36752,1629586.15,1276.552447,0.0347342307,1629586.15,2099.9287754,0.3123095342,0.0599140728
2009,42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,233,24537,2816599.75,1678.2728473,0.0683976382,2816599.75,2760.7588338,363,38839,732306.75,855.74923313,0.0220332458,732306.75,1407.7074885,0.6317618888,0.067293017
2009,42540,"Scranton--Wilkes-Barre--Hazleton, PA",25-54,2055,180323,6817270.75,2610.9903772,0.0144795194,6817270.75,4295.0791705,2638,236008,871827.35,933.7169539,0.0039562937,871827.35,1535.9643892,0.7640546083,0.0175063615
2009,42660,"Seattle-Tacoma-Bellevue, WA",16-19,483,48174,5501076.7,2345.4374219,0.04868679,5501076.7,3858.244559,1648,167540,9366057.85,3060.4015831,0.018266692,9366057.85,5034.3606042,0.2875373045,0.0213465152
2009,42660,"Seattle-Tacoma-Bellevue, WA",20-24,1188,140498,11322976.45,3364.9630681,0.023950256,11322976.45,5535.3642471,1808,216077,7003424.3,2646.3983638,0.0122474783,7003424.3,4353.3253085,0.6502219116,0.0220146951
2009,42660,"Seattle-Tacoma-Bellevue, WA",25-54,11129,1214297,56135504.4,7492.3630718,0.006170124,56135504.4,12324.937253,14107,1549482,13202283.6,3633.4946814,0.0023449738,13202283.6,5977.098751,0.7836793199,0.0073573829
2009,44060,"Spokane-Spokane Valley, WA",16-19,93,8586,946626.05,972.94709517,0.1133178541,946626.05,1600.4979716,257,24261,799696.8,894.25768098,0.0368598855,799696.8,1471.0538852,0.3539013231,0.0623824242
2009,44060,"Spokane-Spokane Valley, WA",20-24,163,21865,1527316.25,1235.8463699,0.0565216725,1527316.25,2032.9672785,248,32570,1218968.55,1104.0690875,0.0338983447,1218968.55,1816.193649,0.6713233037,0.0499468567
2009,44060,"Spokane-Spokane Valley, WA",25-54,1368,140307,8396950.4,2897.7491955,0.0206529196,8396950.4,4766.7974266,1794,187994,2136210.05,1461.5779316,0.0077745988,2136210.05,2404.2956974,0.7463376491,0.0234909374
2009,44140,"Springfield, MA",16-19,133,12452,1557829.25,1248.1303017,0.1002353278,1557829.25,2053.1743463,435,44572,2333622.9,1527.6200117,0.0342730865,2333622.9,2512.9349192,0.2793682132,0.0432877807
2009,44140,"Springfield, MA",20-24,236,29538,2899013.7,1702.6490243,0.0576426645,2899013.7,2800.857645,458,56376,1588006.2,1260.1611802,0.0223527952,1588006.2,2072.9651414,0.5239463602,0.0457941945
2009,44140,"Springfield, MA",25-54,1653,174169,6272810.25,2504.5578951,0.0143800441,6272810.25,4119.9977375,2152,233418,2211100.9,1486.9771014,0.0063704474,2211100.9,2446.0773318,0.7461678191,0.0158242062
2009,44700,"Stockton-Lodi, CA",16-19,73,7948,1089741,1043.906605,0.1313420489,1089741,1717.2263653,393,44537,2502921.35,1582.0623723,0.0355224279,2502921.35,2602.4926025,0.1784583605,0.0371203422
2009,44700,"Stockton-Lodi, CA",20-24,215,27801,2173371.9,1474.2360394,0.0530281659,2173371.9,2425.1182849,366,46070,1271255,1127.4994457,0.0244736151,1271255,1854.7365881,0.6034512698,0.0466983585
2009,44700,"Stockton-Lodi, CA",25-54,1691,188067,14548391.15,3814.2353297,0.0202812579,14548391.15,6274.4171173,2374,264139,9075497.2,3012.5565887,0.0114051942,9075497.2,4955.6555884,0.7120001211,0.0196423291
2009,45060,"Syracuse, NY",16-19,128,10630,891576.2,944.23312799,0.0888271992,891576.2,1553.2634955,464,40900,1816263.75,1347.6882985,0.0329508141,1816263.75,2216.9472511,0.2599022005,0.0352674819
2009,45060,"Syracuse, NY",20-24,271,28586,1690792.1,1300.3046182,0.045487463,1690792.1,2139.0010969,444,45920,1066775.25,1032.8481253,0.0224923372,1066775.25,1699.0351662,0.6225174216,0.0404878998
2009,45060,"Syracuse, NY",25-54,2235,199560,7281639.65,2698.4513429,0.0135220051,7281639.65,4438.9524591,2794,252856,1316249,1147.2789547,0.0045372819,1316249,1887.2738806,0.7892239061,0.0165374592
2009,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,352,33290,2560074.95,1600.0234217,0.0480631848,2560074.95,2632.0385287,1267,131210,4749347.7,2179.2998187,0.016609251,4749347.7,3584.9482018,0.253715418,0.0188239108
2009,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,896,100512,7399589.3,2720.2186125,0.0270636204,7399589.3,4474.7596176,1363,157407,1614156,1270.494392,0.008071397,1614156,2089.9632748,0.6385484762,0.0271342465
2009,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,8208,824674,49484564.45,7034.5265974,0.0085300696,49484564.45,11571.796253,10757,1113662,4290384.1,2071.3242383,0.0018599218,4290384.1,3407.3283719,0.7405065451,0.0101407511
2009,45780,"Toledo, OH",16-19,89,9323,1325388.7,1151.2552714,0.1234854952,1325388.7,1893.8149215,335,37417,2571504.85,1603.5912353,0.0428572904,2571504.85,2637.9075821,0.2491648181,0.0474676906
2009,45780,"Toledo, OH",20-24,255,34198,3101123.65,1761.0007524,0.0514942614,3101123.65,2896.8462377,395,55484,1911943.7,1382.7305233,0.024921248,1911943.7,2274.5917108,0.6163578689,0.0456888269
2009,45780,"Toledo, OH",25-54,1799,179911,10587775.2,3253.8861689,0.0180860879,10587775.2,5352.6427478,2405,249986,1672084.1,1293.0909094,0.0051726533,1672084.1,2127.134546,0.7196843023,0.0205173809
2009,46060,"Tucson, AZ",16-19,175,16477,2210348.5,1486.7240833,0.0902302654,2210348.5,2445.6611171,565,55788,1794098.3,1339.439547,0.0240094563,1794098.3,2203.3780548,0.2953502545,0.0422580119
2009,46060,"Tucson, AZ",20-24,408,45682,2672883.65,1634.8956083,0.0357886171,2672883.65,2689.4032756,601,68239,1338934.85,1157.1235241,0.0169569238,1338934.85,1903.4681971,0.6694412286,0.0347069076
2009,46060,"Tucson, AZ",25-54,2663,285737,15127223.6,3889.3731629,0.0136117239,15127223.6,6398.0188529,3533,394041,3064816.3,1750.6616749,0.0044428414,3064816.3,2879.8384552,0.7251453529,0.0153476785
2009,46140,"Tulsa, OK",16-19,173,20146,1908962.7,1381.6521632,0.0685819599,1908962.7,2272.8178084,526,60149,2889178.75,1699.7584387,0.0282591305,2889178.75,2796.1026317,0.3349349116,0.0344295744
2009,46140,"Tulsa, OK",20-24,380,46775,3538414.75,1881.0674496,0.0402152314,3538414.75,3094.3559546,586,75607,2034784.65,1426.4587796,0.0188667555,2034784.65,2346.5246925,0.6186596479,0.0361433728
2009,46140,"Tulsa, OK",25-54,2701,319295,13993093.9,3740.7344065,0.011715606,13993093.9,6153.5080987,3449,407887,3548181.4,1883.6617,0.0046180969,3548181.4,3098.6234965,0.7828025899,0.0138647952
2009,46520,"Urban Honolulu, HI",16-19,120,11726,970485.2,985.13207236,0.0840126277,970485.2,1620.542259,454,41708,1958982.3,1399.6364885,0.0335579862,1958982.3,2302.4020236,0.2811451041,0.0356202024
2009,46520,"Urban Honolulu, HI",20-24,347,37657,2656800.65,1629.9695243,0.0432846356,2656800.65,2681.2998674,516,55627,2809175.45,1676.0595007,0.0301303234,2809175.45,2757.1178787,0.6769554353,0.0346060742
2009,46520,"Urban Honolulu, HI",25-54,2678,279500,19426805.05,4407.5849453,0.0157695347,19426805.05,7250.477235,3331,346397,10346533.5,3216.6027887,0.0092858852,10346533.5,5291.3115873,0.8068776577,0.0169174226
2009,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,286,29978,5480770.45,2341.1045363,0.0780940869,5480770.45,3851.1169623,932,102410,40745418.35,6383.2137948,0.0623299853,40745418.35,10500.386692,0.2927253198,0.0226559139
2009,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,576,80720,13783269.5,3712.5825917,0.0459933423,13783269.5,6107.1983633,832,117177,18899863.85,4347.3973651,0.0371011151,18899863.85,7151.4686656,0.6888723896,0.0308032105
2009,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,4700,498636,30297940.95,5504.3565428,0.011038827,30297940.95,9054.6665129,5855,626041,15835170.15,3979.3429294,0.0063563615,15835170.15,6546.0191189,0.7964909646,0.0118249311
2009,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,717,80359,10551532.65,3248.3122772,0.0404225075,10551532.65,5343.4736959,2679,292049,18323679.9,4280.6167663,0.0146571869,18323679.9,7041.6145806,0.2751558814,0.0170513292
2009,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,1957,231551,21157273.95,4599.7036807,0.0198647541,21157273.95,7566.5125547,2911,345368,13902218.95,3728.567949,0.0107959277,13902218.95,6133.494276,0.6704471752,0.0183906431
2009,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,18873,1978866,61841613.3,7863.943877,0.0039739648,61841613.3,12936.187678,22645,2388564,16575575.8,4071.3113121,0.0017045017,16575575.8,6697.3071084,0.8284751843,0.0048924062
2009,48620,"Wichita, KS",16-19,98,11994,1713450.4,1308.9883116,0.1091369278,1713450.4,2153.2857726,246,31603,1563005.45,1250.2021637,0.039559604,1563005.45,2056.5825592,0.3795209316,0.0635017824
2009,48620,"Wichita, KS",20-24,213,26683,2786376.15,1669.2441853,0.06255834,2786376.15,2745.9066847,286,37419,1433165,1197.1486959,0.0319930703,1433165,1969.3096047,0.7130869344,0.0630603683
2009,48620,"Wichita, KS",25-54,1520,192629,6169994.45,2483.9473525,0.0128949813,6169994.45,4086.0933949,1867,241059,2283894.8,1511.2560339,0.0062692371,2283894.8,2486.0161758,0.7990948274,0.0148124572
2009,49180,"Winston-Salem, NC",16-19,79,8435,761944.5,872.8943235,0.1034848042,761944.5,1435.9111622,325,35201,1593832.65,1262.4708511,0.0358646303,1593832.65,2076.7645501,0.2396238743,0.0382636799
2009,49180,"Winston-Salem, NC",20-24,179,21053,1929528.4,1389.074656,0.0659798915,1929528.4,2285.0278092,324,39367,817519.35,904.16776651,0.0229676573,817519.35,1487.3559759,0.5347880204,0.0544139891
2009,49180,"Winston-Salem, NC",25-54,1887,199818,7420775,2724.1099464,0.0136329557,7420775,4481.1608618,2432,263408,1235717.15,1111.6281528,0.0042201761,1235717.15,1828.6283113,0.7585874385,0.0161766169
2009,49340,"Worcester, MA-CT",16-19,185,17596,1323940.9,1150.6263077,0.0653913564,1323940.9,1892.7802762,488,48684,2500778.85,1581.3851049,0.0324826453,2500778.85,2601.3784976,0.3614329143,0.0337429238
2009,49340,"Worcester, MA-CT",20-24,304,35446,3356991.55,1832.2094722,0.0516901617,3356991.55,3013.9845818,461,55844,1901130.2,1378.8147809,0.0246904731,1901130.2,2268.1503146,0.634732469,0.0474162961
2009,49340,"Worcester, MA-CT",25-54,2667,275374,11981329.4,3461.4056971,0.0125698348,11981329.4,5694.0123717,3317,346181,5568298.65,2359.7242741,0.0068164465,5568298.65,3881.746431,0.7954624893,0.0138195756
2009,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,88,7554,760107.85,871.84164273,0.1154145675,760107.85,1434.1795023,336,31787,2210165.25,1486.6624533,0.0467695112,2210165.25,2445.5597356,0.23764432,0.0412479228
2009,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,206,21052,1963263.3,1401.1649796,0.0665573333,1963263.3,2304.9163914,305,31462,1019276.2,1009.5920958,0.0320892536,1019276.2,1660.7789977,0.6691246583,0.0641833695
2009,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,1662,157902,6478599.6,2545.3093329,0.0161195509,6478599.6,4187.0338526,2239,212389,1657202.25,1287.3236772,0.0060611598,1657202.25,2117.6474491,0.743456582,0.0182672639
