YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,re_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,2,9,2627,510741.95,714.66212296,0.272044965,510741.95,1175.6191923,Black,23,4761,507107.95,712.11512412,0.1495725949,507107.95,1171.4293792,0.5517748372,0.2062558143
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,3,30,3549,184119.7,429.09171514,0.1209049634,184119.7,705.8558714,Latino,34,3976,170627.7,413.07105926,0.1038911115,170627.7,679.50189249,0.8926056338,0.090807394
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,5,5,460,43768.85,209.2100619,0.4548044824,43768.85,344.15055182,Other,9,905,116159.75,340.82216771,0.3765990803,116159.75,560.65246588,0.5082872928,0.2132060243
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,1,980,101924,5425851.4,2329.3457021,0.0228537509,5425851.4,3831.77368,White,1282,136571,720297.5,848.70342288,0.0062143751,720297.5,1396.1171306,0.7463077813,0.0269998221
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,2,88,12385,1240605.15,1113.8245598,0.0899333516,1240605.15,1832.2414009,Black,127,18477,390691.5,625.05319774,0.0338287167,390691.5,1028.2125103,0.6702927964,0.0918805538
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,3,127,16957,688418.45,829.70985893,0.048930227,688418.45,1364.8727179,Latino,169,22240,17621.5,132.74599806,0.0059687949,17621.5,218.3671668,0.762455036,0.0609118539
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,4,28,3156,209424.15,457.62883432,0.1450027992,209424.15,752.79943245,Asian,38,3866,172801.45,415.69393789,0.1075255918,172801.45,683.81652783,0.8163476461,0.1306410806
2009,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-54,5,13,1057,91452.5,302.41114397,0.2861032583,91452.5,497.46633184,Other,19,1659,96440.2,310.54822492,0.187190009,96440.2,510.85182999,0.6371308017,0.2267706793
2009,19740,"Denver-Aurora-Lakewood, CO",16-19,1,226,23261,1892492.4,1375.678887,0.0591410037,1892492.4,2262.991769,White,735,73148,2102067.05,1449.8506992,0.0198207839,2102067.05,2385.0044002,0.3179991251,0.0291479678
2009,19740,"Denver-Aurora-Lakewood, CO",16-19,2,16,2049,281075.1,530.16516294,0.2587433689,281075.1,872.12169304,Black,64,8563,1377903.65,1173.8414075,0.1370829625,1377903.65,1930.9691154,0.2392852972,0.0863791426
2009,19740,"Denver-Aurora-Lakewood, CO",16-19,3,81,10049,1250962.8,1118.4644831,0.1113010731,1250962.8,1839.8740747,Latino,275,33153,2232094.5,1494.0195782,0.0450643857,2232094.5,2457.6622061,0.3031098241,0.0507441087
2009,19740,"Denver-Aurora-Lakewood, CO",16-19,4,7,725,78592,280.34264749,0.3866795138,78592,461.16365512,Asian,26,2406,221981.15,471.1487557,0.1958224255,221981.15,775.03970313,0.3013300083,0.165276505
2009,19740,"Denver-Aurora-Lakewood, CO",16-19,5,14,1643,329219.9,573.77687301,0.3492251205,329219.9,943.8629561,Other,48,5323,1077235.95,1037.8997784,0.1949839899,1077235.95,1707.3451355,0.3086605298,0.1471058702
2009,19740,"Denver-Aurora-Lakewood, CO",20-24,1,626,67689,4595411.95,2143.6911974,0.0316697129,4595411.95,3526.3720198,White,847,93547,1483036.65,1217.799922,0.0130180543,1483036.65,2003.2808717,0.723582798,0.0343642756
2009,19740,"Denver-Aurora-Lakewood, CO",20-24,2,34,6272,1033709.4,1016.7150043,0.1621037953,1033709.4,1672.4961821,Black,52,8992,797372.6,892.95722182,0.0993057409,797372.6,1468.9146299,0.6975088968,0.1470108747
2009,19740,"Denver-Aurora-Lakewood, CO",20-24,3,201,29596,2600962.05,1612.7498411,0.0544921557,2600962.05,2652.9734886,Latino,290,43564,1613281.75,1270.1502864,0.029155961,1613281.75,2089.3972211,0.6793682857,0.0514481721
2009,19740,"Denver-Aurora-Lakewood, CO",20-24,4,40,3331,292214,540.56821956,0.1622840647,292214,889.23472118,Asian,60,5100,408572.3,639.19660512,0.1253326677,408572.3,1051.4784154,0.6531372549,0.1107625292
2009,19740,"Denver-Aurora-Lakewood, CO",20-24,5,27,3269,550712,742.09972376,0.2270112339,550712,1220.7540456,Other,45,5724,1063215.45,1031.1233922,0.180140355,1063215.45,1696.1979802,0.571104123,0.1297809095
2009,19740,"Denver-Aurora-Lakewood, CO",25-54,1,6550,651093,18675854.25,4321.5569243,0.0066373881,18675854.25,7108.9611405,White,7815,785358,4205711.95,2050.7832528,0.0026112719,4205711.95,3373.5384509,0.82903975,0.0083219254
2009,19740,"Denver-Aurora-Lakewood, CO",25-54,2,309,42374,2980467.95,1726.4031829,0.0407420395,2980467.95,2839.9332359,Black,410,57237,2055118.15,1433.5683276,0.0250461821,2055118.15,2358.219899,0.740325314,0.0391340772
2009,19740,"Denver-Aurora-Lakewood, CO",25-54,3,1221,182140,8888207.05,2981.3096199,0.0163682311,8888207.05,4904.2543248,Latino,1651,246315,1863312.3,1365.0319776,0.0055418143,1863312.3,2245.4776032,0.739459635,0.0187345983
2009,19740,"Denver-Aurora-Lakewood, CO",25-54,4,330,37474,2449048.95,1564.943753,0.0417607876,2449048.95,2574.3324737,Asian,401,45288,2373355.8,1540.5699595,0.034017178,2373355.8,2534.2375833,0.8274598128,0.0329728135
2009,19740,"Denver-Aurora-Lakewood, CO",25-54,5,150,17962,2564487.35,1601.4016829,0.0891549762,2564487.35,2634.3057684,Other,206,24531,3762895.15,1939.8183291,0.0790762027,3762895.15,3191.0011514,0.7322163793,0.0495978018
2009,19780,"Des Moines-West Des Moines, IA",16-19,1,51,8670,885197.65,940.84943004,0.108517812,885197.65,1547.6973124,White,105,16473,815644.45,903.13036158,0.0548248869,815644.45,1485.6494448,0.5263157895,0.0810812988
2009,19780,"Des Moines-West Des Moines, IA",16-19,2,,,,,,,,Black,5,1019,303200.35,550.63631373,0.5403692971,303200.35,905.79673609,,
2009,19780,"Des Moines-West Des Moines, IA",16-19,3,5,936,232051.1,481.71682553,0.5146547281,232051.1,792.424178,Latino,13,1887,238119.2,487.9745895,0.2585980866,238119.2,802.71819973,0.4960254372,0.3630769078
2009,19780,"Des Moines-West Des Moines, IA",20-24,1,102,18130,917065.25,957.63523849,0.0528204765,917065.25,1575.3099673,White,133,21879,303049.9,550.49968211,0.0251610989,303049.9,905.57197707,0.8286484757,0.063307249
2009,19780,"Des Moines-West Des Moines, IA",20-24,2,6,1216,295772.55,543.84974947,0.4472448598,295772.55,894.63283788,Black,9,1690,505062.75,710.67766955,0.4205193311,505062.75,1169.0647664,0.7195266272,0.1802506284
2009,19780,"Des Moines-West Des Moines, IA",20-24,3,12,1568,123608.65,351.58021844,0.2242220781,123608.65,578.34945934,Latino,17,2164,204316,452.01327414,0.2088785925,204316,743.56183596,0.7245841035,0.0971652891
2009,19780,"Des Moines-West Des Moines, IA",20-24,4,,,,,,,,Asian,6,833,124211.1,352.43595163,0.4230923789,124211.1,579.75714043,,
2009,19780,"Des Moines-West Des Moines, IA",25-54,1,908,135948,3937309.9,1984.265582,0.0145957688,3937309.9,3264.1168824,White,1040,156447,1405402.25,1185.4966259,0.0075776245,1405402.25,1950.1419496,0.8689716006,0.0178319449
2009,19780,"Des Moines-West Des Moines, IA",25-54,2,30,5618,962035.05,980.83385443,0.1745877277,962035.05,1613.4716905,Black,42,8242,573319.3,757.17851264,0.0918682981,573319.3,1245.5586533,0.6816306722,0.1664683081
2009,19780,"Des Moines-West Des Moines, IA",25-54,3,53,9635,429935.1,655.69436478,0.068053385,429935.1,1078.6172301,Latino,71,12755,420314.05,648.3163194,0.0508284061,420314.05,1066.4803454,0.7553900431,0.0562307891
2009,19780,"Des Moines-West Des Moines, IA",25-54,4,34,4950,186357.65,431.69161447,0.0872104272,186357.65,710.1327058,Asian,43,6696,256727.45,506.68279031,0.0756694729,256727.45,833.49319007,0.7392473118,0.0527242322
2009,19780,"Des Moines-West Des Moines, IA",25-54,5,12,1884,406824.85,637.82822923,0.3385500155,406824.85,1049.2274371,Other,14,2626,536652.95,732.56600385,0.2789664904,536652.95,1205.0710763,0.7174409749,0.2263807326
2009,19820,"Detroit-Warren-Dearborn, MI",16-19,1,441,49559,4541873.45,2131.1671567,0.0430026263,4541873.45,3505.7699728,White,1265,145048,6226756.5,2495.3469699,0.0172035945,6226756.5,4104.8457654,0.3416731013,0.0221512929
2009,19820,"Detroit-Warren-Dearborn, MI",16-19,2,72,11254,2302331.3,1517.343501,0.1348270394,2302331.3,2496.0300591,Black,489,73665,5756356.15,2399.2407445,0.0325696158,5756356.15,3946.7510247,0.1527726872,0.0328800471
2009,19820,"Detroit-Warren-Dearborn, MI",16-19,3,21,2950,846987.5,920.31923809,0.3119726231,846987.5,1513.9251467,Latino,91,13015,1603585.6,1266.3276037,0.0972975493,1603585.6,2083.1089082,0.2266615444,0.1105196761
2009,19820,"Detroit-Warren-Dearborn, MI",16-19,4,11,1100,110040.1,331.72292655,0.3015662969,110040.1,545.68421418,Asian,62,6458,424432.1,651.4845355,0.1008802316,424432.1,1071.6920609,0.1703313719,0.0796293643
2009,19820,"Detroit-Warren-Dearborn, MI",16-19,5,13,1756,365843.5,604.8499814,0.3444475976,365843.5,994.9782194,Other,59,6625,1143172.55,1069.1924757,0.1613875435,1143172.55,1758.8216225,0.2650566038,0.13268011
2009,19820,"Detroit-Warren-Dearborn, MI",20-24,1,813,107987,9541605.55,3088.9489394,0.0286048222,9541605.55,5081.3210053,White,1196,161331,3022454.1,1738.5206642,0.0107761104,3022454.1,2859.8664927,0.6693505898,0.0291757839
2009,19820,"Detroit-Warren-Dearborn, MI",20-24,2,136,26652,6394858.45,2528.8057359,0.0948824004,6394858.45,4159.8854356,Black,331,69261,5515966.1,2348.6093971,0.0339095508,5515966.1,3863.4624582,0.3848053017,0.0560944064
2009,19820,"Detroit-Warren-Dearborn, MI",20-24,3,48,6372,516394.05,718.60562898,0.1127755224,516394.05,1182.1062597,Latino,79,10967,801731.4,895.39454991,0.0816444379,801731.4,1472.9240346,0.5810157746,0.0743569174
2009,19820,"Detroit-Warren-Dearborn, MI",20-24,4,36,3698,456369.2,675.55103434,0.1826801066,456369.2,1111.2814515,Asian,72,8322,1088204.9,1043.1705997,0.1253509493,1088204.9,1716.0156364,0.4443643355,0.0971382174
2009,19820,"Detroit-Warren-Dearborn, MI",20-24,5,23,2547,359977.3,599.98108304,0.2355638332,359977.3,986.96888159,Other,36,4183,607725.55,779.56754037,0.1863656563,607725.55,1282.3886039,0.6088931389,0.1443116616
2009,19820,"Detroit-Warren-Dearborn, MI",25-54,1,7785,959446,43110660.5,6565.8708866,0.0068433981,43110660.5,10800.857609,White,10263,1286693,2608097.25,1614.9604484,0.0012551249,2608097.25,2656.6099377,0.7456681586,0.008251886
2009,19820,"Detroit-Warren-Dearborn, MI",25-54,2,1263,219840,20528640.5,4530.8542793,0.0206097811,20528640.5,7453.2552894,Black,2189,405839,10111595.9,3179.8735667,0.007835308,10111595.9,5230.8920172,0.5416926417,0.0169861121
2009,19820,"Detroit-Warren-Dearborn, MI",25-54,3,293,45112,4597985.55,2144.2913864,0.0475326163,4597985.55,3527.3593307,Latino,435,69027,1880454.9,1371.296795,0.0198660929,1880454.9,2255.7832278,0.6535413679,0.0464239478
2009,19820,"Detroit-Warren-Dearborn, MI",25-54,4,400,50193,2763349.6,1662.332578,0.0331188129,2763349.6,2734.5370909,Asian,560,69718,3069212.4,1751.9167788,0.025128615,3069212.4,2881.9031012,0.7199431997,0.0255494339
2009,19820,"Detroit-Warren-Dearborn, MI",25-54,5,173,21011,3048519.5,1746.0010023,0.0830993766,3048519.5,2872.1716488,Other,244,30325,5109659.4,2260.4555736,0.0745409917,5109659.4,3718.4494185,0.692860676,0.0418640696
2009,21340,"El Paso, TX",16-19,1,6,506,43155.9,207.73998171,0.4105533235,43155.9,341.73226991,White,44,4627,154860.9,393.52369687,0.0850494266,154860.9,647.34648135,0.1093581154,0.0722539958
2009,21340,"El Paso, TX",16-19,2,,,,,,,,Black,8,825,111520.25,333.94647775,0.4047836094,111520.25,549.34195589,,
2009,21340,"El Paso, TX",16-19,3,84,8698,987366.45,993.66314715,0.114240417,987366.45,1634.5758771,Latino,403,41192,947272.4,973.27919941,0.0236278695,947272.4,1601.044283,0.2111575063,0.0388238666
2009,21340,"El Paso, TX",20-24,1,16,2925,473115.4,687.83384622,0.2351568705,473115.4,1131.486677,White,31,5594,334887.15,578.69434938,0.103449115,334887.15,951.95220472,0.5228816589,0.1816445201
2009,21340,"El Paso, TX",20-24,2,5,1061,233565.3,483.28594021,0.4555004149,233565.3,795.00537164,Black,8,1746,268347.65,518.02282768,0.2966911957,268347.65,852.14755154,0.607674685,0.3454929142
2009,21340,"El Paso, TX",20-24,3,199,29967,1639437.5,1280.4052093,0.0427271735,1639437.5,2106.2665693,Latino,312,44474,576615.2,759.35182886,0.0170740619,576615.2,1249.1337585,0.6738094167,0.0434138281
2009,21340,"El Paso, TX",20-24,4,5,509,34872.75,186.74246973,0.36688108,34872.75,307.1913627,Asian,7,635,42322.4,205.72408707,0.3239749403,42322.4,338.41612323,0.8015748031,0.2270196522
2009,21340,"El Paso, TX",20-24,5,,,,,,,,Other,5,633,83552.05,289.05371473,0.4566409395,83552.05,475.49336073,,
2009,21340,"El Paso, TX",25-54,1,283,26762,932875.15,965.85462157,0.0360905247,932875.15,1588.8308525,White,360,33202,565596.95,752.06179932,0.0226510993,565596.95,1237.1416599,0.806035781,0.0372549125
2009,21340,"El Paso, TX",25-54,2,42,3971,292148.45,540.50758552,0.1361137209,292148.45,889.13497817,Black,60,5963,263794.75,513.60953067,0.0861327403,263794.75,844.88767796,0.6659399631,0.1154571394
2009,21340,"El Paso, TX",25-54,3,1598,170714,7965840.6,2822.382079,0.0165328097,7965840.6,4642.81852,Latino,2186,230090,1163072.25,1078.4582746,0.0046871149,1163072.25,1774.0638617,0.7419444565,0.0193503794
2009,21340,"El Paso, TX",25-54,4,29,2586,98597.6,314.00254776,0.1214240324,98597.6,516.53419107,Asian,39,3238,72725.25,269.67619472,0.0832848038,72725.25,443.61734032,0.7986411365,0.1160838559
2009,21340,"El Paso, TX",25-54,5,16,1745,227519.1,476.98962253,0.2733464886,227519.1,784.64792906,Other,23,2807,331609.4,575.85536379,0.2051497555,331609.4,947.28207343,0.6216601354,0.1847310814
2009,23420,"Fresno, CA",16-19,1,42,3781,315366.85,561.57532887,0.1485256093,315366.85,923.791416,White,170,16216,279543.1,528.71835603,0.0326047334,279543.1,869.74169566,0.2331647755,0.0555783022
2009,23420,"Fresno, CA",16-19,2,,,,,,,,Black,25,4546,382543.3,618.50084883,0.1360538603,382543.3,1017.4338963,,
2009,23420,"Fresno, CA",16-19,3,59,6717,696300,834.44592395,0.1242289599,696300,1372.6635449,Latino,341,33331,705988.55,840.23124793,0.025208702,705988.55,1382.1804028,0.2015241067,0.0403259833
2009,23420,"Fresno, CA",16-19,4,11,731,78342.45,279.89721328,0.3828963246,78342.45,460.43091584,Asian,53,4597,271983.55,521.52042146,0.1134479925,271983.55,857.9010933,0.1590167501,0.0956616907
2009,23420,"Fresno, CA",16-19,5,,,,,,,,Other,23,2460,237743.6,487.58958151,0.198207147,237743.6,802.08486159,,
2009,23420,"Fresno, CA",20-24,1,122,11779,683249.85,826.58928737,0.070174827,683249.85,1359.7393777,White,189,18550,132698.35,364.27784725,0.0196376198,132698.35,599.23705873,0.6349865229,0.0703727129
2009,23420,"Fresno, CA",20-24,2,7,854,123847.55,351.91980621,0.4120840822,123847.55,578.90808121,Black,20,3321,301891.8,549.44681271,0.1654461947,301891.8,903.84000691,0.2571514604,0.1596511943
2009,23420,"Fresno, CA",20-24,3,168,20642,1566030.15,1251.4112633,0.0606245162,1566030.15,2058.5715282,Latino,304,36430,254479.6,504.45971098,0.0138473706,254479.6,829.83622456,0.5666209168,0.055013787
2009,23420,"Fresno, CA",20-24,4,33,3820,336191.65,579.82036011,0.1517854346,336191.65,953.80449238,Asian,61,7489,170966.45,413.48089436,0.0552117632,170966.45,680.17607122,0.5100814528,0.1186361485
2009,23420,"Fresno, CA",20-24,5,6,499,37394.7,193.37709275,0.387529244,37394.7,318.10531757,Other,11,1479,221546.55,470.68731659,0.3182470024,221546.55,774.28063579,0.3373901285,0.122727746
2009,23420,"Fresno, CA",25-54,1,948,93312,3703145.85,1924.3559572,0.0206228133,3703145.85,3165.5655496,White,1253,126398,526335.9,725.4901102,0.0057397278,526335.9,1193.4312313,0.7382395291,0.0240548871
2009,23420,"Fresno, CA",25-54,2,72,8515,1101348.9,1049.451714,0.1232474121,1101348.9,1726.3480695,Black,123,15523,957602.95,978.57189312,0.0630401271,957602.95,1609.7507642,0.5485408748,0.0955633403
2009,23420,"Fresno, CA",25-54,3,1088,122301,8486544.3,2913.1673999,0.0238196532,8486544.3,4792.1603729,Latino,1567,176944,164295.3,405.33356634,0.0022907449,164295.3,666.77371663,0.6911847816,0.0269573886
2009,23420,"Fresno, CA",25-54,4,196,21322,1017290.2,1008.6080507,0.0473036324,1017290.2,1659.1602435,Asian,285,31251,454098.3,673.86816218,0.0215630912,454098.3,1108.5131268,0.682282167,0.0472545325
2009,23420,"Fresno, CA",25-54,5,56,5152,847236.95,920.45475174,0.1786596956,847236.95,1514.1480666,Other,87,8693,1692028.15,1300.7798238,0.1496353185,1692028.15,2139.7828101,0.5926607615,0.0951668456
2009,24340,"Grand Rapids-Wyoming, MI",16-19,1,119,14312,1007554.35,1003.7700683,0.0701348566,1007554.35,1651.2017623,White,337,39739,1015622.2,1007.7808293,0.0253599947,1015622.2,1657.7994643,0.3601499786,0.0387397133
2009,24340,"Grand Rapids-Wyoming, MI",16-19,2,10,1314,204898.05,452.65665796,0.3444875631,204898.05,744.62020235,Black,33,5379,533923.1,730.70041741,0.1358431711,533923.1,1202.0021866,0.244283324,0.1272135199
2009,24340,"Grand Rapids-Wyoming, MI",16-19,3,11,1519,233920.85,483.65364673,0.3184026641,233920.85,795.61024888,Latino,39,6468,772703.7,879.03566481,0.1359053285,772703.7,1446.0136686,0.2348484848,0.1112390107
2009,24340,"Grand Rapids-Wyoming, MI",16-19,4,,,,,,,,Asian,18,1248,86361.85,293.8738675,0.2354758554,86361.85,483.42251204,,
2009,24340,"Grand Rapids-Wyoming, MI",16-19,5,7,1033,156249.2,395.28369559,0.3826560461,156249.2,650.24167925,Other,13,1736,202186.6,449.65164294,0.2590159234,202186.6,739.67695264,0.5950460829,0.2757101476
2009,24340,"Grand Rapids-Wyoming, MI",20-24,1,263,33947,2191028.05,1480.2121638,0.0436036222,2191028.05,2434.9490095,White,365,47645,185592.9,430.80494426,0.009041976,185592.9,708.67413331,0.7124986882,0.049995189
2009,24340,"Grand Rapids-Wyoming, MI",20-24,2,11,2534,571278.9,755.82994119,0.2982754306,571278.9,1243.3402533,Black,21,5881,646230.6,803.88469322,0.136691837,646230.6,1322.3903204,0.4308791022,0.1879092906
2009,24340,"Grand Rapids-Wyoming, MI",20-24,3,20,3358,469028.55,684.85659083,0.2039477638,469028.55,1126.5890919,Latino,34,6059,350358,591.9104662,0.0976911151,350358,973.6927169,0.5542168675,0.1632177391
2009,24340,"Grand Rapids-Wyoming, MI",20-24,4,9,922,112278.6,335.07999045,0.3634273215,112278.6,551.20658429,Asian,14,1334,129781.75,360.25234212,0.2700542295,129781.75,592.61510278,0.6911544228,0.2765150984
2009,24340,"Grand Rapids-Wyoming, MI",20-24,5,6,871,150716.35,388.22203698,0.4457199047,150716.35,638.62525084,Other,11,1671,316451,562.53977637,0.3366485795,316451,925.37793213,0.5212447636,0.250477417
2009,24340,"Grand Rapids-Wyoming, MI",25-54,1,1839,234012,13205736.4,3633.9697852,0.015528989,13205736.4,5977.8802967,White,2298,299491,246808.55,496.79829911,0.0016588088,246808.55,817.23320204,0.7813657172,0.0198459287
2009,24340,"Grand Rapids-Wyoming, MI",25-54,2,86,13458,1334827.7,1155.3474369,0.0858483755,1334827.7,1900.5465337,Black,131,20186,685254,827.80070065,0.0410086545,685254,1361.7321526,0.6666996929,0.0827151149
2009,24340,"Grand Rapids-Wyoming, MI",25-54,3,128,24639,1555051.75,1247.017141,0.0506115159,1555051.75,2051.343197,Latino,176,33109,423989.9,651.14506832,0.019666709,423989.9,1071.1336374,0.7441783201,0.0570883113
2009,24340,"Grand Rapids-Wyoming, MI",25-54,4,55,6145,635959.8,797.47087721,0.1297755699,635959.8,1311.839593,Asian,75,8683,250285.35,500.28526862,0.0576166381,250285.35,822.96926688,0.7077047104,0.1353751032
2009,24340,"Grand Rapids-Wyoming, MI",25-54,5,35,3761,564981.5,751.6525128,0.1998544304,564981.5,1236.4683836,Other,49,5443,597309.35,772.85791061,0.1419911649,597309.35,1271.351263,0.6909792394,0.1598627816
2009,24660,"Greensboro-High Point, NC",16-19,1,56,5425,574641.95,758.05141646,0.13973298,574641.95,1246.9945801,White,251,25487,823796.2,907.63219423,0.0356115743,823796.2,1493.0549595,0.2128536116,0.0473111036
2009,24660,"Greensboro-High Point, NC",16-19,2,28,4310,859344.55,927.00838723,0.2150831525,859344.55,1524.928797,Black,114,15691,1674431.7,1293.9983385,0.0824675507,1674431.7,2128.6272668,0.2746797527,0.0897574179
2009,24660,"Greensboro-High Point, NC",16-19,3,10,1390,165147.6,406.38356266,0.2923622753,165147.6,668.50096058,Latino,34,3614,361817.45,601.51263495,0.166439578,361817.45,989.48828449,0.3846153846,0.1520747618
2009,24660,"Greensboro-High Point, NC",16-19,4,,,,,,,,Asian,13,1602,215094.75,463.78308507,0.28950255,215094.75,762.92317495,,
2009,24660,"Greensboro-High Point, NC",16-19,5,,,,,,,,Other,11,1413,227272.8,476.7313709,0.3373895052,227272.8,784.22310513,,
2009,24660,"Greensboro-High Point, NC",20-24,1,146,17600,1408572.55,1186.8329916,0.0674336927,1408572.55,1952.3402712,White,235,29382,413805.2,643.27692326,0.0218935717,413805.2,1058.1905388,0.5990061943,0.0628472564
2009,24660,"Greensboro-High Point, NC",20-24,2,64,9035,1039483.3,1019.5505382,0.1128445532,1039483.3,1677.1606354,Black,121,15081,706372.85,840.45990386,0.0557297198,706372.85,1382.5565419,0.599098203,0.0967016811
2009,24660,"Greensboro-High Point, NC",20-24,3,18,2869,598433.3,773.58470771,0.2696356597,598433.3,1272.5468442,Latino,25,4134,582232.35,763.04151263,0.1845770471,582232.35,1255.2032883,0.6940009676,0.2243958214
2009,24660,"Greensboro-High Point, NC",20-24,4,7,812,84724.45,291.07464678,0.3584663138,84724.45,478.81779396,Asian,17,1816,144813.7,380.54395278,0.2095506348,144813.7,625.99480233,0.4471365639,0.2139227375
2009,24660,"Greensboro-High Point, NC",20-24,5,,,,,,,,Other,6,684,164947.05,406.13673806,0.5937671609,164947.05,668.0949341,,
2009,24660,"Greensboro-High Point, NC",25-54,1,1579,159344,5226124.7,2286.071893,0.0143467711,5226124.7,3760.588264,White,1975,203093,613401.2,783.19933606,0.0038563581,613401.2,1288.3629078,0.7845863718,0.0178351178
2009,24660,"Greensboro-High Point, NC",25-54,2,482,58102,3993067.55,1998.2661359,0.0343923813,3993067.55,3287.1477936,Black,664,80977,1343176.7,1158.9550034,0.0143121504,1343176.7,1906.4809807,0.7175123801,0.0369117247
2009,24660,"Greensboro-High Point, NC",25-54,3,141,17836,1219811.45,1104.4507458,0.0619225581,1219811.45,1816.8214769,Latino,172,21995,950524.15,974.94828068,0.044325905,950524.15,1603.7899217,0.8109115708,0.0576787399
2009,24660,"Greensboro-High Point, NC",25-54,4,56,6065,169849.2,412.12765013,0.0679517972,169849.2,677.94998446,Asian,75,7963,228847.15,478.3797132,0.0600753125,228847.15,786.93462821,0.7616476202,0.0397866323
2009,24660,"Greensboro-High Point, NC",25-54,5,22,2868,578150.9,760.36234783,0.2651193681,578150.9,1250.7960622,Other,38,4540,601269.35,775.41559824,0.1707963873,601269.35,1275.5586591,0.6317180617,0.2107168367
2009,24860,"Greenville-Anderson-Mauldin, SC",16-19,1,119,10456,1119102.3,1057.876316,0.101174093,1119102.3,1740.2065399,White,424,39686,1452050.2,1205.0104564,0.0303636158,1452050.2,1982.2422008,0.2634682256,0.0418280911
2009,24860,"Greenville-Anderson-Mauldin, SC",16-19,2,12,1723,324667.95,569.79641101,0.3307001805,324667.95,937.31509611,Black,71,11479,1417915.4,1190.7625288,0.103733995,1417915.4,1958.8043599,0.1501001829,0.0775335545
2009,24860,"Greenville-Anderson-Mauldin, SC",16-19,3,7,656,75260.4,274.33628998,0.418195564,75260.4,451.28319702,Latino,21,2512,269347.15,518.98665686,0.2066029685,269347.15,853.73305054,0.2611464968,0.1561961554
2009,24860,"Greenville-Anderson-Mauldin, SC",16-19,4,,,,,,,,Asian,8,633,58131.3,241.10433426,0.3808915233,58131.3,396.61662986,,
2009,24860,"Greenville-Anderson-Mauldin, SC",16-19,5,5,457,51454.25,226.83529267,0.4963573144,51454.25,373.14405644,Other,15,1458,193853.2,440.28763326,0.3019805441,193853.2,724.27315671,0.3134430727,0.2031141228
2009,24860,"Greenville-Anderson-Mauldin, SC",20-24,1,259,29211,2890572.15,1700.1682711,0.058203015,2890572.15,2796.7768059,White,404,48411,573982.55,757.6163607,0.0156496738,573982.55,1246.2789134,0.6033959224,0.0556439897
2009,24860,"Greenville-Anderson-Mauldin, SC",20-24,2,41,5599,542004.95,736.20985459,0.1314895257,542004.95,1211.0652108,Black,76,11519,1548322.8,1244.3161978,0.1080229358,1548322.8,2046.9001453,0.4860664988,0.0599446792
2009,24860,"Greenville-Anderson-Mauldin, SC",20-24,3,21,3068,426447.25,653.02928725,0.2128517885,426447.25,1074.2331775,Latino,31,4723,755916.55,869.43461514,0.1840852456,755916.55,1430.2199419,0.6495871268,0.1141847114
2009,24860,"Greenville-Anderson-Mauldin, SC",20-24,4,5,796,134192.65,366.32314969,0.4602049619,134192.65,602.60158124,Asian,9,1262,287428.35,536.12344661,0.4248204807,287428.35,881.92306967,0.6307448494,0.1836132043
2009,24860,"Greenville-Anderson-Mauldin, SC",25-54,1,2191,206465,6623001.95,2573.5193704,0.0124646762,6623001.95,4233.4393644,White,2925,279837,981459.35,990.68630252,0.0035402263,981459.35,1629.6789676,0.7378045076,0.0145052244
2009,24860,"Greenville-Anderson-Mauldin, SC",25-54,2,358,45071,3710650.8,1926.3049603,0.0427393437,3710650.8,3168.7716597,Black,505,64570,2841353.75,1685.6315582,0.0261054911,2841353.75,2772.8639132,0.6980176553,0.0388565659
2009,24860,"Greenville-Anderson-Mauldin, SC",25-54,3,127,15911,1279451.35,1131.1283526,0.0710909655,1279451.35,1860.70614,Latino,197,25040,885694.95,941.11367539,0.037584412,885694.95,1548.131996,0.6354233227,0.0630753272
2009,24860,"Greenville-Anderson-Mauldin, SC",25-54,4,56,5794,301851.45,549.41009274,0.0948239718,301851.45,903.77960255,Asian,72,7258,349281,591,0.0814273905,349281,972.195,0.7982915404,0.0638102819
2009,24860,"Greenville-Anderson-Mauldin, SC",25-54,5,24,2327,319010.45,564.81010083,0.242720284,319010.45,929.11261587,Other,40,3555,481734.05,694.07063762,0.1952378727,481734.05,1141.7461989,0.6545710267,0.1552763711
2009,25420,"Harrisburg-Carlisle, PA",16-19,1,102,10540,990585.4,995.2815682,0.0944289913,990585.4,1637.2381797,White,233,21705,1028005.85,1013.9062333,0.0467130262,1028005.85,1667.8757538,0.4856023958,0.0655551386
