YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,re_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,2,28,3517,396331.55,629.54868755,0.1790016172,396331.55,1035.607591,Black,91,10767,968769.6,984.26094101,0.0914145947,968769.6,1619.109248,0.3266462339,0.0826951047
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,3,7,643,53984.65,232.34597048,0.3613467659,53984.65,382.20912145,Latino,35,3739,347281.55,589.30599013,0.1576105884,347281.55,969.40835376,0.1719711153,0.0919859128
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,4,5,459,47056.55,216.92521753,0.4726039598,47056.55,356.84198284,Asian,18,1656,153270.75,391.49808429,0.2364118866,153270.75,644.01434865,0.277173913,0.1865859273
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,5,6,984,128456.25,358.40793797,0.3642357093,128456.25,589.58105796,Other,14,2239,433974.95,658.76775118,0.2942240961,433974.95,1083.6729507,0.4394819116,0.1552231828
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,1,434,49874,5420325.7,2328.1592944,0.0466808216,5420325.7,3829.8220393,White,554,63709,4071440.7,2017.7811328,0.0316718381,4071440.7,3319.2499635,0.7828407289,0.0441612976
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,2,50,7949,1025109.35,1012.4768392,0.1273715988,1025109.35,1665.5244006,Black,78,11467,870605.85,933.06261848,0.0813693746,870605.85,1534.8880074,0.6932065928,0.111743393
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,3,11,1576,341148,584.07876181,0.3706083514,341148,960.80956318,Latino,23,3443,341507.85,584.38672983,0.1697318414,341507.85,961.31617057,0.4577403427,0.2480751752
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,4,12,737,104853.15,323.81036117,0.4393627696,104853.15,532.66804412,Asian,29,2171,193081.45,439.41034353,0.202399974,193081.45,722.8300151,0.3394748964,0.2177714284
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,5,5,699,124767.45,353.22436213,0.5053281289,124767.45,581.0540757,Other,9,1235,214010.35,462.61252685,0.374585042,214010.35,760.99760667,0.5659919028,0.3157951073
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,1,3135,303386,14783818.95,3844.9732054,0.0126735354,14783818.95,6324.9809228,White,3755,366029,8549493.1,2923.9516241,0.0079883059,8549493.1,4809.9004216,0.8288578227,0.0134151609
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,2,238,33747,4523284.25,2126.8014129,0.0630219401,4523284.25,3498.5883243,Black,382,51207,4373378.15,2091.2623341,0.040839384,4373378.15,3440.1265396,0.6590309919,0.0520360668
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,3,99,9005,771232.45,878.19841152,0.0975234216,771232.45,1444.636387,Latino,142,13761,854378.05,924.32572722,0.0671699533,854378.05,1520.5158213,0.6543855824,0.0761100225
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,4,67,8028,741128.15,860.88800085,0.1072356752,741128.15,1416.1607614,Asian,86,10242,611299.7,781.85657252,0.0763382711,611299.7,1286.1540618,0.783831283,0.0971080009
2008,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,5,40,4249,492644.6,701.88645805,0.1651886227,492644.6,1154.6032235,Other,64,6419,623019.7,789.31596969,0.1229655662,623019.7,1298.4247701,0.6619411123,0.1201081729
2008,15980,"Cape Coral-Fort Myers, FL",16-19,1,59,3910,2765485.65,1662.9749397,0.4253132838,2765485.65,2735.5937758,White,153,15360,1257941.7,1121.5800016,0.0730195314,1257941.7,1844.9991026,0.2545572917,0.1754541552
2008,15980,"Cape Coral-Fort Myers, FL",16-19,2,,,,,,,,Black,26,3784,432301.85,657.49665398,0.1737570439,432301.85,1081.5819958,,
2008,15980,"Cape Coral-Fort Myers, FL",16-19,3,14,1468,95165.1,308.48841145,0.2101419697,95165.1,507.46343684,Latino,48,5948,203058.65,450.6202947,0.0757599688,203058.65,741.27038479,0.246805649,0.0795792972
2008,15980,"Cape Coral-Fort Myers, FL",16-19,4,,,,,,,,Asian,5,456,55139.6,234.81822757,0.5149522534,55139.6,386.27598436,,
2008,15980,"Cape Coral-Fort Myers, FL",20-24,1,110,12135,2223946.7,1491.2902803,0.1228916589,2223946.7,2453.172511,White,151,18719,337164.45,580.65863466,0.0310197465,337164.45,955.18345401,0.6482718094,0.1268089244
2008,15980,"Cape Coral-Fort Myers, FL",20-24,2,5,1230,256793.5,506.74796497,0.4119902154,256793.5,833.60040237,Black,12,2246,450478.55,671.17698858,0.298832141,450478.55,1104.0861462,0.5476402493,0.2554962766
2008,15980,"Cape Coral-Fort Myers, FL",20-24,3,39,4439,352473.05,593.69440792,0.1337450795,352473.05,976.62730103,Latino,54,6449,471423.7,686.60301485,0.1064665863,471423.7,1129.4619594,0.6883237711,0.0916570566
2008,15980,"Cape Coral-Fort Myers, FL",20-24,4,5,491,50113.25,223.85988922,0.4559264546,50113.25,368.24951776,Asian,7,862,97870.75,312.84301175,0.3629269278,97870.75,514.62675433,0.5696055684,0.2585732367
2008,15980,"Cape Coral-Fort Myers, FL",20-24,5,,,,,,,,Other,5,686,89379,298.96320844,0.4358064263,89379,491.79447788,,
2008,15980,"Cape Coral-Fort Myers, FL",25-54,1,1198,122461,4663560.05,2159.5277377,0.0176344121,4663560.05,3552.4231286,White,1478,151377,3880676.65,1969.9433114,0.0130134916,3880676.65,3240.5567472,0.8089802282,0.015836837
2008,15980,"Cape Coral-Fort Myers, FL",25-54,2,84,12774,1354192.6,1163.697813,0.0910989364,1354192.6,1914.2829024,Black,114,17051,812204.8,901.22405649,0.0528546159,812204.8,1482.5135729,0.7491642719,0.0914402968
2008,15980,"Cape Coral-Fort Myers, FL",25-54,3,258,38330,2972407.65,1724.0671826,0.0449795769,2972407.65,2836.0905153,Latino,349,47803,2912715.65,1706.6679964,0.0357021107,2912715.65,2807.4688541,0.801832521,0.0360870804
2008,15980,"Cape Coral-Fort Myers, FL",25-54,4,29,2992,164288.55,405.32523978,0.1354696657,164288.55,666.76001943,Asian,36,3981,109313.95,330.62660208,0.0830511435,109313.95,543.88076041,0.7515699573,0.132319576
2008,15980,"Cape Coral-Fort Myers, FL",25-54,5,19,2284,447914.75,669.26433492,0.2930229137,447914.75,1100.9398309,Other,23,2653,500802.8,707.67421883,0.2667448997,500802.8,1164.12409,0.8609121749,0.1717611675
2008,16700,"Charleston-North Charleston, SC",16-19,1,76,8834,1218632.6,1103.9169353,0.1249622974,1218632.6,1815.9433585,White,197,22531,1306059.25,1142.829493,0.0507225375,1306059.25,1879.9545159,0.3920820203,0.0736594118
2008,16700,"Charleston-North Charleston, SC",16-19,2,25,3469,675311.5,821.77338725,0.23689057,675311.5,1351.817222,Black,94,14659,1859332.7,1363.5735037,0.0930195446,1859332.7,2243.0784136,0.2366464288,0.0848106403
2008,16700,"Charleston-North Charleston, SC",16-19,3,16,1860,344445.65,586.89492245,0.3155349045,344445.65,965.44214743,Latino,22,2303,380265.2,616.65646838,0.2677622529,380265.2,1014.3998905,0.8076422058,0.2217785361
2008,16700,"Charleston-North Charleston, SC",16-19,5,,,,,,,,Other,6,573,69974.95,264.52778682,0.4616540782,69974.95,435.14820932,,
2008,16700,"Charleston-North Charleston, SC",20-24,1,171,21103,2246456.95,1498.818518,0.0710239548,2246456.95,2465.5564622,White,246,29990,1510598.6,1229.0641155,0.0409824647,1510598.6,2021.81047,0.7036678893,0.0671453324
2008,16700,"Charleston-North Charleston, SC",20-24,2,65,10556,2140544.1,1463.0598416,0.1385998334,2140544.1,2406.7334394,Black,99,16885,2054972.2,1433.5174223,0.0848988701,2054972.2,2358.1361597,0.6251702695,0.1126659702
2008,16700,"Charleston-North Charleston, SC",20-24,3,14,828,84141.55,290.07162908,0.3503280545,84141.55,477.16782984,Latino,20,1224,113841.95,337.40472729,0.2756574569,113841.95,555.0307764,0.6764705882,0.2405867887
2008,16700,"Charleston-North Charleston, SC",20-24,4,,,,,,,,Asian,7,580,66249.25,257.38929659,0.4437746493,66249.25,423.40539289,,
2008,16700,"Charleston-North Charleston, SC",20-24,5,10,885,156760.35,395.92972861,0.4473782244,156760.35,651.30440357,Other,13,1171,183097.65,427.89911194,0.3654134175,183097.65,703.89403914,0.755764304,0.3208895708
2008,16700,"Charleston-North Charleston, SC",25-54,1,1476,148143,7699912.65,2774.8716457,0.0187310345,7699912.65,4564.6638571,White,1800,180908,7228678.85,2688.6202502,0.0148618096,7228678.85,4422.7803116,0.8188858425,0.0153576456
2008,16700,"Charleston-North Charleston, SC",25-54,2,403,57659,5529886.75,2351.5711237,0.0407841122,5529886.75,3868.3344985,Black,555,80436,6653167.05,2579.3733832,0.0320674,6653167.05,4243.0692154,0.7168307723,0.0297151675
2008,16700,"Charleston-North Charleston, SC",25-54,3,88,7299,889116.1,942.92953077,0.1291861256,889116.1,1551.1190781,Latino,105,8960,898264.2,947.76800959,0.1057776796,898264.2,1559.0783758,0.8146205357,0.0993820684
2008,16700,"Charleston-North Charleston, SC",25-54,4,35,4186,445824.7,667.70105586,0.1595081357,445824.7,1098.3682369,Asian,45,5006,388801.05,623.53913269,0.1245583565,388801.05,1025.7218733,0.8361965641,0.1370586668
2008,16700,"Charleston-North Charleston, SC",25-54,5,24,1666,180765.05,425.16473278,0.25520092,180765.05,699.39598542,Other,31,2292,184133.7,429.10802836,0.1872199077,184133.7,705.88270665,0.7268760908,0.2073661583
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,1,285,27540,2923866.75,1709.9317969,0.0620890268,2923866.75,2812.8378059,White,698,68041,2730065.9,1652.2911063,0.0242837569,2730065.9,2718.0188699,0.404755956,0.0380472945
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,2,69,9290,1641490.95,1281.2068334,0.1379124686,1641490.95,2107.585241,Black,226,31168,3747426.8,1935.8271617,0.0621094444,3747426.8,3184.435681,0.298062115,0.0603746652
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,3,24,2916,479505.8,692.46357305,0.2374703611,479505.8,1139.1025777,Latino,67,7312,859939.35,927.32914868,0.1268229142,859939.35,1525.4564496,0.3987964989,0.1317084125
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,4,11,1002,194129.9,440.60174761,0.439722303,194129.9,724.78987482,Asian,30,2946,529174.5,727.44381226,0.2469259376,529174.5,1196.6450712,0.3401221996,0.2035717257
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,5,9,1738,335143.35,578.91566743,0.3330930192,335143.35,952.31627293,Other,23,3419,676125.1,822.26826523,0.2404996388,676125.1,1352.6312963,0.5083357707,0.1927118121
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,1,456,53116,4995507.25,2235.0631423,0.0420789055,4995507.25,3676.6788691,White,616,74799,5412641.1,2326.5083494,0.0311034686,5412641.1,3827.1062348,0.7101164454,0.0331062223
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,2,137,21511,3109810,1763.4653385,0.0819797005,3109810,2900.9004818,Black,212,30588,1907457.85,1381.1074723,0.0451519378,1907457.85,2271.9217919,0.7032496404,0.0791571066
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,3,65,7603,1150632.55,1072.6754169,0.1410858105,1150632.55,1764.5510608,Latino,98,12020,2196891.05,1482.1913001,0.1233104243,2196891.05,2438.2046886,0.6325291181,0.0713318652
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,4,14,1217,124623.55,353.02060846,0.2900744523,124623.55,580.71890092,Asian,30,2429,225580.15,474.95278713,0.1955342886,225580.15,781.29733482,0.5010292301,0.1765958073
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,5,16,1778,320141.1,565.81012716,0.318228418,320141.1,930.75765918,Other,23,2496,391518.95,625.7147513,0.2506869997,391518.95,1029.3007659,0.7123397436,0.2297005407
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,1,5063,500040,26757202.6,5172.7364712,0.0103446454,26757202.6,8509.151495,White,6107,604441,17261215.7,4154.6619237,0.0068735607,17261215.7,6834.4188644,0.8272767731,0.0105206673
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,2,1126,146897,11861568.3,3444.0627608,0.0234454261,11861568.3,5665.4832414,Black,1395,178315,9338081.4,3055.8274493,0.0171372428,9338081.4,5026.8361541,0.8238061857,0.0216827023
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,3,459,64600,5133748.5,2265.7776811,0.0350739579,5133748.5,3727.2042853,Latino,575,78654,5545935.45,2354.9809872,0.02994102,5545935.45,3873.9437239,0.8213186869,0.0246812597
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,4,194,22122,914867,956.48680075,0.0432369045,914867,1573.4207872,Asian,237,25827,781863,884.23017365,0.0342366583,781863,1454.5586357,0.8565454757,0.0372066258
2008,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,5,75,8950,1364987.8,1168.3269234,0.1305393211,1364987.8,1921.897789,Other,103,11681,2263838.8,1504.605862,0.128807967,2263838.8,2475.076643,0.7662015238,0.0267080831
2008,16860,"Chattanooga, TN-GA",16-19,1,89,8481,989630.5,994.80173904,0.1172976936,989630.5,1636.4488607,White,202,18380,1238535.65,1112.8951658,0.0605492473,1238535.65,1830.7125477,0.4614254625,0.0762548806
2008,16860,"Chattanooga, TN-GA",16-19,2,5,489,48045.5,219.19283747,0.4482471114,48045.5,360.57221765,Black,38,5258,637961.3,798.72479616,0.1519065797,637961.3,1313.9022897,0.0930011411,0.0645180077
2008,16860,"Chattanooga, TN-GA",16-19,3,,,,,,,,Latino,12,956,61900.1,248.79730706,0.2602482291,61900.1,409.27157011,,
2008,16860,"Chattanooga, TN-GA",16-19,4,,,,,,,,Asian,6,528,37629.8,193.98401996,0.3673939772,37629.8,319.10371283,,
2008,16860,"Chattanooga, TN-GA",20-24,1,147,17194,2103390.25,1450.3069503,0.0843495958,2103390.25,2385.7549332,White,202,23612,1956696.05,1398.8195202,0.0592418906,1956696.05,2301.0581107,0.7281890564,0.0719246747
2008,16860,"Chattanooga, TN-GA",20-24,2,21,4724,320262.35,565.91726427,0.1197962033,320262.35,930.93389973,Black,29,5957,382789.5,618.69984645,0.1038609781,382789.5,1017.7612474,0.7930166191,0.0778787043
2008,16860,"Chattanooga, TN-GA",20-24,3,10,756,47765.35,218.55285402,0.2890910767,47765.35,359.51944486,Latino,12,876,51370.15,226.64984006,0.2587326941,51370.15,372.8389869,0.8630136986,0.1830810284
2008,16860,"Chattanooga, TN-GA",20-24,4,5,476,52502.55,229.13434924,0.4813746833,52502.55,376.92600449,Asian,7,558,48482.8,220.1881014,0.3946023323,48482.8,362.20942681,0.853046595,0.3868794785
2008,16860,"Chattanooga, TN-GA",25-54,1,1300,125994,6672215.05,2583.0631138,0.0205014772,6672215.05,4249.1388222,White,1604,159144,4345456.9,2084.5759521,0.0130986776,4345456.9,3429.1274412,0.7916980848,0.0205397016
2008,16860,"Chattanooga, TN-GA",25-54,2,161,21987,1564654.95,1250.861683,0.0568909666,1564654.95,2057.6674685,Black,206,27737,1419572.7,1191.4582242,0.0429555548,1419572.7,1959.9487788,0.7926956773,0.0486405823
2008,16860,"Chattanooga, TN-GA",25-54,3,35,3367,249728.15,499.72807606,0.148419387,249728.15,822.05268511,Latino,50,4934,296547.4,544.56165858,0.1103692052,296547.4,895.80392837,0.6824077827,0.1113937452
2008,16860,"Chattanooga, TN-GA",25-54,4,31,1868,101481.65,318.56184643,0.1705363204,101481.65,524.03423738,Asian,39,2436,114996.45,339.11126493,0.1392082368,114996.45,557.8380308,0.7668308703,0.1242608288
2008,16860,"Chattanooga, TN-GA",25-54,5,9,624,38107.25,195.21078351,0.3128377941,38107.25,321.12173888,Other,16,1365,116557.9,341.40577031,0.2501141174,116557.9,561.61249216,0.4571428571,0.1413088114
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,1,1018,120246,14891315.95,3858.9267873,0.0320919348,14891315.95,6347.9345652,White,2425,280217,17706411.1,4207.8986561,0.0150165716,17706411.1,6921.9932893,0.429117434,0.0200205822
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,2,153,23225,4783985.95,2187.2324865,0.0941757798,4783985.95,3597.9974403,Black,807,118772,12323456.9,3510.4781583,0.0295564456,12323456.9,5774.7365704,0.1955427205,0.0287627368
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,3,299,40402,6732478.6,2594.7020253,0.0642221183,6732478.6,4268.2848316,Latino,876,120708,13892133.5,3727.2152473,0.0308779472,13892133.5,6131.2690819,0.3347085529,0.0310050962
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,4,44,4936,455128.05,674.63178846,0.136675808,455128.05,1109.769292,Asian,207,25573,2176183.25,1475.1892252,0.0576854192,2176183.25,2426.6862754,0.1930160716,0.0393415364
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,5,28,2891,361234,601.02745362,0.2078960407,361234,988.6901612,Other,118,13528,3388447.35,1840.7735738,0.1360713759,3388447.35,3028.0725289,0.2137049083,0.0552555435
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,1,1903,247067,28931213.55,5378.7743539,0.021770509,28931213.55,8848.0838121,White,2612,335864,25963480.65,5095.4372384,0.0151711325,25963480.65,8381.9942571,0.7356162018,0.018894123
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,2,341,63226,11377523.45,3373.0584712,0.0533492309,11377523.45,5548.6811851,Black,657,122576,11642182.4,3412.0642432,0.0278363158,11642182.4,5612.8456801,0.5158105991,0.0386167362
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,3,695,105908,14678889.25,3831.3038577,0.0361757739,14678889.25,6302.4948459,Latino,957,145123,18931294.95,4351.0107964,0.0299815384,18931294.95,7157.41276,0.7297809444,0.0243019545
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,4,167,19984,2362031.45,1536.890188,0.0769060342,2362031.45,2528.1843593,Asian,288,35956,3318232.95,1821.601754,0.0506619689,3318232.95,2996.5348853,0.5557904105,0.0529009395
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,5,35,4142,651531.4,807.17495006,0.1948756519,651531.4,1327.8027928,Other,66,8721,2709242.35,1645.9776274,0.188737258,2709242.35,2707.6331971,0.4749455338,0.0379126107
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,1,17717,1901193,144699076.1,12029.092904,0.0063271288,144699076.1,19787.857828,White,21173,2283841,125882851.1,11219.75272,0.0049126681,125882851.1,18456.493225,0.8324541857,0.005460104
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,2,3094,473912,51664396.95,7187.7949992,0.0151669403,51664396.95,11823.922774,Black,4332,666199,54621772.2,7390.6543824,0.0110937638,54621772.2,12157.626459,0.711367024,0.0121026208
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,3,4097,640815,100608001.15,10030.353989,0.0156524956,100608001.15,16499.932312,Latino,5346,825815,103051203.65,10151.413874,0.0122926005,103051203.65,16699.075823,0.7759788815,0.0123689112
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,4,1550,205190,25518434.4,5051.577417,0.0246190234,25518434.4,8309.844851,Asian,1937,254402,28703806.05,5357.5933076,0.0210595566,28703806.05,8813.2409911,0.8065581245,0.0169180517
2008,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,5,291,34430,6642328.7,2577.2715612,0.074855404,6642328.7,4239.6117181,Other,402,48253,10695187.2,3270.3497061,0.0677750545,10695187.2,5379.7252665,0.7135307649,0.0373002801
2008,17140,"Cincinnati, OH-KY-IN",16-19,1,416,42776,5702277.9,2387.9442833,0.0558243941,5702277.9,3928.168346,White,894,93310,5030365.15,2242.8475539,0.0240365186,5030365.15,3689.4842262,0.4584288929,0.0379958155
2008,17140,"Cincinnati, OH-KY-IN",16-19,2,42,6022,813473.75,901.92779644,0.1497721349,813473.75,1483.6712252,Black,138,19652,1961137.4,1400.4061554,0.0712602359,1961137.4,2303.6681256,0.3064319153,0.0664042048
2008,17140,"Cincinnati, OH-KY-IN",16-19,3,11,743,63697.5,252.38363655,0.3396818796,63697.5,415.17108213,Latino,26,1913,193869.2,440.30580282,0.2301650825,193869.2,724.30304564,0.3883951908,0.1596096818
2008,17140,"Cincinnati, OH-KY-IN",16-19,4,,,,,,,,Asian,16,1836,257355.3,507.30198107,0.2763082686,257355.3,834.51175886,,
2008,17140,"Cincinnati, OH-KY-IN",16-19,5,19,2156,217083.65,465.92236478,0.2161049929,217083.65,766.44229006,Other,34,4131,951699.35,975.55079314,0.2361536657,951699.35,1604.7810547,0.5219075284,0.2748259047
2008,17140,"Cincinnati, OH-KY-IN",20-24,1,686,78369,9355920.3,3058.7448897,0.039030036,9355920.3,5031.6353435,White,909,107116,11464248.55,3385.8896246,0.03160956,11464248.55,5569.7884325,0.7316273946,0.0275547102
2008,17140,"Cincinnati, OH-KY-IN",20-24,2,54,10350,1845469.5,1358.4805851,0.1312541628,1845469.5,2234.7005624,Black,88,17703,2449395.65,1565.0545198,0.0884061752,2449395.65,2574.5146851,0.5846466701,0.0933040341
2008,17140,"Cincinnati, OH-KY-IN",20-24,3,30,2967,195308.05,441.93670361,0.1489506922,195308.05,726.98587744,Latino,37,4334,437847,661.70008312,0.1526765305,437847,1088.4966367,0.6845869866,0.240205645
2008,17140,"Cincinnati, OH-KY-IN",20-24,4,7,775,84625.7,290.9049673,0.3753612481,84625.7,478.53867121,Asian,14,1583,184352.2,429.36255077,0.2712334496,184352.2,706.30139601,0.489576753,0.2089710393
2008,17140,"Cincinnati, OH-KY-IN",20-24,5,10,1399,376375.55,613.4945395,0.4385236165,376375.55,1009.1985175,Other,18,2496,572953.25,756.93675429,0.3032599176,572953.25,1245.1609608,0.5604967949,0.2920574304
2008,17140,"Cincinnati, OH-KY-IN",25-54,1,5572,588034,36989957.4,6081.9369776,0.0103428322,36989957.4,10004.786328,White,6743,720014,28917282.8,5377.4792236,0.0074685759,28917282.8,8845.9533228,0.8166980086,0.0096125645
2008,17140,"Cincinnati, OH-KY-IN",25-54,2,491,73531,12722200.65,3566.8194025,0.0485076961,12722200.65,5867.4179171,Black,664,98795,14057850.9,3749.3800688,0.0379511116,14057850.9,6167.7302131,0.7442785566,0.0369885873
2008,17140,"Cincinnati, OH-KY-IN",25-54,3,123,14046,1629650,1276.5774555,0.0908854802,1629650,2099.9699144,Latino,156,18834,1596718,1263.6130737,0.0670921245,1596718,2078.6435062,0.7457789105,0.0752145067
2008,17140,"Cincinnati, OH-KY-IN",25-54,4,148,16854,1772148.6,1331.220718,0.0789854467,1772148.6,2189.8580811,Asian,186,20987,2216718.6,1488.8648696,0.0709422438,2216718.6,2449.1827105,0.8030685663,0.0458747771
2008,17140,"Cincinnati, OH-KY-IN",25-54,5,70,6391,787966.35,887.67468703,0.1388944902,787966.35,1460.2248602,Other,98,8785,866543.7,930.88329021,0.1059628105,866543.7,1531.3030124,0.7274900398,0.1074623725
2008,17460,"Cleveland-Elyria, OH",16-19,1,326,32611,4230517.85,2056.8222699,0.0630714259,4230517.85,3383.472634,White,783,79791,4858473.25,2204.1944674,0.0276246001,4858473.25,3625.8998988,0.4087052424,0.0381205287
2008,17460,"Cleveland-Elyria, OH",16-19,2,53,7188,1028181.3,1013.9927515,0.141067439,1028181.3,1668.0180761,Black,222,26301,2759551.25,1661.1897092,0.0631607053,2759551.25,2732.6570717,0.2732975932,0.056708349
2008,17460,"Cleveland-Elyria, OH",16-19,3,14,1618,179655.3,423.8576412,0.2619639315,179655.3,697.24581977,Latino,43,5203,722517.55,850.01032347,0.1633692722,722517.55,1398.2669821,0.3109744378,0.1047567298
2008,17460,"Cleveland-Elyria, OH",16-19,4,7,767,106939.9,327.01666624,0.4263581046,106939.9,537.94241597,Asian,12,1346,177095.65,420.82733989,0.3126503268,177095.65,692.26097412,0.5698365527,0.2717289991
2008,17460,"Cleveland-Elyria, OH",16-19,5,9,1159,160167.55,400.2093827,0.3453057659,160167.55,658.34443454,Other,29,3559,456795.2,675.86625896,0.1899034164,456795.2,1111.799996,0.3256532734,0.154494107
2008,17460,"Cleveland-Elyria, OH",20-24,1,530,63117,6522336.55,2553.8865578,0.0404627368,6522336.55,4201.1433875,White,711,86081,6108400.4,2471.5178332,0.0287115372,6108400.4,4065.6468357,0.7332280062,0.0343889055
2008,17460,"Cleveland-Elyria, OH",20-24,2,91,14892,2224762.5,1491.5637767,0.100158728,2224762.5,2453.6224127,Black,162,27011,2383118.55,1543.735259,0.0571520958,2383118.55,2539.4445011,0.5513309392,0.0745976741
2008,17460,"Cleveland-Elyria, OH",20-24,3,42,4816,533302.45,730.27559866,0.1516352987,533302.45,1201.3033598,Latino,58,6771,745400.6,863.36585524,0.1275093569,745400.6,1420.2368319,0.7112686457,0.0960188199
2008,17460,"Cleveland-Elyria, OH",20-24,4,17,1796,193580.8,439.97818128,0.2449767156,193580.8,723.7641082,Asian,28,2981,242267.8,492.20707025,0.1651147502,242267.8,809.68063055,0.6024823885,0.1793579459
2008,17460,"Cleveland-Elyria, OH",20-24,5,13,1165,184932.9,430.03825411,0.3691315486,184932.9,707.41292801,Other,21,1951,278224.1,527.46952519,0.270358547,278224.1,867.68736893,0.5971296771,0.2468712951
2008,17460,"Cleveland-Elyria, OH",25-54,1,5318,516851,24362712.45,4935.8598491,0.00954987,24362712.45,8119.4894518,White,6372,630108,16680798.4,4084.2133147,0.0064817671,16680798.4,6718.5309027,0.8202577971,0.0094632467
2008,17460,"Cleveland-Elyria, OH",25-54,2,833,110727,14593265.65,3820.1133033,0.0345002872,14593265.65,6284.0863839,Black,1171,159576,11459713.05,3385.2197935,0.0212138404,11459713.05,5568.6865602,0.6938825387,0.0310555307
2008,17460,"Cleveland-Elyria, OH",25-54,3,196,25228,3129445.5,1769.0238834,0.0701214477,3129445.5,2910.0442882,Latino,269,33823,3378016.4,1837.9380838,0.0543398895,3378016.4,3023.4081479,0.745882979,0.0543786937
2008,17460,"Cleveland-Elyria, OH",25-54,4,139,17112,1135936.85,1065.8033824,0.0622839751,1135936.85,1753.2465641,Asian,174,20775,1424459.45,1193.5072057,0.0574492036,1424459.45,1963.3193533,0.8236823105,0.0326002457
2008,17460,"Cleveland-Elyria, OH",25-54,5,75,6977,1239559.85,1113.3552218,0.159575064,1239559.85,1831.4693399,Other,98,8722,1662824.25,1289.5054284,0.1478451535,1662824.25,2121.2364298,0.7999312084,0.079019105
2008,17820,"Colorado Springs, CO",16-19,1,87,8362,1067962.6,1033.4227596,0.1235855967,1067962.6,1699.9804395,White,219,20309,961729.25,980.67795427,0.0482878504,961729.25,1613.2152348,0.411738638,0.0770518212
2008,17820,"Colorado Springs, CO",16-19,2,,,,,,,,Black,17,1507,176286.3,419.86462104,0.2786095694,176286.3,690.67730161,,
2008,17820,"Colorado Springs, CO",16-19,3,15,1594,175315.4,418.70681867,0.2626767997,175315.4,688.77271671,Latino,44,4216,399004,631.66763412,0.1498262889,399004,1039.0932581,0.3780834915,0.1341896388
2008,17820,"Colorado Springs, CO",16-19,4,,,,,,,,Asian,8,572,69301.65,263.25206552,0.4602308838,69301.65,433.04964778,,
