YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2008,19740,"Denver-Aurora-Lakewood, CO",20-24,76,9065,1371828.75,1171.2509338,0.1292058394,1371828.75,1926.7077862,1038,127939,10751226.2,3278.9062506,0.0256286687,10751226.2,5393.8007822,0.0708540789,0.0147603501
2008,19740,"Denver-Aurora-Lakewood, CO",25-54,291,35222,6228456.85,2495.6876507,0.0708559324,6228456.85,4105.4061854,9136,994711,49316935.35,7022.6017508,0.0070599418,49316935.35,11552.17988,0.0354092797,0.004106697
2008,19780,"Des Moines-West Des Moines, IA",16-19,14,1940,370711.4,608.86073941,0.313845742,370711.4,1001.5759163,79,10991,1798758.15,1341.1778965,0.122025102,1798758.15,2206.2376397,0.176508052,0.0839570174
2008,19780,"Des Moines-West Des Moines, IA",20-24,8,1258,238130.95,487.98662892,0.3879067003,238130.95,802.73800457,159,23993,3202987.7,1789.6892747,0.0745921425,3202987.7,2944.0388569,0.0524319593,0.0328327758
2008,19780,"Des Moines-West Des Moines, IA",25-54,30,5803,1738481.7,1318.5149601,0.2272126418,1738481.7,2168.9571094,1036,159388,9421465.45,3069.4405761,0.0192576642,9421465.45,5049.2297476,0.0364080106,0.0135590672
2008,19820,"Detroit-Warren-Dearborn, MI",16-19,286,38536,7212520.7,2685.6136543,0.0696910332,7212520.7,4417.8344613,929,121718,19974949.65,4469.3343632,0.0367187627,19974949.65,7352.0550274,0.3166006671,0.0308491328
2008,19820,"Detroit-Warren-Dearborn, MI",20-24,182,29823,4624569.45,2150.4812136,0.0721081452,4624569.45,3537.5415964,1284,200070,23647582.1,4862.8779647,0.0243058828,23647582.1,7999.434252,0.149062828,0.0166467554
2008,19820,"Detroit-Warren-Dearborn, MI",25-54,930,133542,19542934.9,4420.7391803,0.0331037365,19542934.9,7272.1159515,11792,1527017,96895480.9,9843.5502183,0.0064462611,96895480.9,16192.640109,0.0874528574,0.0046711374
2008,21340,"El Paso, TX",16-19,30,2536,215710.65,464.44660619,0.1831414062,215710.65,764.01466718,162,15469,1858482.3,1363.2616403,0.0881286211,1858482.3,2242.5653983,0.1639407848,0.0432957076
2008,21340,"El Paso, TX",20-24,33,2828,215111.65,463.80130444,0.1640032901,215111.65,762.9531458,357,40656,4464009.85,2112.8203544,0.0519682299,4464009.85,3475.589483,0.0695592287,0.0177990113
2008,21340,"El Paso, TX",25-54,103,9112,994888.1,997.44077518,0.1094645276,994888.1,1640.7900752,1991,211526,10839755.1,3292.3783349,0.0155648872,10839755.1,5415.9623609,0.0430774467,0.0076781028
2008,23420,"Fresno, CA",16-19,48,5061,604534.75,777.51832776,0.153629387,604534.75,1279.0176492,202,21030,2777318.7,1666.5289376,0.0792453132,2777318.7,2741.4401024,0.2406562054,0.0521031645
2008,23420,"Fresno, CA",20-24,61,8134,1512853.75,1229.981199,0.1512148019,1512853.75,2023.3190724,417,53943,4671796.1,2161.4338065,0.0400688469,4671796.1,3555.5586117,0.1507887956,0.0361676865
2008,23420,"Fresno, CA",25-54,201,24762,4222727.3,2054.9275656,0.0829871402,4222727.3,3380.3558455,2615,288528,12987806.65,3603.8599654,0.0124905034,12987806.65,5928.349643,0.0858218267,0.0115824038
2008,24340,"Grand Rapids-Wyoming, MI",16-19,37,4592,744672.4,862.94403063,0.1879233516,744672.4,1419.5429304,210,27081,2931888.7,1712.2758831,0.0632279415,2931888.7,2816.6938278,0.1695653779,0.0493623728
2008,24340,"Grand Rapids-Wyoming, MI",20-24,26,3858,1150555.8,1072.6396413,0.2780299744,1150555.8,1764.4922099,358,50101,7727832.95,2779.8980107,0.0554858787,7727832.95,4572.9322276,0.077004451,0.0345102425
2008,24340,"Grand Rapids-Wyoming, MI",25-54,143,20529,2588413.25,1608.8546392,0.0783698494,2588413.25,2646.5658814,2447,317748,18250815.45,4272.0973128,0.0134449227,18250815.45,7027.6000795,0.0646078024,0.0082056481
2008,24660,"Greensboro-High Point, NC",16-19,39,3369,236958.1,486.78342207,0.1444889944,236958.1,800.7587293,174,15149,1578437.6,1256.3588659,0.0829334521,1578437.6,2066.7103345,0.2223909169,0.0432845784
2008,24660,"Greensboro-High Point, NC",20-24,39,4774,494824.9,703.43791482,0.147347699,494824.9,1157.1553699,329,39052,3127390.65,1768.4430016,0.0452843133,3127390.65,2909.0887377,0.1222472601,0.0281970875
2008,24660,"Greensboro-High Point, NC",25-54,149,16071,1905247.75,1380.3071216,0.0858880668,1905247.75,2270.6052151,2673,274897,12370614.6,3517.188451,0.0127945683,12370614.6,5785.7750019,0.0584618966,0.0081676768
2008,24860,"Greenville-Anderson-Mauldin, SC",16-19,43,4807,1046144.75,1022.8121773,0.2127755726,1046144.75,1682.5260316,264,24505,3498614.7,1870.4584197,0.0763296641,3498614.7,3076.9041005,0.1961640482,0.0640904846
2008,24860,"Greenville-Anderson-Mauldin, SC",20-24,37,4030,520628,721.54556336,0.1790435641,520628,1186.9424517,398,44207,4873261.45,2207.5464774,0.0499365819,4873261.45,3631.4139554,0.0911620332,0.0257842013
2008,24860,"Greenville-Anderson-Mauldin, SC",25-54,166,21344,3648361.55,1910.0684674,0.0894897146,3648361.55,3142.0626288,3013,311145,15632876.25,3953.8432253,0.0127073976,15632876.25,6504.0721056,0.068598242,0.0099960589
2008,25420,"Harrisburg-Carlisle, PA",16-19,34,4222,865927.65,930.55233598,0.2204055746,865927.65,1530.7585927,166,17632,1848274.4,1359.5125597,0.0771048412,1848274.4,2236.3981607,0.2394509982,0.0813313251
2008,25420,"Harrisburg-Carlisle, PA",20-24,22,1694,171386.9,413.98900952,0.2443854838,171386.9,681.01192065,247,25041,2917413.85,1708.0438665,0.0682098904,2917413.85,2809.7321604,0.0676490555,0.0261151055
2008,25420,"Harrisburg-Carlisle, PA",25-54,57,6980,1330950.95,1153.6684749,0.1652820165,1330950.95,1897.7846412,1828,194389,7789273.15,2790.9269338,0.0143574324,7789273.15,4591.0748062,0.0359073816,0.0097259155
2008,25540,"Hartford-West Hartford-East Hartford, CT",16-19,83,8203,784698.95,885.8323487,0.1079888271,784698.95,1457.1942136,338,34423,3052829.85,1747.2349155,0.0507577758,3052829.85,2874.201436,0.2382999739,0.0373643971
2008,25540,"Hartford-West Hartford-East Hartford, CT",20-24,51,6961,1438009.4,1199.1702965,0.1722698314,1438009.4,1972.6351377,534,63243,5752012.8,2398.3354227,0.0379225436,5752012.8,3945.2617704,0.1100675174,0.0304262202
2008,25540,"Hartford-West Hartford-East Hartford, CT",25-54,165,18474,2253180.65,1501.0598422,0.0812525626,2253180.65,2469.2434405,4116,421816,15256946,3906.0140809,0.0092599951,15256946,6425.393163,0.0437963472,0.0058157006
2008,26420,"Houston-The Woodlands-Sugar Land, TX",16-19,200,22057,2612694.7,1616.3832157,0.0732820971,2612694.7,2658.9503898,1109,129110,14723173.2,3837.0787326,0.0297194542,14723173.2,6311.9945151,0.1708388196,0.0188248471
2008,26420,"Houston-The Woodlands-Sugar Land, TX",20-24,217,30563,7656604.1,2767.0569383,0.0905361692,7656604.1,4551.8086636,2050,289195,21940235.4,4684.0404994,0.0161968239,21940235.4,7705.2466215,0.1056830166,0.0154856634
2008,26420,"Houston-The Woodlands-Sugar Land, TX",25-54,698,87917,15713210.2,3963.9891776,0.0450878576,15713210.2,6520.7621971,17378,2052942,93698420.25,9679.7944322,0.0047150842,93698420.25,15923.261841,0.0428248825,0.0031588854
2008,26900,"Indianapolis-Carmel-Anderson, IN",16-19,79,8230,1053810.7,1026.5528238,0.1247330284,1053810.7,1688.6793951,418,43950,4253486.35,2062.3982035,0.0469260115,4253486.35,3392.6450448,0.187258248,0.0355999658
2008,26900,"Indianapolis-Carmel-Anderson, IN",20-24,86,10117,1248257.5,1117.2544473,0.1104333743,1248257.5,1837.8835658,743,90122,7306617.4,2703.0755446,0.0299935148,7306617.4,4446.5592709,0.1122589379,0.0196267152
2008,26900,"Indianapolis-Carmel-Anderson, IN",25-54,339,38305,5104649.8,2259.3472066,0.0589830885,5104649.8,3716.6261549,6192,669663,30696754.65,5540.4652016,0.0082735125,30696754.65,9114.0652566,0.0572004127,0.0054951242
2008,27140,"Jackson, MS",16-19,28,4247,463128.85,680.5357081,0.160239159,463128.85,1119.4812398,102,12276,1666141.55,1290.7910559,0.1051475282,1666141.55,2123.351287,0.345959596,0.0688135026
2008,27140,"Jackson, MS",20-24,30,3335,619232.55,786.91330526,0.2359560136,619232.55,1294.4723872,197,25311,4530274.1,2128.4440561,0.084091662,4530274.1,3501.2904723,0.1317608945,0.0477845715
2008,27140,"Jackson, MS",25-54,68,7205,1293697.4,1137.4081941,0.1578637327,1293697.4,1871.0364793,1592,164195,8598291.05,2932.2842717,0.0178585479,8598291.05,4823.6076269,0.0438807515,0.0113220595
2008,27260,"Jacksonville, FL",16-19,83,8917,1497125.15,1223.5706559,0.1372177477,1497125.15,2012.773729,319,34119,3729970.9,1931.3132579,0.0566052129,3729970.9,3177.0103092,0.2613499809,0.0537393334
2008,27260,"Jacksonville, FL",20-24,65,7004,1017643.3,1008.7830788,0.1440295658,1017643.3,1659.4481646,584,62090,3825675.2,1955.9333322,0.0315015837,3825675.2,3217.5103315,0.1128039942,0.0260794089
2008,27260,"Jacksonville, FL",25-54,215,25125,4232334.55,2057.2638504,0.0818811483,4232334.55,3384.1990338,4521,454776,17113514.35,4136.8483596,0.0090964527,17113514.35,6805.1155515,0.0552469787,0.0073954007
2008,28140,"Kansas City, MO-KS",16-19,74,9644,1875840.5,1369.6132666,0.1420171367,1875840.5,2253.0138235,415,51539,9305881.4,3050.5542775,0.0591892407,9305881.4,5018.1617865,0.1871204331,0.0397371121
2008,28140,"Kansas City, MO-KS",20-24,50,7352,1375793.35,1172.9421768,0.1595405572,1375793.35,1929.4898808,700,98249,10620162.65,3258.8591025,0.033169387,10620162.65,5360.8232236,0.0748302782,0.0192096445
2008,28140,"Kansas City, MO-KS",25-54,263,34157,4924864.2,2219.2035058,0.0649706797,4924864.2,3650.589767,5804,681219,38521367.2,6206.5584022,0.009110959,38521367.2,10209.788572,0.0501409972,0.0053059547
2008,28940,"Knoxville, TN",16-19,36,2934,353385.95,594.46274063,0.2026117044,353385.95,977.89120834,193,18686,2747876.05,1657.6718765,0.0887119703,2747876.05,2726.8702368,0.1570159478,0.0470499225
2008,28940,"Knoxville, TN",20-24,36,4286,702525.4,838.16788294,0.1955594687,702525.4,1378.7861674,387,42866,4469344.75,2114.0824842,0.0493183988,4469344.75,3477.6656865,0.0999860029,0.0311253723
2008,28940,"Knoxville, TN",25-54,127,17041,2889496.35,1699.8518612,0.0997507107,2889496.35,2796.2563117,2767,305165,25126152.1,5012.5993357,0.0164258658,25126152.1,8245.7259072,0.0558419216,0.0090380097
2008,29460,"Lakeland-Winter Haven, FL",16-19,32,2335,294231.05,542.43068682,0.2323043627,294231.05,892.29847981,135,10566,984362.15,992.15026584,0.0939002712,984362.15,1632.0871873,0.2209918607,0.0772434581
2008,29460,"Lakeland-Winter Haven, FL",20-24,30,3338,427303.2,653.68432749,0.1958311347,427303.2,1075.3107187,253,25784,1915467.6,1384.0041907,0.0536768613,1915467.6,2276.6868938,0.1294601303,0.0401073655
2008,29460,"Lakeland-Winter Haven, FL",25-54,109,11034,1885326.65,1373.0719755,0.124440092,1885326.65,2258.7033998,1901,183211,5615072.85,2369.614494,0.0129338003,5615072.85,3898.0158426,0.0602256415,0.0122616559
2008,29820,"Las Vegas-Henderson-Paradise, NV",16-19,94,9824,1117845.8,1057.2822707,0.107622381,1117845.8,1739.2293354,393,38061,3253031.8,1803.6163117,0.0473875177,3253031.8,2966.9488328,0.2581119781,0.0410277539
2008,29820,"Las Vegas-Henderson-Paradise, NV",20-24,100,11173,1540038.4,1240.9828363,0.1110697965,1540038.4,2041.4167657,802,84635,4828572.05,2197.4012037,0.0259632682,4828572.05,3614.7249801,0.1320139422,0.0234519968
2008,29820,"Las Vegas-Henderson-Paradise, NV",25-54,355,39320,7240985.2,2690.9078765,0.0684361108,7240985.2,4426.5434569,6543,694485,19516563.95,4417.7555331,0.0063611965,19516563.95,7267.2078519,0.0566174935,0.006346256
2008,30780,"Little Rock-North Little Rock-Conway, AR",16-19,32,4312,822851.3,907.11151464,0.2103690897,822851.3,1492.1984416,134,15993,2340711.3,1529.9383321,0.0956629983,2340711.3,2516.7485563,0.2696179579,0.0830981663
2008,30780,"Little Rock-North Little Rock-Conway, AR",20-24,21,2866,347308.05,589.32847377,0.2056275205,347308.05,969.44533936,261,33407,3019587.9,1737.6961472,0.0520159292,3019587.9,2858.5101621,0.0857904032,0.0280754133
2008,30780,"Little Rock-North Little Rock-Conway, AR",25-54,87,12057,2429831.5,1558.7916795,0.1292852019,2429831.5,2564.2123127,1999,223663,12356061.5,3515.118988,0.0157161399,12356061.5,5782.3707353,0.053906994,0.0113796013
2008,31080,"Los Angeles-Long Beach-Anaheim, CA",16-19,578,64921,9069874.2,3011.6231836,0.0463890449,9069874.2,4954.120137,2505,280998,34307010.45,5857.2186616,0.0208443429,34307010.45,9635.1246984,0.2310372316,0.0157503712
2008,31080,"Los Angeles-Long Beach-Anaheim, CA",20-24,598,71414,14262010.2,3776.5076724,0.0528818953,14262010.2,6212.3551212,5656,680361,46630316.15,6828.6394069,0.0100367884,46630316.15,11233.111824,0.1049648642,0.0089649997
2008,31080,"Los Angeles-Long Beach-Anaheim, CA",25-54,2273,247801,40364636.3,6353.3169526,0.0256387866,40364636.3,10451.206387,41330,4553831,162729812.65,12756.559593,0.0028012809,162729812.65,20984.540531,0.0544159412,0.0022812963
2008,31140,"Louisville/Jefferson County, KY-IN",16-19,76,7673,1045121.1,1022.3116452,0.1332349336,1045121.1,1681.7026564,343,31514,2796876.9,1672.3865881,0.0530680519,2796876.9,2751.0759374,0.2434790887,0.0489480024
2008,31140,"Louisville/Jefferson County, KY-IN",20-24,54,6241,1050854.3,1025.1118476,0.164254422,1050854.3,1686.3089892,510,54508,5557929.05,2357.5260444,0.0432510098,5557929.05,3878.130343,0.1144969546,0.0298451235
2008,31140,"Louisville/Jefferson County, KY-IN",25-54,210,22991,4290487.05,2071.3490894,0.0900939102,4290487.05,3407.369252,4536,425178,22369060.75,4729.5941422,0.0111237979,22369060.75,7780.1823639,0.0540738232,0.0079526635
2008,31540,"Madison, WI",16-19,13,1714,301501.2,549.09124925,0.3203566215,301501.2,903.25510501,127,14464,1879853.2,1371.0773866,0.0947924078,1879853.2,2255.4223009,0.1185011062,0.0596520564
2008,31540,"Madison, WI",20-24,20,3476,787644.7,887.49349293,0.2553203374,787644.7,1459.9267959,225,37708,9569086.65,3093.3940341,0.0820354841,9569086.65,5088.633186,0.0921820303,0.0366637242
2008,31540,"Madison, WI",25-54,44,6666,2408995.9,1552.0940371,0.2328373893,2408995.9,2553.194691,1466,192346,18412684.1,4291.0003612,0.022308758,18412684.1,7058.6955942,0.0346562965,0.0132128999
2008,32580,"McAllen-Edinburg-Mission, TX",16-19,25,3138,429710.2,655.52284476,0.2088982934,429710.2,1078.3350796,122,16758,2198434.05,1482.7117218,0.0884778447,2198434.05,2439.0607824,0.1872538489,0.0582907757
2008,32580,"McAllen-Edinburg-Mission, TX",20-24,25,4105,865703.65,930.43196957,0.2266582143,865703.65,1530.5605899,224,36766,3266570.45,1807.3656105,0.0491586142,3266570.45,2973.1164293,0.1116520698,0.0406388819
2008,32580,"McAllen-Edinburg-Mission, TX",25-54,101,12479,1715286.4,1309.6894288,0.1049514728,1715286.4,2154.4391104,1616,201418,11834510.65,3440.1323594,0.0170795677,11834510.65,5659.0177312,0.0619557338,0.010553769
2008,32820,"Memphis, TN-MS-AR",16-19,78,9635,1473402.15,1213.8377775,0.1259821253,1473402.15,1996.7631439,263,31696,3508005.55,1872.9670446,0.0590915902,3508005.55,3081.0307883,0.303981575,0.0556375337
2008,32820,"Memphis, TN-MS-AR",20-24,63,10577,1998562.05,1413.7050789,0.1336584172,1998562.05,2325.5448547,439,61201,5359268.3,2315.009352,0.0378263321,5359268.3,3808.1903841,0.1728239735,0.0364450129
2008,32820,"Memphis, TN-MS-AR",25-54,247,28593,3707777.35,1925.5589708,0.0673437195,3707777.35,3167.544507,3743,410158,13149643.6,3626.2437315,0.0088410899,13149643.6,5965.1709383,0.0697121597,0.0076559013
2008,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,239,23271,2846019.35,1687.0149229,0.0724943029,2846019.35,2775.1395481,980,103829,12959977,3599.9968056,0.0346723633,12959977,5921.9947451,0.2241281338,0.0234727534
2008,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,254,30482,5293488.95,2300.7583424,0.0754792449,5293488.95,3784.7474732,1956,237964,19014974.65,4360.6163154,0.0183246891,19014974.65,7173.2138388,0.128095006,0.0154288676
2008,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,947,108636,15015879.4,3875.0328257,0.0356698776,15015879.4,6374.4289982,17099,1841503,55145487.45,7426.0007709,0.004032576,55145487.45,12215.771268,0.0589931159,0.0034393441
2008,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,52,8052,1832691.5,1353.7693674,0.1681283367,1832691.5,2226.9506093,321,49574,10168052,3188.7383085,0.0643227964,10168052,5245.4745175,0.1624238512,0.041504177
2008,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,48,8354,2386855.55,1544.9451608,0.184934781,2386855.55,2541.4347896,472,77595,15874162.15,3984.2392185,0.0513465973,15874162.15,6554.0735144,0.1076615761,0.0314648312
2008,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,127,22071,8340425.4,2887.9794667,0.1308495069,8340425.4,4750.7262227,3661,558129,52515959.7,7246.7896133,0.0129840765,52515959.7,11920.968914,0.0395446214,0.0084698691
2008,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,115,16804,3336267.25,1826.5451678,0.1086970464,3336267.25,3004.666801,702,98556,15220358.65,3901.327806,0.0395848838,15220358.65,6417.6842409,0.1705020496,0.0283933648
2008,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,76,14363,3147970.9,1774.2522087,0.1235293608,3147970.9,2918.6448833,1004,169536,28297277.05,5319.5184979,0.0313769258,28297277.05,8750.6079291,0.0847194696,0.016650875
2008,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,304,50984,9801053.3,3130.6633962,0.061404821,9801053.3,5149.9412867,8464,1236490,81257838.45,9014.3129771,0.0072902433,81257838.45,14828.544847,0.0412328446,0.0041355103
2008,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,44,5095,1080397.1,1039.4215218,0.2040081495,1080397.1,1709.8484034,359,38306,4329358.1,2080.7109602,0.0543181476,4329358.1,3422.7695296,0.1330078839,0.0430253085
2008,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,78,8047,1236903.3,1112.161544,0.1382082197,1236903.3,1829.5057399,729,79885,10585280.6,3253.50282,0.0407273308,10585280.6,5352.012139,0.1007323027,0.021884807
2008,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,237,27526,4900898.4,2213.7972807,0.0804256805,4900898.4,3641.6965267,5786,599246,23627032.8,4860.7646312,0.0081114678,23627032.8,7995.9578183,0.0459343909,0.0060461436
2008,35300,"New Haven-Milford, CT",16-19,42,5350,784364.5,885.64355132,0.1655408507,784364.5,1456.8836419,203,25544,2685311.25,1638.6919326,0.0641517355,2685311.25,2695.6482291,0.2094425305,0.0525775003
2008,35300,"New Haven-Milford, CT",20-24,41,5968,988149.45,994.05706577,0.1665645217,988149.45,1635.2238732,354,46379,8167552,2857.8929301,0.0616204086,8167552,4701.23387,0.128678928,0.0327563767
2008,35300,"New Haven-Milford, CT",25-54,120,16704,2614154.65,1616.8347627,0.0967932688,2614154.65,2659.6931847,2668,307650,13770241.65,3710.8276233,0.0120618483,13770241.65,6104.3114404,0.0542954656,0.0085778043
2008,35380,"New Orleans-Metairie, LA",16-19,49,8140,3035887.35,1742.379795,0.2140515719,3035887.35,2866.2147628,244,34295,8849476.4,2974.8069517,0.0867417102,8849476.4,4893.5574356,0.2373523837,0.0764054942
2008,35380,"New Orleans-Metairie, LA",20-24,41,7002,2612596.85,1616.3529472,0.2308416091,2612596.85,2658.9005982,419,59306,9638489.7,3104.5917123,0.0523486951,9638489.7,5107.0533667,0.1180656257,0.0436655621
2008,35380,"New Orleans-Metairie, LA",25-54,147,21490,6150146.65,2479.9489208,0.1154001359,6150146.65,4079.5159748,3372,385557,29708714.4,5450.5700986,0.0141368724,29708714.4,8966.1878122,0.0557375433,0.0105011441
2008,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,671,74819,11562493.25,3400.3666346,0.0454479027,11562493.25,5593.603114,3232,370337,57287584.1,7568.856195,0.0204377532,57287584.1,12450.768441,0.2020295029,0.0134906936
2008,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,830,113202,16797131.25,4098.4303398,0.0362045754,16797131.25,6741.9179089,7111,928605,85069526.65,9223.3142986,0.0099324409,85069526.65,15172.352021,0.1219054388,0.0069817037
2008,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,2779,361175,65182589.4,8073.5735211,0.0223536333,65182589.4,13281.028442,58464,7035504,287372184.25,16952.055458,0.0024095012,287372184.25,27886.131228,0.0513360521,0.0018767168
2008,35840,"North Port-Sarasota-Bradenton, FL",16-19,26,2600,351703.9,593.04628824,0.2280947262,351703.9,975.56114416,122,10912,1052588.15,1025.9571872,0.0940210032,1052588.15,1687.699573,0.2382697947,0.0814540521
2008,35840,"North Port-Sarasota-Bradenton, FL",20-24,21,2900,461456.9,679.30619017,0.2342435139,461456.9,1117.4586828,209,25935,1362665.95,1167.332836,0.0450099416,1362665.95,1920.2625152,0.1118180066,0.0422839957
2008,35840,"North Port-Sarasota-Bradenton, FL",25-54,138,17584,3077269.3,1754.2147246,0.0997619839,3077269.3,2885.683222,2003,208966,7760512.45,2785.7696333,0.01333121,7760512.45,4582.5910468,0.0841476604,0.013685491
2008,36260,"Ogden-Clearfield, UT",16-19,22,2112,220505.6,469.58023809,0.2223391279,220505.6,772.45949165,193,18233,1548180.45,1244.2589964,0.0682421432,1548180.45,2046.806049,0.1158339275,0.0403211179
2008,36260,"Ogden-Clearfield, UT",20-24,11,1707,492343.5,701.67193189,0.4110556133,492343.5,1154.250328,273,35060,4525103.05,2127.2289604,0.0606739578,4525103.05,3499.2916399,0.0486879635,0.0325615254
2008,36260,"Ogden-Clearfield, UT",25-54,41,4646,749000.6,865.44820758,0.1862781334,749000.6,1423.6623015,1614,166894,8820877.8,2969.9962626,0.0177957042,8820877.8,4885.643852,0.0278380289,0.0084913229
2008,36420,"Oklahoma City, OK",16-19,39,5367,1032105.85,1015.9261046,0.1892912436,1032105.85,1671.1984421,305,39168,5668876.45,2380.9402449,0.0607878943,5668876.45,3916.6467029,0.1370251225,0.040407507
2008,36420,"Oklahoma City, OK",20-24,31,4165,754530.9,868.63738119,0.208556394,754530.9,1428.9084921,483,69013,10256048.7,3202.5066276,0.0464043967,10256048.7,5268.1234024,0.0603509484,0.0201858876
2008,36420,"Oklahoma City, OK",25-54,114,14428,2382876.95,1543.6570053,0.1069903663,2382876.95,2539.3157737,3537,428591,26931199.45,5189.5278639,0.0121083454,26931199.45,8536.7733361,0.033663796,0.005886735
2008,36540,"Omaha-Council Bluffs, NE-IA",16-19,38,4727,881359.95,938.80772792,0.1986054004,881359.95,1544.3387124,262,31393,3670354.75,1915.8169928,0.0610268847,3670354.75,3151.5189532,0.1505749689,0.0468137404
2008,36540,"Omaha-Council Bluffs, NE-IA",20-24,31,3952,896832.05,947.01216993,0.2396285855,896832.05,1557.8350195,363,55247,8953519.1,2992.2431552,0.054161188,8953519.1,4922.2399903,0.0715332959,0.027467951
2008,36540,"Omaha-Council Bluffs, NE-IA",25-54,69,8847,1767017.45,1329.292086,0.150253429,1767017.45,2186.6854815,2780,337293,28870476.8,5373.1254219,0.0159301421,28870476.8,8838.7913191,0.0262294207,0.0064465046
2008,36740,"Orlando-Kissimmee-Sanford, FL",16-19,113,13111,1927392.8,1388.30573,0.1058886225,1927392.8,2283.7629259,461,47738,5483043.75,2341.5900047,0.049050861,5483043.75,3851.9155577,0.2746449369,0.0423971862
2008,36740,"Orlando-Kissimmee-Sanford, FL",20-24,107,12578,1801849.75,1342.3299706,0.106720462,1801849.75,2208.1328017,961,106256,7592723.75,2755.4897478,0.0259325567,7592723.75,4532.7806351,0.1183744918,0.0201583867
2008,36740,"Orlando-Kissimmee-Sanford, FL",25-54,439,47938,7180491.25,2679.6438663,0.0558981156,7180491.25,4408.01416,7428,747610,29090142.5,5393.5278344,0.0072143602,29090142.5,8872.3532875,0.0641216677,0.0058468285
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19,48,4602,478778.3,691.93807526,0.1503559486,478778.3,1138.2381338,175,22197,2119037.75,1455.6915023,0.0655805515,2119037.75,2394.6125214,0.2073253142,0.0461441
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24,32,4125,706313.8,840.42477355,0.203739339,706313.8,1382.4987525,311,44059,3352402.95,1830.95684,0.0415569314,3352402.95,3011.9240018,0.0936244581,0.030718681
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",25-54,137,14842,2528100.1,1590.0000314,0.1071284215,2528100.1,2615.5500517,2584,273475,13393399.55,3659.6993797,0.0133822082,13393399.55,6020.2054797,0.0542718713,0.0094892141
2008,37340,"Palm Bay-Melbourne-Titusville, FL",16-19,32,3072,326133.3,571.0808174,0.1858987036,326133.3,939.42794462,116,10706,862659.2,928.79448749,0.0867545757,862659.2,1527.8669319,0.2869419017,0.0776066141
2008,37340,"Palm Bay-Melbourne-Titusville, FL",20-24,17,2044,368011.55,606.63955526,0.2967903891,368011.55,997.92206839,169,20623,2140078.6,1462.9007485,0.0709353997,2140078.6,2406.4717313,0.0991126412,0.0469863642
2008,37340,"Palm Bay-Melbourne-Titusville, FL",25-54,117,11433,1198156.85,1094.6035127,0.0957407078,1198156.85,1800.6227784,1790,170040,4670239.65,2161.0737262,0.012709208,4670239.65,3554.9662796,0.0672371207,0.0104956916
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19,290,38933,6587530,2566.6183978,0.0659239822,6587530,4222.0872644,1275,151965,21413557.8,4627.4785575,0.0304509496,21413557.8,7612.2022271,0.2561971507,0.0246417415
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24,245,34114,4915569.3,2217.1083194,0.0649911567,4915569.3,3647.1431854,2155,297838,52838887.3,7269.0362016,0.0244060066,52838887.3,11957.564552,0.1145387761,0.0113491644
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",25-54,793,111652,15718419.35,3964.6461822,0.035508958,15718419.35,6521.8429697,17047,2028287,92385696.15,9611.7478197,0.00473885,92385696.15,15811.325163,0.0550474366,0.0031866813
2008,38060,"Phoenix-Mesa-Scottsdale, AZ",16-19,160,15095,1642775.6,1281.7080791,0.0849094455,1642775.6,2108.4097901,953,96885,7793415.75,2791.66899,0.0288142539,7793415.75,4592.2954886,0.1558032719,0.0204706099
2008,38060,"Phoenix-Mesa-Scottsdale, AZ",20-24,159,19596,3180038.45,1783.2662308,0.0910015427,3180038.45,2933.4729497,1646,207045,16512890.4,4063.6055911,0.0196266782,16512890.4,6684.6311974,0.0946460914,0.0138348418
2008,38060,"Phoenix-Mesa-Scottsdale, AZ",25-54,531,64532,10618554.05,3258.612289,0.0504960684,10618554.05,5360.4172154,13148,1497072,59262818.75,7698.2347814,0.0051421941,59262818.75,12663.596215,0.0431054752,0.0035619869
