YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2013,41700,"San Antonio-New Braunfels, TX",16-19,83,7775,1469587.3,1212.2653587,0.1559183741,1469587.3,1994.1765151,418,47384,5388973.9,2321.4163565,0.0489915659,5388973.9,3818.7299064,0.1640849232,0.0399539199
2013,41700,"San Antonio-New Braunfels, TX",20-24,112,13858,3074372.4,1753.3888331,0.1265253884,3074372.4,2884.3246304,948,121236,11209762.65,3348.0983633,0.0276163711,11209762.65,5507.6218075,0.1143059817,0.0232173667
2013,41700,"San Antonio-New Braunfels, TX",25-54,362,43995,6599796.1,2569.0068314,0.0583931545,6599796.1,4226.0162377,6228,729516,18942533,4352.3020346,0.0059660131,18942533,7159.5368468,0.0603071077,0.0057625897
2013,41740,"San Diego-Carlsbad, CA",16-19,134,15419,2094009.55,1447.0692969,0.0938497501,2094009.55,2380.4289934,453,51886,7033668.55,2652.1064364,0.0511141047,7033668.55,4362.7150879,0.2971707204,0.0384766203
2013,41740,"San Diego-Carlsbad, CA",20-24,187,24836,4873045.7,2207.4976104,0.0888829767,4873045.7,3631.3335691,1305,169717,17000857.1,4123.2095629,0.0242946173,17000857.1,6782.6797311,0.1463377269,0.0205816203
2013,41740,"San Diego-Carlsbad, CA",25-54,702,80253,16011443.8,4001.4302193,0.0498601949,16011443.8,6582.3527108,8980,1057888,50877987.95,7132.880761,0.006742567,50877987.95,11733.588852,0.0758615279,0.0061650092
2013,41860,"San Francisco-Oakland-Hayward, CA",16-19,160,17063,2880987.5,1697.3471949,0.0994753088,2880987.5,2792.1361356,569,59771,8802161.85,2966.8437522,0.0496368432,8802161.85,4880.4579724,0.2854728882,0.0404827142
2013,41860,"San Francisco-Oakland-Hayward, CA",20-24,250,28335,4459263.25,2111.6967704,0.0745260904,4459263.25,3473.7411873,1723,203031,17465251.5,4179.1448288,0.020583777,17465251.5,6874.6932434,0.1395599687,0.0164438815
2013,41860,"San Francisco-Oakland-Hayward, CA",25-54,1031,120842,18210262.4,4267.3484039,0.035313454,18210262.4,7019.7881244,15547,1695138,46559270.85,6823.4354141,0.0040252979,46559270.85,11224.551256,0.0712874114,0.0041141396
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,81,8648,1358330.95,1165.47456,0.1347681036,1358330.95,1917.2056512,273,27993,3102671.4,1761.4401494,0.0629243078,3102671.4,2897.5690458,0.3089343765,0.0605650072
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,80,10098,1754964.55,1324.7507501,0.1311894187,1754964.55,2179.214984,718,87632,5571741.45,2360.4536534,0.0269359783,5571741.45,3882.9462599,0.1152318788,0.0243379815
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-54,476,52406,7554188.2,2748.4883482,0.0524460624,7554188.2,4521.2633327,6777,698812,18122588.85,4257.0634069,0.0060918579,18122588.85,7002.8693043,0.0749929881,0.0064261339
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,11,872,141862.4,376.64625313,0.4319337765,141862.4,619.58308641,133,11816,920622.5,959.49075035,0.0812026701,920622.5,1578.3622843,0.0737982397,0.0515009783
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,34,3747,569987.75,754.97533072,0.2014879452,569987.75,1241.934419,264,27406,1865019.4,1365.6571312,0.0498305893,1865019.4,2246.5059808,0.1367218857,0.0439084333
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",25-54,91,10041,1776734.4,1332.9420092,0.1327499262,1776734.4,2192.6896052,1545,150912,9705063.85,3115.2951465,0.0206431241,9705063.85,5124.660516,0.0665354644,0.0143528425
2013,42660,"Seattle-Tacoma-Bellevue, WA",16-19,159,15089,1858383.55,1363.2254216,0.090345644,1858383.55,2242.5058185,594,59270,9492786.25,3081.0365545,0.0519830699,9492786.25,5068.3051321,0.2545807322,0.0309450769
2013,42660,"Seattle-Tacoma-Bellevue, WA",20-24,181,21604,3313222.1,1820.2258376,0.0842541121,3313222.1,2994.2715029,1369,176429,13348741.3,3653.5929303,0.0207085736,13348741.3,6010.1603703,0.1224515244,0.0164509165
2013,42660,"Seattle-Tacoma-Bellevue, WA",25-54,704,83598,12670914.6,3559.6228171,0.042580239,12670914.6,5855.5795341,11588,1321108,44470798.75,6668.6429467,0.0050477652,44470798.75,10969.917647,0.0632787024,0.0044010698
2013,44060,"Spokane-Spokane Valley, WA",16-19,28,2811,292958.25,541.25617779,0.192549334,292958.25,890.36641247,104,9470,847065.45,920.36158655,0.0971870736,847065.45,1513.9948099,0.2968321014,0.0811645851
2013,44060,"Spokane-Spokane Valley, WA",20-24,35,3415,516418.25,718.62246695,0.2104311763,516418.25,1182.1339581,271,30032,2024161.2,1422.7301923,0.0473738077,2024161.2,2340.3911663,0.1137120405,0.0383520183
2013,44060,"Spokane-Spokane Valley, WA",25-54,112,12806,2937707.25,1713.9741101,0.1338414892,2937707.25,2819.4874111,1628,169433,7993088.25,2827.2050244,0.0166862714,7993088.25,4650.7522651,0.0755814983,0.0165108913
2013,44140,"Springfield, MA",16-19,50,4765,509215.5,713.59337161,0.1497572658,509215.5,1173.8610963,183,16049,1882676.05,1372.1064281,0.0854948239,1882676.05,2257.1150742,0.2969032338,0.0600518218
2013,44140,"Springfield, MA",20-24,37,4984,859878.6,927.29639275,0.1860546534,859878.6,1525.4025661,290,34353,2305602.1,1518.4209232,0.0442005334,2305602.1,2497.8024187,0.1450819434,0.0431325321
2013,44140,"Springfield, MA",25-54,140,15814,1898760.7,1377.9552605,0.0871351499,1898760.7,2266.7364036,1695,176728,8524515.1,2919.6772253,0.0165207394,8524515.1,4802.8690356,0.089482142,0.0125934851
2013,44700,"Stockton-Lodi, CA",16-19,46,4350,521614.15,722.22859954,0.1660295631,521614.15,1188.0660463,126,12493,1043028,1021.2874228,0.0817487731,1043028,1680.0178105,0.3481949892,0.0827721782
2013,44700,"Stockton-Lodi, CA",20-24,61,8325,1531625.65,1237.5886433,0.1486592965,1531625.65,2035.8333182,334,42271,1753399.75,1324.1600168,0.0313254954,1753399.75,2178.2432276,0.196943531,0.0470800698
2013,44700,"Stockton-Lodi, CA",25-54,207,22636,3432056.15,1852.5809429,0.0818422399,3432056.15,3047.4956511,1839,207114,8949861.45,2991.6319042,0.0144443732,8949861.45,4921.2344823,0.109292467,0.0144831211
2013,45060,"Syracuse, NY",16-19,47,3670,359737.25,599.7810017,0.1634280659,359737.25,986.6397478,254,16854,1099128.15,1048.3931276,0.0622044101,1099128.15,1724.6066949,0.2177524623,0.0541340838
2013,45060,"Syracuse, NY",20-24,55,4245,386331.15,621.55542794,0.1464205955,386331.15,1022.458679,416,38083,2036233.3,1426.9664677,0.037469907,2036233.3,2347.3598394,0.1114670588,0.0259541663
2013,45060,"Syracuse, NY",25-54,184,16012,1525084.35,1234.9430554,0.0771260964,1525084.35,2031.4813261,2507,211663,7334790.7,2708.2818723,0.0127952541,7334790.7,4455.12368,0.0756485545,0.0094647155
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,137,12940,1340961.3,1157.9988342,0.0894898635,1340961.3,1904.9080823,472,43694,3538889.5,1881.193637,0.0430538206,3538889.5,3094.5635329,0.2961505012,0.0382195435
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,164,16807,2581335.15,1606.6534007,0.0955943,2581335.15,2642.9448442,1265,130839,7160768.25,2675.9611825,0.0204523207,7160768.25,4401.9561451,0.1284555828,0.0197322428
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,725,70800,10084709.55,3175.6431711,0.0448537171,10084709.55,5223.9330164,9502,911192,27173129.25,5212.7851721,0.0057208417,27173129.25,8575.031608,0.0777004188,0.0056862532
2013,45780,"Toledo, OH",16-19,50,4285,509476.75,713.77640056,0.1665755894,509476.75,1174.1621789,171,16587,1683417.35,1297.4657414,0.0782218449,1683417.35,2134.3311445,0.2583348405,0.0624978093
2013,45780,"Toledo, OH",20-24,49,6337,1233694.15,1110.7178535,0.1752750282,1233694.15,1827.1308689,374,43523,2578685.65,1605.828649,0.0368960928,2578685.65,2641.5881276,0.1456011764,0.0410401476
2013,45780,"Toledo, OH",25-54,161,18629,3040521.75,1743.7091931,0.0936018677,3040521.75,2868.4016226,1979,202601,5363087.7,2315.8341262,0.0114305168,5363087.7,3809.5471376,0.0919492006,0.0140519206
2013,46060,"Tucson, AZ",16-19,79,8612,1353199.55,1163.2710561,0.1350755987,1353199.55,1913.5808873,213,24012,2702680.7,1643.9831812,0.0684650667,2702680.7,2704.352333,0.3586540063,0.0686971365
2013,46060,"Tucson, AZ",20-24,74,9577,1691161.45,1300.4466348,0.1357885178,1691161.45,2139.2347143,475,62551,5448035.1,2334.1026327,0.0373151929,5448035.1,3839.5988308,0.1531070646,0.0328831658
2013,46060,"Tucson, AZ",25-54,216,23629,2772107.6,1664.9647444,0.070462768,2772107.6,2738.8670045,2753,283643,10915669.2,3303.8869835,0.011648047,10915669.2,5434.8940879,0.0833054227,0.0095231884
2013,46140,"Tulsa, OK",16-19,34,3085,350828.6,592.30785914,0.1919960646,350828.6,974.34642829,169,17342,1610449.2,1269.0347513,0.0731769549,1610449.2,2087.5621659,0.1778918233,0.0519433198
2013,46140,"Tulsa, OK",20-24,44,5340,646456.55,804.02521727,0.1505665201,646456.55,1322.6214824,347,41743,2816844.15,1678.3456587,0.0402066372,2816844.15,2760.8786085,0.1279256402,0.0305342847
2013,46140,"Tulsa, OK",25-54,134,15563,1943581.45,1394.1239005,0.0895793806,1943581.45,2293.3338164,2258,265815,8644156.65,2940.0946668,0.01106068,8644156.65,4836.455727,0.0585482384,0.0085615369
2013,46520,"Urban Honolulu, HI",16-19,36,4187,458079.4,676.81563221,0.1616469148,458079.4,1113.361715,152,15469,1463690.1,1209.830608,0.0782100076,1463690.1,1990.1713501,0.270670373,0.0629885848
2013,46520,"Urban Honolulu, HI",20-24,29,2813,368931.05,607.39694599,0.2159249719,368931.05,999.16797616,421,46911,4082410.4,2020.4975625,0.0430708696,4082410.4,3323.7184903,0.0599646138,0.0208711887
2013,46520,"Urban Honolulu, HI",25-54,120,12683,2018680.55,1420.8027836,0.1120241886,2018680.55,2337.2205791,2896,298705,12435650.65,3526.4217913,0.0118057006,12435650.65,5800.9638467,0.0424599521,0.00778094
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,81,7333,1001095.4,1000.5475501,0.1364445043,1001095.4,1645.9007199,321,31477,2438585.35,1561.5970511,0.0496107333,2438585.35,2568.8271491,0.2329637513,0.0487101576
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,104,15059,3717521.05,1928.0874073,0.128035554,3717521.05,3171.7037849,688,93182,10382652.45,3222.2123533,0.0345797724,10382652.45,5300.5393212,0.1616084652,0.0327728215
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,318,36097,6959787.35,2638.140889,0.0730847685,6959787.35,4339.7417623,4717,525433,26644758,5161.8560615,0.0098240043,26644758,8491.2532212,0.0686995297,0.0081844053
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,202,23533,4679731.7,2163.2687535,0.0919249035,4679731.7,3558.5770996,961,105652,15724113.5,3965.364233,0.0375323158,15724113.5,6523.0241632,0.2227406959,0.0307466973
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,340,39089,6416131.8,2533.0084485,0.0648010552,6416131.8,4166.7988977,2568,282316,18812690,4337.359796,0.0153634927,18812690,7134.9568644,0.1384583233,0.0143385313
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,1109,125024,19371500.75,4401.3067094,0.0352036946,19371500.75,7240.1495369,21749,2268216,61280490.65,7828.1856551,0.0034512523,61280490.65,12877.365403,0.0551199709,0.0031766253
2013,48620,"Wichita, KS",16-19,15,2477,565969.75,752.30961047,0.3037180502,565969.75,1237.5493092,120,14523,1606181.3,1267.3520821,0.0872651713,1606181.3,2084.7941751,0.1705570474,0.0816199483
2013,48620,"Wichita, KS",20-24,24,3280,529523.25,727.68348202,0.2218547201,529523.25,1197.0393279,208,32269,3003732.3,1733.1278949,0.0537087575,3003732.3,2850.9953871,0.1016455422,0.0359921914
2013,48620,"Wichita, KS",25-54,82,13310,5099456.15,2258.1975445,0.1696617239,5099456.15,3714.7349607,1486,199063,6780659.05,2603.9698635,0.0130811344,6780659.05,4283.5304255,0.0668632543,0.0186055529
2013,49180,"Winston-Salem, NC",16-19,34,3493,614683.65,784.01763373,0.2244539461,614683.65,1289.7090075,114,11872,1236398.75,1111.9346878,0.0936602668,1236398.75,1829.1325615,0.2942216981,0.0987246301
2013,49180,"Winston-Salem, NC",20-24,40,4886,676879.7,822.72698995,0.1683845661,676879.7,1353.3858985,275,32007,2119941.55,1456.0019059,0.0454901086,2119941.55,2395.1231352,0.1526541069,0.0407117925
2013,49180,"Winston-Salem, NC",25-54,136,16526,2738293.7,1654.7790487,0.1001318558,2738293.7,2722.1115351,1857,199497,8583536.5,2929.7673116,0.0146857713,8583536.5,4819.4672275,0.0828383384,0.0134973232
2013,49340,"Worcester, MA-CT",16-19,50,4375,482823.3,694.85487693,0.1588239719,482823.3,1143.0362726,284,23416,1815157.55,1347.2778296,0.0575366343,1815157.55,2216.2720296,0.1868380594,0.0454985884
2013,49340,"Worcester, MA-CT",20-24,60,6895,1627271.3,1275.6454445,0.1850102167,1627271.3,2098.4367562,457,50580,3458163.3,1859.6137502,0.0367657918,3458163.3,3059.0646191,0.136318703,0.0406600412
2013,49340,"Worcester, MA-CT",25-54,187,19921,3369571.9,1835.6393709,0.092145945,3369571.9,3019.6267651,3086,315027,8935324.4,2989.201298,0.0094887146,8935324.4,4917.2361352,0.0632358496,0.0095343393
2013,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,25,3314,591527.4,769.10818485,0.2320785108,591527.4,1265.1829641,112,11156,1134300.35,1065.035375,0.0954674951,1134300.35,1751.9831919,0.2970598781,0.1033686668
2013,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,36,3957,703314.95,838.63874821,0.2119380208,703314.95,1379.5607408,243,26646,1635913.1,1279.0281858,0.0480007576,1635913.1,2104.0013656,0.1485025895,0.0504282975
2013,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,110,10179,1243700.45,1115.2131859,0.1095601912,1243700.45,1834.5256908,1697,157805,4226515.5,2055.8490947,0.0130277817,4226515.5,3381.8717607,0.0645036596,0.0115427891
2014,0,_US total,16-19,13236,1424412,263000050.2,16217.276288,0.0113852427,263000050.2,26677.419494,60736,6333098,778665631,27904.580825,0.0044061502,778665631,45903.035457,0.2249155153,0.0038841412
2014,0,_US total,20-24,16718,2106838,503113680.15,22430.195723,0.0106463789,503113680.15,36897.671964,134078,16547260,1134438708.2,33681.429722,0.0020354687,1134438708.2,55405.951893,0.1273224691,0.0021887026
2014,0,_US total,25-54,55023,6436254,1336683725,36560.68551,0.0056804293,1336683725,60142.327664,935050,103063037,6118902277.3,78223.41259,0.0007589861,6118902277.3,128677.51371,0.0624496831,0.0005783165
2014,10420,"Akron, OH",16-19,34,3559,370997.15,609.09535378,0.1711422742,370997.15,1001.961857,154,20327,2545239.85,1595.3807853,0.0784857965,2545239.85,2624.4013918,0.1750873223,0.0438031362
2014,10420,"Akron, OH",20-24,33,5817,1303382.9,1141.657961,0.1962623278,1303382.9,1878.0273459,310,43543,4121035.2,2030.0333002,0.0466213467,4121035.2,3339.4047789,0.1335920814,0.0418958547
2014,10420,"Akron, OH",25-54,112,14961,1492945.55,1221.8615102,0.0816697754,1492945.55,2009.9621842,1892,223120,6568909.5,2562.9883925,0.0114870401,6568909.5,4216.1159056,0.0670536034,0.0089188834
2014,10580,"Albany-Schenectady-Troy, NY",16-19,41,4621,1014749.05,1007.3475319,0.2179934066,1014749.05,1657.08669,217,22639,4333091.85,2081.6079962,0.0919478774,4333091.85,3424.2451538,0.2041167896,0.0663663707
2014,10580,"Albany-Schenectady-Troy, NY",20-24,32,4792,1024849.05,1012.3482849,0.2112579893,1024849.05,1665.3129287,384,52322,2838401.25,1684.7555461,0.0321997543,2838401.25,2771.4228733,0.091586713,0.0314562771
2014,10580,"Albany-Schenectady-Troy, NY",25-54,109,13555,2058330.4,1434.6882588,0.1058419962,2058330.4,2360.0621858,2622,282782,10878289.35,3298.2251818,0.0116634905,10878289.35,5425.5804241,0.0479344513,0.0082950428
2014,10740,"Albuquerque, NM",16-19,31,4229,955185.45,977.33589415,0.2311033091,955185.45,1607.7175459,116,18047,3256271.7,1804.514256,0.0999897078,3256271.7,2968.4259511,0.2343325761,0.0803151459
2014,10740,"Albuquerque, NM",20-24,48,7021,1366869.2,1169.1318146,0.1665192728,1366869.2,1923.2218351,313,50737,4802197.8,2191.3917496,0.0431911968,4802197.8,3604.839428,0.1383802748,0.0366084318
2014,10740,"Albuquerque, NM",25-54,163,22624,3865984.85,1966.2107847,0.0869081853,3865984.85,3234.4167409,2029,272794,14506497.35,3808.7396012,0.0139619625,14506497.35,6265.376644,0.0829343754,0.011702623
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,45,4751,747718.65,864.7072626,0.1820053173,747718.65,1422.443447,172,20951,3374541.6,1836.9925422,0.087680423,3374541.6,3021.8527319,0.2267672187,0.0594960771
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,33,4995,1060573.65,1029.8415655,0.2061744876,1060573.65,1694.0893752,328,39188,2173296.25,1474.2103819,0.0376189237,2173296.25,2425.0760782,0.1274624885,0.0425040999
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,127,18378,4513636.55,2124.5320779,0.1156019196,4513636.55,3494.8552681,2183,275131,11028142.75,3320.8647594,0.0120701221,11028142.75,5462.8225292,0.0667972711,0.0126330845
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,205,22530,4151453.2,2037.5115214,0.090435487,4151453.2,3351.7064528,809,96879,15769230.1,3971.0489924,0.040989781,15769230.1,6532.3755925,0.2325581395,0.0308390629
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,284,42059,6923297.25,2631.2159261,0.0625601162,6923297.25,4328.3501985,1947,272055,27520364.4,5245.9855509,0.0192828125,27520364.4,8629.6462312,0.154597416,0.0151352225
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,1030,138573,29974900.85,5474.9338672,0.039509384,29974900.85,9006.2662115,16443,1991817,76619265.3,8753.2431304,0.0043946021,76619265.3,14399.08495,0.0695711504,0.0044935756
2014,12260,"Augusta-Richmond County, GA-SC",16-19,28,4529,1149152.65,1071.9853777,0.236693614,1149152.65,1763.4159463,82,12838,2457227.2,1567.5545286,0.1221027051,2457227.2,2578.6271995,0.352780807,0.1176711297
2014,12260,"Augusta-Richmond County, GA-SC",20-24,25,4148,1088207.65,1043.1719178,0.2514879262,1088207.65,1716.0178047,164,26024,2383052.55,1543.7138822,0.059318855,2383052.55,2539.4093362,0.1593913311,0.0640792748
2014,12260,"Augusta-Richmond County, GA-SC",25-54,95,13369,3407517.35,1845.9461937,0.1380766096,3407517.35,3036.5814886,1216,155850,14302791.55,3781.9031651,0.024266302,14302791.55,6221.2307065,0.0857811999,0.0191807455
2014,12420,"Austin-Round Rock, TX",16-19,61,7070,808592.8,899.21788238,0.1271878193,808592.8,1479.2134165,308,32776,3904861.5,1976.0722406,0.0602902197,3904861.5,3250.6388358,0.2157066146,0.0397383503
2014,12420,"Austin-Round Rock, TX",20-24,84,10458,1920801.4,1385.9297962,0.1325234076,1920801.4,2279.8545148,878,106093,8951865.8,2991.9668782,0.0282013599,8951865.8,4921.7855146,0.0985738927,0.0209970008
2014,12420,"Austin-Round Rock, TX",25-54,231,25938,4953728.8,2225.6973739,0.0858083651,4953728.8,3661.27218,6528,754761,26190923.1,5117.7068204,0.0067805661,26190923.1,8418.6277196,0.0343658456,0.0048357341
2014,12540,"Bakersfield, CA",16-19,33,3610,412400.25,642.18396897,0.1778902961,412400.25,1056.392629,108,12667,1082427.35,1040.3976884,0.0821344982,1082427.35,1711.4541974,0.2849925002,0.0739757291
2014,12540,"Bakersfield, CA",20-24,72,10577,1581482.2,1257.5699583,0.1188966586,1581482.2,2068.7025814,334,45864,3774498.65,1942.8068998,0.0423601714,3774498.65,3195.9173502,0.2306166056,0.0421453631
2014,12540,"Bakersfield, CA",25-54,185,21639,2746814.65,1657.3516977,0.076590956,2746814.65,2726.3435428,1930,246715,10602793.4,3256.193084,0.0131981966,10602793.4,5356.4376231,0.0877084896,0.0108852723
2014,12580,"Baltimore-Columbia-Towson, MD",16-19,82,8808,1736549.35,1317.7819812,0.1496119416,1736549.35,2167.7513591,482,50346,4705093.1,2169.1226567,0.0430843097,4705093.1,3568.2067703,0.1749493505,0.0412331018
2014,12580,"Baltimore-Columbia-Towson, MD",20-24,137,17619,2663900.7,1632.1460413,0.0926355662,2663900.7,2684.8802379,1107,129581,12094800.45,3477.7579631,0.0268384868,12094800.45,5720.9118493,0.1359690078,0.0198310604
2014,12580,"Baltimore-Columbia-Towson, MD",25-54,479,57520,9768733.55,3125.4973284,0.0543375753,9768733.55,5141.4431053,8538,963157,29156630.9,5399.6880373,0.0056062387,29156630.9,8882.4868213,0.0597202741,0.0053096273
2014,12940,"Baton Rouge, LA",16-19,19,2488,497564.4,705.38244946,0.2835138462,497564.4,1160.3541294,117,15378,3200268.75,1788.9294983,0.1163304395,3200268.75,2942.7890248,0.1617895695,0.0688110926
2014,12940,"Baton Rouge, LA",20-24,32,4707,974575.6,987.20595622,0.2097314545,974575.6,1623.953798,307,54848,5912481.95,2431.5595716,0.0443326935,5912481.95,3999.9154952,0.0858189907,0.0289392401
2014,12940,"Baton Rouge, LA",25-54,94,14319,3756803.45,1938.2475203,0.1353619331,3756803.45,3188.4171709,1914,268351,10212379.4,3195.6813671,0.0119085875,10212379.4,5256.8958489,0.0533592198,0.0118354484
2014,13820,"Birmingham-Hoover, AL",16-19,36,4098,696584.95,834.61664853,0.2036643847,696584.95,1372.9443868,176,21043,2643957.75,1626.0251382,0.0772715458,2643957.75,2674.8113523,0.1947440954,0.0603663725
2014,13820,"Birmingham-Hoover, AL",20-24,68,10368,1930845.85,1389.5487937,0.1340228389,1930845.85,2285.8077656,407,52393,3098195.5,1760.169168,0.0335955026,3098195.5,2895.4782814,0.197889031,0.0422351816
2014,13820,"Birmingham-Hoover, AL",25-54,192,22947,4863938.9,2205.4339482,0.0961099032,4863938.9,3627.9388448,2987,358599,16694549.85,4085.8964561,0.0113940542,16694549.85,6721.2996703,0.0639906971,0.0100456329
2014,14260,"Boise City, ID",16-19,16,2114,332051.3,576.23892614,0.2725822735,332051.3,947.9130335,91,11802,1499142.75,1224.3948505,0.1037446916,1499142.75,2014.1295291,0.1791221827,0.0742732633
2014,14260,"Boise City, ID",20-24,12,1617,298042.5,545.93268816,0.3376207101,298042.5,898.05927202,212,34508,4932512.5,2220.9260456,0.064359744,4932512.5,3653.423345,0.0468586994,0.0255474408
2014,14260,"Boise City, ID",25-54,69,10729,2708206.1,1645.6628148,0.1533845479,2708206.1,2707.1153303,1499,216707,11941367.1,3455.628322,0.0159460854,11941367.1,5684.5085897,0.0495092452,0.0124243626
2014,14460,"Boston-Cambridge-Newton, MA-NH",16-19,195,21021,3103235,1761.6001249,0.0838019183,3103235,2897.8322054,1180,119044,12463686.45,3530.3946592,0.0296562167,12463686.45,5807.4992145,0.1765817681,0.0227673024
2014,14460,"Boston-Cambridge-Newton, MA-NH",20-24,227,26465,4461358.1,2112.1927232,0.0798107963,4461358.1,3474.5570297,2542,266414,29547806.65,5435.7894229,0.0204035427,29547806.65,8941.8736007,0.0993378726,0.0126085582
2014,14460,"Boston-Cambridge-Newton, MA-NH",25-54,773,91686,18901142.3,4347.5443989,0.0474177562,18901142.3,7151.7105361,15430,1710315,51667788.4,7188.0309126,0.0042027527,51667788.4,11824.310851,0.0536076688,0.0041650598
2014,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,42,5281,586366.85,765.74594351,0.1450001787,586366.85,1259.6520771,165,18786,2469894.2,1571.5897047,0.0836574952,2469894.2,2585.2650643,0.2811135952,0.0547673878
2014,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,53,5791,1123656.4,1060.0266034,0.1830472463,1123656.4,1743.7437627,380,45787,3152031.1,1775.3960403,0.0387751117,3152031.1,2920.5264863,0.1264769476,0.0372195541
2014,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,198,23024,3193704.2,1787.093786,0.0776187364,3193704.2,2939.769278,2969,319038,6859002,2618.9696447,0.0082089583,6859002,4308.2050656,0.0721669519,0.0091628023
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,47,3924,325055.65,570.13651874,0.1452947295,325055.65,937.87457333,252,24451,1427597.55,1194.8211372,0.0488659416,1427597.55,1965.4807708,0.1604842338,0.0361228711
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,50,4574,656367.9,810.16535349,0.1771240388,656367.9,1332.7220065,577,63058,3228159.5,1796.7079618,0.0284929424,3228159.5,2955.5845972,0.0725363951,0.0208596108
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,169,18174,2029901.55,1424.7461353,0.0783947472,2029901.55,2343.7073925,3217,357436,12483352.5,3533.1788095,0.0098847872,12483352.5,5812.0791417,0.050845466,0.0065046661
2014,15980,"Cape Coral-Fort Myers, FL",16-19,18,1354,123164.55,350.94807308,0.2591935547,123164.55,577.30958022,107,9371,1109049.25,1053.1140726,0.1123801166,1109049.25,1732.3726495,0.144488315,0.0555141891
2014,15980,"Cape Coral-Fort Myers, FL",20-24,21,2435,326286.15,571.21462691,0.2345850624,326286.15,939.64806127,217,28990,2088048.85,1445.0082526,0.0498450587,2088048.85,2377.0385755,0.0839944809,0.0316726878
2014,15980,"Cape Coral-Fort Myers, FL",25-54,107,11826,1424108.1,1193.3600044,0.10090986,1424108.1,1963.0772072,1688,180574,9436200.55,3071.8399291,0.0170115295,9436200.55,5053.1766834,0.065491156,0.0107157238
2014,16700,"Charleston-North Charleston, SC",16-19,31,4537,910934.75,954.42901779,0.210365664,910934.75,1570.0357343,112,14462,1950949.3,1396.7638669,0.0965816531,1950949.3,2297.6765611,0.3137187111,0.0964448106
2014,16700,"Charleston-North Charleston, SC",20-24,31,3874,659239.4,811.93558858,0.2095858515,659239.4,1335.6340432,298,38518,2920625.35,1708.9837185,0.0443684438,2920625.35,2811.2782169,0.1005763539,0.0338896804
2014,16700,"Charleston-North Charleston, SC",25-54,109,13906,2952602.7,1718.3139119,0.1235663679,2952602.7,2826.6263852,2132,253576,6505716.45,2550.6305985,0.0100586436,6505716.45,4195.7873345,0.0548395747,0.0111100642
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,127,16724,4231523.25,2057.0666615,0.1230008767,4231523.25,3383.8746582,500,58004,7120499.1,2668.426334,0.0460041779,7120499.1,4389.5613194,0.2883249431,0.0541045783
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,150,19080,3166388,1779.4347417,0.0932617789,3166388,2927.1701501,1022,121280,7194255.25,2682.2108884,0.022115855,7194255.25,4412.2369115,0.1573218997,0.0234471958
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,480,58548,10543399.9,3247.0601935,0.055459797,10543399.9,5341.4140183,7772,853634,37018918.15,6084.3173939,0.0071275481,37018918.15,10008.702113,0.0685867714,0.0062053749
