Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_fb,dy_fb,var_fb,se_fb,cv_fb,se2_fb,moe_fb,sample_nb,dy_nb,var_nb,se_nb,cv_nb,se2_nb,moe_nb,S_FB,S_NB,MOE_Sfb,MOE_Snb
28940,"Knoxville, TN",20-24, 193 ,9571.61994,506000.33924,711.33701,0.07432,506000.33924,1170.14938,,,,,,,,191.00000,9503.57317,497522.39681,705.35268,0.07422,497522.39681,1160.30515,,0.99289,,0.17155
29460,"Lakeland-Winter Haven, FL",16-19, 58 ,1959.33371,76127.01766,275.91125,0.14082,76127.01766,453.87401,6.00000,241.97655,10999.08564,104.87653,0.43342,10999.08564,172.52188,52.00000,1717.35715,71084.45507,266.61668,0.15525,71084.45507,438.58444,0.12350,0.87650,0.08327,0.09424
29460,"Lakeland-Winter Haven, FL",20-24, 144 ,6206.17287,342851.11784,585.53490,0.09435,342851.11784,963.20491,8.00000,362.17775,28141.17248,167.75331,0.46318,28141.17248,275.95419,136.00000,5843.99512,289199.07367,537.77233,0.09202,289199.07367,884.63547,0.05836,0.94164,0.04353,0.20415
29820,"Las Vegas-Henderson-Paradise, NV",16-19, 171 ,6475.77043,251456.15112,501.45404,0.07744,251456.15112,824.89189,30.00000,1235.53718,66405.28716,257.69223,0.20857,66405.28716,423.90372,141.00000,5240.23325,209524.96563,457.73897,0.08735,209524.96563,752.98061,0.19079,0.80921,0.06078,0.05381
29820,"Las Vegas-Henderson-Paradise, NV",20-24, 385 ,17044.53444,948011.90057,973.65903,0.05712,948011.90057,1601.66910,74.00000,3368.23318,252145.39621,502.14081,0.14908,252145.39621,826.02164,311.00000,13676.30126,799109.94901,893.92950,0.06536,799109.94901,1470.51403,0.19761,0.80239,0.04476,0.04193
30780,"Little Rock-North Little Rock-Conway, AR",16-19, 40 ,2207.25608,165887.68046,407.29311,0.18452,165887.68046,669.99717,,,,,,,,38.00000,2006.12665,162547.91535,403.17231,0.20097,162547.91535,663.21846,,0.90888,,0.11904
30780,"Little Rock-North Little Rock-Conway, AR",20-24, 99 ,5627.35559,450778.62430,671.40049,0.11931,450778.62430,1104.45381,7.00000,448.12523,32313.96985,179.76087,0.40114,32313.96985,295.70663,92.00000,5179.23036,453573.24873,673.47847,0.13003,453573.24873,1107.87208,0.07963,0.92037,0.05017,0.07829
31080,"Los Angeles-Long Beach-Anaheim, CA",16-19, 994 ,35546.27058,1570592.32020,1253.23275,0.03526,1570592.32020,2061.56787,226.00000,8113.95213,369287.14144,607.69000,0.07489,369287.14144,999.65006,768.00000,27432.31845,1116877.92360,1056.82445,0.03852,1116877.92360,1738.47622,0.22826,0.77174,0.02481,0.01971
31080,"Los Angeles-Long Beach-Anaheim, CA",20-24," 2,305 ",89628.86962,5196740.99820,2279.63615,0.02543,5196740.99820,3750.00147,599.00000,22157.42429,1027794.25160,1013.80188,0.04575,1027794.25160,1667.70409,1706.00000,67471.44533,4221179.79100,2054.55100,0.03045,4221179.79100,3379.73639,0.24721,0.75279,0.01547,0.02073
31140,"Louisville/Jefferson County, KY-IN",16-19, 64 ,2335.94965,117317.91555,342.51703,0.14663,117317.91555,563.44051,,,,,,,,64.00000,2335.94965,117317.91555,342.51703,0.14663,117317.91555,563.44051,,1.00000,,0.00000
31140,"Louisville/Jefferson County, KY-IN",20-24, 174 ,8211.71246,562181.26544,749.78748,0.09131,562181.26544,1233.40040,9.00000,476.09437,37482.43415,193.60381,0.40665,37482.43415,318.47826,165.00000,7735.61809,506362.64573,711.59163,0.09199,506362.64573,1170.56823,0.05798,0.94202,0.03779,0.01732
31540,"Madison, WI",16-19,,,,,,,,,,,,,,,,,,,,,,,,,
31540,"Madison, WI",20-24, 15 ,1266.17194,140239.15949,374.48519,0.29576,140239.15949,616.02814,,,,,,,,14.00000,1084.97597,112709.42032,335.72224,0.30943,112709.42032,552.26308,,0.85689,,0.12819
32580,"McAllen-Edinburg-Mission, TX",16-19, 94 ,4790.78197,270851.60780,520.43406,0.10863,270851.60780,856.11402,27.00000,1335.14323,75337.52011,274.47681,0.20558,75337.52011,451.51436,67.00000,3455.63874,214936.95119,463.61293,0.13416,214936.95119,762.64327,0.27869,0.72131,0.08001,0.09342
32580,"McAllen-Edinburg-Mission, TX",20-24, 192 ,11767.85336,849913.03710,921.90728,0.07834,849913.03710,1516.53748,72.00000,4797.22071,375068.65165,612.42849,0.12766,375068.65165,1007.44486,120.00000,6970.63265,532630.33764,729.81528,0.10470,532630.33764,1200.54613,0.40765,0.59235,0.06760,0.06768
32820,"Memphis, TN-MS-AR",16-19, 122 ,5366.99780,373270.92166,610.95902,0.11384,373270.92166,1005.02758,6.00000,299.02644,18597.43858,136.37243,0.45605,18597.43858,224.33264,116.00000,5067.97135,325157.44973,570.22579,0.11252,325157.44973,938.02142,0.05572,0.94428,0.04048,0.24863
32820,"Memphis, TN-MS-AR",20-24, 271 ,13635.11690,921282.90783,959.83483,0.07039,921282.90783,1578.92830,12.00000,469.02269,17844.02508,133.58153,0.28481,17844.02508,219.74162,259.00000,13166.09421,883127.74097,939.74876,0.07138,883127.74097,1545.88672,0.03440,0.96560,0.01562,0.01874
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19, 297 ,12884.62394,754238.70674,868.46917,0.06740,754238.70674,1428.63179,102.00000,4849.04202,289371.52684,537.93264,0.11094,289371.52684,884.89920,195.00000,8035.58193,583850.34817,764.10101,0.09509,583850.34817,1256.94616,0.37634,0.62366,0.05455,0.06881
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24, 821 ,38590.72519,3079282.11020,1754.78834,0.04547,3079282.11020,2886.62682,234.00000,11660.58340,935613.92613,967.27138,0.08295,935613.92613,1591.16142,587.00000,26930.14179,1834491.21660,1354.43391,0.05029,1834491.21660,2228.04378,0.30216,0.69784,0.03448,0.02467
33340,"Milwaukee-Waukesha-West Allis, WI",16-19, 50 ,2871.99884,225165.50661,474.51608,0.16522,225165.50661,780.57895,,,,,,,,48.00000,2742.91771,222861.67527,472.08228,0.17211,222861.67527,776.57534,,0.95506,,0.07573
33340,"Milwaukee-Waukesha-West Allis, WI",20-24, 147 ,10107.93190,917383.11748,957.80119,0.09476,917383.11748,1575.58296,8.00000,716.05899,87784.43013,296.28437,0.41377,87784.43013,487.38779,139.00000,9391.87291,755393.28143,869.13364,0.09254,755393.28143,1429.72484,0.07084,0.92916,0.04694,0.20244
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19, 60 ,3535.72559,180818.35071,425.22741,0.12027,180818.35071,699.49909,9.00000,663.11482,46503.23206,215.64608,0.32520,46503.23206,354.73780,51.00000,2872.61077,127795.68188,357.48522,0.12445,127795.68188,588.06319,0.18755,0.81245,0.09322,0.04275
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24, 212 ,16271.81979,1548147.22590,1244.24565,0.07647,1548147.22590,2046.78409,45.00000,4129.08452,264689.07441,514.47942,0.12460,264689.07441,846.31865,167.00000,12142.73528,1243331.22030,1115.04763,0.09183,1243331.22030,1834.25335,0.25376,0.74624,0.04106,0.06242
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19, 106 ,4290.33398,193387.62315,439.75860,0.10250,193387.62315,723.40289,9.00000,497.42038,34601.17326,186.01391,0.37396,34601.17326,305.99288,97.00000,3792.91360,194378.50725,440.88378,0.11624,194378.50725,725.25382,0.11594,0.88406,0.06859,0.07972
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24, 288 ,12743.04100,566428.11271,752.61419,0.05906,566428.11271,1238.05034,29.00000,1555.43684,89706.53598,299.51049,0.19256,89706.53598,492.69476,259.00000,11187.60416,485344.21083,696.66650,0.06227,485344.21083,1146.01639,0.12206,0.87794,0.03680,0.02850
35300,"New Haven-Milford, CT",16-19, 33 ,1423.99214,91307.62976,302.17152,0.21220,91307.62976,497.07216,,,,,,,,29.00000,1198.33915,74388.35154,272.74228,0.22760,74388.35154,448.66105,,0.84153,,0.11393
35300,"New Haven-Milford, CT",20-24, 93 ,5223.85924,432533.76417,657.67299,0.12590,432533.76417,1081.87207,8.00000,463.50110,38133.24369,195.27735,0.42131,38133.24369,321.23124,85.00000,4760.35814,413642.90127,643.15076,0.13511,413642.90127,1057.98300,0.08873,0.91127,0.05868,0.07349
35380,"New Orleans-Metairie, LA",16-19, 79 ,2931.97996,130478.85248,361.21857,0.12320,130478.85248,594.20454,,,,,,,,77.00000,2870.97679,129346.80014,359.64816,0.12527,129346.80014,591.62123,,0.97919,,0.03654
35380,"New Orleans-Metairie, LA",20-24, 221 ,10045.55392,567443.73681,753.28861,0.07499,567443.73681,1239.15977,13.00000,1053.58538,114929.48650,339.01252,0.32177,114929.48650,557.67559,208.00000,8991.96853,494536.79776,703.23310,0.07821,494536.79776,1156.81846,0.10488,0.89512,0.05399,0.03270
35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19, 875 ,37894.40916,2106586.49950,1451.40845,0.03830,2106586.49950,2387.56691,204.00000,9507.77063,525488.61641,724.90594,0.07624,525488.61641,1192.47027,671.00000,28386.63853,1509394.87590,1228.57433,0.04328,1509394.87590,2021.00477,0.25090,0.74910,0.02721,0.02483
35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24," 2,307 ",113090.44242,7934686.94350,2816.85764,0.02491,7934686.94350,4633.73081,600.00000,29989.22116,2004572.43940,1415.82924,0.04721,2004572.43940,2329.03910,1707.00000,83101.22126,5805804.61920,2409.52373,0.02900,5805804.61920,3963.66654,0.26518,0.73482,0.01750,0.01794
35840,"North Port-Sarasota-Bradenton, FL",16-19, 35 ,1582.33309,78364.54297,279.93668,0.17691,78364.54297,460.49583,,,,,,,,31.00000,1428.77380,87264.22743,295.40519,0.20675,87264.22743,485.94154,,0.90295,,0.15893
35840,"North Port-Sarasota-Bradenton, FL",20-24, 67 ,3153.03862,330472.06332,574.86700,0.18232,330472.06332,945.65621,13.00000,623.65901,50437.60212,224.58317,0.36011,50437.60212,369.43932,54.00000,2529.37961,277163.57694,526.46327,0.20814,277163.57694,866.03208,0.19780,0.80220,0.10104,0.13249
36260,"Ogden-Clearfield, UT",16-19, 27 ,1155.26720,67704.78673,260.20143,0.22523,67704.78673,428.03136,,,,,,,,24.00000,999.04874,47126.93054,217.08738,0.21729,47126.93054,357.10874,,0.86478,,0.44521
36260,"Ogden-Clearfield, UT",20-24, 47 ,2166.16598,138878.27857,372.66376,0.17204,138878.27857,613.03189,,,,,,,,46.00000,2150.29228,140226.23996,374.46794,0.17415,140226.23996,615.99977,,0.99267,,0.04412
36420,"Oklahoma City, OK",16-19, 83 ,4072.34820,313922.27406,560.28767,0.13758,313922.27406,921.67322,9.00000,388.88885,13393.55503,115.73053,0.29759,13393.55503,190.37672,74.00000,3683.45935,300557.54046,548.23128,0.14884,300557.54046,901.84046,0.09549,0.90451,0.04145,0.08447
36420,"Oklahoma City, OK",20-24, 148 ,8482.29079,794559.32302,891.38057,0.10509,794559.32302,1466.32104,17.00000,765.58911,36043.34679,189.85085,0.24798,36043.34679,312.30465,131.00000,7716.70168,730199.22139,854.51695,0.11074,730199.22139,1405.68039,0.09026,0.90974,0.03335,0.05225
36540,"Omaha-Council Bluffs, NE-IA",16-19, 28 ,1357.03586,86025.46213,293.30098,0.21613,86025.46213,482.48010,,,,,,,,24.00000,1241.25318,75436.36485,274.65681,0.22127,75436.36485,451.81046,,0.91468,,0.07135
36540,"Omaha-Council Bluffs, NE-IA",20-24, 84 ,4301.51900,293523.44687,541.77804,0.12595,293523.44687,891.22488,11.00000,1004.96511,109571.22176,331.01544,0.32938,109571.22176,544.52040,73.00000,3296.55390,212942.21784,461.45663,0.13998,212942.21784,759.09615,0.23363,0.76637,0.11697,0.07701
36740,"Orlando-Kissimmee-Sanford, FL",16-19, 119 ,5132.20366,339300.23215,582.49483,0.11350,339300.23215,958.20400,16.00000,800.35862,49865.01229,223.30475,0.27901,49865.01229,367.33632,103.00000,4331.84504,311249.14357,557.89707,0.12879,311249.14357,917.74068,0.15595,0.84405,0.06538,0.08451
36740,"Orlando-Kissimmee-Sanford, FL",20-24, 245 ,14461.93813,1310260.55150,1144.66613,0.07915,1310260.55150,1882.97579,43.00000,2507.65192,219631.06899,468.64813,0.18689,219631.06899,770.92617,202.00000,11954.28621,1069496.68490,1034.16473,0.08651,1069496.68490,1701.20098,0.17340,0.82660,0.04829,0.04748
37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19, 35 ,1330.88348,67120.53099,259.07630,0.19466,67120.53099,426.18052,10.00000,447.67497,30321.36662,174.13032,0.38897,30321.36662,286.44437,25.00000,883.20851,40033.51148,200.08376,0.22654,40033.51148,329.13779,0.33637,0.66363,0.18634,0.12650
37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24, 107 ,4539.35979,310639.14541,557.35011,0.12278,310639.14541,916.84093,40.00000,1480.87820,115340.05515,339.61751,0.22934,115340.05515,558.67081,67.00000,3058.48159,223036.42318,472.26732,0.15441,223036.42318,776.87974,0.32623,0.67377,0.10395,0.10378
37340,"Palm Bay-Melbourne-Titusville, FL",16-19, 26 ,1198.35007,105682.39812,325.08829,0.27128,105682.39812,534.77024,,,,,,,,24.00000,1168.07372,104401.62815,323.11241,0.27662,104401.62815,531.51991,,0.97473,,0.08673
37340,"Palm Bay-Melbourne-Titusville, FL",20-24, 57 ,3517.95623,291775.61278,540.16258,0.15354,291775.61278,888.56744,6.00000,276.08382,15535.55089,124.64169,0.45146,15535.55089,205.03558,51.00000,3241.87241,275760.18351,525.12873,0.16198,275760.18351,863.83676,0.07848,0.92152,0.05481,0.07822
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",16-19, 219 ,13101.80745,987245.89007,993.60248,0.07584,987245.89007,1634.47608,20.00000,1488.02401,124561.59093,352.93284,0.23718,124561.59093,580.57453,199.00000,11613.78343,903757.42149,950.66157,0.08186,903757.42149,1563.83828,0.11357,0.88643,0.04199,0.04492
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20-24, 637 ,40642.03153,3936121.49110,1983.96610,0.04882,3936121.49110,3263.62424,55.00000,3315.99465,331994.15206,576.18934,0.17376,331994.15206,947.83146,582.00000,37326.03688,3289624.30450,1813.73215,0.04859,3289624.30450,2983.58938,0.08159,0.91841,0.02238,0.10406
38060,"Phoenix-Mesa-Scottsdale, AZ",16-19, 306 ,12577.33209,745934.45695,863.67497,0.06867,745934.45695,1420.74533,45.00000,1852.22601,85294.45497,292.05214,0.15768,85294.45497,480.42578,261.00000,10725.10608,721931.68219,849.66563,0.07922,721931.68219,1397.69996,0.14727,0.85273,0.03439,0.05542
38060,"Phoenix-Mesa-Scottsdale, AZ",20-24, 817 ,39128.95468,2135792.77610,1461.43518,0.03735,2135792.77610,2404.06087,182.00000,8836.00683,521108.62185,721.87854,0.08170,521108.62185,1187.49019,635.00000,30292.94786,1973803.83040,1404.92129,0.04638,1973803.83040,2311.09552,0.22582,0.77418,0.02699,0.03501
38300,"Pittsburgh, PA",16-19, 78 ,2871.86091,175073.77367,418.41818,0.14570,175073.77367,688.29791,,,,,,,,77.00000,2850.22408,174497.68615,417.72920,0.14656,174497.68615,687.16454,,0.99247,,0.02595
38300,"Pittsburgh, PA",20-24, 264 ,10997.60584,490927.89606,700.66247,0.06371,490927.89606,1152.58976,5.00000,184.34020,11628.39528,107.83504,0.58498,11628.39528,177.38864,259.00000,10813.26564,500133.32028,707.20105,0.06540,500133.32028,1163.34572,0.01676,0.98324,0.01603,0.02390
38900,"Portland-Vancouver-Hillsboro, OR-WA",16-19, 119 ,5497.56392,444210.82039,666.49143,0.12123,444210.82039,1096.37840,19.00000,1167.08453,104371.60568,323.06595,0.27681,104371.60568,531.44348,100.00000,4330.47939,272813.02133,522.31506,0.12061,272813.02133,859.20827,0.21229,0.78771,0.08690,0.22159
38900,"Portland-Vancouver-Hillsboro, OR-WA",20-24, 307 ,15428.66829,994112.91911,997.05211,0.06462,994112.91911,1640.15073,39.00000,2092.64868,111288.89964,333.59991,0.15942,111288.89964,548.77185,268.00000,13336.01961,889232.38950,942.99119,0.07071,889232.38950,1551.22051,0.13563,0.86437,0.03251,0.04081
39300,"Providence-Warwick, RI-MA",16-19, 87 ,3853.94295,264398.64908,514.19709,0.13342,264398.64908,845.85422,7.00000,347.93158,19462.53775,139.50820,0.40096,19462.53775,229.49099,80.00000,3506.01137,254869.50642,504.84602,0.14399,254869.50642,830.47171,0.09028,0.90972,0.05615,0.08105
39300,"Providence-Warwick, RI-MA",20-24, 228 ,10197.16387,459686.63350,678.00194,0.06649,459686.63350,1115.31319,29.00000,1721.25552,109092.73734,330.29190,0.19189,109092.73734,543.33017,199.00000,8475.90835,370365.90421,608.57695,0.07180,370365.90421,1001.10908,0.16880,0.83120,0.04998,0.03706
39340,"Provo-Orem, UT",16-19, 24 ,835.48095,62180.75689,249.36070,0.29846,62180.75689,410.19835,5.00000,125.42651,5253.12066,72.47842,0.57786,5253.12066,119.22699,19.00000,710.05444,59003.97756,242.90734,0.34210,59003.97756,399.58258,0.15012,0.84988,0.12220,0.23373
39340,"Provo-Orem, UT",20-24, 59 ,2935.72066,249238.53788,499.23796,0.17006,249238.53788,821.24644,,,,,,,,57.00000,2854.99934,257117.27872,507.06733,0.17761,257117.27872,834.12576,,0.97250,,0.08196
39580,"Raleigh, NC",16-19, 47 ,2008.77115,156278.93145,395.32130,0.19680,156278.93145,650.30354,,,,,,,,43.00000,1853.89858,150571.86145,388.03590,0.20931,150571.86145,638.31906,,0.92290,,0.10821
39580,"Raleigh, NC",20-24, 120 ,6187.12408,504678.08171,710.40698,0.11482,504678.08171,1168.61949,20.00000,1392.31225,96162.64027,310.10102,0.22272,96162.64027,510.11617,100.00000,4794.81183,403389.90165,635.12983,0.13246,403389.90165,1044.78857,0.22503,0.77497,0.07065,0.08420
40060,"Richmond, VA",16-19, 57 ,2529.73313,117699.92340,343.07422,0.13562,117699.92340,564.35710,,,,,,,,53.00000,2367.16673,105968.13492,325.52747,0.13752,105968.13492,535.49269,,0.93574,,0.03508
40060,"Richmond, VA",20-24, 160 ,7597.49802,476453.38875,690.25603,0.09085,476453.38875,1135.47117,11.00000,359.37583,19466.46027,139.52226,0.38823,19466.46027,229.51411,149.00000,7238.12220,434554.86793,659.20776,0.09107,434554.86793,1084.39676,0.04730,0.95270,0.02937,0.00995
40140,"Riverside-San Bernardino-Ontario, CA",16-19, 383 ,15898.95333,855216.87826,924.77937,0.05817,855216.87826,1521.26206,56.00000,2116.98319,102121.30785,319.56425,0.15095,102121.30785,525.68319,327.00000,13781.97014,746101.64607,863.77176,0.06267,746101.64607,1420.90454,0.13315,0.86685,0.03051,0.03328
40140,"Riverside-San Bernardino-Ontario, CA",20-24, 961 ,43857.98754,1994030.24360,1412.10136,0.03220,1994030.24360,2322.90673,130.00000,5114.42334,273089.22232,522.57939,0.10218,273089.22232,859.64310,831.00000,38743.56421,1890792.85370,1375.06104,0.03549,1890792.85370,2261.97540,0.11661,0.88339,0.01860,0.02170
40380,"Rochester, NY",16-19, 71 ,2180.34230,77163.48806,277.78317,0.12740,77163.48806,456.95331,,,,,,,,68.00000,2083.09021,73484.20899,271.07971,0.13013,73484.20899,445.92612,,0.95540,,0.04167
40380,"Rochester, NY",20-24, 170 ,6916.87794,316596.06248,562.66870,0.08135,316596.06248,925.59001,9.00000,545.76631,43382.46834,208.28458,0.38164,43382.46834,342.62814,161.00000,6371.11163,239898.93253,489.79479,0.07688,239898.93253,805.71242,0.07890,0.92110,0.04840,0.16959
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19, 129 ,4855.79133,237961.54104,487.81302,0.10046,237961.54104,802.45242,19.00000,657.42097,34681.90599,186.23079,0.28327,34681.90599,306.34964,110.00000,4198.37036,192671.81346,438.94398,0.10455,192671.81346,722.06284,0.13539,0.86461,0.05899,0.04119
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24, 347 ,17332.29775,1060827.99820,1029.96505,0.05942,1060827.99820,1694.29250,48.00000,2138.54148,129536.80543,359.91222,0.16830,129536.80543,592.05560,299.00000,15193.75626,1019171.45490,1009.54022,0.06644,1019171.45490,1660.69366,0.12338,0.87662,0.03196,0.04286
41180,"St. Louis, MO-IL",16-19, 139 ,5772.69479,349251.25301,590.97483,0.10237,349251.25301,972.15360,,,,,,,,137.00000,5634.17320,336735.12851,580.28883,0.10299,336735.12851,954.57513,,0.97600,,0.01812
41180,"St. Louis, MO-IL",20-24, 392 ,19465.23344,1566526.63130,1251.60962,0.06430,1566526.63130,2058.89782,15.00000,980.39713,84276.25420,290.30373,0.29611,84276.25420,477.54963,377.00000,18484.83631,1514318.57110,1230.57652,0.06657,1514318.57110,2024.29838,0.05037,0.94963,0.02395,0.02694
41620,"Salt Lake City, UT",16-19, 52 ,2240.30460,119134.16851,345.15818,0.15407,119134.16851,567.78520,12.00000,552.37445,49349.38850,222.14722,0.40217,49349.38850,365.43218,40.00000,1687.93015,101358.04027,318.36778,0.18861,101358.04027,523.71499,0.24656,0.75344,0.15067,0.13485
41620,"Salt Lake City, UT",20-24, 122 ,7043.07796,545950.53431,738.88466,0.10491,545950.53431,1215.46526,20.00000,1259.41702,113729.57689,337.23816,0.26777,113729.57689,554.75677,102.00000,5783.66094,521660.05097,722.26038,0.12488,521660.05097,1188.11832,0.17882,0.82118,0.07247,0.09151
41700,"San Antonio-New Braunfels, TX",16-19, 170 ,6753.48976,421041.95457,648.87746,0.09608,421041.95457,1067.40342,10.00000,299.51900,9136.17776,95.58336,0.31912,9136.17776,157.23462,160.00000,6453.97076,428635.59032,654.70267,0.10144,428635.59032,1076.98590,0.04435,0.95565,0.02220,0.05116
41700,"San Antonio-New Braunfels, TX",20-24, 422 ,17920.35301,1192288.81530,1091.91978,0.06093,1192288.81530,1796.20805,49.00000,2136.65864,161426.70752,401.77943,0.18804,161426.70752,660.92716,373.00000,15783.69437,980605.89498,990.25547,0.06274,980605.89498,1628.97025,0.11923,0.88077,0.03489,0.02166
41740,"San Diego-Carlsbad, CA",16-19, 161 ,6675.64676,341283.92599,584.19511,0.08751,341283.92599,961.00096,34.00000,1475.50841,83706.87301,289.32140,0.19608,83706.87301,475.93370,127.00000,5200.13836,301087.91152,548.71478,0.10552,301087.91152,902.63582,0.22103,0.77897,0.06380,0.07555
41740,"San Diego-Carlsbad, CA",20-24, 406 ,19274.07124,1110729.94950,1053.91174,0.05468,1110729.94950,1733.68481,85.00000,4461.19190,329888.21613,574.35896,0.12875,329888.21613,944.82049,321.00000,14812.87934,838385.71764,915.63405,0.06181,838385.71764,1506.21802,0.23146,0.76854,0.04438,0.03644
41860,"San Francisco-Oakland-Hayward, CA",16-19, 138 ,5271.93724,259308.27925,509.22321,0.09659,259308.27925,837.67218,29.00000,764.25651,25140.01219,158.55602,0.20746,25140.01219,260.82466,109.00000,4507.68074,223511.59405,472.77013,0.10488,223511.59405,777.70686,0.14497,0.85503,0.04378,0.05748
41860,"San Francisco-Oakland-Hayward, CA",20-24, 386 ,18257.38867,1068825.70210,1033.84027,0.05663,1068825.70210,1700.66724,109.00000,5112.70044,240829.47937,490.74380,0.09599,240829.47937,807.27355,277.00000,13144.68824,755389.40457,869.13141,0.06612,755389.40457,1429.72117,0.28003,0.71997,0.03570,0.04043
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19, 51 ,1903.07559,83762.63484,289.41775,0.15208,83762.63484,476.09220,11.00000,301.52303,10951.32053,104.64856,0.34707,10951.32053,172.14688,40.00000,1601.55255,70449.58203,265.42340,0.16573,70449.58203,436.62150,0.15844,0.84156,0.08131,0.09118
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24, 105 ,4027.70339,212655.66721,461.14604,0.11449,212655.66721,758.58523,31.00000,1280.39700,60923.01550,246.82588,0.19277,60923.01550,406.02857,74.00000,2747.30639,182033.31527,426.65362,0.15530,182033.31527,701.84521,0.31790,0.68210,0.08110,0.11773
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19, 28 ,892.27170,55357.46685,235.28168,0.26369,55357.46685,387.03836,,,,,,,,25.00000,757.29411,47699.96397,218.40321,0.28840,47699.96397,359.27329,,0.84873,,0.16307
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24, 81 ,3374.26766,197768.76079,444.71200,0.13180,197768.76079,731.55124,7.00000,442.88389,41847.58607,204.56683,0.46190,41847.58607,336.51243,74.00000,2931.38377,188408.11897,434.06004,0.14807,188408.11897,714.02877,0.13125,0.86875,0.09558,0.09646
42660,"Seattle-Tacoma-Bellevue, WA",16-19, 139 ,5826.25099,346323.78896,588.49281,0.10101,346323.78896,968.07067,22.00000,1174.44095,100452.20641,316.94196,0.26987,100452.20641,521.36953,117.00000,4651.81004,300243.70888,547.94499,0.11779,300243.70888,901.36950,0.20158,0.79842,0.08298,0.07959
42660,"Seattle-Tacoma-Bellevue, WA",20-24, 343 ,15957.82071,1457826.30060,1207.40478,0.07566,1457826.30060,1986.18086,66.00000,3458.46660,227287.44438,476.74673,0.13785,227287.44438,784.24837,277.00000,12499.35411,1116156.00680,1056.48285,0.08452,1116156.00680,1737.91428,0.21673,0.78327,0.04108,0.04854
44060,"Spokane-Spokane Valley, WA",16-19, 42 ,1329.67192,102709.83365,320.48375,0.24102,102709.83365,527.19577,,,,,,,,41.00000,1310.81089,102971.15254,320.89118,0.24480,102971.15254,527.86600,,0.98582,,0.06948
44060,"Spokane-Spokane Valley, WA",20-24, 116 ,4056.34169,193068.49453,439.39560,0.10832,193068.49453,722.80576,,,,,,,,112.00000,3966.30930,191775.96734,437.92233,0.11041,191775.96734,720.38223,,0.97780,,0.03437
44140,"Springfield, MA",16-19, 55 ,2373.44930,151441.05345,389.15428,0.16396,151441.05345,640.15879,5.00000,143.30830,7930.86222,89.05539,0.62143,7930.86222,146.49611,50.00000,2230.14101,133003.90552,364.69701,0.16353,133003.90552,599.92657,0.06038,0.93962,0.05954,0.35794
44140,"Springfield, MA",20-24, 104 ,5352.61053,345475.32793,587.77149,0.10981,345475.32793,966.88411,9.00000,392.37191,18605.97847,136.40373,0.34764,18605.97847,224.38414,95.00000,4960.23862,339437.25799,582.61244,0.11746,339437.25799,958.39747,0.07330,0.92670,0.03977,0.06355
44700,"Stockton-Lodi, CA",16-19, 82 ,2928.85608,152081.15195,389.97584,0.13315,152081.15195,641.51025,15.00000,418.71894,17743.87963,133.20615,0.31813,17743.87963,219.12412,67.00000,2510.13714,146703.44771,383.01886,0.15259,146703.44771,630.06603,0.14296,0.85704,0.06795,0.10507
44700,"Stockton-Lodi, CA",20-24, 176 ,7036.27272,450796.02137,671.41345,0.09542,450796.02137,1104.47513,30.00000,1295.87760,71518.88606,267.43015,0.20637,71518.88606,439.92260,146.00000,5740.39511,341314.49745,584.22127,0.10177,341314.49745,961.04400,0.18417,0.81583,0.05544,0.04750
45060,"Syracuse, NY",16-19, 46 ,1210.84885,64354.70457,253.68229,0.20951,64354.70457,417.30737,,,,,,,,42.00000,1122.30455,61449.71690,247.89053,0.22088,61449.71690,407.77993,,0.92687,,0.10665
45060,"Syracuse, NY",20-24, 137 ,4573.81795,215815.04427,464.55898,0.10157,215815.04427,764.19952,12.00000,297.69217,11761.30935,108.44957,0.36430,11761.30935,178.39954,125.00000,4276.12578,229968.72010,479.55054,0.11215,229968.72010,788.86064,0.06509,0.93491,0.03746,0.07312
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19, 207 ,8390.55686,459634.22376,677.96329,0.08080,459634.22376,1115.24961,17.00000,670.32931,45502.31001,213.31270,0.31822,45502.31001,350.89940,190.00000,7720.22755,423696.88463,650.92003,0.08431,423696.88463,1070.76345,0.07989,0.92011,0.04045,0.03645
