YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,SEX,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,sex_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2008,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,Female,51,4956,458745.35,677.30742651,0.1366641296,458745.35,1114.1707166,Female,140,14585,1802475.2,1342.5629222,0.0920509374,1802475.2,2208.516007,0.3398011656,0.0564637612
2008,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,Male,88,11430,2124939.45,1457.7172051,0.1275343137,2124939.45,2397.9448024,Male,131,17807,2880174.9,1697.1078045,0.0953056553,2880174.9,2791.7423384,0.6418824058,0.0894826901
2008,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,Female,111,11952,1258415.4,1121.791157,0.0938580285,1258415.4,1845.3464533,Female,160,18004,2063536.6,1436.5015141,0.079787909,2063536.6,2363.0449907,0.6638524772,0.0539782362
2008,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,Male,897,87492,3978633.35,1994.651185,0.0227980979,3978633.35,3281.2011994,Male,1066,104761,3394702.2,1842.4717637,0.0175873824,3394702.2,3030.8660513,0.8351581218,0.0199294779
2008,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,Female,847,80403,4720174.5,2172.5962579,0.0270213333,4720174.5,3573.9208443,Female,1153,110491,2859744.1,1691.0777924,0.015305118,2859744.1,2781.8229685,0.727688228,0.0266569742
2009,0,_US total,16-19,Male,23532,2437949,269284572.45,16409.892518,0.0067310237,269284572.45,26994.273192,Male,84340,8792306,552340269.45,23501.920548,0.0026730099,552340269.45,38660.659302,0.2772820919,0.0028177442
2009,0,_US total,16-19,Female,25824,2672165,325280476.6,18035.533721,0.0067494087,325280476.6,29668.452971,Female,80767,8471591,486307041.35,22052.370425,0.0026030967,486307041.35,36276.149349,0.3154265828,0.0032311652
2009,0,_US total,20-24,Male,53010,6695531,761656873.8,27598.131709,0.0041218735,761656873.8,45398.92666,Male,82087,10458871,478552650.4,21875.846278,0.0020916069,478552650.4,35985.767128,0.6401772237,0.0037403317
2009,0,_US total,20-24,Female,54305,6502573,394054195.65,19850.798363,0.0030527606,394054195.65,32654.563307,Female,84993,10314589,425321550.05,20623.325388,0.0019994326,425321550.05,33925.370263,0.6304248284,0.0023923295
2009,0,_US total,25-54,Male,465277,50457944,1974480930.5,44435.131715,0.000880637,1974480930.5,73095.791671,Male,560547,61671216,651025175.6,25515.194994,0.0004137294,651025175.6,41972.495766,0.8181765704,0.0010463019
2009,0,_US total,25-54,Female,438579,45161689,2406276152.5,49053.808746,0.0010861819,2406276152.5,80693.515387,Female,609646,63400242,533555076.3,23098.811145,0.0003643332,533555076.3,37997.544333,0.7123267605,0.0011990281
2009,10420,"Akron, OH",16-19,Male,63,6170,559993.85,748.3273682,0.1212848247,559993.85,1230.9985207,Male,199,19737,541383.9,735.787945,0.0372796243,541383.9,1210.3711695,0.3126108324,0.0593507105
2009,10420,"Akron, OH",16-19,Female,75,8232,954811.35,977.14448778,0.1187007395,954811.35,1607.4026824,Female,187,21061,824315.9,907.91844347,0.0431089902,824315.9,1493.5258395,0.3908646313,0.071110182
2009,10420,"Akron, OH",20-24,Male,121,13695,1324930.15,1151.056102,0.0840493685,1324930.15,1893.4872878,Male,189,23416,397807.85,630.72010433,0.0269354332,397807.85,1037.5345716,0.5848565084,0.0765981053
2009,10420,"Akron, OH",20-24,Female,141,18348,1107133,1052.2038776,0.0573470611,1107133,1730.8753786,Female,200,27350,624485.9,790.24420276,0.0288937551,624485.9,1299.9517135,0.6708592322,0.0546663528
2009,10420,"Akron, OH",25-54,Male,1032,113807,4357334.35,2087.4228968,0.0183417795,4357334.35,3433.8106652,Male,1245,140114,1249461.15,1117.7929817,0.0079777394,1249461.15,1838.7694549,0.8122457428,0.0220676893
2009,10420,"Akron, OH",25-54,Female,990,104941,3547601.4,1883.5077382,0.0179482541,3547601.4,3098.3702294,Female,1351,144326,430864.55,656.40273461,0.004548056,430864.55,1079.7824984,0.7271108463,0.0207671921
2009,10580,"Albany-Schenectady-Troy, NY",16-19,Male,67,7313,471537.1,686.68559035,0.0938993013,471537.1,1129.5977961,Male,268,27682,1232125.8,1110.0116216,0.0400986786,1232125.8,1825.9691175,0.2641788888,0.0368983366
2009,10580,"Albany-Schenectady-Troy, NY",16-19,Female,83,11279,1457634.05,1207.3251633,0.1070418622,1457634.05,1986.0498937,Female,224,26263,1150943.2,1072.8202086,0.0408491112,1150943.2,1764.7892432,0.4294635038,0.0698985576
2009,10580,"Albany-Schenectady-Troy, NY",20-24,Male,141,18705,2358010.45,1535.5814697,0.0820947057,2358010.45,2526.0315176,Male,224,31613,639606.3,799.75389965,0.0252982602,639606.3,1315.5951649,0.5916869642,0.0760162428
2009,10580,"Albany-Schenectady-Troy, NY",20-24,Female,175,23854,1691789.2,1300.6879718,0.0545270383,1691789.2,2139.6317136,Female,243,32728,1130063.6,1063.0444958,0.0324811933,1130063.6,1748.7081956,0.7288560254,0.0525111097
2009,10580,"Albany-Schenectady-Troy, NY",25-54,Male,1374,135928,8970462.65,2995.0730625,0.0220342612,8970462.65,4926.8951879,Male,1599,160134,9106698.85,3017.7307451,0.0188450344,9106698.85,4964.1670757,0.8488390973,0.015943574
2009,10580,"Albany-Schenectady-Troy, NY",25-54,Female,1324,130109,5084985.4,2254.9912195,0.0173315545,5084985.4,3709.4605561,Female,1710,169053,779928.65,883.13569173,0.0052240167,779928.65,1452.7582129,0.769634375,0.020922096
2009,10740,"Albuquerque, NM",16-19,Male,55,5869,626511.05,791.52451004,0.134865311,626511.05,1302.057819,Male,182,20426,1349587,1161.7172634,0.0568744376,1349587,1911.0248982,0.2873298737,0.057799576
2009,10740,"Albuquerque, NM",16-19,Female,60,6678,896947.2,947.07296445,0.1418198509,896947.2,1557.9350265,Female,209,23240,1357778.65,1165.2375938,0.0501393113,1357778.65,1916.8158418,0.2873493976,0.0627074581
2009,10740,"Albuquerque, NM",20-24,Male,153,20196,1437185.45,1198.8266972,0.0593596107,1437185.45,1972.0699169,Male,235,30534,788577,888.01858089,0.029082943,788577,1460.7905656,0.6614266064,0.0563030909
2009,10740,"Albuquerque, NM",20-24,Female,151,20435,2434597.75,1560.3197589,0.076355261,2434597.75,2566.7260034,Female,220,29950,1677020.1,1294.9981081,0.0432386681,1677020.1,2130.2718878,0.6823038397,0.0706351887
2009,10740,"Albuquerque, NM",25-54,Male,1150,139820,7015730.5,2648.7224279,0.0189438022,7015730.5,4357.1483939,Male,1422,174601,1556908.15,1247.7612552,0.007146358,1556908.15,2052.5672648,0.8007972463,0.0231111104
2009,10740,"Albuquerque, NM",25-54,Female,1155,128843,4272490.25,2067.0003024,0.0160427831,4272490.25,3400.2154974,Female,1545,175103,1039141.3,1019.3828035,0.0058216182,1039141.3,1676.8847117,0.735812636,0.0180947312
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,Male,64,6716,636159.65,797.59616975,0.118760597,636159.65,1312.0456992,Male,211,22421,1262967.6,1123.8183127,0.0501234696,1262967.6,1848.6811244,0.2995406093,0.0530512352
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,Female,57,6753,887297.3,941.96459594,0.1394883157,887297.3,1549.5317603,Female,162,18529,1531570.05,1237.56618,0.0667907701,1531570.05,2035.7963662,0.3644557181,0.0734172552
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,Male,117,15190,1098802,1048.2375685,0.0690083982,1098802,1724.3508002,Male,175,22833,525603.7,724.9853102,0.031751645,525603.7,1192.6008353,0.6652651864,0.0670513265
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,Female,112,18553,1592942.15,1262.1181205,0.0680277109,1592942.15,2076.1843082,Female,169,26643,977762.2,988.81858801,0.0371136354,977762.2,1626.6065773,0.6963555155,0.0653073138
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,Male,1181,137604,5280761.55,2297.9907637,0.0167000288,5280761.55,3780.1948063,Male,1387,166653,1383343.05,1176.1560483,0.007057515,1383343.05,1934.7766995,0.8256917067,0.0205579464
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,Female,1092,126529,4692928.35,2166.3167705,0.0171211088,4692928.35,3563.5910874,Female,1469,169294,1094493.05,1046.1802187,0.0061796651,1094493.05,1720.9664598,0.7473921108,0.0196307503
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,Male,278,29728,2452095.7,1565.916888,0.0526748146,2452095.7,2575.9332807,Male,1335,148636,9532090.55,3087.4083873,0.0207716057,9532090.55,5078.7867971,0.2000053823,0.0159261237
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,Female,338,37423,4104499.35,2025.9564038,0.0541366647,4104499.35,3332.6982842,Female,1259,145823,6284003.75,2506.791525,0.0171906457,6284003.75,4123.6720587,0.2566330414,0.0216715624
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,Male,798,107829,13226762.05,3636.861566,0.0337280469,13226762.05,5982.637276,Male,1254,171390,6194498.15,2488.8748763,0.0145217042,6194498.15,4094.1991716,0.6291440574,0.0315054637
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,Female,729,95792,7518253.65,2741.9434075,0.028623929,7518253.65,4510.4969054,Female,1213,161778,4139632.5,2034.6086847,0.0125765474,4139632.5,3346.9312864,0.5921200658,0.0250454529
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,Male,8459,976891,29805207.85,5459.4146069,0.0055885607,29805207.85,8980.7370283,Male,9964,1184241,9358051.85,3059.0933052,0.0025831679,9358051.85,5032.2084871,0.8249089501,0.006724802
2009,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,Female,8149,878160,44329019.45,6658.0041642,0.0075817666,44329019.45,10952.41685,Female,11291,1222070,3734850.15,1932.5760399,0.0015813955,3734850.15,3179.0875856,0.7185840418,0.0087650664
2009,12260,"Augusta-Richmond County, GA-SC",16-19,Male,34,3065,283070.3,532.04351326,0.1735867906,283070.3,875.21157931,Male,122,12205,725616,851.83096915,0.0697936066,725616,1401.2619442,0.2511265875,0.0656577223
2009,12260,"Augusta-Richmond County, GA-SC",16-19,Female,27,3678,496735.85,704.79489924,0.1916244968,496735.85,1159.3876093,Female,116,14944,1339599.05,1157.4104933,0.0774498456,1339599.05,1903.9402615,0.2461188437,0.0709629659
2009,12260,"Augusta-Richmond County, GA-SC",20-24,Male,74,10549,1223306.5,1106.0318712,0.1048470823,1223306.5,1819.422428,Male,119,17127,996672.5,998.33486366,0.0582901187,996672.5,1642.2608507,0.6159280668,0.0883008175
2009,12260,"Augusta-Richmond County, GA-SC",20-24,Female,84,10298,922230.35,960.32825117,0.0932538601,922230.35,1579.7399732,Female,130,16658,552238.7,743.12764718,0.0446108565,552238.7,1222.4449796,0.6182014648,0.0832784609
2009,12260,"Augusta-Richmond County, GA-SC",25-54,Male,657,67174,6567333.75,2562.6809692,0.0381498938,6567333.75,4215.6101944,Male,783,83161,6913087.25,2629.2750427,0.0316166838,6913087.25,4325.1574452,0.8077584445,0.028368373
2009,12260,"Augusta-Richmond County, GA-SC",25-54,Female,681,70135,4372923,2091.1535094,0.029816119,4372923,3439.947523,Female,963,101225,1455358.65,1206.3824642,0.0119178312,1455358.65,1984.4991537,0.6928624352,0.0311503843
2009,12420,"Austin-Round Rock, TX",16-19,Male,102,13096,1728299.8,1314.6481659,0.1003854739,1728299.8,2162.5962328,Male,433,48065,4516085.25,2125.1082914,0.0442132173,4516085.25,3495.8031393,0.2724643712,0.0403941746
2009,12420,"Austin-Round Rock, TX",16-19,Female,113,12298,1513515.15,1230.2500356,0.1000365942,1513515.15,2023.7613085,Female,388,42504,1664377.85,1290.1076893,0.0303526183,1664377.85,2122.2271489,0.2893374741,0.0453688614
2009,12420,"Austin-Round Rock, TX",20-24,Male,346,42751,3356130.95,1831.9746041,0.0428522047,3356130.95,3013.5982237,Male,518,66433,3242750.45,1800.7638518,0.0271064659,3242750.45,2962.2565362,0.6435205395,0.0351342438
2009,12420,"Austin-Round Rock, TX",20-24,Female,341,42781,3779031.8,1943.9731994,0.0454401066,3779031.8,3197.835913,Female,504,65341,1119816.15,1058.2136599,0.0161952474,1119816.15,1740.7614705,0.6547343934,0.045726796
2009,12420,"Austin-Round Rock, TX",25-54,Male,3136,376026,13250136.4,3640.0736806,0.0096803776,13250136.4,5987.9212045,Male,3554,430815,3929921.7,1982.4030115,0.0046015181,3929921.7,3261.0529539,0.8728247624,0.0122283818
2009,12420,"Austin-Round Rock, TX",25-54,Female,2715,288110,14025645.55,3745.0828496,0.0129987951,14025645.55,6160.6612875,Female,3687,394440,2198614.6,1482.7726056,0.0037591842,2198614.6,2439.1609363,0.7304279485,0.0149513687
2009,12540,"Bakersfield, CA",16-19,Male,67,8280,1091417.55,1044.7093136,0.1261726224,1091417.55,1718.5468209,Male,263,27150,1110402.55,1053.7563997,0.0388123904,1110402.55,1733.4292776,0.3049723757,0.0602289847
2009,12540,"Bakersfield, CA",16-19,Female,55,5435,620264.95,787.56901285,0.1449069021,620264.95,1295.5510261,Female,248,25482,904312.65,950.95354776,0.0373186386,904312.65,1564.3185861,0.213287811,0.0491268606
2009,12540,"Bakersfield, CA",20-24,Male,157,18332,1891801.35,1375.4276971,0.0750287856,1891801.35,2262.5785618,Male,246,28565,754201.75,868.44789711,0.030402517,754201.75,1428.5967908,0.641764397,0.072413843
2009,12540,"Bakersfield, CA",20-24,Female,127,13823,935965.1,967.45289291,0.0699886344,935965.1,1591.4600088,Female,241,27622,469886.65,685.48278607,0.0248165515,469886.65,1127.6191831,0.5004344363,0.0538721359
2009,12540,"Bakersfield, CA",25-54,Male,1063,116365,5657688.2,2378.58954,0.0204407643,5657688.2,3912.7797934,Male,1358,151543,1665790.4,1290.6550275,0.0085167578,1665790.4,2123.1275202,0.7678678659,0.0234716811
2009,12540,"Bakersfield, CA",25-54,Female,882,88131,5088734.2,2255.8222891,0.0255962407,5088734.2,3710.8276656,Female,1460,150769,426768.35,653.27509519,0.0043329537,426768.35,1074.6375316,0.5845432416,0.0242574564
2009,12580,"Baltimore-Columbia-Towson, MD",16-19,Male,208,21566,2142377.7,1463.6863394,0.067870089,2142377.7,2407.7640282,Male,700,77196,2981332.55,1726.6535698,0.0223671378,2981332.55,2840.3451223,0.2793668066,0.0294478341
2009,12580,"Baltimore-Columbia-Towson, MD",16-19,Female,259,26749,2900815.65,1703.1781028,0.0636725897,2900815.65,2801.7279792,Female,684,74770,3380592.05,1838.6386404,0.024590593,3380592.05,3024.5605635,0.3577504347,0.0345640191
2009,12580,"Baltimore-Columbia-Towson, MD",20-24,Male,467,53922,6084225.05,2466.6221944,0.0457442638,6084225.05,4057.5935098,Male,723,87342,3332708.5,1825.5707327,0.0209014075,3332708.5,3003.0638553,0.6173662156,0.0413233479
2009,12580,"Baltimore-Columbia-Towson, MD",20-24,Female,513,59298,4564591,2136.4903463,0.0360297202,4564591,3514.5266197,Female,736,88147,2440699.25,1562.2737436,0.0177235044,2440699.25,2569.9403083,0.6727171656,0.0347136245
2009,12580,"Baltimore-Columbia-Towson, MD",25-54,Male,4015,438956,15057747.45,3880.4313484,0.0088401374,15057747.45,6383.3095682,Male,4648,524494,5477853.4,2340.4814462,0.0044623608,5477853.4,3850.091979,0.8369132917,0.0105060574
2009,12580,"Baltimore-Columbia-Towson, MD",25-54,Female,4138,443610,22346701.4,4727.2297807,0.0106562742,22346701.4,7776.2929893,Female,5358,582411,3064494,1750.5696216,0.003005729,3064494,2879.6870275,0.7616786084,0.0128097615
2009,12940,"Baton Rouge, LA",16-19,Male,63,8311,1078168.55,1038.3489539,0.1249367048,1078168.55,1708.0840291,Male,219,26699,1804666.1,1343.3786138,0.0503156902,1804666.1,2209.8578197,0.3112850669,0.0585580687
2009,12940,"Baton Rouge, LA",16-19,Female,58,9261,1853656.1,1361.4903966,0.1470133243,1853656.1,2239.6517024,Female,186,26098,2525374.9,1589.1428193,0.0608913641,2525374.9,2614.1399377,0.3548547781,0.0781098231
2009,12940,"Baton Rouge, LA",20-24,Male,165,26691,2552653.9,1597.7026945,0.0598592295,2552653.9,2628.2209324,Male,244,40532,1689079,1299.645721,0.0320646827,1689079,2137.917211,0.6585167275,0.0547553755
2009,12940,"Baton Rouge, LA",20-24,Female,151,22575,2929101.7,1711.4618605,0.075812264,2929101.7,2815.3547605,Female,241,37861,1185384.8,1088.753783,0.028756604,1185384.8,1790.999973,0.5962600037,0.0688032129
2009,12940,"Baton Rouge, LA",25-54,Male,1134,128353,4832466.75,2198.287231,0.0171268863,4832466.75,3616.182495,Male,1312,149180,1789904.65,1337.8731816,0.0089681806,1789904.65,2200.8013837,0.8603901327,0.0206514791
2009,12940,"Baton Rouge, LA",25-54,Female,1056,114085,5546507.7,2355.1024818,0.0206434017,5546507.7,3874.1435826,Female,1459,158146,1229472.65,1108.8158774,0.0070113432,1229472.65,1824.0021183,0.7213903608,0.0230410245
2009,13820,"Birmingham-Hoover, AL",16-19,Male,72,8638,897351.5,947.28638753,0.1096650136,897351.5,1558.2861075,Male,247,26773,1409217.45,1187.10465,0.0443396201,1409217.45,1952.7871492,0.3226384791,0.0532341073
2009,13820,"Birmingham-Hoover, AL",16-19,Female,56,7170,898782.4,948.04134931,0.1322233402,898782.4,1559.5280196,Female,217,25244,1518847.7,1232.4153926,0.0488201312,1518847.7,2027.3233209,0.2840278878,0.0574129287
2009,13820,"Birmingham-Hoover, AL",20-24,Male,157,20499,1033768.55,1016.7440927,0.0495996923,1033768.55,1672.5440325,Male,241,31743,1148856.1,1071.8470507,0.0337664068,1148856.1,1763.1883983,0.645780172,0.0385949845
2009,13820,"Birmingham-Hoover, AL",20-24,Female,163,18681,1460826.65,1208.6466192,0.0646992462,1460826.65,1988.2236885,Female,291,33307,589457.6,767.76142128,0.023051053,589457.6,1262.967538,0.5608730897,0.0557767098
2009,13820,"Birmingham-Hoover, AL",25-54,Male,1500,176149,6011558.75,2451.8480275,0.0139191709,6011558.75,4033.2900053,Male,1827,215005,1971990.15,1404.2756674,0.0065313628,1971990.15,2310.0334728,0.8192786214,0.0165656182
2009,13820,"Birmingham-Hoover, AL",25-54,Female,1457,163730,6632787.05,2575.4197813,0.0157296756,6632787.05,4236.5655403,Female,2077,230659,910521.8,954.21265974,0.0041368976,910521.8,1569.6798253,0.7098357315,0.0177206235
2009,14260,"Boise City, ID",16-19,Male,38,3983,433389.9,658.32355267,0.1652833424,433389.9,1082.9422441,Male,128,14710,815240.7,902.90680582,0.0613804763,815240.7,1485.2816956,0.2707681849,0.0683547029
2009,14260,"Boise City, ID",16-19,Female,40,4700,615712.2,784.67330782,0.1669517676,615712.2,1290.7875914,Female,121,14213,903836.8,950.7033186,0.0668897009,903836.8,1563.9069591,0.3306831774,0.0832096132
2009,14260,"Boise City, ID",20-24,Male,66,10011,1399800.75,1183.1317551,0.118183174,1399800.75,1946.2517372,Male,106,17635,365974.55,604.95830435,0.0343044119,365974.55,995.15641065,0.5676779132,0.1056114853
2009,14260,"Boise City, ID",20-24,Female,90,12455,1448808.45,1203.664592,0.0966410752,1448808.45,1980.0282538,Female,127,17489,1075208.7,1036.9227069,0.0592899941,1075208.7,1705.7378528,0.7121619304,0.0894051577
2009,14260,"Boise City, ID",25-54,Male,846,97657,2658293.95,1630.427536,0.0166954497,2658293.95,2682.0532966,Male,1011,119181,576399,759.20945726,0.0063702222,576399,1248.8995572,0.8194007434,0.0208015227
2009,14260,"Boise City, ID",25-54,Female,698,82263,6372967,2524.4736085,0.0306878379,6372967,4152.759086,Female,1021,119826,1011482.85,1005.725037,0.0083932121,1011482.85,1654.4176858,0.6865204547,0.0333351634
2009,14460,"Boston-Cambridge-Newton, MA-NH",16-19,Male,369,40247,3982738.9,1995.6800595,0.0495858091,3982738.9,3282.8936979,Male,1234,133816,7238933.8,2690.5266771,0.0201061658,7238933.8,4425.9163838,0.3007637353,0.0224255896
2009,14460,"Boston-Cambridge-Newton, MA-NH",16-19,Female,504,55467,5215136.3,2283.6672919,0.0411716388,5215136.3,3756.6326951,Female,1254,135594,7002005.9,2646.1303634,0.0195150992,7002005.9,4352.8844478,0.4090667729,0.0243950401
2009,14460,"Boston-Cambridge-Newton, MA-NH",20-24,Male,815,104484,8621126.85,2936.1755482,0.0281016763,8621126.85,4830.0087768,Male,1241,160917,4349115.5,2085.453308,0.0129598073,4349115.5,3430.5706917,0.6493036783,0.0266330452
2009,14460,"Boston-Cambridge-Newton, MA-NH",20-24,Female,956,111311,9519070.9,3085.2991589,0.0277178281,9519070.9,5075.3171164,Female,1430,166403,5505805.2,2346.4452263,0.0141009791,5505805.2,3859.9023973,0.6689242381,0.0262583217
2009,14460,"Boston-Cambridge-Newton, MA-NH",25-54,Male,7548,856588,30445757.45,5517.7674335,0.0064415652,30445757.45,9076.7274281,Male,8818,1013981,6629141.7,2574.7119645,0.0025392113,6629141.7,4235.4011816,0.8447771704,0.0082267508
2009,14460,"Boston-Cambridge-Newton, MA-NH",25-54,Female,7402,797131,28878292.85,5373.8527008,0.0067414926,28878292.85,8839.9876928,Female,9669,1045235,6733005.3,2594.8035186,0.0024825073,6733005.3,4268.4517881,0.7626332834,0.0078631103
2009,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,Male,70,8892,819858.65,905.46046297,0.1018286621,819858.65,1489.4824616,Male,238,25947,958849.15,979.20843032,0.0377387918,958849.15,1610.7978679,0.3426985779,0.0533169108
2009,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,Female,80,10459,883668.1,940.03622271,0.0898782123,883668.1,1546.3595864,Female,225,25417,1051694.5,1025.5215746,0.0403478607,1051694.5,1686.9829902,0.4114962427,0.0543646322
2009,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,Male,127,15855,1307382.5,1143.4082823,0.0721165741,1307382.5,1880.9066244,Male,214,26968,400250.45,632.65349916,0.0234594148,400250.45,1040.7150061,0.5879190151,0.0659524881
2009,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,Female,153,18084,1360399.9,1166.3618221,0.0644968935,1360399.9,1918.6651973,Female,230,26560,627234.5,791.98137604,0.0298185759,627234.5,1302.8093636,0.680873494,0.064054966
2009,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,Male,1460,158956,4101279.65,2025.1616355,0.0127403913,4101279.65,3331.3908904,Male,1683,184520,481903.4,694.19262456,0.0037621538,481903.4,1141.9468674,0.8614567527,0.0172492569
2009,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,Female,1279,130096,5427805.5,2329.7651169,0.0179080457,5427805.5,3832.4636173,Female,1847,188385,518346.2,719.96263792,0.003821762,518346.2,1184.3385394,0.6905857685,0.0198751165
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,Male,115,12313,1132206.25,1064.0518079,0.0864169421,1132206.25,1750.3652241,Male,309,31926,1752111.95,1323.6736569,0.0414606796,1752111.95,2177.4431656,0.3856731191,0.0481036075
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,Female,114,11945,1166611.5,1080.0979122,0.0904225963,1166611.5,1776.7610656,Female,284,30586,1525567.25,1235.138555,0.0403824807,1525567.25,2031.8029229,0.3905381547,0.0519757571
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,Male,212,23738,1615105.8,1270.8681285,0.0535372874,1615105.8,2090.5780714,Male,319,37337,798906.3,893.81558501,0.0239391377,798906.3,1470.3266373,0.6357768433,0.0500826933
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,Female,207,26340,1618023,1272.0153301,0.0482921538,1618023,2092.465218,Female,303,39313,547077.1,739.64660481,0.0188143007,547077.1,1216.7186649,0.6700073767,0.0490202541
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,Male,1576,175981,6251728.45,2500.3456661,0.0142080433,6251728.45,4113.0686207,Male,1906,219629,893746,945.38140451,0.0043044471,893746,1555.1524104,0.8012648603,0.0178472326
2009,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,Female,1647,172977,5846747.8,2418.0049214,0.0139787655,5846747.8,3977.6180957,Female,2148,229479,655209,809.44981314,0.0035273372,655209,1331.5449426,0.7537813918,0.0167723483
2009,15980,"Cape Coral-Fort Myers, FL",16-19,Male,38,3203,236989.45,486.81562218,0.1519873938,236989.45,800.81169849,Male,125,11880,414830.3,644.07321012,0.0542149167,414830.3,1059.5004307,0.2696127946,0.062974028
2009,15980,"Cape Coral-Fort Myers, FL",16-19,Female,32,2766,216213.65,464.98779554,0.168108386,216213.65,764.90492366,Female,137,12105,526607.65,725.67737322,0.0599485645,526607.65,1193.7392789,0.2285006196,0.0590347762
2009,15980,"Cape Coral-Fort Myers, FL",20-24,Male,92,9628,836044.3,914.35458111,0.0949682781,836044.3,1504.1132859,Male,137,15766,218586.75,467.53261918,0.0296544856,218586.75,769.09115856,0.6106812127,0.0906320079
2009,15980,"Cape Coral-Fort Myers, FL",20-24,Female,85,9612,764639.5,874.43667581,0.0909734369,764639.5,1438.4483317,Female,113,13796,151008.15,388.59767112,0.028167416,151008.15,639.24316899,0.696723688,0.0991419533
2009,15980,"Cape Coral-Fort Myers, FL",25-54,Male,764,84182,2924815.4,1710.2091685,0.0203156158,2924815.4,2813.2940822,Male,973,107737,223057.1,472.28921224,0.0043837234,223057.1,776.91575414,0.7813657332,0.025497442
2009,15980,"Cape Coral-Fort Myers, FL",25-54,Female,763,71577,4416169.85,2101.4684985,0.0293595498,4416169.85,3456.91568,Female,1079,105261,98451.35,313.76958106,0.0029808721,98451.35,516.15096085,0.6799954399,0.032671664
2009,16700,"Charleston-North Charleston, SC",16-19,Male,46,6289,1014834.2,1007.3897955,0.1601828264,1014834.2,1657.1562135,Male,170,21266,1542726.4,1242.0653767,0.058406159,1542726.4,2043.1975447,0.2957302737,0.0725604451
2009,16700,"Charleston-North Charleston, SC",16-19,Female,50,6274,629435.15,793.36949147,0.1264535371,629435.15,1305.0928135,Female,152,19218,859410.95,927.04420067,0.0482383287,859410.95,1524.9877101,0.3264647726,0.0627746316
2009,16700,"Charleston-North Charleston, SC",20-24,Male,116,13693,1813216,1346.5570913,0.098339085,1813216,2215.0864151,Male,184,22047,1580661.6,1257.2436518,0.0570256113,1580661.6,2068.1658072,0.6210822334,0.0818534587
2009,16700,"Charleston-North Charleston, SC",20-24,Female,148,15516,1182146.7,1087.2656989,0.0700738398,1182146.7,1788.5520747,Female,233,24628,920856.6,959.61273439,0.0389642981,920856.6,1578.5629481,0.6300146175,0.060360461
2009,16700,"Charleston-North Charleston, SC",25-54,Male,1032,111082,4600133.15,2144.7920995,0.0193081876,4600133.15,3528.1830036,Male,1256,138696,2122054.45,1456.727308,0.0105030232,2122054.45,2396.3164217,0.8009026937,0.0213453952
2009,16700,"Charleston-North Charleston, SC",25-54,Female,1019,113088,4647790.5,2155.8734889,0.0190636804,4647790.5,3546.4118892,Female,1390,153729,1180580.85,1086.5453741,0.0070679272,1180580.85,1787.3671404,0.7356321839,0.0214251292
2009,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,Male,127,16424,2229233.45,1493.0617703,0.0909073168,2229233.45,2456.0866122,Male,497,56870,2481280.4,1575.2080498,0.0276984007,2481280.4,2591.2172418,0.2887990153,0.041134251
2009,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,Female,154,15694,2250544.1,1500.1813557,0.0955894836,2250544.1,2467.7983301,Female,492,53130,3051578.4,1746.8767558,0.0328792915,3051578.4,2873.6122633,0.2953886693,0.043614168
