Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,re_label,sample_n,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
31540.00000,"Madison, WI",20-24,4.00000,Asian,,,,,,,,69.00000,4482.16468,404729.44594,636.18350,0.14194,404729.44594,1046.52186,,
31540.00000,"Madison, WI",20-24,5.00000,Other,,,,,,,,24.00000,1919.17287,222125.96435,471.30241,0.24558,222125.96435,775.29247,,
32580.00000,"McAllen-Edinburg-Mission, TX",16-19,1.00000,White,,,,,,,,38.00000,1660.00928,110801.07416,332.86795,0.20052,110801.07416,547.56778,,
32580.00000,"McAllen-Edinburg-Mission, TX",16-19,2.00000,Black,,,,,,,,5.00000,285.81690,13855.90789,117.71112,0.41184,13855.90789,193.63479,,
32580.00000,"McAllen-Edinburg-Mission, TX",16-19,3.00000,Latino,94.00000,4790.78197,270851.60780,520.43406,0.10863,270851.60780,856.11402,1103.00000,52469.23207,510170.90404,714.26249,0.01361,510170.90404,1174.96180,0.09131,0.01619
32580.00000,"McAllen-Edinburg-Mission, TX",16-19,4.00000,Asian,,,,,,,,11.00000,421.52855,29759.81551,172.51033,0.40925,29759.81551,283.77950,,
32580.00000,"McAllen-Edinburg-Mission, TX",20-24,1.00000,White,,,,,,,,55.00000,2407.50957,129679.73609,360.11073,0.14958,129679.73609,592.38215,,
32580.00000,"McAllen-Edinburg-Mission, TX",20-24,2.00000,Black,,,,,,,,17.00000,521.61818,25574.31617,159.91972,0.30658,25574.31617,263.06794,,
32580.00000,"McAllen-Edinburg-Mission, TX",20-24,3.00000,Latino,187.00000,11572.51990,843364.27330,918.34867,0.07936,843364.27330,1510.68356,1106.00000,60601.02117,156334.42087,395.39148,0.00652,156334.42087,650.41898,0.19096,0.02484
32580.00000,"McAllen-Edinburg-Mission, TX",20-24,4.00000,Asian,,,,,,,,10.00000,442.30346,22787.24288,150.95444,0.34129,22787.24288,248.32005,,
32820.00000,"Memphis, TN-MS-AR",16-19,1.00000,White,18.00000,739.62031,33300.95153,182.48548,0.24673,33300.95153,300.18862,759.00000,25994.76465,465351.24984,682.16659,0.02624,465351.24984,1122.16403,0.02845,0.01148
32820.00000,"Memphis, TN-MS-AR",16-19,2.00000,Black,92.00000,4071.98265,292374.66261,540.71680,0.13279,292374.66261,889.47914,894.00000,37261.93313,821200.10264,906.20092,0.02432,821200.10264,1490.70051,0.10928,0.02347
32820.00000,"Memphis, TN-MS-AR",16-19,3.00000,Latino,11.00000,524.06150,29388.90954,171.43194,0.32712,29388.90954,282.00554,84.00000,3984.05658,207217.91713,455.21195,0.11426,207217.91713,748.82365,0.13154,0.06633
32820.00000,"Memphis, TN-MS-AR",16-19,4.00000,Asian,,,,,,,,23.00000,883.22272,46349.00059,215.28818,0.24375,46349.00059,354.14906,,
32820.00000,"Memphis, TN-MS-AR",16-19,5.00000,Other,,,,,,,,41.00000,1509.62866,57803.32157,240.42321,0.15926,57803.32157,395.49619,,
32820.00000,"Memphis, TN-MS-AR",20-24,1.00000,White,54.00000,1921.34787,103417.71950,321.58626,0.16738,103417.71950,529.00939,873.00000,33383.23116,307841.03366,554.83424,0.01662,307841.03366,912.70232,0.05755,0.01577
32820.00000,"Memphis, TN-MS-AR",20-24,2.00000,Black,193.00000,10745.86344,747176.80784,864.39390,0.08044,747176.80784,1421.92796,962.00000,48517.28819,574477.92514,757.94322,0.01562,574477.92514,1246.81660,0.22149,0.02875
32820.00000,"Memphis, TN-MS-AR",20-24,3.00000,Latino,18.00000,639.70281,29869.37056,172.82757,0.27017,29869.37056,284.30136,102.00000,4395.61142,243824.61429,493.78600,0.11234,243824.61429,812.27797,0.14553,0.05882
32820.00000,"Memphis, TN-MS-AR",20-24,4.00000,Asian,,,,,,,,50.00000,1747.82295,43890.31250,209.50015,0.11986,43890.31250,344.62775,,
32820.00000,"Memphis, TN-MS-AR",20-24,5.00000,Other,,,,,,,,40.00000,1587.61748,117404.69627,342.64369,0.21582,117404.69627,563.64887,,
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,1.00000,White,44.00000,1825.84633,108658.20578,329.63344,0.18054,108658.20578,542.24701,2236.00000,72500.32543,861086.91742,927.94769,0.01280,861086.91742,1526.47395,0.02518,0.00746
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,2.00000,Black,108.00000,4416.19856,205929.06263,453.79408,0.10276,205929.06263,746.49125,1939.00000,71612.50237,1101015.65500,1049.29293,0.01465,1101015.65500,1726.08687,0.06167,0.01032
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,3.00000,Latino,138.00000,6365.79061,360023.62638,600.01969,0.09426,360023.62638,987.03239,3202.00000,121542.95679,1380652.94900,1175.01189,0.00967,1380652.94900,1932.89456,0.05237,0.00808
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,4.00000,Asian,,,,,,,,189.00000,5960.64408,143875.11215,379.30873,0.06364,143875.11215,623.96286,,
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,5.00000,Other,6.00000,244.24659,11186.23223,105.76499,0.43303,11186.23223,173.98340,205.00000,7314.61663,311775.99463,558.36905,0.07634,311775.99463,918.51709,0.03339,0.02341
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,1.00000,White,109.00000,4462.33310,261345.74462,511.21986,0.11456,261345.74462,840.95667,2487.00000,94467.34756,659855.20851,812.31472,0.00860,659855.20851,1336.25772,0.04724,0.00888
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,2.00000,Black,340.00000,16256.87679,1040129.36000,1019.86732,0.06273,1040129.36000,1677.68175,2197.00000,99307.75746,1048063.40120,1023.74968,0.01031,1048063.40120,1684.06822,0.16370,0.01666
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,3.00000,Latino,354.00000,16996.15221,1436349.62520,1198.47805,0.07051,1436349.62520,1971.49638,3861.00000,169214.77576,1114461.34870,1055.68051,0.00624,1114461.34870,1736.59445,0.10044,0.01161
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,4.00000,Asian,7.00000,316.64174,17188.63785,131.10545,0.41405,17188.63785,215.66846,273.00000,9917.18999,217345.72466,466.20352,0.04701,217345.72466,766.90479,0.03193,0.02161
33100.00000,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,5.00000,Other,11.00000,558.72135,35095.62054,187.33825,0.33530,35095.62054,308.17142,173.00000,7082.92562,405318.55766,636.64634,0.08988,405318.55766,1047.28322,0.07888,0.04192
33340.00000,"Milwaukee-Waukesha-West Allis, WI",16-19,1.00000,White,11.00000,495.67125,32822.62048,181.17014,0.36550,32822.62048,298.02488,1090.00000,49576.11023,1375465.06770,1172.80223,0.02366,1375465.06770,1929.25967,0.01000,0.00600
33340.00000,"Milwaukee-Waukesha-West Allis, WI",16-19,2.00000,Black,25.00000,1348.90779,86432.71710,293.99442,0.21795,86432.71710,483.62082,342.00000,18205.89094,750323.43258,866.21212,0.04758,750323.43258,1424.91893,0.07409,0.02592
33340.00000,"Milwaukee-Waukesha-West Allis, WI",16-19,3.00000,Latino,6.00000,510.01635,35391.84428,188.12720,0.36887,35391.84428,309.46925,208.00000,10748.22242,454836.53525,674.41570,0.06275,454836.53525,1109.41383,0.04745,0.02837
33340.00000,"Milwaukee-Waukesha-West Allis, WI",16-19,4.00000,Asian,,,,,,,,82.00000,3626.01825,191439.98866,437.53856,0.12067,191439.98866,719.75093,,
33340.00000,"Milwaukee-Waukesha-West Allis, WI",16-19,5.00000,Other,5.00000,240.28329,12252.64667,110.69167,0.46067,12252.64667,182.08780,77.00000,2924.94797,180947.96114,425.37978,0.14543,180947.96114,699.74975,0.08215,0.05907
33340.00000,"Milwaukee-Waukesha-West Allis, WI",20-24,1.00000,White,32.00000,2011.74798,191741.99479,437.88354,0.21766,191741.99479,720.31842,1254.00000,61497.76295,713621.87009,844.76143,0.01374,713621.87009,1389.63255,0.03271,0.01169
33340.00000,"Milwaukee-Waukesha-West Allis, WI",20-24,2.00000,Black,77.00000,5564.70367,340625.08411,583.63095,0.10488,340625.08411,960.07291,365.00000,23589.60313,674864.88768,821.50161,0.03482,674864.88768,1351.37014,0.23590,0.03839
33340.00000,"Milwaukee-Waukesha-West Allis, WI",20-24,3.00000,Latino,26.00000,1952.51133,139699.03588,373.76334,0.19143,139699.03588,614.84070,212.00000,13621.82503,560197.91928,748.46371,0.05495,560197.91928,1231.22280,0.14334,0.04324
33340.00000,"Milwaukee-Waukesha-West Allis, WI",20-24,4.00000,Asian,,,,,,,,94.00000,4127.34340,143005.57705,378.16078,0.09162,143005.57705,622.07449,,
33340.00000,"Milwaukee-Waukesha-West Allis, WI",20-24,5.00000,Other,8.00000,390.50921,24697.45020,157.15422,0.40243,24697.45020,258.51870,63.00000,3408.00348,272752.93115,522.25753,0.15324,272752.93115,859.11364,0.11459,0.07014
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,1.00000,White,24.00000,1322.29794,73030.49129,270.24154,0.20437,73030.49129,444.54734,3041.00000,131144.39278,3185230.05670,1784.72128,0.01361,3185230.05670,2935.86651,0.01008,0.00338
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,2.00000,Black,14.00000,1248.84493,136246.68519,369.11609,0.29557,136246.68519,607.19596,235.00000,14378.16099,1140004.57680,1067.70997,0.07426,1140004.57680,1756.38290,0.08686,0.04088
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,3.00000,Latino,11.00000,506.21380,28960.95162,170.17918,0.33618,28960.95162,279.94474,236.00000,13154.55856,1006101.68290,1003.04620,0.07625,1006101.68290,1650.01100,0.03848,0.02073
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,4.00000,Asian,,,,,,,,253.00000,13349.73743,841130.76869,917.13182,0.06870,841130.76869,1508.68184,,
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,5.00000,Other,7.00000,259.11054,16316.88450,127.73756,0.49298,16316.88450,210.12829,178.00000,7761.67163,450021.27057,670.83625,0.08643,450021.27057,1103.52563,0.03338,0.02665
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,1.00000,White,95.00000,6245.79840,790684.16300,889.20423,0.14237,790684.16300,1462.74096,3015.00000,154303.66742,1799745.19810,1341.54582,0.00869,1799745.19810,2206.84288,0.04048,0.00946
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,2.00000,Black,42.00000,4138.58857,503311.52893,709.44452,0.17142,503311.52893,1167.03624,293.00000,23493.80144,1743930.53210,1320.57962,0.05621,1743930.53210,2172.35347,0.17616,0.04693
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,3.00000,Latino,37.00000,3476.51417,244363.90720,494.33178,0.14219,244363.90720,813.17578,231.00000,15555.64886,1174279.86830,1083.64195,0.06966,1174279.86830,1782.59100,0.22349,0.04557
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,4.00000,Asian,23.00000,1528.69225,104028.20102,322.53403,0.21099,104028.20102,530.56848,329.00000,17578.54436,875408.69336,935.63278,0.05323,875408.69336,1539.11592,0.08696,0.02921
33460.00000,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,5.00000,Other,15.00000,882.22640,106287.56624,326.01774,0.36954,106287.56624,536.29918,172.00000,8789.25579,780096.53879,883.23074,0.10049,780096.53879,1452.91457,0.10038,0.05872
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,1.00000,White,56.00000,1960.78053,81314.15316,285.15637,0.14543,81314.15316,469.08222,2059.00000,63614.11353,1087567.58160,1042.86508,0.01639,1087567.58160,1715.51306,0.03082,0.00733
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,2.00000,Black,31.00000,1417.43180,98486.66920,313.82586,0.22140,98486.66920,516.24354,507.00000,19604.63657,623942.23886,789.90014,0.04029,623942.23886,1299.38574,0.07230,0.02589
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,3.00000,Latino,14.00000,675.97204,34693.94036,186.26309,0.27555,34693.94036,306.40279,183.00000,8452.19813,349360.92013,591.06761,0.06993,349360.92013,972.30622,0.07998,0.03506
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,4.00000,Asian,,,,,,,,82.00000,2297.83856,70901.13136,266.27266,0.11588,70901.13136,438.01853,,
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,5.00000,Other,5.00000,236.14960,10485.93905,102.40087,0.43363,10485.93905,168.44944,87.00000,3004.93325,153398.06428,391.66065,0.13034,153398.06428,644.28177,0.07859,0.05347
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,1.00000,White,169.00000,6561.68750,223822.59380,473.09893,0.07210,223822.59380,778.24773,2285.00000,91867.06024,448443.37437,669.65915,0.00729,448443.37437,1101.58930,0.07143,0.00843
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,2.00000,Black,67.00000,3709.14759,225188.46862,474.54027,0.12794,225188.46862,780.61875,494.00000,24399.32050,946427.58315,972.84510,0.03987,946427.58315,1600.33018,0.15202,0.03040
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,3.00000,Latino,40.00000,2017.08983,89633.05745,299.38780,0.14843,89633.05745,492.49294,204.00000,9731.74491,446643.86275,668.31419,0.06867,446643.86275,1099.37685,0.20727,0.04486
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,4.00000,Asian,,,,,,,,77.00000,2116.31074,65688.23931,256.29717,0.12111,65688.23931,421.60884,,
34980.00000,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,5.00000,Other,10.00000,400.01263,21084.89122,145.20637,0.36300,21084.89122,238.86449,85.00000,3304.11867,295080.41458,543.21305,0.16440,295080.41458,893.58546,0.12106,0.06445
35300.00000,"New Haven-Milford, CT",16-19,1.00000,White,8.00000,303.60006,15197.50418,123.27816,0.40605,15197.50418,202.79257,864.00000,28366.50985,524563.52565,724.26758,0.02553,524563.52565,1191.42017,0.01070,0.00713
35300.00000,"New Haven-Milford, CT",16-19,2.00000,Black,8.00000,440.78087,30519.67106,174.69880,0.39634,30519.67106,287.37953,186.00000,6976.12328,164223.79948,405.24536,0.05809,164223.79948,666.62861,0.06318,0.04075
35300.00000,"New Haven-Milford, CT",16-19,3.00000,Latino,17.00000,679.61122,38982.77931,197.44057,0.29052,38982.77931,324.78974,279.00000,10316.00466,197534.43464,444.44846,0.04308,197534.43464,731.11772,0.06588,0.03114
35300.00000,"New Haven-Milford, CT",16-19,4.00000,Asian,,,,,,,,64.00000,1803.08259,44883.10364,211.85633,0.11750,44883.10364,348.50366,,
35300.00000,"New Haven-Milford, CT",16-19,5.00000,Other,,,,,,,,48.00000,1663.01913,101969.85461,319.32719,0.19202,101969.85461,525.29323,,
35300.00000,"New Haven-Milford, CT",20-24,1.00000,White,28.00000,1060.02600,70901.25316,266.27289,0.25119,70901.25316,438.01891,967.00000,32910.57433,200524.27376,447.79937,0.01361,200524.27376,736.62996,0.03221,0.01329
35300.00000,"New Haven-Milford, CT",20-24,2.00000,Black,24.00000,1230.07317,67402.88167,259.62065,0.21106,67402.88167,427.07597,215.00000,9006.68324,249225.58195,499.22498,0.05543,249225.58195,821.22509,0.13657,0.04575
35300.00000,"New Haven-Milford, CT",20-24,3.00000,Latino,38.00000,2695.69503,267491.44514,517.19575,0.19186,267491.44514,850.78701,269.00000,13441.99891,197057.65715,443.91177,0.03302,197057.65715,730.23486,0.20054,0.06235
35300.00000,"New Haven-Milford, CT",20-24,4.00000,Asian,,,,,,,,83.00000,2089.46898,64548.48029,254.06393,0.12159,64548.48029,417.93516,,
35300.00000,"New Haven-Milford, CT",20-24,5.00000,Other,,,,,,,,67.00000,2343.60163,172005.74271,414.73575,0.17697,172005.74271,682.24031,,
35380.00000,"New Orleans-Metairie, LA",16-19,1.00000,White,25.00000,997.40047,71269.51226,266.96350,0.26766,71269.51226,439.15496,883.00000,28069.30188,445723.41259,667.62520,0.02378,445723.41259,1098.24346,0.03553,0.01558
35380.00000,"New Orleans-Metairie, LA",16-19,2.00000,Black,43.00000,1432.28028,53387.15381,231.05660,0.16132,53387.15381,380.08811,667.00000,25206.12596,509402.81131,713.72460,0.02832,509402.81131,1174.07697,0.05682,0.01485
35380.00000,"New Orleans-Metairie, LA",16-19,3.00000,Latino,,,,,,,,123.00000,4896.34886,262555.36840,512.40157,0.10465,262555.36840,842.90058,,
35380.00000,"New Orleans-Metairie, LA",16-19,4.00000,Asian,,,,,,,,55.00000,1658.54127,53256.79746,230.77434,0.13914,53256.79746,379.62379,,
35380.00000,"New Orleans-Metairie, LA",16-19,5.00000,Other,,,,,,,,45.00000,1447.33860,60991.35137,246.96427,0.17063,60991.35137,406.25623,,
35380.00000,"New Orleans-Metairie, LA",20-24,1.00000,White,61.00000,2150.88867,112301.73402,335.11451,0.15580,112301.73402,551.26337,1177.00000,36317.35383,342648.38470,585.36176,0.01612,342648.38470,962.92009,0.05922,0.01510
35380.00000,"New Orleans-Metairie, LA",20-24,2.00000,Black,136.00000,6466.77942,296181.61829,544.22571,0.08416,296181.61829,895.25129,814.00000,35444.68426,452632.43719,672.77963,0.01898,452632.43719,1106.72250,0.18245,0.02461
35380.00000,"New Orleans-Metairie, LA",20-24,3.00000,Latino,14.00000,1180.09800,145253.06545,381.12080,0.32296,145253.06545,626.94372,190.00000,8459.34461,320049.41136,565.72910,0.06688,320049.41136,930.62436,0.13950,0.07251
35380.00000,"New Orleans-Metairie, LA",20-24,4.00000,Asian,,,,,,,,78.00000,2173.64501,79205.28251,281.43433,0.12948,79205.28251,462.95947,,
35380.00000,"New Orleans-Metairie, LA",20-24,5.00000,Other,7.00000,145.38147,3958.66088,62.91789,0.43278,3958.66088,103.49993,50.00000,1924.45082,125224.83710,353.87122,0.18388,125224.83710,582.11815,0.07554,0.04869
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",16-19,1.00000,White,189.00000,6641.81998,347195.74748,589.23319,0.08872,347195.74748,969.28859,13622.00000,428288.79257,6708187.34490,2590.01686,0.00605,6708187.34490,4260.57774,0.01551,0.00226
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2.00000,Black,241.00000,10393.97610,556630.29427,746.07660,0.07178,556630.29427,1227.29601,4790.00000,177921.64245,4543219.76130,2131.48300,0.01198,4543219.76130,3506.28953,0.05842,0.00680
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",16-19,3.00000,Latino,378.00000,18328.36036,1071242.58850,1035.00850,0.05647,1071242.58850,1702.58898,6563.00000,277300.63103,7188921.00650,2681.21633,0.00967,7188921.00650,4410.60086,0.06610,0.00605
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",16-19,4.00000,Asian,36.00000,1172.60545,55792.06832,236.20345,0.20143,55792.06832,388.55467,2920.00000,87737.72343,2316747.88590,1522.08669,0.01735,2316747.88590,2503.83260,0.01336,0.00441
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",16-19,5.00000,Other,31.00000,1357.64727,80166.08808,283.13617,0.20855,80166.08808,465.75899,873.00000,28892.56086,1623861.35530,1274.30819,0.04411,1623861.35530,2096.23697,0.04699,0.01576
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",20-24,1.00000,White,513.00000,19583.12735,1173363.64420,1083.21911,0.05531,1173363.64420,1781.89544,16139.00000,544395.08666,4422617.22260,2103.00196,0.00386,4422617.22260,3459.43822,0.03597,0.00327
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",20-24,2.00000,Black,675.00000,33980.07616,1596265.01120,1263.43382,0.03718,1596265.01120,2078.34863,5952.00000,253037.04974,3396689.43840,1843.01097,0.00728,3396689.43840,3031.75305,0.13429,0.00805
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",20-24,3.00000,Latino,932.00000,51776.21723,2745326.57320,1656.90270,0.03200,2745326.57320,2725.60495,8083.00000,398272.21423,4096964.18350,2024.09589,0.00508,4096964.18350,3329.63774,0.13000,0.00676
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",20-24,4.00000,Asian,124.00000,5181.46308,317586.57719,563.54820,0.10876,317586.57719,927.03679,4094.00000,141082.25147,2487300.44960,1577.11777,0.01118,2487300.44960,2594.35873,0.03673,0.00654
35620.00000,"New York-Newark-Jersey City, NY-NJ-PA",20-24,5.00000,Other,63.00000,2569.55860,144400.12382,380.00016,0.14789,144400.12382,625.10027,995.00000,36041.77039,1472073.30550,1213.29028,0.03366,1472073.30550,1995.86251,0.07129,0.01689
35840.00000,"North Port-Sarasota-Bradenton, FL",16-19,1.00000,White,17.00000,617.39579,33705.66633,183.59103,0.29736,33705.66633,302.00724,537.00000,18701.26655,280634.27715,529.74926,0.02833,280634.27715,871.43753,0.03301,0.01608
35840.00000,"North Port-Sarasota-Bradenton, FL",16-19,2.00000,Black,6.00000,270.61854,19696.29970,140.34351,0.51860,19696.29970,230.86507,85.00000,3139.17301,149428.38518,386.55968,0.12314,149428.38518,635.89067,0.08621,0.07144
35840.00000,"North Port-Sarasota-Bradenton, FL",16-19,3.00000,Latino,11.00000,630.62960,36544.41222,191.16593,0.30314,36544.41222,314.46795,116.00000,5483.20745,164214.89659,405.23437,0.07390,164214.89659,666.61054,0.11501,0.05562
35840.00000,"North Port-Sarasota-Bradenton, FL",16-19,4.00000,Asian,,,,,,,,22.00000,708.64192,29316.53835,171.22073,0.24162,29316.53835,281.65810,,
35840.00000,"North Port-Sarasota-Bradenton, FL",16-19,5.00000,Other,,,,,,,,22.00000,739.59180,36178.12337,190.20548,0.25718,36178.12337,312.88801,,
35840.00000,"North Port-Sarasota-Bradenton, FL",20-24,1.00000,White,33.00000,1333.10459,100359.11205,316.79506,0.23764,100359.11205,521.12788,598.00000,22439.01505,178724.87356,422.75865,0.01884,178724.87356,695.43797,0.05941,0.02315
35840.00000,"North Port-Sarasota-Bradenton, FL",20-24,2.00000,Black,12.00000,476.85458,19221.69685,138.64233,0.29074,19221.69685,228.06664,93.00000,4235.02586,137317.86343,370.56425,0.08750,137317.86343,609.57819,0.11260,0.05136
35840.00000,"North Port-Sarasota-Bradenton, FL",20-24,3.00000,Latino,19.00000,1249.30283,202398.52111,449.88723,0.36011,202398.52111,740.06450,139.00000,8613.80437,316911.86971,562.94926,0.06535,316911.86971,926.05153,0.14503,0.08449
35840.00000,"North Port-Sarasota-Bradenton, FL",20-24,4.00000,Asian,,,,,,,,18.00000,810.80012,40703.49948,201.75108,0.24883,40703.49948,331.88053,,
35840.00000,"North Port-Sarasota-Bradenton, FL",20-24,5.00000,Other,,,,,,,,16.00000,607.50644,32474.20659,180.20601,0.29663,32474.20659,296.43889,,
36260.00000,"Ogden-Clearfield, UT",16-19,1.00000,White,17.00000,713.42180,27779.63036,166.67222,0.23362,27779.63036,274.17581,643.00000,25032.23720,291336.73094,539.75618,0.02156,291336.73094,887.89891,0.02850,0.01091
36260.00000,"Ogden-Clearfield, UT",16-19,2.00000,Black,,,,,,,,11.00000,319.59131,30977.36465,176.00388,0.55072,30977.36465,289.52638,,
36260.00000,"Ogden-Clearfield, UT",16-19,3.00000,Latino,8.00000,352.51207,16134.63186,127.02217,0.36033,16134.63186,208.95147,114.00000,5574.90297,368857.27712,607.33621,0.10894,368857.27712,999.06807,0.06323,0.03573
36260.00000,"Ogden-Clearfield, UT",16-19,4.00000,Asian,,,,,,,,18.00000,834.24309,44393.35521,210.69731,0.25256,44393.35521,346.59707,,
36260.00000,"Ogden-Clearfield, UT",16-19,5.00000,Other,,,,,,,,31.00000,1083.97822,50572.43763,224.88316,0.20746,50572.43763,369.93281,,
36260.00000,"Ogden-Clearfield, UT",20-24,1.00000,White,33.00000,1363.11220,81691.64462,285.81750,0.20968,81691.64462,470.16979,695.00000,30083.71207,90152.64566,300.25430,0.00998,90152.64566,493.91833,0.04531,0.01561
36260.00000,"Ogden-Clearfield, UT",20-24,2.00000,Black,,,,,,,,16.00000,759.65172,58046.60936,240.92864,0.31716,58046.60936,396.32761,,
36260.00000,"Ogden-Clearfield, UT",20-24,3.00000,Latino,11.00000,700.98001,49990.33190,223.58518,0.31896,49990.33190,367.79762,96.00000,5192.59191,230512.61515,480.11729,0.09246,230512.61515,789.79295,0.13500,0.06779
36260.00000,"Ogden-Clearfield, UT",20-24,4.00000,Asian,,,,,,,,13.00000,760.29447,47213.50343,217.28668,0.28579,47213.50343,357.43660,,
36260.00000,"Ogden-Clearfield, UT",20-24,5.00000,Other,,,,,,,,22.00000,1191.88767,111267.69809,333.56813,0.27987,111267.69809,548.71958,,
36420.00000,"Oklahoma City, OK",16-19,1.00000,White,42.00000,2055.99444,177436.44703,421.23206,0.20488,177436.44703,692.92674,1071.00000,41253.08925,1139405.87600,1067.42956,0.02588,1139405.87600,1755.92163,0.04984,0.01666
36420.00000,"Oklahoma City, OK",16-19,2.00000,Black,5.00000,247.46434,13223.44566,114.99324,0.46469,13223.44566,189.16388,165.00000,8321.19388,489235.81730,699.45394,0.08406,489235.81730,1150.60174,0.02974,0.02236
36420.00000,"Oklahoma City, OK",16-19,3.00000,Latino,22.00000,1114.14434,99186.54885,314.93896,0.28267,99186.54885,518.07459,263.00000,12428.82706,491876.34620,701.33897,0.05643,491876.34620,1153.70260,0.08964,0.04084
36420.00000,"Oklahoma City, OK",16-19,4.00000,Asian,,,,,,,,66.00000,3206.79075,235096.09296,484.86709,0.15120,235096.09296,797.60636,,
36420.00000,"Oklahoma City, OK",16-19,5.00000,Other,13.00000,635.47990,45660.92143,213.68416,0.33626,45660.92143,351.51045,249.00000,9741.98765,583355.77703,763.77731,0.07840,583355.77703,1256.41367,0.06523,0.03509
36420.00000,"Oklahoma City, OK",20-24,1.00000,White,69.00000,3804.52399,307654.16997,554.66582,0.14579,307654.16997,912.42527,1284.00000,66321.45165,596751.54311,772.49695,0.01165,596751.54311,1270.75749,0.05736,0.01371
36420.00000,"Oklahoma City, OK",20-24,2.00000,Black,21.00000,1520.84384,120364.51781,346.93590,0.22812,120364.51781,570.70955,214.00000,14103.34098,851250.94749,922.63262,0.06542,851250.94749,1517.73066,0.10784,0.03877
36420.00000,"Oklahoma City, OK",20-24,3.00000,Latino,31.00000,1711.09019,135970.04209,368.74116,0.21550,135970.04209,606.57921,243.00000,12427.45083,458140.77985,676.86098,0.05446,458140.77985,1113.43630,0.13769,0.04723
36420.00000,"Oklahoma City, OK",20-24,4.00000,Asian,,,,,,,,86.00000,4211.50529,230842.70141,480.46093,0.11408,230842.70141,790.35822,,
36420.00000,"Oklahoma City, OK",20-24,5.00000,Other,24.00000,1367.21253,109833.06619,331.41072,0.24240,109833.06619,545.17064,188.00000,8947.83224,527210.78963,726.09282,0.08115,527210.78963,1194.42270,0.15280,0.05741
36540.00000,"Omaha-Council Bluffs, NE-IA",16-19,1.00000,White,13.00000,638.39005,36618.55364,191.35975,0.29975,36618.55364,314.78679,1091.00000,37810.84270,690013.37065,830.67043,0.02197,690013.37065,1366.45286,0.01688,0.00830
36540.00000,"Omaha-Council Bluffs, NE-IA",16-19,2.00000,Black,6.00000,476.86537,35106.62334,187.36762,0.39292,35106.62334,308.21973,118.00000,5900.98937,442740.15948,665.38723,0.11276,442740.15948,1094.56199,0.08081,0.05003
36540.00000,"Omaha-Council Bluffs, NE-IA",16-19,3.00000,Latino,9.00000,241.78045,5898.53136,76.80190,0.31765,5898.53136,126.33912,156.00000,6290.89516,253113.82779,503.10419,0.07997,253113.82779,827.60640,0.03843,0.01944
