Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,re_label,sample_n,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
17900.00000,"Columbia, SC",20-24,2.00000,Black,60.00000,3069.23989,320447.03647,566.08042,0.18444,320447.03647,931.20228,573.00000,25063.47392,272597.27089,522.10849,0.02083,272597.27089,858.86846,0.12246,0.03692
17900.00000,"Columbia, SC",20-24,3.00000,Latino,11.00000,588.14278,56259.82984,237.19155,0.40329,56259.82984,390.18009,101.00000,3909.92673,257756.42784,507.69718,0.12985,257756.42784,835.16186,0.15042,0.09448
17900.00000,"Columbia, SC",20-24,4.00000,Asian,,,,,,,,48.00000,2060.36910,110033.42887,331.71287,0.16100,110033.42887,545.66767,,
17900.00000,"Columbia, SC",20-24,5.00000,Other,,,,,,,,46.00000,1729.62340,99873.10700,316.02707,0.18271,99873.10700,519.86453,,
18140.00000,"Columbus, OH",16-19,1.00000,White,55.00000,1657.70955,69779.14013,264.15742,0.15935,69779.14013,434.53895,2022.00000,67235.50476,1047872.61620,1023.65649,0.01522,1047872.61620,1683.91493,0.02466,0.00643
18140.00000,"Columbus, OH",16-19,2.00000,Black,26.00000,941.79676,61418.94580,247.82846,0.26314,61418.94580,407.67782,404.00000,18438.15824,861512.28412,928.17686,0.05034,861512.28412,1526.85094,0.05108,0.02170
18140.00000,"Columbus, OH",16-19,3.00000,Latino,,,,,,,,87.00000,3842.08771,229049.02354,478.59066,0.12457,229049.02354,787.28164,,
18140.00000,"Columbus, OH",16-19,4.00000,Asian,5.00000,124.67087,4213.48138,64.91133,0.52066,4213.48138,106.77915,102.00000,3628.44175,118649.28372,344.45505,0.09493,118649.28372,566.62856,0.03436,0.02894
18140.00000,"Columbus, OH",16-19,5.00000,Other,8.00000,343.64065,25195.06643,158.72954,0.46191,25195.06643,261.11009,141.00000,5194.32236,260084.70535,509.98501,0.09818,260084.70535,838.92533,0.06616,0.04912
18140.00000,"Columbus, OH",20-24,1.00000,White,154.00000,6629.61469,556962.68756,746.29933,0.11257,556962.68756,1227.66240,2450.00000,93901.21788,426516.66021,653.08243,0.00695,426516.66021,1074.32060,0.07060,0.01305
18140.00000,"Columbus, OH",20-24,2.00000,Black,72.00000,3709.56728,176170.75303,419.72700,0.11315,176170.75303,690.45091,450.00000,23709.07616,678820.96029,823.90592,0.03475,678820.96029,1355.32523,0.15646,0.02771
18140.00000,"Columbus, OH",20-24,3.00000,Latino,16.00000,862.67476,56817.72589,238.36469,0.27631,56817.72589,392.10992,127.00000,5973.39853,288447.99245,537.07354,0.08991,288447.99245,883.48598,0.14442,0.06207
18140.00000,"Columbus, OH",20-24,4.00000,Asian,,,,,,,,134.00000,4314.42864,165173.87283,406.41589,0.09420,165173.87283,668.55413,,
18140.00000,"Columbus, OH",20-24,5.00000,Other,,,,,,,,119.00000,4926.90858,349333.27677,591.04423,0.11996,349333.27677,972.26775,,
19100.00000,"Dallas-Fort Worth-Arlington, TX",16-19,1.00000,White,96.00000,3761.46610,209602.28394,457.82342,0.12171,209602.28394,753.11953,4820.00000,148215.17355,1959809.90120,1399.93211,0.00945,1959809.90120,2302.88831,0.02538,0.00507
19100.00000,"Dallas-Fort Worth-Arlington, TX",16-19,2.00000,Black,90.00000,4275.23584,391820.71480,625.95584,0.14641,391820.71480,1029.69736,1395.00000,60843.18031,1556338.24500,1247.53286,0.02050,1556338.24500,2052.19156,0.07027,0.01676
19100.00000,"Dallas-Fort Worth-Arlington, TX",16-19,3.00000,Latino,206.00000,8940.50879,365265.21761,604.37175,0.06760,365265.21761,994.19154,3212.00000,128989.85577,2139513.42050,1462.70756,0.01134,2139513.42050,2406.15394,0.06931,0.00760
19100.00000,"Dallas-Fort Worth-Arlington, TX",16-19,4.00000,Asian,,,,,,,,544.00000,17576.07330,492530.22248,701.80497,0.03993,492530.22248,1154.46918,,
19100.00000,"Dallas-Fort Worth-Arlington, TX",16-19,5.00000,Other,7.00000,234.35118,10186.63969,100.92888,0.43067,10186.63969,166.02801,334.00000,12383.26693,679495.16442,824.31497,0.06657,679495.16442,1355.99812,0.01892,0.01325
19100.00000,"Dallas-Fort Worth-Arlington, TX",20-24,1.00000,White,257.00000,10882.99876,868858.40761,932.12575,0.08565,868858.40761,1533.34685,4905.00000,184311.05370,1110243.27930,1053.68082,0.00572,1110243.27930,1733.30496,0.05905,0.00830
19100.00000,"Dallas-Fort Worth-Arlington, TX",20-24,2.00000,Black,206.00000,11276.52394,941814.52671,970.47129,0.08606,941814.52671,1596.42527,1449.00000,77264.96151,2740215.51650,1655.35963,0.02142,2740215.51650,2723.06660,0.14595,0.02001
19100.00000,"Dallas-Fort Worth-Arlington, TX",20-24,3.00000,Latino,434.00000,20484.63829,1152763.10510,1073.66806,0.05241,1152763.10510,1766.18396,3404.00000,156157.81154,1636976.89090,1279.44398,0.00819,1636976.89090,2104.68534,0.13118,0.01117
19100.00000,"Dallas-Fort Worth-Arlington, TX",20-24,4.00000,Asian,19.00000,829.16383,47502.41650,217.95049,0.26286,47502.41650,358.52856,628.00000,24982.15838,480941.40058,693.49939,0.02776,480941.40058,1140.80649,0.03319,0.01427
19100.00000,"Dallas-Fort Worth-Arlington, TX",20-24,5.00000,Other,22.00000,894.24336,36287.89593,190.49382,0.21302,36287.89593,313.36234,292.00000,11366.26882,524249.27778,724.05060,0.06370,524249.27778,1191.06324,0.07868,0.02631
19380.00000,"Dayton, OH",16-19,1.00000,White,27.00000,892.33873,42487.15715,206.12413,0.23099,42487.15715,339.07419,949.00000,30330.00835,431941.05669,657.22223,0.02167,431941.05669,1081.13056,0.02942,0.01113
19380.00000,"Dayton, OH",16-19,2.00000,Black,11.00000,483.33633,17121.68154,130.84984,0.27072,17121.68154,215.24799,265.00000,9026.72693,274303.66234,523.74007,0.05802,274303.66234,861.55242,0.05355,0.02329
19380.00000,"Dayton, OH",16-19,3.00000,Latino,,,,,,,,33.00000,1154.15256,37072.21663,192.54147,0.16682,37072.21663,316.73071,,
19380.00000,"Dayton, OH",16-19,4.00000,Asian,,,,,,,,25.00000,795.26196,34400.28646,185.47314,0.23322,34400.28646,305.10332,,
19380.00000,"Dayton, OH",16-19,5.00000,Other,,,,,,,,43.00000,1667.55869,113216.80923,336.47706,0.20178,113216.80923,553.50476,,
19380.00000,"Dayton, OH",20-24,1.00000,White,58.00000,2484.13445,132883.19150,364.53147,0.14674,132883.19150,599.65427,1128.00000,41845.67804,248450.49988,498.44809,0.01191,248450.49988,819.94711,0.05936,0.01428
19380.00000,"Dayton, OH",20-24,2.00000,Black,39.00000,2151.44000,132960.99308,364.63817,0.16949,132960.99308,599.82979,267.00000,11413.00258,289199.57291,537.77279,0.04712,289199.57291,884.63624,0.18851,0.05048
19380.00000,"Dayton, OH",20-24,3.00000,Latino,,,,,,,,47.00000,1395.33226,49462.54481,222.40176,0.15939,49462.54481,365.85090,,
19380.00000,"Dayton, OH",20-24,4.00000,Asian,,,,,,,,38.00000,1075.91070,38860.28966,197.13013,0.18322,38860.28966,324.27907,,
19380.00000,"Dayton, OH",20-24,5.00000,Other,,,,,,,,43.00000,1957.83768,129466.44812,359.81446,0.18378,129466.44812,591.89479,,
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,1.00000,White,25.00000,766.42219,40234.82767,200.58621,0.26172,40234.82767,329.96432,555.00000,17401.23976,237761.60033,487.60804,0.02802,237761.60033,802.11523,0.04404,0.01885
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,2.00000,Black,5.00000,144.06176,8077.47054,89.87475,0.62386,8077.47054,147.84396,152.00000,5680.18505,344194.03470,586.68052,0.10329,344194.03470,965.08946,0.02536,0.02567
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,3.00000,Latino,9.00000,553.49597,40060.74606,200.15181,0.36161,40060.74606,329.24972,109.00000,5324.74943,236696.92911,486.51509,0.09137,236696.92911,800.31732,0.10395,0.05983
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,4.00000,Asian,,,,,,,,12.00000,414.21886,22249.67854,149.16326,0.36011,22249.67854,245.37356,,
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,5.00000,Other,,,,,,,,24.00000,845.45016,41664.66760,204.11925,0.24143,41664.66760,335.77616,,
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,1.00000,White,65.00000,2493.55633,142635.83661,377.67160,0.15146,142635.83661,621.26978,614.00000,22829.58703,119277.53772,345.36580,0.01513,119277.53772,568.12675,0.10922,0.02708
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,2.00000,Black,11.00000,571.15409,51605.55146,227.16855,0.39774,51605.55146,373.69227,133.00000,6212.46525,176666.08101,420.31664,0.06766,176666.08101,691.42088,0.09194,0.05928
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,3.00000,Latino,16.00000,938.19840,58081.84916,241.00176,0.25688,58081.84916,396.44790,109.00000,5470.29865,181714.35464,426.27967,0.07793,181714.35464,701.23005,0.17151,0.06906
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,4.00000,Asian,,,,,,,,22.00000,1226.68882,61081.82401,247.14737,0.20148,61081.82401,406.55743,,
19660.00000,"Deltona-Daytona Beach-Ormond Beach, FL",20-24,5.00000,Other,,,,,,,,26.00000,1105.79015,69879.09721,264.34655,0.23906,69879.09721,434.85007,,
19740.00000,"Denver-Aurora-Lakewood, CO",16-19,1.00000,White,42.00000,1450.25632,58639.92936,242.15683,0.16698,58639.92936,398.34798,2237.00000,69782.28338,1134717.20140,1065.23106,0.01527,1134717.20140,1752.30509,0.02078,0.00568
19740.00000,"Denver-Aurora-Lakewood, CO",16-19,2.00000,Black,12.00000,481.72133,29931.80319,173.00810,0.35915,29931.80319,284.59833,195.00000,7713.23888,307825.39548,554.82015,0.07193,307825.39548,912.67914,0.06245,0.03615
19740.00000,"Denver-Aurora-Lakewood, CO",16-19,3.00000,Latino,52.00000,2710.80830,258036.17241,507.97261,0.18739,258036.17241,835.61494,962.00000,41250.30477,876767.90930,936.35886,0.02270,876767.90930,1540.31032,0.06572,0.02011
19740.00000,"Denver-Aurora-Lakewood, CO",16-19,4.00000,Asian,,,,,,,,161.00000,5225.47194,105017.21262,324.06359,0.06202,105017.21262,533.08461,,
19740.00000,"Denver-Aurora-Lakewood, CO",16-19,5.00000,Other,5.00000,232.90302,9841.38203,99.20374,0.42594,9841.38203,163.19015,158.00000,5430.75574,238841.38871,488.71402,0.08999,238841.38871,803.93456,0.04289,0.02937
19740.00000,"Denver-Aurora-Lakewood, CO",20-24,1.00000,White,101.00000,3766.36919,170672.92194,413.12579,0.10969,170672.92194,679.59193,2625.00000,99709.43562,922949.32555,960.70252,0.00964,922949.32555,1580.35564,0.03777,0.00679
19740.00000,"Denver-Aurora-Lakewood, CO",20-24,2.00000,Black,18.00000,810.86538,40902.12989,202.24275,0.24942,40902.12989,332.68932,223.00000,11554.70900,367144.17062,605.92423,0.05244,367144.17062,996.74536,0.07018,0.02815
19740.00000,"Denver-Aurora-Lakewood, CO",20-24,3.00000,Latino,123.00000,6501.39328,365737.44577,604.76231,0.09302,365737.44577,994.83399,1013.00000,50192.92566,794175.45370,891.16522,0.01775,794175.45370,1465.96679,0.12953,0.01946
19740.00000,"Denver-Aurora-Lakewood, CO",20-24,4.00000,Asian,6.00000,331.98821,15447.34462,124.28735,0.37437,15447.34462,204.45269,180.00000,6910.26366,286821.91452,535.55757,0.07750,286821.91452,880.99221,0.04804,0.02895
19740.00000,"Denver-Aurora-Lakewood, CO",20-24,5.00000,Other,9.00000,338.09792,15900.16962,126.09587,0.37296,15900.16962,207.42771,162.00000,6689.45698,291382.89455,539.79894,0.08069,291382.89455,887.96925,0.05054,0.03027
19780.00000,"Des Moines-West Des Moines, IA",16-19,1.00000,White,11.00000,572.25268,50049.33260,223.71708,0.39094,50049.33260,368.01460,724.00000,26805.51455,533875.76110,730.66802,0.02726,533875.76110,1201.94890,0.02135,0.01370
19780.00000,"Des Moines-West Des Moines, IA",16-19,2.00000,Black,,,,,,,,36.00000,1719.81193,176307.54895,419.88992,0.24415,176307.54895,690.71893,,
19780.00000,"Des Moines-West Des Moines, IA",16-19,3.00000,Latino,,,,,,,,57.00000,2299.45663,160328.73350,400.41071,0.17413,160328.73350,658.67561,,
19780.00000,"Des Moines-West Des Moines, IA",16-19,4.00000,Asian,,,,,,,,20.00000,813.12683,37576.71090,193.84713,0.23840,37576.71090,318.87853,,
19780.00000,"Des Moines-West Des Moines, IA",16-19,5.00000,Other,,,,,,,,26.00000,998.45842,62083.63402,249.16588,0.24955,62083.63402,409.87787,,
19780.00000,"Des Moines-West Des Moines, IA",20-24,1.00000,White,20.00000,1313.33573,169525.97574,411.73532,0.31350,169525.97574,677.30461,660.00000,31584.76070,311722.23720,558.32091,0.01768,311722.23720,918.43789,0.04158,0.02141
19780.00000,"Des Moines-West Des Moines, IA",20-24,2.00000,Black,5.00000,393.64117,45838.31596,214.09885,0.54389,45838.31596,352.19260,48.00000,3283.74132,147787.42729,384.43130,0.11707,147787.42729,632.38949,0.11988,0.10474
19780.00000,"Des Moines-West Des Moines, IA",20-24,3.00000,Latino,,,,,,,,61.00000,3309.35625,110756.19769,332.80054,0.10056,110756.19769,547.45688,,
19780.00000,"Des Moines-West Des Moines, IA",20-24,4.00000,Asian,,,,,,,,31.00000,1556.84198,62100.88744,249.20050,0.16007,62100.88744,409.93482,,
19780.00000,"Des Moines-West Des Moines, IA",20-24,5.00000,Other,,,,,,,,23.00000,1550.15078,132378.99534,363.83924,0.23471,132378.99534,598.51556,,
19820.00000,"Detroit-Warren-Dearborn, MI",16-19,1.00000,White,76.00000,3313.04882,216495.06336,465.29030,0.14044,216495.06336,765.40254,3569.00000,131887.62139,1724399.89950,1313.16408,0.00996,1724399.89950,2160.15491,0.02512,0.00579
19820.00000,"Detroit-Warren-Dearborn, MI",16-19,2.00000,Black,132.00000,6887.46721,447010.37193,668.58834,0.09707,447010.37193,1099.82782,1160.00000,59493.43011,2307210.53610,1518.95047,0.02553,2307210.53610,2498.67353,0.11577,0.01784
19820.00000,"Detroit-Warren-Dearborn, MI",16-19,3.00000,Latino,20.00000,1270.04497,105181.39373,324.31681,0.25536,105181.39373,533.50115,259.00000,12989.60779,609733.35890,780.85425,0.06011,609733.35890,1284.50524,0.09777,0.03992
19820.00000,"Detroit-Warren-Dearborn, MI",16-19,4.00000,Asian,,,,,,,,158.00000,6635.36720,368125.66669,606.73360,0.09144,368125.66669,998.07678,,
19820.00000,"Detroit-Warren-Dearborn, MI",16-19,5.00000,Other,12.00000,457.03604,27936.38966,167.14182,0.36571,27936.38966,274.94830,238.00000,10106.37004,645968.29529,803.72153,0.07953,645968.29529,1322.12191,0.04522,0.02655
19820.00000,"Detroit-Warren-Dearborn, MI",20-24,1.00000,White,235.00000,12592.45278,989886.66209,994.93048,0.07901,989886.66209,1636.66064,3738.00000,162388.47352,944742.84589,971.97883,0.00599,944742.84589,1598.90518,0.07755,0.01005
19820.00000,"Detroit-Warren-Dearborn, MI",20-24,2.00000,Black,315.00000,20130.35714,1341234.18010,1158.11665,0.05753,1341234.18010,1905.10189,1364.00000,81924.84637,1843954.49470,1357.92286,0.01658,1843954.49470,2233.78311,0.24572,0.02227
19820.00000,"Detroit-Warren-Dearborn, MI",20-24,3.00000,Latino,38.00000,1945.67335,93136.84384,305.18330,0.15685,93136.84384,502.02652,265.00000,14564.90538,398979.12745,631.64795,0.04337,398979.12745,1039.06087,0.13359,0.03312
19820.00000,"Detroit-Warren-Dearborn, MI",20-24,4.00000,Asian,9.00000,565.60014,48487.80037,220.19946,0.38932,48487.80037,362.22810,168.00000,9299.74904,526298.87078,725.46459,0.07801,526298.87078,1193.38925,0.06082,0.03816
19820.00000,"Detroit-Warren-Dearborn, MI",20-24,5.00000,Other,24.00000,1227.43509,88972.01148,298.28177,0.24301,88972.01148,490.67350,179.00000,9112.50296,737245.09611,858.62978,0.09423,737245.09611,1412.44599,0.13470,0.04963
21340.00000,"El Paso, TX",16-19,1.00000,White,7.00000,356.63915,21794.19159,147.62856,0.41394,21794.19159,242.84898,115.00000,4234.97730,113528.52013,336.93994,0.07956,113528.52013,554.26619,0.08421,0.05627
21340.00000,"El Paso, TX",16-19,2.00000,Black,,,,,,,,40.00000,1829.84073,128179.19958,358.02123,0.19566,128179.19958,588.94492,,
21340.00000,"El Paso, TX",16-19,3.00000,Latino,74.00000,3096.92082,208679.75599,456.81479,0.14751,208679.75599,751.46034,1316.00000,47559.48039,428504.29234,654.60239,0.01376,428504.29234,1076.82094,0.06512,0.01573
21340.00000,"El Paso, TX",16-19,4.00000,Asian,,,,,,,,7.00000,339.59480,19634.72380,140.12396,0.41262,19634.72380,230.50391,,
21340.00000,"El Paso, TX",16-19,5.00000,Other,,,,,,,,22.00000,736.94622,36838.24610,191.93292,0.26044,36838.24610,315.72965,,
21340.00000,"El Paso, TX",20-24,1.00000,White,25.00000,1152.92779,71854.48201,268.05686,0.23250,71854.48201,440.95354,243.00000,10438.23905,199028.23203,446.12580,0.04274,199028.23203,733.87695,0.11045,0.04152
21340.00000,"El Paso, TX",20-24,2.00000,Black,,,,,,,,69.00000,3043.52914,147277.99110,383.76815,0.12609,147277.99110,631.29860,,
21340.00000,"El Paso, TX",20-24,3.00000,Latino,178.00000,8180.85319,589291.22088,767.65306,0.09384,589291.22088,1262.78928,1339.00000,55741.86994,40629.52426,201.56767,0.00362,40629.52426,331.57881,0.14676,0.02264
21340.00000,"El Paso, TX",20-24,4.00000,Asian,,,,,,,,12.00000,443.71603,23989.41583,154.88517,0.34906,23989.41583,254.78610,,
21340.00000,"El Paso, TX",20-24,5.00000,Other,,,,,,,,24.00000,891.36069,104333.36590,323.00676,0.36237,104333.36590,531.34612,,
23420.00000,"Fresno, CA",16-19,1.00000,White,10.00000,394.18350,20220.49635,142.19879,0.36074,20220.49635,233.91701,402.00000,11422.94341,203997.41543,451.66073,0.03954,203997.41543,742.98190,0.03451,0.02035
23420.00000,"Fresno, CA",16-19,2.00000,Black,10.00000,369.32863,18529.12876,136.12174,0.36857,18529.12876,223.92027,94.00000,3108.76659,197262.47835,444.14241,0.14287,197262.47835,730.61426,0.11880,0.06640
23420.00000,"Fresno, CA",16-19,3.00000,Latino,79.00000,2868.90330,138907.36370,372.70278,0.12991,138907.36370,613.09608,993.00000,34393.24124,416473.87679,645.34787,0.01876,416473.87679,1061.59725,0.08341,0.01764
23420.00000,"Fresno, CA",16-19,4.00000,Asian,11.00000,349.37283,15095.35470,122.86315,0.35167,15095.35470,202.10989,188.00000,5898.87871,192443.14901,438.68343,0.07437,192443.14901,721.63424,0.05923,0.03349
23420.00000,"Fresno, CA",16-19,5.00000,Other,,,,,,,,59.00000,1576.77374,83247.36697,288.52620,0.18299,83247.36697,474.62560,,
23420.00000,"Fresno, CA",20-24,1.00000,White,43.00000,2001.85065,93849.54054,306.34872,0.15303,93849.54054,503.94365,492.00000,18879.34335,139105.71389,372.96878,0.01976,139105.71389,613.53365,0.10603,0.02647
23420.00000,"Fresno, CA",20-24,2.00000,Black,26.00000,1237.66529,43129.67919,207.67686,0.16780,43129.67919,341.62844,111.00000,4613.81829,121694.79381,348.84781,0.07561,121694.79381,573.85465,0.26825,0.06610
23420.00000,"Fresno, CA",20-24,3.00000,Latino,195.00000,8444.62928,573701.54036,757.43088,0.08969,573701.54036,1245.97380,1046.00000,45357.86917,110579.81098,332.53543,0.00733,110579.81098,547.02078,0.18618,0.02738
23420.00000,"Fresno, CA",20-24,4.00000,Asian,37.00000,1592.67905,89661.00686,299.43448,0.18801,89661.00686,492.56972,270.00000,9501.60641,232494.26249,482.17659,0.05075,232494.26249,793.18049,0.16762,0.04992
23420.00000,"Fresno, CA",20-24,5.00000,Other,8.00000,334.06592,17071.70045,130.65872,0.39112,17071.70045,214.93359,62.00000,2009.69118,109167.95235,330.40574,0.16441,109167.95235,543.51744,0.16623,0.09704
24340.00000,"Grand Rapids-Wyoming, MI",16-19,1.00000,White,10.00000,339.97733,15954.64092,126.31168,0.37153,15954.64092,207.78272,1025.00000,37438.77709,683444.31488,826.70691,0.02208,683444.31488,1359.93287,0.00908,0.00554
24340.00000,"Grand Rapids-Wyoming, MI",16-19,2.00000,Black,,,,,,,,81.00000,4415.40669,170598.35287,413.03553,0.09354,170598.35287,679.44345,,
24340.00000,"Grand Rapids-Wyoming, MI",16-19,3.00000,Latino,10.00000,483.24693,30841.82325,175.61840,0.36341,30841.82325,288.89227,114.00000,6678.09689,373318.91223,610.99829,0.09149,373318.91223,1005.09219,0.07236,0.04187
24340.00000,"Grand Rapids-Wyoming, MI",16-19,4.00000,Asian,,,,,,,,46.00000,1870.17049,97606.67067,312.42066,0.16705,97606.67067,513.93199,,
24340.00000,"Grand Rapids-Wyoming, MI",16-19,5.00000,Other,,,,,,,,27.00000,1103.56685,96086.06298,309.97752,0.28089,96086.06298,509.91302,,
24340.00000,"Grand Rapids-Wyoming, MI",20-24,1.00000,White,40.00000,2388.61418,238519.84271,488.38493,0.20446,238519.84271,803.39321,1171.00000,53634.68178,266373.50791,516.11385,0.00962,266373.50791,849.00729,0.04453,0.01496
24340.00000,"Grand Rapids-Wyoming, MI",20-24,2.00000,Black,16.00000,1265.47277,122111.92425,349.44517,0.27614,122111.92425,574.83730,78.00000,5304.42629,245592.43840,495.57284,0.09343,245592.43840,815.21732,0.23857,0.10198
24340.00000,"Grand Rapids-Wyoming, MI",20-24,3.00000,Latino,14.00000,829.82164,69917.13675,264.41849,0.31864,69917.13675,434.96841,111.00000,8091.55022,246350.30635,496.33689,0.06134,246350.30635,816.47418,0.10255,0.05275
24340.00000,"Grand Rapids-Wyoming, MI",20-24,4.00000,Asian,,,,,,,,35.00000,1607.68839,107460.04552,327.81099,0.20390,107460.04552,539.24908,,
24340.00000,"Grand Rapids-Wyoming, MI",20-24,5.00000,Other,,,,,,,,48.00000,2221.38306,149097.25384,386.13114,0.17382,149097.25384,635.18572,,
24660.00000,"Greensboro-High Point, NC",16-19,1.00000,White,31.00000,1436.04532,85230.18618,291.94209,0.20330,85230.18618,480.24474,731.00000,23073.20312,298168.14843,546.04775,0.02367,298168.14843,898.24855,0.06224,0.02067
24660.00000,"Greensboro-High Point, NC",16-19,2.00000,Black,17.00000,681.49047,36241.31073,190.37151,0.27935,36241.31073,313.16113,450.00000,14153.84691,353813.68523,594.82240,0.04203,353813.68523,978.48284,0.04815,0.02187
24660.00000,"Greensboro-High Point, NC",16-19,3.00000,Latino,6.00000,316.25755,16822.12618,129.70014,0.41011,16822.12618,213.35673,86.00000,3266.77744,111514.86145,333.93841,0.10222,111514.86145,549.32868,0.09681,0.06325
24660.00000,"Greensboro-High Point, NC",16-19,4.00000,Asian,,,,,,,,49.00000,1843.07094,63742.87315,252.47351,0.13699,63742.87315,415.31892,,
24660.00000,"Greensboro-High Point, NC",16-19,5.00000,Other,,,,,,,,37.00000,755.24794,29550.82302,171.90353,0.22761,29550.82302,282.78130,,
24660.00000,"Greensboro-High Point, NC",20-24,1.00000,White,49.00000,2327.65863,102203.25602,319.69244,0.13735,102203.25602,525.89406,745.00000,30163.55774,153604.61992,391.92425,0.01299,153604.61992,644.71540,0.07717,0.01736
24660.00000,"Greensboro-High Point, NC",20-24,2.00000,Black,67.00000,3259.89304,146768.65067,383.10397,0.11752,146768.65067,630.20603,393.00000,16969.00145,241976.12356,491.91069,0.02899,241976.12356,809.19308,0.19211,0.03599
24660.00000,"Greensboro-High Point, NC",20-24,3.00000,Latino,14.00000,691.31454,51678.49368,227.32904,0.32884,51678.49368,373.95628,95.00000,4711.16062,117862.08948,343.31049,0.07287,117862.08948,564.74575,0.14674,0.07740
24660.00000,"Greensboro-High Point, NC",20-24,4.00000,Asian,5.00000,132.99470,4991.07984,70.64757,0.53121,4991.07984,116.21526,50.00000,2271.34308,58770.88076,242.42706,0.10673,58770.88076,398.79252,0.05855,0.05012
24660.00000,"Greensboro-High Point, NC",20-24,5.00000,Other,13.00000,482.08472,45416.06941,213.11046,0.44206,45416.06941,350.56671,58.00000,2357.21052,165780.81443,407.16190,0.17273,165780.81443,669.78133,0.20451,0.13690
24860.00000,"Greenville-Anderson-Mauldin, SC",16-19,1.00000,White,44.00000,1660.87159,110295.96570,332.10836,0.19996,110295.96570,546.31826,1279.00000,37073.68426,519518.11947,720.77605,0.01944,519518.11947,1185.67661,0.04480,0.01467
24860.00000,"Greenville-Anderson-Mauldin, SC",16-19,2.00000,Black,12.00000,550.78481,30872.25922,175.70503,0.31901,30872.25922,289.03478,251.00000,9949.00844,383632.85855,619.38103,0.06226,383632.85855,1018.88179,0.05536,0.02849
24860.00000,"Greenville-Anderson-Mauldin, SC",16-19,3.00000,Latino,5.00000,159.79754,4602.89311,67.84462,0.42457,4602.89311,111.60441,100.00000,3343.63445,151787.90119,389.59967,0.11652,151787.90119,640.89145,0.04779,0.03210
24860.00000,"Greenville-Anderson-Mauldin, SC",16-19,4.00000,Asian,,,,,,,,33.00000,758.51993,49913.36459,223.41299,0.29454,49913.36459,367.51437,,
24860.00000,"Greenville-Anderson-Mauldin, SC",16-19,5.00000,Other,,,,,,,,35.00000,1100.49143,71512.74654,267.41867,0.24300,71512.74654,439.90372,,
24860.00000,"Greenville-Anderson-Mauldin, SC",20-24,1.00000,White,105.00000,4745.93780,300054.30880,547.77213,0.11542,300054.30880,901.08516,1332.00000,48655.88290,274881.72757,524.29164,0.01078,274881.72757,862.45975,0.09754,0.01844
24860.00000,"Greenville-Anderson-Mauldin, SC",20-24,2.00000,Black,41.00000,2098.10856,100501.97063,317.02046,0.15110,100501.97063,521.49865,277.00000,11899.63062,293384.10195,541.64943,0.04552,293384.10195,891.01331,0.17632,0.04179
24860.00000,"Greenville-Anderson-Mauldin, SC",20-24,3.00000,Latino,14.00000,667.53692,44778.74161,211.60988,0.31700,44778.74161,348.09825,106.00000,4709.70351,194600.64452,441.13563,0.09367,194600.64452,725.66811,0.14174,0.07061
24860.00000,"Greenville-Anderson-Mauldin, SC",20-24,4.00000,Asian,,,,,,,,35.00000,1756.51105,95361.60198,308.80674,0.17581,95361.60198,507.98709,,
24860.00000,"Greenville-Anderson-Mauldin, SC",20-24,5.00000,Other,5.00000,94.79692,1995.48433,44.67084,0.47123,1995.48433,73.48354,39.00000,1140.94554,62002.25533,249.00252,0.21824,62002.25533,409.60915,0.08309,0.05708
25420.00000,"Harrisburg-Carlisle, PA",16-19,1.00000,White,13.00000,383.88340,25178.69932,158.67797,0.41335,25178.69932,261.02527,719.00000,22172.61317,265723.18357,515.48345,0.02325,265723.18357,847.97027,0.01731,0.01175
25420.00000,"Harrisburg-Carlisle, PA",16-19,2.00000,Black,9.00000,495.91897,32460.90865,180.16911,0.36330,32460.90865,296.37819,71.00000,3626.57814,203116.56559,450.68455,0.12427,203116.56559,741.37609,0.13675,0.07679
25420.00000,"Harrisburg-Carlisle, PA",16-19,3.00000,Latino,5.00000,261.83434,22220.44249,149.06523,0.56931,22220.44249,245.21230,59.00000,2238.84678,95811.81510,309.53484,0.13826,95811.81510,509.18481,0.11695,0.10625
25420.00000,"Harrisburg-Carlisle, PA",16-19,4.00000,Asian,,,,,,,,31.00000,978.85402,54297.80167,233.01889,0.23805,54297.80167,383.31607,,
25420.00000,"Harrisburg-Carlisle, PA",16-19,5.00000,Other,,,,,,,,19.00000,709.21820,41321.30006,203.27641,0.28662,41321.30006,334.38970,,
