YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,SEX,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,sex_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2010,45780,"Toledo, OH",20-24,Male,28,4000,918896.65,958.59097117,0.2396477428,918896.65,1576.8821476,Male,140,17160,1643694.1,1282.0663399,0.0747124907,1643694.1,2108.9991292,0.2331002331,0.0873130493
2010,45780,"Toledo, OH",20-24,Female,20,2759,373700.25,611.3102731,0.2215695082,373700.25,1005.6053993,Female,151,17923,1315389.15,1146.904159,0.0639906354,1315389.15,1886.6573416,0.153936283,0.0537161266
2010,45780,"Toledo, OH",25-54,Male,124,14937,1619361.75,1272.5414532,0.0851939113,1619361.75,2093.3306904,Male,990,103009,1815153.55,1347.2763451,0.01307921,1815153.55,2216.2695876,0.145006747,0.0200809101
2010,45780,"Toledo, OH",25-54,Female,85,9361,1115699.9,1056.2669644,0.1128369794,1115699.9,1737.5591564,Female,949,96646,2212620.05,1487.4878319,0.0153910957,2212620.05,2446.9174834,0.0968586387,0.01781056
2010,46060,"Tucson, AZ",16-19,Male,44,3779,359782.9,599.81905605,0.1587242805,359782.9,986.7023472,Male,108,9887,917816,958.02713949,0.0968976575,917816,1575.9546445,0.3822190756,0.0790433039
2010,46060,"Tucson, AZ",16-19,Female,31,3407,465760.3,682.46633617,0.2003129839,465760.3,1122.657123,Female,109,10949,1298532.1,1139.5315265,0.1040763108,1298532.1,1874.5293612,0.3111699699,0.0876089687
2010,46060,"Tucson, AZ",20-24,Male,52,5611,745766,863.57744297,0.1539079385,745766,1420.5848937,Male,238,27618,2207025.05,1485.6059538,0.0537912214,2207025.05,2443.821794,0.2031646028,0.0481930726
2010,46060,"Tucson, AZ",20-24,Female,37,4253,506588.65,711.75041272,0.1673525541,506588.65,1170.8294289,Female,223,24431,1624296.5,1274.4789131,0.0521664653,1624296.5,2096.5178121,0.1740821088,0.0455361317
2010,46060,"Tucson, AZ",25-54,Male,165,16537,2493810.4,1579.1802937,0.0954937591,2493810.4,2597.7515831,Male,1571,155476,4520321.55,2126.1047834,0.0136748102,4520321.55,3497.4423687,0.1063636831,0.0165361738
2010,46060,"Tucson, AZ",25-54,Female,138,13244,1308024.85,1143.6891405,0.0863552658,1308024.85,1881.3686361,Female,1441,140171,5448527.05,2334.2080134,0.0166525745,5448527.05,3839.7721821,0.0944845938,0.0131700316
2010,46140,"Tulsa, OK",16-19,Male,35,4002,713961.3,844.96230685,0.2111350092,713961.3,1389.9629948,Male,104,11136,1560001.1,1249.00004,0.112158768,1560001.1,2054.6050659,0.359375,0.1057494008
2010,46140,"Tulsa, OK",16-19,Female,21,2117,240107.1,490.00724484,0.2314630349,240107.1,806.06191777,Female,117,13572,1155755.35,1075.0606262,0.0792116583,1155755.35,1768.4747301,0.155982906,0.0558054305
2010,46140,"Tulsa, OK",20-24,Male,25,2957,555237.3,745.1424696,0.2519927188,555237.3,1225.7593625,Male,234,33142,1869634.6,1367.3458231,0.041257191,1869634.6,2249.283879,0.0892221351,0.036486007
2010,46140,"Tulsa, OK",20-24,Female,29,3796,503150.5,709.33102287,0.1868627563,503150.5,1166.8495326,Female,211,26540,1571826.8,1253.7251692,0.0472390795,1571826.8,2062.3779034,0.1430293896,0.0425376146
2010,46140,"Tulsa, OK",25-54,Male,103,14365,2446210.95,1564.0367483,0.1088782978,2446210.95,2572.8404509,Male,1491,179819,4036398.55,2009.0790303,0.011172785,4036398.55,3304.9350048,0.0798858853,0.0142324127
2010,46140,"Tulsa, OK",25-54,Female,100,11538,1176881.15,1084.8415322,0.0940233604,1176881.15,1784.5643205,Female,1296,154157,8233121.25,2869.3416057,0.0186131126,8233121.25,4720.0669413,0.0748457741,0.0113471786
2010,46520,"Urban Honolulu, HI",16-19,Male,25,2226,273343.9,522.82301021,0.2348710738,273343.9,860.04385179,Male,83,7423,987023.35,993.49048813,0.1338394838,987023.35,1634.291853,0.2998787552,0.0952100914
2010,46520,"Urban Honolulu, HI",16-19,Female,13,1330,156335.9,395.39334845,0.2972882319,156335.9,650.4220582,Female,82,7971,939948.7,969.50951517,0.1216295967,939948.7,1594.8431525,0.1668548488,0.0744567213
2010,46520,"Urban Honolulu, HI",20-24,Male,23,2825,306115.9,553.27741685,0.195850413,306115.9,910.14135072,Male,203,24727,4744816.15,2178.2598904,0.0880923642,4744816.15,3583.2375197,0.1142475836,0.032874049
2010,46520,"Urban Honolulu, HI",20-24,Female,20,2756,576058.1,758.98491421,0.2753936554,576058.1,1248.5301839,Female,206,23786,1247574.55,1116.9487678,0.046958243,1247574.55,1837.3807231,0.1158664761,0.051721431
2010,46520,"Urban Honolulu, HI",25-54,Male,95,8987,1266983.3,1125.603527,0.1252479723,1266983.3,1851.6178019,Male,1521,163607,5307132.65,2303.7214784,0.0140808246,5307132.65,3789.621832,0.0549304125,0.0112457244
2010,46520,"Urban Honolulu, HI",25-54,Female,83,8728,1265629.1,1125.0018222,0.1288957175,1265629.1,1850.6279976,Female,1406,150855,4149034.85,2036.9179782,0.013502489,4149034.85,3350.7300742,0.0578568824,0.0122000989
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,Male,52,5974,602421.75,776.15832792,0.1299227198,602421.75,1276.7804494,Male,182,18832,2401629.5,1549.7191681,0.0822917995,2401629.5,2549.2880315,0.3172259983,0.0524646414
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,Female,43,4820,708323.75,841.61971816,0.1746099,708323.75,1384.4644364,Female,168,19716,1869697.85,1367.3689517,0.0693532639,1869697.85,2249.3219255,0.2444714952,0.0644437795
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,Male,64,7765,1231877.9,1109.8999504,0.142936246,1231877.9,1825.7854185,Male,341,49972,5432586.6,2330.7909816,0.0466419391,5432586.6,3834.1511648,0.1553870167,0.0345362451
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,Female,45,6002,978379.95,989.1309064,0.1648002177,978379.95,1627.120341,Female,326,43783,4444140.05,2108.1129121,0.0481491198,4444140.05,3467.8457403,0.13708517,0.0355417608
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,Male,172,21070,3288651.75,1813.4640195,0.0860685344,3288651.75,2983.1483121,Male,2473,267849,17425749.55,4174.4160729,0.0155849605,17425749.55,6866.91444,0.0786637247,0.0109533137
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,Female,166,16367,2020707.55,1421.5159338,0.0868525651,2020707.55,2338.3937111,Female,2607,271025,10684394.5,3268.6992061,0.0120605081,10684394.5,5377.010194,0.060389263,0.0085443734
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,Male,153,16505,1959777.25,1399.9204442,0.0848179609,1959777.25,2302.8691307,Male,467,51107,4416624.05,2101.576563,0.0411211099,4416624.05,3457.0934461,0.3229498894,0.0394099928
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,Female,121,15370,2531194.1,1590.9726899,0.1035115608,2531194.1,2617.1500749,Female,442,52044,6435329.95,2536.7952125,0.048743279,6435329.95,4173.0281245,0.295327031,0.044362827
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,Male,201,25974,2920191.4,1708.8567523,0.0657910508,2920191.4,2811.0693576,Male,1146,136740,10708211.65,3272.3403934,0.023931113,10708211.65,5382.9999471,0.1899517332,0.0191495389
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,Female,143,17997,3926036.25,1981.4227843,0.1100973931,3926036.25,3259.4404801,Female,1123,133664,7121658.8,2668.6436255,0.0199653132,7121658.8,4389.918764,0.1346435839,0.0239810202
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,Male,613,73281,10041238.65,3168.7913548,0.04324165,10041238.65,5212.6617786,Male,10214,1121631,25041539.4,5004.1522159,0.004461496,25041539.4,8231.8303952,0.0653343212,0.004622592
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,Female,606,68419,7746677,2783.285289,0.0406800054,7746677,4578.5043004,Female,10069,1074047,20085382.9,4481.6718867,0.0041726962,20085382.9,7372.3502536,0.063702054,0.0042403681
2010,48620,"Wichita, KS",16-19,Male,17,2691,600274.85,774.77406384,0.2879130672,600274.85,1274.503335,Male,58,7781,1136672.15,1066.1482777,0.1370194419,1136672.15,1753.8139168,0.3458424367,0.1440587393
2010,48620,"Wichita, KS",16-19,Female,10,1218,129435.65,359.7716637,0.2953790342,129435.65,591.82438678,Female,60,7807,964768.15,982.22611959,0.125813516,964768.15,1615.7619667,0.1560138337,0.0685864181
2010,48620,"Wichita, KS",20-24,Male,19,1988,290975.45,539.42140299,0.2713387339,290975.45,887.34820791,Male,125,17557,1539739,1240.8622002,0.0706762089,1539739,2041.2183194,0.1132311898,0.0487963851
2010,48620,"Wichita, KS",20-24,Female,17,2822,728074.25,853.27267037,0.3023645182,728074.25,1403.6335428,Female,120,16889,1099462.6,1048.5526215,0.0620849441,1099462.6,1724.8690623,0.167091006,0.0813384814
2010,48620,"Wichita, KS",25-54,Male,67,9193,1666626.55,1290.9789115,0.1404306441,1666626.55,2123.6603095,Male,820,105785,2415457.85,1554.1743306,0.0146918214,2415457.85,2556.6167739,0.08690268,0.0199650828
2010,48620,"Wichita, KS",25-54,Female,60,8416,1685052.85,1298.0958555,0.1542414277,1685052.85,2135.3676823,Female,795,98956,3396172.55,1842.8707361,0.0186231329,3396172.55,3031.5223609,0.0850479001,0.0214210927
2010,49180,"Winston-Salem, NC",16-19,Male,22,2160,360143.25,600.11936313,0.2778330385,360143.25,987.19635234,Male,52,5386,741956.7,861.36908466,0.1599274201,741956.7,1416.9521443,0.4010397326,0.1498783212
2010,49180,"Winston-Salem, NC",16-19,Female,11,1054,146558.65,382.82979247,0.3632161219,146558.65,629.75500861,Female,55,5822,484231.65,695.86755205,0.119523798,484231.65,1144.7021231,0.1810374442,0.1021437608
2010,49180,"Winston-Salem, NC",20-24,Male,16,2205,261573.15,511.44222548,0.2319465875,261573.15,841.32246091,Male,106,14444,959242.45,979.4092352,0.0678073411,959242.45,1611.1281919,0.1526585433,0.0557026268
2010,49180,"Winston-Salem, NC",20-24,Female,22,2810,531569.8,729.08833484,0.2594620409,531569.8,1199.3503108,Female,110,13179,1130553.8,1063.275035,0.0806794928,1130553.8,1749.0874325,0.2132179983,0.0864932385
2010,49180,"Winston-Salem, NC",25-54,Male,113,11948,1551040.9,1245.4079251,0.1042356817,1551040.9,2048.6960369,Male,1021,111627,2122064.3,1456.7306889,0.0130499851,2122064.3,2396.3219833,0.1070350363,0.0182086477
2010,49180,"Winston-Salem, NC",25-54,Female,93,9762,1035121.1,1017.4090131,0.1042213699,1035121.1,1673.6378266,Female,1028,106323,3687531.35,1920.2945998,0.018060952,3687531.35,3158.8846167,0.0918145651,0.0155029098
2010,49340,"Worcester, MA-CT",16-19,Male,42,4503,488383.25,698.84422442,0.155195253,488383.25,1149.5987492,Male,111,11470,991842.8,995.91304841,0.0868276415,991842.8,1638.2769646,0.3925893636,0.083072611
2010,49340,"Worcester, MA-CT",16-19,Female,22,2365,373381.85,611.04979339,0.2583720057,373381.85,1005.1769101,Female,124,11726,861791.5,928.32725911,0.0791682807,861791.5,1527.0983412,0.2016885553,0.0815987453
2010,49340,"Worcester, MA-CT",20-24,Male,31,3490,605224.7,777.96188853,0.2229117159,605224.7,1279.7473066,Male,207,23440,1711913.55,1308.4011426,0.0558191614,1711913.55,2152.3198796,0.148890785,0.0528572801
2010,49340,"Worcester, MA-CT",20-24,Female,20,2268,287132.95,535.84787953,0.2362644971,287132.95,881.46976183,Female,177,18929,1398045.15,1182.3895932,0.062464451,1398045.15,1945.0308807,0.1198161551,0.0449101887
2010,49340,"Worcester, MA-CT",25-54,Male,174,19433,1813318.65,1346.5952064,0.0692942524,1813318.65,2215.1491146,Male,1433,152048,6218069.1,2493.6056424,0.0164001213,6218069.1,4101.9812818,0.1278083237,0.0141548392
2010,49340,"Worcester, MA-CT",25-54,Female,106,11461,1967586.3,1402.7067762,0.1223895625,1967586.3,2307.4526469,Female,1382,138587,6124678.45,2474.8087704,0.0178574381,6124678.45,4071.0604273,0.0826989544,0.0164716688
2010,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,Male,27,2547,338388.7,581.71187026,0.2283909974,338388.7,956.91602658,Male,76,6541,673022.6,820.37954631,0.1254211201,673022.6,1349.5243537,0.3893900015,0.1222621833
2010,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,Female,22,2835,408617.5,639.23196103,0.2254786459,408617.5,1051.5365759,Female,73,6759,706939.15,840.79673525,0.1243966171,706939.15,1383.1106295,0.4194407457,0.1297567959
2010,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,Male,31,3598,388271.85,623.11463632,0.1731836121,388271.85,1025.0235768,Male,114,12728,512712.05,716.03913999,0.0562570035,512712.05,1177.8843853,0.2826838466,0.0761655743
2010,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,Female,15,1581,248203.45,498.20021076,0.3151171479,248203.45,819.5393467,Female,101,11671,755865.25,869.40511271,0.0744927695,755865.25,1430.1714104,0.1354639705,0.0682298658
2010,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,Male,115,12503,1677847.9,1295.317683,0.1036005505,1677847.9,2130.7975886,Male,905,89438,2465317.4,1570.1329243,0.017555546,2465317.4,2582.8686605,0.1397951654,0.0234797529
2010,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,Female,64,5129,601200.15,775.37097573,0.1511739083,601200.15,1275.4852551,Female,875,81730,2492675.15,1578.82081,0.0193175188,2492675.15,2597.1602324,0.0627554142,0.0154781469
2011,0,_US total,16-19,Male,9946,1050381,149280441.85,12218.037561,0.0116320055,149280441.85,20098.671788,Male,31474,3216586,365978617.35,19130.567617,0.0059474759,365978617.35,31469.78373,0.3265515052,0.0053699209
2011,0,_US total,16-19,Female,8354,852366,139324623.9,11803.585214,0.0138480245,139324623.9,19416.897677,Female,32627,3261684,367907727.2,19180.920916,0.0058806803,367907727.2,31552.614907,0.261326971,0.005389596
2011,0,_US total,20-24,Male,12351,1506098,222437707.15,14914.345683,0.0099026396,222437707.15,24534.098648,Male,66635,8161629,632460855.8,25148.774439,0.0030813425,632460855.8,41369.733953,0.1845339944,0.0028567992
2011,0,_US total,20-24,Female,9716,1170203,262292858.15,16195.457948,0.0138398705,262292858.15,26641.528325,Female,65649,7694034,581744092,24119.371717,0.0031348148,581744092,39676.366474,0.1520922575,0.0033726272
2011,0,_US total,25-54,Male,42586,4879646,794196358.3,28181.489639,0.0057753144,794196358.3,46358.550457,Male,489894,54459076,1776394708.3,42147.297758,0.0007739261,1776394708.3,69332.304812,0.0896020711,0.000843577
2011,0,_US total,25-54,Female,38450,4272926,784583970.45,28010.426103,0.0065553267,784583970.45,46077.150939,Female,454892,48672814,1596692460.8,39958.634371,0.0008209641,1596692460.8,65731.95354,0.0877887603,0.000939218
2011,10420,"Akron, OH",16-19,Male,29,3539,481462.25,693.87480859,0.1960652186,481462.25,1141.4240601,Male,83,9104,1415365.45,1189.6913255,0.1306778697,1415365.45,1957.0422305,0.3887302285,0.0934682874
2011,10420,"Akron, OH",16-19,Female,27,2931,303620.3,551.01751333,0.1879964222,303620.3,906.42380943,Female,92,9632,740201.4,860.34958011,0.0893220079,740201.4,1415.2750593,0.3042981728,0.082805063
2011,10420,"Akron, OH",20-24,Male,29,4177,780886.7,883.67793907,0.2115580414,780886.7,1453.6502098,Male,167,21308,1670477.85,1292.4696708,0.0606565455,1670477.85,2126.1126085,0.1960296602,0.0653567065
2011,10420,"Akron, OH",20-24,Female,29,3329,501893,708.44406978,0.2128098738,501893,1165.3904948,Female,188,21400,951163.2,975.27596095,0.045573643,951163.2,1604.3289558,0.1555607477,0.0531941057
2011,10420,"Akron, OH",25-54,Male,97,14410,2623852.75,1619.8310869,0.1124102073,2623852.75,2664.6221379,Male,986,120708,1981274.5,1407.5775289,0.0116610128,1981274.5,2315.4650351,0.1193789972,0.0219558445
2011,10420,"Akron, OH",25-54,Female,70,8544,1095653.95,1046.7348996,0.1225111072,1095653.95,1721.8789098,Female,951,110559,4306004.4,2075.0914197,0.0187690864,4306004.4,3413.5253854,0.0772800043,0.0153904399
2011,10580,"Albany-Schenectady-Troy, NY",16-19,Male,18,2493,424396.9,651.45751972,0.261314689,424396.9,1071.6476199,Male,117,10334,896481.85,946.82725457,0.0916225329,896481.85,1557.5308338,0.2412425005,0.0971179125
2011,10580,"Albany-Schenectady-Troy, NY",16-19,Female,28,2949,526151.4,725.36294364,0.245969123,526151.4,1193.2220423,Female,121,12154,1510611.5,1229.0693634,0.1011246802,1510611.5,2021.8191028,0.2426361692,0.0894943857
2011,10580,"Albany-Schenectady-Troy, NY",20-24,Male,29,3019,507368.9,712.29832233,0.235938497,507368.9,1171.7307402,Male,211,22955,2036594.2,1427.0929192,0.0621691535,2036594.2,2347.5678521,0.1315181878,0.0492407727
2011,10580,"Albany-Schenectady-Troy, NY",20-24,Female,15,3306,1108768.85,1052.9809353,0.31850603,1108768.85,1732.1536385,Female,163,24351,1042796.45,1021.1740547,0.0419356106,1042796.45,1679.83132,0.135764445,0.0705135036
2011,10580,"Albany-Schenectady-Troy, NY",25-54,Male,71,8422,1327478.6,1152.1625753,0.1368039154,1327478.6,1895.3074364,Male,1335,149824,4776667.2,2185.5587844,0.0145875079,4776667.2,3595.2442003,0.0562126228,0.0125781029
2011,10580,"Albany-Schenectady-Troy, NY",25-54,Female,90,9564,1352868.7,1163.1288407,0.1216153117,1352868.7,1913.3469429,Female,1322,144109,4879708.15,2209.0061453,0.0153287175,4879708.15,3633.815109,0.066366431,0.0131711944
2011,10740,"Albuquerque, NM",16-19,Male,37,3546,485537.25,696.80503012,0.1965045206,485537.25,1146.2442745,Male,85,9676,1162476.15,1078.1818724,0.1114284697,1162476.15,1773.6091801,0.3664737495,0.097575446
2011,10740,"Albuquerque, NM",16-19,Female,26,2568,550986,742.28431211,0.2890515234,550986,1221.0576934,Female,88,9427,1193276,1092.3717316,0.1158769207,1193276,1796.9514985,0.2724090379,0.1186639107
2011,10740,"Albuquerque, NM",20-24,Male,24,3911,907616.05,952.68885267,0.2435921382,907616.05,1567.1731626,Male,138,22473,2543950.15,1594.9765359,0.0709730137,2543950.15,2623.7364015,0.1740310595,0.0667102281
2011,10740,"Albuquerque, NM",20-24,Female,25,3154,720926.95,849.07417226,0.269205508,720926.95,1396.7270134,Female,148,19742,1908143.5,1381.3556747,0.0699704019,1908143.5,2272.3300849,0.1597609158,0.0683174859
2011,10740,"Albuquerque, NM",25-54,Male,113,14784,2926858.3,1710.8063304,0.1157201252,2926858.3,2814.2764134,Male,1184,150247,4852235.6,2202.7790629,0.0146610519,4852235.6,3623.5715585,0.0983979713,0.0185800617
2011,10740,"Albuquerque, NM",25-54,Female,106,12251,2456047.4,1567.1781647,0.1279224688,2456047.4,2578.008081,Female,1130,135288,7645241.85,2765.003047,0.0204379032,7645241.85,4548.4300123,0.0905549642,0.018810926
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,Male,15,1526,242422.25,492.3639406,0.3226500266,242422.25,809.93868228,Male,93,11297,1674748.35,1294.120686,0.1145543672,1674748.35,2128.8285285,0.1350801098,0.0670241133
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,Female,18,2822,592738.9,769.8953825,0.2728190583,592738.9,1266.4779042,Female,97,12746,1896026.4,1376.9627446,0.1080309701,1896026.4,2265.1037149,0.221402793,0.0912407615
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,Male,20,2578,574231.7,757.78077305,0.2939413394,574231.7,1246.5493717,Male,135,19012,2690654.3,1640.3214014,0.0862782138,2690654.3,2698.3287054,0.1355985693,0.0626784036
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,Female,18,1960,301726.7,549.29655014,0.2802533419,301726.7,903.59282499,Female,166,16758,1151632.05,1073.1412069,0.0640375467,1151632.05,1765.3172854,0.1169590643,0.0524935883
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,Male,72,10564,2721382.7,1649.6613895,0.1561587836,2721382.7,2713.6929857,Male,1077,146250,5370374.8,2317.4069129,0.0158455174,5370374.8,3812.1343717,0.0722324786,0.018459394
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,Female,81,9417,2009225.4,1417.4714812,0.1505226167,2009225.4,2331.7405866,Female,1023,129528,7022590.4,2650.0170565,0.0204590286,7022590.4,4359.278058,0.0727024273,0.0178347664
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,Male,141,20446,3890234,1972.3676128,0.0964671629,3890234,3244.544723,Male,367,52241,8403282.75,2898.8416221,0.0554897805,8403282.75,4768.5944683,0.3913784192,0.0508036784
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,Female,125,15551,2295177.2,1514.9842243,0.0974203732,2295177.2,2492.149049,Female,343,45352,6306042.35,2511.1834561,0.0553709529,6306042.35,4130.8967852,0.3428955724,0.0452123558
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,Male,182,27120,7454804.05,2730.3487048,0.1006765747,7454804.05,4491.4236195,Male,795,125199,12059494.6,3472.6783036,0.0277372687,12059494.6,5712.5558094,0.2166151487,0.0344858919
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,Female,160,24762,6158660.95,2481.6649552,0.1002206993,6158660.95,4082.3388513,Female,798,119462,12604804.5,3550.3245626,0.0297192795,12604804.5,5840.2839055,0.2072793022,0.0326356425
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,Male,633,91583,21469141.2,4633.4804629,0.0505932374,21469141.2,7622.0753615,Male,6925,1010904,21505439.9,4637.3958102,0.0045873751,21505439.9,7628.5161077,0.0905951505,0.0075088028
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,Female,754,111525,25704184,5069.9293881,0.0454600259,25704184,8340.0338434,Female,6790,924090,54828619.15,7404.6349775,0.0080128937,54828619.15,12180.624538,0.1206862968,0.008883827
2011,12260,"Augusta-Richmond County, GA-SC",16-19,Male,13,1305,183631.5,428.52246149,0.3283697023,183631.5,704.91944915,Male,34,3450,400279.2,632.67622051,0.1833844117,400279.2,1040.7523827,0.3782608696,0.1694922956
2011,12260,"Augusta-Richmond County, GA-SC",16-19,Female,11,1653,303369.5,550.78988734,0.3332062234,303369.5,906.04936468,Female,46,4224,446937.15,668.5335818,0.1582702608,446937.15,1099.7377421,0.3913352273,0.188758174
2011,12260,"Augusta-Richmond County, GA-SC",20-24,Male,22,2382,240751.25,490.6640908,0.2059882833,240751.25,807.14242937,Male,102,11416,959401.15,979.49025008,0.0857997766,959401.15,1611.2614614,0.20865452,0.0642774926
2011,12260,"Augusta-Richmond County, GA-SC",20-24,Female,23,2202,351538.35,592.90669586,0.2692582633,351538.35,975.3315147,Female,98,10533,1018804.1,1009.3582615,0.0958281839,1018804.1,1660.3943401,0.2090572486,0.0865348808
2011,12260,"Augusta-Richmond County, GA-SC",25-54,Male,61,7614,1574097.35,1254.6303639,0.1647794016,1574097.35,2063.8669486,Male,705,83151,3694033.6,1921.9868886,0.023114417,3694033.6,3161.6684318,0.0915683516,0.0245752986
2011,12260,"Augusta-Richmond County, GA-SC",25-54,Female,71,6737,672799.5,820.24356139,0.1217520501,672799.5,1349.3006585,Female,751,79567,3865506.95,1966.0892528,0.0247098578,3865506.95,3234.2168209,0.0846707806,0.0166051235
2011,12420,"Austin-Round Rock, TX",16-19,Male,39,6957,1161964.05,1077.9443631,0.1549438498,1161964.05,1773.2184773,Male,113,15541,2486893.4,1576.9887127,0.1014727954,2486893.4,2594.1464324,0.4476545911,0.0862266327
2011,12420,"Austin-Round Rock, TX",16-19,Female,22,2095,257285.7,507.23337824,0.242116171,257285.7,834.3989072,Female,109,12539,1588666.75,1260.4232424,0.1005202363,1588666.75,2073.3962338,0.1670787144,0.0605381539
2011,12420,"Austin-Round Rock, TX",20-24,Male,65,8731,1313130.25,1145.9189544,0.13124716,1313130.25,1885.0366799,Male,392,60084,4760821.1,2181.9305901,0.0363146693,4760821.1,3589.2758207,0.1453132281,0.0301485228
2011,12420,"Austin-Round Rock, TX",20-24,Female,36,4326,813638.15,902.01892996,0.2085110795,813638.15,1483.8211398,Female,418,49948,5064444.5,2250.4320696,0.0450554991,5064444.5,3701.9607545,0.0866100745,0.0290054893
2011,12420,"Austin-Round Rock, TX",25-54,Male,197,27799,7251590.05,2692.8776523,0.0968695871,7251590.05,4429.783738,Male,2985,385929,8699446.3,2949.4823783,0.0076425518,8699446.3,4851.8985123,0.072031384,0.0114424563
2011,12420,"Austin-Round Rock, TX",25-54,Female,128,18167,5066874,2250.9717901,0.1239044306,5066874,3702.8485948,Female,2592,316007,19754889.3,4444.6472638,0.0140650279,19754889.3,7311.444749,0.0574892328,0.0116418762
2011,12540,"Bakersfield, CA",16-19,Male,48,5387,761796.15,872.80934344,0.1620214114,761796.15,1435.77137,Male,88,10338,1328708.1,1152.6960137,0.1115008719,1328708.1,1896.1849425,0.5210872509,0.100764301
2011,12540,"Bakersfield, CA",16-19,Female,26,2467,338248.9,581.59169526,0.2357485591,338248.9,956.71833871,Female,78,8811,738651.65,859.44845686,0.097542669,738651.65,1413.7927115,0.2799909204,0.0988519108
2011,12540,"Bakersfield, CA",20-24,Male,42,6123,1011274.65,1005.6215242,0.1642367343,1011274.65,1654.2474074,Male,207,26354,1998369.15,1413.6368522,0.0536403146,1998369.15,2325.4326219,0.2323366472,0.0593280257
2011,12540,"Bakersfield, CA",20-24,Female,35,4161,861198.8,928.0079741,0.2230252281,861198.8,1526.5731174,Female,159,20843,2156979.5,1468.6658912,0.0704632678,2156979.5,2415.955391,0.1996353692,0.0694899599
2011,12540,"Bakersfield, CA",25-54,Male,112,14860,3021145.85,1738.1443697,0.1169679926,3021145.85,2859.2474882,Male,1165,139995,4550400.6,2133.1668008,0.0152374499,4550400.6,3509.0593873,0.1061466481,0.0202498838
2011,12540,"Bakersfield, CA",25-54,Female,147,18208,3725516.85,1930.1597991,0.1060061401,3725516.85,3175.1128695,Female,944,108943,4162079.95,2040.1176314,0.0187264683,4162079.95,3355.9935037,0.1671332715,0.0286863552
2011,12580,"Baltimore-Columbia-Towson, MD",16-19,Male,83,8229,941142.55,970.12501772,0.1178909974,941142.55,1595.8556541,Male,283,26226,2156065.3,1468.3546234,0.0559885085,2156065.3,2415.4433555,0.3137725921,0.0535499614
2011,12580,"Baltimore-Columbia-Towson, MD",16-19,Female,72,8288,1279863.25,1131.3104128,0.1364998085,1279863.25,1861.005629,Female,281,30262,3318667.4,1821.7209995,0.0601983015,3318667.4,2996.7310442,0.2738748265,0.0551930849
2011,12580,"Baltimore-Columbia-Towson, MD",20-24,Male,107,12499,1699334.2,1303.5851334,0.1042951543,1699334.2,2144.3975444,Male,622,68922,3865244.7,1966.0225584,0.0285253266,3865244.7,3234.1071085,0.1813499318,0.0299270544
2011,12580,"Baltimore-Columbia-Towson, MD",20-24,Female,89,10444,1633917.25,1278.2477264,0.1223906287,1633917.25,2102.7175099,Female,615,72545,3121043,1766.6473898,0.0243524349,3121043,2906.1349563,0.1439658143,0.0284054532
2011,12580,"Baltimore-Columbia-Towson, MD",25-54,Male,321,40019,7493380.65,2737.4039983,0.0684026087,7493380.65,4503.0295772,Male,4228,472241,10988202.85,3314.845826,0.0070193944,10988202.85,5452.9213837,0.0847427479,0.0094851082
