Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_lths,dy_lths,var_lths,se_lths,cv_lths,se2_lths,moe_lths,sample_hs,dy_hs,var_hs,se_hs,cv_hs,se2_hs,moe_hs,sample_sc,dy_sc,var_sc,se_sc,cv_sc,se2_sc,moe_sc,S_lths,S_hs,S_sc,MOE_Slths,MOE_Shs,MOE_Ssc
0,_US total,16-19," 19,771 ",784008.30555,62389273.41800,7898.68808,0.01007,62389273.41800,12993.34190,8308.00000,325256.29118,21322547.48900,4617.63440,0.01420,21322547.48900,7596.00859,10097.00000,403151.50638,26779414.67200,5174.88306,0.01284,26779414.67200,8512.68263,1366.00000,55600.50800,3990684.27920,1997.66971,0.03593,3990684.27920,3286.16668,0.41486,0.51422,0.07092,0.00683,0.00673,0.00402
0,_US total,20-24," 50,398 ",2243041.19990,143872271.20000,11994.67679,0.00535,143872271.20000,19731.24331,15046.00000,675526.55233,52479611.88100,7244.28132,0.01072,52479611.88100,11916.84278,25255.00000,1119702.65220,62715121.06900,7919.28791,0.00707,62715121.06900,13027.22862,10097.00000,447811.99531,30224935.85500,5497.72097,0.01228,30224935.85500,9043.75099,0.30117,0.49919,0.19965,0.00461,0.00380,0.00363
10420,"Akron, OH",16-19, 29 ,1546.68329,126928.50726,356.27027,0.23034,126928.50726,586.06460,6.00000,381.34885,32127.00701,179.24008,0.47002,32127.00701,294.84993,21.00000,1046.00837,89249.47153,298.74650,0.28561,89249.47153,491.43799,,,,,,,,0.24656,0.67629,,0.16617,0.18785,
10420,"Akron, OH",20-24, 85 ,4025.36815,203697.12891,451.32818,0.11212,203697.12891,742.43486,22.00000,881.74805,59618.72706,244.16946,0.27692,59618.72706,401.65877,50.00000,2666.68677,173875.23882,416.98350,0.15637,173875.23882,685.93786,13.00000,476.93334,19515.52319,139.69797,0.29291,19515.52319,229.80316,0.21905,0.66247,0.11848,0.09124,0.11878,0.05274
10580,"Albany-Schenectady-Troy, NY",16-19, 34 ,1996.64544,128234.39557,358.09830,0.17935,128234.39557,589.07171,15.00000,897.51811,49590.85347,222.69004,0.24812,49590.85347,366.32511,17.00000,941.07447,83969.21512,289.77442,0.30792,83969.21512,476.67892,,,,,,,,0.44951,0.47133,,0.12678,0.19406,
10580,"Albany-Schenectady-Troy, NY",20-24, 68 ,3470.32844,274771.20994,524.18624,0.15105,274771.20994,862.28636,21.00000,1423.79564,130421.34095,361.13895,0.25365,130421.34095,594.07357,27.00000,1134.42630,68776.61876,262.25297,0.23118,68776.61876,431.40613,20.00000,912.10650,60358.48002,245.67963,0.26935,60358.48002,404.14299,0.41028,0.32689,0.26283,0.13752,0.09411,0.09642
10740,"Albuquerque, NM",16-19, 71 ,2784.99747,176279.47368,419.85649,0.15076,176279.47368,690.66393,40.00000,1694.26777,102624.69421,320.35089,0.18908,102624.69421,526.97722,28.00000,935.80579,55920.10382,236.47432,0.25270,55920.10382,389.00026,,,,,,,,0.60836,0.33602,,0.11421,0.11210,
10740,"Albuquerque, NM",20-24, 163 ,7696.57729,466656.11176,683.12233,0.08876,466656.11176,1123.73623,53.00000,2927.29366,181265.44085,425.75279,0.14544,181265.44085,700.36334,66.00000,2491.89764,206831.61526,454.78744,0.18251,206831.61526,748.12534,44.00000,2277.38599,120265.13095,346.79263,0.15228,120265.13095,570.47388,0.38034,0.32377,0.29590,0.07209,0.08493,0.06023
10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19, 32 ,1860.14131,194733.85908,441.28660,0.23723,194733.85908,725.91645,13.00000,784.44130,86794.90692,294.60975,0.37557,86794.90692,484.63304,17.00000,841.12215,42048.59578,205.05754,0.24379,42048.59578,337.31966,,,,,,,,0.42171,0.45218,,0.20198,0.04178,
10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24, 81 ,4241.87302,377261.67264,614.21631,0.14480,377261.67264,1010.38583,24.00000,1305.07651,113382.23817,336.72279,0.25801,113382.23817,553.90899,35.00000,1912.66670,158086.83340,397.60135,0.20788,158086.83340,654.05422,22.00000,1024.12981,63641.27298,252.27222,0.24633,63641.27298,414.98780,0.30767,0.45090,0.24143,0.10808,0.11063,0.07914
12060,"Atlanta-Sandy Springs-Roswell, GA",16-19, 310 ,14194.81523,753296.39954,867.92649,0.06114,753296.39954,1427.73908,144.00000,6374.40652,382163.54949,618.19378,0.09698,382163.54949,1016.92877,157.00000,7589.10202,421486.17441,649.21967,0.08555,421486.17441,1067.96635,9.00000,231.30669,9486.70464,97.39972,0.42108,9486.70464,160.22253,0.44907,0.53464,0.01630,0.05561,0.05262,0.01117
12060,"Atlanta-Sandy Springs-Roswell, GA",20-24, 721 ,38685.38067,2448994.69360,1564.92642,0.04045,2448994.69360,2574.30396,232.00000,12443.31412,1192707.77180,1092.11161,0.08777,1192707.77180,1796.52360,335.00000,18799.39966,1147983.59770,1071.43996,0.05699,1147983.59770,1762.51874,154.00000,7442.66689,568948.37085,754.28666,0.10135,568948.37085,1240.80156,0.32165,0.48596,0.19239,0.04121,0.03209,0.02941
12260,"Augusta-Richmond County, GA-SC",16-19, 46 ,2145.55062,114519.39543,338.40714,0.15773,114519.39543,556.67975,15.00000,727.72926,65055.04895,255.05891,0.35049,65055.04895,419.57191,30.00000,1405.21105,64244.46377,253.46492,0.18037,64244.46377,416.94979,,,,,,,,0.33918,0.65494,,0.17463,0.09428,
12260,"Augusta-Richmond County, GA-SC",20-24, 97 ,4473.16171,315403.32531,561.60780,0.12555,315403.32531,923.84484,29.00000,1279.37437,90489.53308,300.81478,0.23513,90489.53308,494.84032,49.00000,2233.90854,191077.47616,437.12410,0.19568,191077.47616,719.06914,19.00000,959.87879,52008.17158,228.05300,0.23759,52008.17158,375.14719,0.28601,0.49940,0.21459,0.09353,0.12330,0.07120
12420,"Austin-Round Rock, TX",16-19, 84 ,3908.88232,242842.84241,492.79087,0.12607,242842.84241,810.64098,29.00000,1237.67756,84485.65308,290.66416,0.23485,84485.65308,478.14254,49.00000,2310.01500,139707.53487,373.77471,0.16181,139707.53487,614.85940,6.00000,361.18975,25963.87989,161.13311,0.44612,25963.87989,265.06397,0.31663,0.59097,0.09240,0.10320,0.09860,0.06505
12420,"Austin-Round Rock, TX",20-24, 201 ,9206.14193,601975.59684,775.87086,0.08428,601975.59684,1276.30757,63.00000,2895.88215,245853.54989,495.83621,0.17122,245853.54989,815.65057,95.00000,4341.52715,224595.34090,473.91491,0.10916,224595.34090,779.59003,43.00000,1968.73263,132895.47176,364.54831,0.18517,132895.47176,599.68197,0.31456,0.47159,0.21385,0.07712,0.05382,0.05800
12540,"Bakersfield, CA",16-19, 83 ,3823.75159,239405.62608,489.29094,0.12796,239405.62608,804.88360,34.00000,1624.46762,111770.74009,334.32131,0.20580,111770.74009,549.95856,45.00000,2125.24439,175194.33889,418.56223,0.19695,175194.33889,688.53487,,,,,,,,0.42484,0.55580,,0.11265,0.13688,
12540,"Bakersfield, CA",20-24, 242 ,11727.74824,462813.06340,680.30366,0.05801,462813.06340,1119.09951,62.00000,2727.66696,168917.80395,410.99611,0.15068,168917.80395,676.08860,132.00000,6779.86361,381484.81444,617.64457,0.09110,381484.81444,1016.02532,48.00000,2220.21768,103367.39437,321.50800,0.14481,103367.39437,528.88066,0.23258,0.57810,0.18931,0.05321,0.06680,0.04132
12580,"Baltimore-Columbia-Towson, MD",16-19, 114 ,5319.98931,406294.00521,637.41196,0.11981,406294.00521,1048.54267,38.00000,1624.54976,94297.16127,307.07843,0.18902,94297.16127,505.14401,65.00000,3300.70431,232703.43247,482.39344,0.14615,232703.43247,793.53721,11.00000,394.73524,18422.93085,135.73110,0.34385,18422.93085,223.27766,0.30537,0.62043,0.07420,0.07344,0.08541,0.03934
12580,"Baltimore-Columbia-Towson, MD",20-24, 300 ,13639.66923,875976.34114,935.93608,0.06862,875976.34114,1539.61485,78.00000,3774.88567,341102.28836,584.03963,0.15472,341102.28836,960.74519,151.00000,6356.40875,438985.98289,662.56017,0.10423,438985.98289,1089.91148,71.00000,3508.37481,181763.85950,426.33773,0.12152,181763.85950,701.32556,0.27676,0.46602,0.25722,0.06313,0.06015,0.04244
12940,"Baton Rouge, LA",16-19, 46 ,2355.26251,239188.01418,489.06852,0.20765,239188.01418,804.51771,30.00000,1422.69857,124561.57439,352.93282,0.24807,124561.57439,580.57449,16.00000,932.56393,65111.34448,255.16925,0.27362,65111.34448,419.75341,,,,,,,,0.60405,0.39595,,0.13487,0.11606,
12940,"Baton Rouge, LA",20-24, 120 ,7921.59152,633532.50358,795.94755,0.10048,633532.50358,1309.33372,42.00000,2884.48510,258526.71970,508.45523,0.17627,258526.71970,836.40885,58.00000,3917.93286,372789.16587,610.56463,0.15584,372789.16587,1004.37881,20.00000,1119.17355,68575.74597,261.86971,0.23398,68575.74597,430.77568,0.36413,0.49459,0.14128,0.08675,0.09692,0.04911
13820,"Birmingham-Hoover, AL",16-19, 70 ,3566.56421,249330.20286,499.32975,0.14000,249330.20286,821.39744,30.00000,1731.86833,139766.90493,373.85412,0.21587,139766.90493,614.99003,38.00000,1768.32591,92910.95706,304.81299,0.17237,92910.95706,501.41736,,,,,,,,0.48558,0.49581,,0.13125,0.08202,
13820,"Birmingham-Hoover, AL",20-24, 193 ,9534.61881,611104.54156,781.73176,0.08199,611104.54156,1285.94874,62.00000,2669.10314,155933.57768,394.88426,0.14795,155933.57768,649.58461,87.00000,4706.77934,358909.31374,599.09041,0.12728,358909.31374,985.50372,44.00000,2158.73633,155501.22607,394.33644,0.18267,155501.22607,648.68344,0.27994,0.49365,0.22641,0.05671,0.07906,0.06080
14260,"Boise City, ID",16-19, 30 ,2000.93808,214498.50368,463.13983,0.23146,214498.50368,761.86502,13.00000,510.65115,31310.56136,176.94791,0.34651,31310.56136,291.07931,16.00000,1397.17226,155912.24961,394.85725,0.28261,155912.24961,649.54018,,,,,,,,0.25521,0.69826,,0.10826,0.18626,
14260,"Boise City, ID",20-24, 73 ,4075.91217,388921.53462,623.63574,0.15301,388921.53462,1025.88079,20.00000,1337.10220,140816.22314,375.25488,0.28065,140816.22314,617.29427,37.00000,1961.78442,152108.05116,390.01032,0.19880,152108.05116,641.56698,16.00000,777.02554,48935.62727,221.21399,0.28469,48935.62727,363.89701,0.32805,0.48131,0.19064,0.12696,0.10050,0.07529
14460,"Boston-Cambridge-Newton, MA-NH",16-19, 115 ,4121.76943,238707.38897,488.57690,0.11854,238707.38897,803.70900,46.00000,1709.35761,113583.48558,337.02149,0.19716,113583.48558,554.40035,60.00000,2110.51200,70798.01869,266.07897,0.12607,70798.01869,437.69991,9.00000,301.89982,14462.34868,120.25951,0.39834,14462.34868,197.82689,0.41471,0.51204,0.07325,0.10748,0.03617,0.04582
14460,"Boston-Cambridge-Newton, MA-NH",20-24, 319 ,13561.08195,1108629.41690,1052.91472,0.07764,1108629.41690,1732.04472,81.00000,3373.31404,159300.20240,399.12429,0.11832,159300.20240,656.55946,170.00000,7691.32254,684764.84515,827.50519,0.10759,684764.84515,1361.24604,68.00000,2496.44538,114938.67024,339.02606,0.13580,114938.67024,557.69787,0.24875,0.56716,0.18409,0.03653,0.06949,0.03374
14860,"Bridgeport-Stamford-Norwalk, CT",16-19, 31 ,1609.18625,127925.89475,357.66730,0.22227,127925.89475,588.36270,12.00000,654.79560,49424.68469,222.31663,0.33952,49424.68469,365.71086,16.00000,860.27439,60406.33060,245.77699,0.28570,60406.33060,404.30315,,,,,,,,0.40691,0.53460,,0.17180,0.15786,
14860,"Bridgeport-Stamford-Norwalk, CT",20-24, 63 ,2606.03011,115540.11936,339.91193,0.13043,115540.11936,559.15512,16.00000,454.37360,12928.38488,113.70306,0.25024,12928.38488,187.04153,35.00000,1696.00377,78646.98654,280.44070,0.16535,78646.98654,461.32495,12.00000,455.65274,19824.37992,140.79908,0.30901,19824.37992,231.61448,0.17435,0.65080,0.17485,0.06125,0.10880,0.08057
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19, 70 ,2610.03397,138851.38824,372.62768,0.14277,138851.38824,612.97253,34.00000,1163.29005,60004.48144,244.95812,0.21057,60004.48144,402.95611,33.00000,1367.90087,91907.14024,303.16190,0.22163,91907.14024,498.70133,,,,,,,,0.44570,0.52409,,0.11349,0.14614,
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24, 143 ,6085.04172,336458.40638,580.05035,0.09532,336458.40638,954.18282,45.00000,2140.26199,119513.66450,345.70748,0.16153,119513.66450,568.68881,76.00000,3017.89872,166062.44905,407.50761,0.13503,166062.44905,670.35001,22.00000,926.88100,55357.91240,235.28262,0.25384,55357.91240,387.03991,0.35173,0.49595,0.15232,0.07545,0.07803,0.05895
15980,"Cape Coral-Fort Myers, FL",16-19, 34 ,1502.26518,108650.30101,329.62145,0.21942,108650.30101,542.22729,14.00000,739.85757,53202.58620,230.65686,0.31176,53202.58620,379.43053,20.00000,762.40761,48136.26468,219.39978,0.28777,48136.26468,360.91264,,,,,,,,0.49249,0.50751,,0.17943,0.15545,
15980,"Cape Coral-Fort Myers, FL",20-24, 97 ,4077.16697,209767.85364,458.00421,0.11233,209767.85364,753.41692,30.00000,1646.02435,118945.78732,344.88518,0.20953,118945.78732,567.33612,50.00000,1795.88459,84609.72685,290.87751,0.16197,84609.72685,478.49351,17.00000,635.25802,33447.27662,182.88597,0.28789,33447.27662,300.84741,0.40372,0.44047,0.15581,0.11746,0.08455,0.06794
16700,"Charleston-North Charleston, SC",16-19, 28 ,1281.63202,87398.04960,295.63161,0.23067,87398.04960,486.31400,12.00000,623.00064,38470.38673,196.13869,0.31483,38470.38673,322.64815,12.00000,522.46816,40423.34225,201.05557,0.38482,40423.34225,330.73641,,,,,,,,0.48610,0.40766,,0.17133,0.20656,
16700,"Charleston-North Charleston, SC",20-24, 129 ,5560.60643,421825.15744,649.48068,0.11680,421825.15744,1068.39572,34.00000,1432.31847,122998.74468,350.71177,0.24486,122998.74468,576.92086,65.00000,2962.13248,169222.01042,411.36603,0.13887,169222.01042,676.69712,30.00000,1166.15547,58896.11004,242.68521,0.20811,58896.11004,399.21717,0.25758,0.53270,0.20972,0.09119,0.06583,0.05942
16740,"Charlotte-Concord-Gastonia, NC-SC",16-19, 136 ,4482.82129,211512.37349,459.90474,0.10259,211512.37349,756.54330,60.00000,1843.79389,95300.86570,308.70838,0.16743,95300.86570,507.82529,73.00000,2563.16021,103943.95473,322.40340,0.12578,103943.95473,530.35360,,,,,,,,0.41130,0.57177,,0.08952,0.06845,
16740,"Charlotte-Concord-Gastonia, NC-SC",20-24, 402 ,17903.85732,1224769.59620,1106.69309,0.06181,1224769.59620,1820.51013,139.00000,6210.49678,482314.10565,694.48838,0.11182,482314.10565,1142.43338,199.00000,8846.15691,442768.79253,665.40874,0.07522,442768.79253,1094.59738,64.00000,2847.20363,181505.45053,426.03456,0.14963,181505.45053,700.82686,0.34688,0.49409,0.15903,0.05317,0.03484,0.03565
16860,"Chattanooga, TN-GA",16-19, 55 ,1820.24681,67018.18224,258.87870,0.14222,67018.18224,425.85546,21.00000,506.14984,16681.29446,129.15609,0.25517,16681.29446,212.46176,27.00000,1014.28070,54139.53277,232.67903,0.22940,54139.53277,382.75701,7.00000,299.81627,14235.75661,119.31369,0.39796,14235.75661,196.27102,0.27807,0.55722,0.16471,0.09691,0.16499,0.10071
16860,"Chattanooga, TN-GA",20-24, 98 ,4020.15248,241769.66886,491.70079,0.12231,241769.66886,808.84780,33.00000,1306.51998,86740.57527,294.51753,0.22542,86740.57527,484.48134,50.00000,2235.40627,165789.40391,407.17245,0.18215,165789.40391,669.79868,15.00000,478.22624,17902.97440,133.80200,0.27979,17902.97440,220.10429,0.32499,0.55605,0.11896,0.10123,0.12346,0.04924
16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19, 461 ,21938.55627,1891921.36040,1375.47132,0.06270,1891921.36040,2262.65033,191.00000,8181.97370,394596.55160,628.16921,0.07677,394596.55160,1033.33834,235.00000,11705.40642,950263.87801,974.81479,0.08328,950263.87801,1603.57033,35.00000,2051.17615,152184.45131,390.10826,0.19019,152184.45131,641.72808,0.37295,0.53355,0.09350,0.02719,0.04811,0.02762
16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24," 1,173 ",60496.31424,3521246.20900,1876.49839,0.03102,3521246.20900,3086.83985,342.00000,16560.78967,917889.32386,958.06541,0.05785,917889.32386,1576.01759,553.00000,28388.99774,1644993.83200,1282.57313,0.04518,1644993.83200,2109.83280,278.00000,15546.52684,1775752.18410,1332.57352,0.08572,1775752.18410,2192.08344,0.27375,0.46927,0.25698,0.02199,0.02536,0.03378
17140,"Cincinnati, OH-KY-IN",16-19, 114 ,4591.43771,269319.28909,518.95981,0.11303,269319.28909,853.68889,34.00000,1213.85645,92266.86533,303.75461,0.25024,92266.86533,499.67634,72.00000,2981.73655,135639.71805,368.29298,0.12352,135639.71805,605.84195,8.00000,395.84471,26140.05739,161.67887,0.40844,26140.05739,265.96174,0.26437,0.64941,0.08621,0.09709,0.05321,0.05566
17140,"Cincinnati, OH-KY-IN",20-24, 267 ,11522.52286,587893.98419,766.74245,0.06654,587893.98419,1261.29133,69.00000,2504.01812,131921.82463,363.21044,0.14505,131921.82463,597.48118,144.00000,6305.39249,340858.59360,583.83096,0.09259,340858.59360,960.40193,54.00000,2713.11226,180259.57637,424.56987,0.15649,180259.57637,698.41744,0.21732,0.54722,0.23546,0.04607,0.05796,0.05486
17460,"Cleveland-Elyria, OH",16-19, 137 ,5724.73859,218614.03754,467.56180,0.08167,218614.03754,769.13916,67.00000,2622.43600,165056.53318,406.27150,0.15492,165056.53318,668.31662,62.00000,2672.66048,161543.90469,401.92525,0.15038,161543.90469,661.16703,8.00000,429.64211,26985.03124,164.27121,0.38234,26985.03124,270.22614,0.45809,0.46686,0.07505,0.09920,0.09698,0.04611
17460,"Cleveland-Elyria, OH",20-24, 310 ,13717.96803,732979.33153,856.14212,0.06241,732979.33153,1408.35379,112.00000,4998.91507,348278.67188,590.15140,0.11806,348278.67188,970.79905,149.00000,6643.45654,349431.86513,591.12762,0.08898,349431.86513,972.40494,49.00000,2075.59641,104800.35607,323.72883,0.15597,104800.35607,532.53393,0.36441,0.48429,0.15130,0.06007,0.05052,0.03558
17820,"Colorado Springs, CO",16-19, 35 ,1424.59156,46922.25611,216.61546,0.15205,46922.25611,356.33243,9.00000,427.27619,21278.60066,145.87186,0.34140,21278.60066,239.95922,19.00000,686.99514,33143.95656,182.05482,0.26500,33143.95656,299.48017,7.00000,310.32023,11768.15271,108.48112,0.34958,11768.15271,178.45144,0.29993,0.48224,0.21783,0.15081,0.17217,0.11279
17820,"Colorado Springs, CO",20-24, 82 ,4444.72927,396373.97660,629.58238,0.14165,396373.97660,1035.66302,17.00000,1195.97778,162290.52507,402.85298,0.33684,162290.52507,662.69316,37.00000,1690.07933,123885.73643,351.97406,0.20826,123885.73643,578.99732,28.00000,1558.67216,128455.02930,358.40624,0.22994,128455.02930,589.57826,0.26908,0.38024,0.35068,0.13527,0.09549,0.10449
17900,"Columbia, SC",16-19, 48 ,2460.10007,219335.14206,468.33230,0.19037,219335.14206,770.40663,23.00000,835.13850,45632.35733,213.61732,0.25579,45632.35733,351.40048,22.00000,1215.74101,99261.97326,315.05868,0.25915,99261.97326,518.27153,,,,,,,,0.33947,0.49418,,0.09540,0.14294,
17900,"Columbia, SC",20-24, 125 ,5544.60761,579135.69652,761.00966,0.13725,579135.69652,1251.86088,46.00000,1717.43973,89711.80188,299.51928,0.17440,89711.80188,492.70922,63.00000,3143.40884,322058.35585,567.50186,0.18054,322058.35585,933.54055,16.00000,683.75903,47391.13247,217.69504,0.31838,47391.13247,358.10835,0.30975,0.56693,0.12332,0.05482,0.10938,0.05828
18140,"Columbus, OH",16-19, 94 ,3067.81783,152986.33600,391.13468,0.12750,152986.33600,643.41654,34.00000,984.41515,41337.94818,203.31736,0.20654,41337.94818,334.45705,48.00000,1823.10531,100468.89820,316.96829,0.17386,100468.89820,521.41284,12.00000,260.29737,6465.25328,80.40680,0.30890,6465.25328,132.26918,0.32088,0.59427,0.08485,0.08577,0.11555,0.03927
18140,"Columbus, OH",20-24, 249 ,11534.25972,884613.00513,940.53868,0.08154,884613.00513,1547.18613,86.00000,3966.31782,263665.80121,513.48398,0.12946,263665.80121,844.68115,119.00000,5373.37107,402592.19356,634.50153,0.11808,402592.19356,1043.75502,44.00000,2194.57082,166424.36416,407.95142,0.18589,166424.36416,671.08009,0.34387,0.46586,0.19027,0.05688,0.06545,0.05228
19100,"Dallas-Fort Worth-Arlington, TX",16-19, 402 ,17277.98820,865974.22412,930.57736,0.05386,865974.22412,1530.79976,151.00000,6467.07547,397686.38620,630.62381,0.09751,397686.38620,1037.37616,217.00000,9299.70739,398310.73136,631.11863,0.06786,398310.73136,1038.19015,34.00000,1511.20535,96529.24363,310.69156,0.20559,96529.24363,511.08761,0.37430,0.53824,0.08746,0.05005,0.03656,0.02855
19100,"Dallas-Fort Worth-Arlington, TX",20-24, 938 ,44367.56817,3510624.35390,1873.66602,0.04223,3510624.35390,3082.18060,287.00000,14028.19052,852005.18434,923.04127,0.06580,852005.18434,1518.40289,463.00000,21060.55845,1603057.49050,1266.11907,0.06012,1603057.49050,2082.76586,188.00000,9278.81920,723920.20624,850.83501,0.09170,723920.20624,1399.62358,0.31618,0.47468,0.20914,0.02624,0.03341,0.02800
19380,"Dayton, OH",16-19, 39 ,1438.14860,63851.73289,252.68900,0.17570,63851.73289,415.67341,25.00000,1001.31677,41420.76436,203.52092,0.20325,41420.76436,334.79191,12.00000,422.83731,25363.48670,159.25918,0.37664,25363.48670,261.98135,,,,,,,,0.69625,0.29402,,0.11703,0.16113,
19380,"Dayton, OH",20-24, 103 ,4905.63307,268128.40083,517.81116,0.10555,268128.40083,851.79936,37.00000,1635.35592,96336.79371,310.38169,0.18979,96336.79371,510.57788,49.00000,2342.10835,162192.61763,402.73145,0.17195,162192.61763,662.49323,17.00000,928.16881,49920.21327,223.42832,0.24072,49920.21327,367.53958,0.33336,0.47743,0.18920,0.08650,0.10661,0.06733
19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19, 40 ,1482.54480,76239.86133,276.11567,0.18624,76239.86133,454.21027,22.00000,810.79891,35033.09873,187.17131,0.23085,35033.09873,307.89680,15.00000,547.39321,23879.87255,154.53114,0.28230,23879.87255,254.20372,,,,,,,,0.54690,0.36923,,0.12271,0.12886,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",20-24, 96 ,4407.62314,244418.38775,494.38688,0.11217,244418.38775,813.26642,34.00000,1535.20239,90396.27594,300.65973,0.19584,90396.27594,494.58526,45.00000,2089.42122,172630.25473,415.48797,0.19885,172630.25473,683.47771,17.00000,782.99954,41985.95230,204.90474,0.26169,41985.95230,337.06830,0.34831,0.47405,0.17765,0.09198,0.12804,0.06909
19740,"Denver-Aurora-Lakewood, CO",16-19, 111 ,4875.68897,429753.94515,655.55621,0.13445,429753.94515,1078.38997,60.00000,2724.50589,258267.02517,508.19979,0.18653,258267.02517,835.98865,44.00000,1748.39239,97881.84140,312.86074,0.17894,97881.84140,514.65591,7.00000,402.79069,28914.75912,170.04340,0.42216,28914.75912,279.72140,0.55879,0.35859,0.08261,0.11884,0.06965,0.05438
19740,"Denver-Aurora-Lakewood, CO",20-24, 257 ,11748.71397,780522.74195,883.47198,0.07520,780522.74195,1453.31141,92.00000,4377.57339,270462.72118,520.06031,0.11880,270462.72118,855.49920,100.00000,4312.69585,271727.82570,521.27519,0.12087,271727.82570,857.49769,65.00000,3058.44474,266300.75766,516.04337,0.16873,266300.75766,848.89134,0.37260,0.36708,0.26032,0.05637,0.05714,0.06468
19780,"Des Moines-West Des Moines, IA",16-19, 19 ,1132.86032,85336.67309,292.12441,0.25786,85336.67309,480.54466,,,,,,,,14.00000,670.99586,40214.03071,200.53436,0.29886,40214.03071,329.87903,,,,,,,,,0.59230,,,0.14720,
19780,"Des Moines-West Des Moines, IA",20-24, 33 ,2190.46235,220325.73938,469.38869,0.21429,220325.73938,772.14439,13.00000,673.02161,55592.93640,235.78154,0.35033,55592.93640,387.86064,13.00000,1063.38888,150955.28885,388.52965,0.36537,150955.28885,639.13127,7.00000,454.05186,37035.41316,192.44587,0.42384,37035.41316,316.57346,0.30725,0.48546,0.20729,0.14008,0.23633,0.12469
19820,"Detroit-Warren-Dearborn, MI",16-19, 244 ,12115.25889,822300.77540,906.80801,0.07485,822300.77540,1491.69918,120.00000,6321.33212,452913.25853,672.98830,0.10646,452913.25853,1107.06576,96.00000,4579.41815,329042.53323,573.62229,0.12526,329042.53323,943.60867,28.00000,1214.50861,55981.21745,236.60350,0.19481,55981.21745,389.21276,0.52177,0.37799,0.10025,0.06498,0.06245,0.02966
19820,"Detroit-Warren-Dearborn, MI",20-24, 621 ,36461.51850,2192660.23110,1480.76339,0.04061,2192660.23110,2435.85578,204.00000,11945.27573,882050.44931,939.17541,0.07862,882050.44931,1544.94355,270.00000,15769.50085,1103202.16370,1050.33431,0.06661,1103202.16370,1727.79994,147.00000,8746.74192,598728.92863,773.77576,0.08846,598728.92863,1272.86113,0.32761,0.43250,0.23989,0.03628,0.03756,0.03101
21340,"El Paso, TX",16-19, 85 ,3613.40439,251580.69949,501.57821,0.13881,251580.69949,825.09615,34.00000,1550.20733,111435.45305,333.81949,0.21534,111435.45305,549.13306,41.00000,1744.76489,102893.72674,320.77052,0.18385,102893.72674,527.66751,10.00000,318.43216,13397.12679,115.74596,0.36349,13397.12679,190.40210,0.42902,0.48286,0.08813,0.11618,0.09575,0.04870
21340,"El Paso, TX",20-24, 207 ,9652.80158,755166.02673,869.00289,0.09003,755166.02673,1429.50976,52.00000,2374.95534,152347.44988,390.31711,0.16435,152347.44988,642.07165,111.00000,5254.76763,377911.23035,614.74485,0.11699,377911.23035,1011.25528,44.00000,2023.07860,157056.96531,396.30413,0.19589,157056.96531,651.92030,0.24604,0.54438,0.20958,0.05565,0.06690,0.05998
23420,"Fresno, CA",16-19, 113 ,4024.37545,201191.83286,448.54413,0.11146,201191.83286,737.85509,49.00000,1772.89561,109299.95379,330.60544,0.18648,109299.95379,543.84594,55.00000,1872.79800,74756.00039,273.41544,0.14599,74756.00039,449.76839,9.00000,378.68183,18543.94508,136.17615,0.35961,18543.94508,224.00977,0.44054,0.46536,0.09410,0.10834,0.07218,0.05292
23420,"Fresno, CA",20-24, 309 ,13610.89019,1033403.55240,1016.56458,0.07469,1033403.55240,1672.24874,108.00000,4817.28776,311862.92070,558.44688,0.11593,311862.92070,918.64512,126.00000,5529.43231,491664.94140,701.18824,0.12681,491664.94140,1153.45465,75.00000,3264.17013,288546.54467,537.16529,0.16456,288546.54467,883.63690,0.35393,0.40625,0.23982,0.05162,0.06849,0.05785
24340,"Grand Rapids-Wyoming, MI",16-19, 25 ,1193.74510,73956.69425,271.94980,0.22781,73956.69425,447.35742,16.00000,848.82669,63863.12090,252.71154,0.29772,63863.12090,415.71048,7.00000,260.99061,12038.71619,109.72108,0.42040,12038.71619,180.49118,,,,,,,,0.71106,0.21863,,0.22420,0.12707,
24340,"Grand Rapids-Wyoming, MI",20-24, 75 ,4759.21231,382898.68001,618.78807,0.13002,382898.68001,1017.90638,28.00000,1426.54318,100733.43880,317.38532,0.22249,100733.43880,522.09884,34.00000,2328.55256,164061.02680,405.04448,0.17395,164061.02680,666.29816,13.00000,1004.11656,115252.39124,339.48843,0.33810,115252.39124,558.45846,0.29974,0.48927,0.21098,0.08902,0.09300,0.10832
